E0,E1,E2,E3,E4,E5,E6,E7,E8,E9,E10,E11,E12,E13,E14,E15,E16,E17,E18,E19,E20,E21,E22,B1,B7,B9,S0,S1,S2,S3,S4,S5,S6,S7,S8,S9,flux_0,flux_1,flux_2,flux_3,flux_4,flux_5,flux_6,flux_7,flux_8,flux_9,flux_10,flux_11,flux_12,flux_13,flux_14,flux_15,flux_16,flux_17,flux_18,flux_19,flux_20,flux_21,flux_22
1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,1,1,0.0,1e-06,0.0125349435103624,0.11209001973037769,0.21604032399317535,0.4856444575638161,3.2542063764992744,0.22410019748580856,0.5000081646608117,0.37305753932747965,0.053805967834471606,0.36856751627444007,0.010734147537462086,-0.01667253689379531,-0.10281422214408231,-0.04802058706863052,0.03820170785207257,0.03025283974679366,0.02661425823814656,-0.004949095407600241,0.04965894969066567,-0.03914372330478505,-0.02459380009293819,0.08298933135741289,-0.00018856211936919137,-0.012514980114832416,-0.05505443084719938,0.009003057357580103,-0.05947782890722362,0.023870886909535455,-0.07801263104367662,0.030757122896266063,0.00013121814583103453,0.0001312181458310352,0.0037852003511184506,0.03075712289626606
0.9,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,1,1,0.0,1e-06,0.0125349435103624,0.22340557528635796,0.48416206170194903,0.11119947475263806,0.37359385296623443,0.21499074958688624,0.4976837083663486,0.3678107179365814,3.2530708409066795,0.010702006219533234,0.053883320176547435,-0.015136628978981862,-0.10287048993334835,-0.04771029783580798,0.03825631887666919,0.029539614059928526,0.025758649625968744,-0.005051431026231727,0.049581156779749565,-0.03929371647702365,-0.02438031387614671,0.08231655366893816,-0.00018822987247814164,-0.012556077695445915,-0.05461800127014628,0.008928930575516567,-0.05903513573888835,0.023778556399812092,-0.0777921027231306,0.03080133984072954,0.00013121814583103627,0.0001312181458310352,0.003766810962796039,0.03080133984072954
1.1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,1,1,0.0,1e-06,0.0125349435103624,0.2247805806450159,0.48709849671352223,0.11296384886532035,0.3725284214771523,0.21706902580877094,0.5022859999024014,0.36930424884659874,3.2552948203243095,0.01076567402495028,0.053729653338625526,-0.018182018942823053,-0.10275811023972212,-0.04832507921093024,0.038147510185842656,0.03095302944431222,0.02745491611207998,-0.004847769034234308,0.049734412480820375,-0.038996444800170865,-0.024803299103361553,0.08364956025868389,-0.0001889099135727124,-0.012474545730939937,-0.0554825490405767,0.009076030254866734,-0.059911981505907985,0.023961292027676162,-0.07822859064345769,0.030713499216180506,0.00013121814583103453,0.0001312181458310352,0.003803224034853121,0.030713499216180506
1.0,0.9,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,1,1,0.0,1e-06,0.0125349435103624,0.21636284288857885,0.47129744165473647,0.10717719015687993,0.36240797917636575,0.21121902271874216,0.48703035813055556,0.3628535125046501,3.3360160112612167,0.010423075433494354,0.05226998522981741,-0.016395262275788632,-0.09665791398502116,-0.0467618996894978,0.036431929563104704,0.030436592030999937,0.02565632191823017,-0.005202783414021658,0.04656477155412354,-0.03629113749532392,-0.0234811362441887,0.07937099062718979,-0.00020869915744688768,-0.012188170055194354,-0.05183576236655767,0.007891627441521035,-0.05689474168051664,0.022927398701349938,-0.07525874364946342,0.029879108660313427,0.0001312181458310354,0.0001312181458310352,0.003700727272484257,0.02987910866031343
1.0,1.1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,1,1,0.0,1e-06,0.0125349435103624,0.2311893131605863,0.49868268507402486,0.11664662047992025,0.38273347160787136,0.22039667452094125,0.5117270038468991,0.37376823768818446,3.181462257114721,0.01101684248178454,0.05520152440728829,-0.016913685024376013,-0.10857814109666845,-0.04915507859448611,0.039840928856047966,0.030011000645369296,0.027485795127244195,-0.004689962973165337,0.05255186457056363,-0.04181745169501477,-0.025627237665994413,0.086345187661681,-0.00016893652355937355,-0.012810567840026633,-0.05805029262258238,0.010069309669306699,-0.06186601430900175,0.024721710673854314,-0.08053884911945536,0.03155486535395893,0.0001312181458310354,0.0001312181458310352,0.0038615271184668258,0.03155486535395894
1.0,1.0,0.9,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,1,1,0.0,1e-06,0.0125349435103624,0.23035265969796517,0.4947601845917218,0.11292377180502436,0.37705898541955807,0.22551985293614618,0.5183906992654078,0.3617976566904167,3.3480239338868136,0.010931794797612648,0.05438309510580317,-0.016894109281530595,-0.10580944939232087,-0.046652693222725444,0.03755693355182507,0.031320711328275214,0.028501166255356314,-0.0048809233396345155,0.05142322096035962,-0.03868342583932627,-0.02470033619311368,0.08346494732736025,-0.00014501005438718063,-0.012561756997618443,-0.05697613204483709,0.009749087391360219,-0.06051898063126,0.024115167267336146,-0.08015402867575899,0.031087026343207896,0.0001312181458310354,0.0001312181458310352,0.0039512893271338905,0.0310870263432079
1.0,1.0,1.1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,1,1,0.0,1e-06,0.0125349435103624,0.21864298109892677,0.4776009211978371,0.11134305754403122,0.36949024008386167,0.2078704323625247,0.48409812790335743,0.37466634565468515,3.1723581054707473,0.01055974752309237,0.053291457422206354,-0.016475430199840657,-0.10020149298197789,-0.04918356064939659,0.03874944592687504,0.029317197572380826,0.02496616324635542,-0.00500178021220766,0.048113407538002834,-0.03949838746020867,-0.024495948251868203,0.08255631027010023,-0.0002256144940549227,-0.012470622636679038,-0.05337589079893286,0.00837535546836891,-0.05854752226052435,0.023645198452641777,-0.07614279975542587,0.03046301314193313,0.00013121814583103627,0.0001312181458310352,0.0036420572744125333,0.030463013141933133
1.0,1.0,1.0,0.9,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,1,1,0.0,1e-06,0.0125349435103624,0.2223466723232518,0.48703011708348143,0.11121990860463808,0.37270946065452454,0.2149014425546791,0.49445053698390556,0.3743592252249738,3.2361019033240073,0.010764191417311166,0.053755764560428,-0.01674576377427167,-0.1023179769574177,-0.04719138335327517,0.03710221318104628,0.029575791339815027,0.02734319149513942,-0.005046828078757289,0.049671072787586965,-0.03941368422122074,-0.024403119972008096,0.08234046936168325,-0.00024417629967584276,-0.012538399112570606,-0.05446919265780162,0.008809292201131557,-0.059760242959815885,0.023085352881108717,-0.07742457563943111,0.03072842518239343,0.0001312181458310354,0.0001312181458310352,0.003765246231715194,0.03072842518239343
1.0,1.0,1.0,1.1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,1,1,0.0,1e-06,0.0125349435103624,0.22563591174627967,0.48444055924448814,0.11284608235594223,0.37336141127024414,0.21704016039027083,0.5048844170957063,0.36358291143849,3.270078415297634,0.010708044605289303,0.05384979518616555,-0.016609020834038535,-0.10324951325505535,-0.048741106320215194,0.039160554309316406,0.03084705323662676,0.025980270216394596,-0.004862183442720391,0.04964761786324927,-0.038904158396262684,-0.024759286681436465,0.08355296866670175,-0.00013996212401128517,-0.012494424246236632,-0.05556901649299249,0.009174647234533512,-0.059228169874148036,0.024559872435995264,-0.07852754999868967,0.030782175939571922,0.00013121814583103453,0.0001312181458310352,0.0038027182894893783,0.03078217593957193
1.0,1.0,1.0,1.0,0.9,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,1,1,0.0,1e-06,0.0125349435103624,0.22526508906876955,0.48747362823127766,0.11332133244097882,0.37506847142470917,0.2178014612234368,0.5013157366100076,0.370911396300011,3.280925339195904,0.0107738076292644,0.05409600391827758,-0.01668967957590719,-0.10375930362428648,-0.048461248649932204,0.038516241005324026,0.02965743275261781,0.026434431874759162,-0.0048699171682950425,0.05013165131870054,-0.03979956406953608,-0.024885570341588066,0.08389323570224651,-0.0001818882403341951,-0.012583420365197313,-0.055056335329978195,0.009190150143324409,-0.06007665896330871,0.023440405170464654,-0.07836040104692608,0.030922916317200625,0.0001312181458310354,0.0001312181458310352,0.003816056892800753,0.030922916317200625
