E0,E1,E2,E3,E4,E5,E6,E7,E8,E9,E10,E11,E12,E13,E14,E15,E16,E17,B2,B4,B5,S0,S1,S2,S3,S4,S5,S6,S7,S8,S9,flux_0,flux_1,flux_2,flux_3,flux_4,flux_5,flux_6,flux_7,flux_8,flux_9,flux_10,flux_11,flux_12,flux_13,flux_14,flux_15,flux_16,flux_17
1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,1,1,0.0,1e-06,0.0141855814171668,0.2526906827432415,0.22294554242295755,0.18393202683175497,0.06851609752608369,0.884641897692787,0.019973534086587117,0.547288763090511,1.4419760429090678,1.0606547169876208,1.0458203336139344,-0.024939729448479553,0.05476608246298565,-0.008700318583568806,0.030577839949926064,0.0017126710407609214,-0.010453898134808692,-0.05894291147992754,0.05707848997724485,-0.0023124075142591065,-0.06126652185129508,0.04684325044968736,-0.0016457628954314463,-0.00015175046192181414,-0.012880976928718368,0.0016018290893180687,0.0016018290893180685,0.008100582110070628,0.00989978183498074
0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,1,1,0.0,1e-06,0.0141855814171668,1.562376909330609,0.9715099778728393,0.20266819386498588,0.22495932441512234,0.06890677604661817,1.2296798447334092,0.6025202202496296,0.26586274888961725,0.017774683656637095,1.2349617194325946,-0.02225751597171023,0.058127285147367855,-0.009542402136202848,0.03567762347939599,0.000810244549661221,-0.010335428266214072,-0.05955562855042864,0.05955418696007431,-0.0014269018127064173,-0.07056366241913511,0.05157770528672906,0.0023575050025144706,0.0008088029593068457,-0.01426237428836065,0.0016018290893180685,0.0016018290893180685,0.008925744873157636,0.010871898399263996
1.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,1,1,0.0,1e-06,0.0141855814171668,1.3860572317292057,0.8450304015320058,0.17547802460103817,0.2220568339420273,0.0682447074902715,0.9657169998373752,0.5222007151481837,0.24637269982941476,0.02115404004767412,0.984459420429665,-0.026010445810620973,0.05316401511262609,-0.008317338022606646,0.028316685257688642,0.0020890476881458564,-0.01049320298506084,-0.05850522644460136,0.055842142883319346,-0.002678127770693272,-0.05712058911420513,0.04468796184304373,-0.0033240616164967873,-0.000574035873136129,-0.012279998483371607,0.0016018290893180685,0.0016018290893180685,0.00772825794005926,0.009456500580530035
1.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,1,1,0.0,1e-06,0.0141855814171668,1.3203892161793358,0.8791260361947939,0.17483337732830753,0.2571048506024846,0.07368586315505248,0.9094021367734403,0.5582744936771546,0.2553720421770614,0.0227888941576077,0.9155406170913938,-0.018087951541065073,0.03782061292242895,-0.008505491270364667,0.021922365861202414,0.006804292797671085,-0.011491400487517598,-0.05361890299760966,0.04543053007210385,-0.007609917149674763,-0.049047195430757834,0.046501938875005595,0.004374436364913525,-0.0013840801278348653,-0.007152603837942861,0.0016018290893180685,0.0016018290893180685,0.007699866918360987,0.009838055360568304
1.0,1.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,1,1,0.0,1e-06,0.0141855814171668,1.514000540508595,0.892169733205784,0.18951129569075437,0.20463072792731435,0.0659001681578282,1.133081167638664,0.5394194203042203,0.2526434786889631,0.01852932446138093,1.1528507060157045,-0.029015277540274192,0.0650288949198876,-0.008856732429899632,0.03597452580012758,-0.0014000319959992236,-0.009909037161784918,-0.062189739348403314,0.0641392957018353,0.0008895992180522755,-0.06894719051493785,0.04726727876163184,-0.005013423424986549,0.000549524357432783,-0.01654515368138719,0.0016018290893180683,0.0016018290893180685,0.008346299651952693,0.009984023751922108
1.0,1.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,1,1,0.0,1e-06,0.0141855814171668,1.435905879499466,0.9154896636130281,0.17521394143098068,0.2139606951512745,0.05374926604399891,1.0515051379992375,0.5166985476307752,0.25114848327341366,0.017618108313326813,1.0614150068694974,-0.023460109912393716,0.05404786505860254,-0.004702112079546796,0.028666840719315273,0.0032442034224182126,-0.00739754207005402,-0.05861535747654536,0.05427755315293803,-0.000229688094335493,-0.05897605577173064,0.04859644549235665,-0.0026213699141347108,-0.0010936009011891547,-0.012892424496294033,0.0016018290893180683,0.0016018290893180685,0.007716627407629497,0.010244990617770037
1.0,1.0,1.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,1,1,0.0,1e-06,0.0141855814171668,1.4467616217721635,0.859039065843668,0.19124360430003798,0.2306517474226676,0.08118619464638853,1.0407816835718566,0.5732843064711731,0.25390415208042116,0.022029831046678005,1.0597585470651634,-0.02616997353682282,0.05526827683298681,-0.012121194037794608,0.03215183156650443,0.00045600451561797484,-0.01307794991378379,-0.059233814134563176,0.05942288283227415,-0.0041546059992872975,-0.06315783855930872,0.04538891417009125,-0.0007669500506881644,0.0006450732133288879,-0.012825824932722052,0.0016018290893180676,0.0016018290893180685,0.008422592554125297,0.00961326765299928
1.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,1,1,0.0,1e-06,0.0141855814171668,1.5218112871220808,0.8314786590076086,0.18387731989057934,0.22106268337812018,0.0664257594658746,0.9985092765273716,0.5674142739835134,0.24026906004632265,0.02117048160196272,1.0106189648071322,-0.024062770165580546,0.050090433274543274,-0.008088663663365065,0.02653415713520131,0.0031389101234202688,-0.010206495867797576,-0.056874747547622465,0.05321983430908772,-0.003129401034544458,-0.05460539530450487,0.043996199121312245,-0.002672052558512647,-0.0005160031151144398,-0.010163143820282591,0.0016018290893180685,0.0016018290893180685,0.008098172752240888,0.00930484679290673
1.0,1.0,1.0,1.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,1,1,0.0,1e-06,0.0141855814171668,1.4099453543724036,0.9082995446652855,0.1841238848625384,0.22369671733475296,0.06941971107656951,1.066934779059597,0.5392268309027276,0.2582496165645151,0.019483948719425628,1.0829797659317024,-0.025329985001471766,0.05683689517855208,-0.008971753971432144,0.03235402120840592,0.001097594684589337,-0.010557971883307635,-0.059879195579056375,0.05879721207190958,-0.0019603168933575166,-0.0642038080120831,0.048109826448053394,-0.0012113972476953533,1.5611177442579303e-05,-0.014049239097754906,0.0016018290893180683,0.0016018290893180685,0.008109031762663983,0.010164527993101875
1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,1,1,0.0,1e-06,0.0141855814171668,1.445601830826018,0.8861385681489553,0.1835456696373528,0.2236440173985489,0.06860466494723208,1.05057365824587,0.5445635288059919,0.25341381068612995,0.01992233258533321,1.0653934111036936,-0.025032701376024383,0.05504710557479191,-0.008722368382054273,0.030790401398915673,0.0016010035047396148,-0.010461392775716522,-0.05902510978441923,0.05728691097533534,-0.00223980540054353,-0.0615799772132528,0.04691908238235669,-0.0016446346263460226,-0.00013719530434418235,-0.013064694862884488,0.0016018290893180676,0.0016018290893180685,0.008083566486250346,0.009916530658469175
