E0,E1,E2,E3,E4,E5,E6,E7,E8,E9,E10,E11,E12,E13,E14,E15,E16,E17,E18,E19,E20,E21,E22,E23,E24,E25,B1,B3,B9,S0,S1,S2,S3,S4,S5,S6,S7,S8,S9,flux_0,flux_1,flux_2,flux_3,flux_4,flux_5,flux_6,flux_7,flux_8,flux_9,flux_10,flux_11,flux_12,flux_13,flux_14,flux_15,flux_16,flux_17,flux_18,flux_19,flux_20,flux_21,flux_22,flux_23,flux_24,flux_25
1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,1,1,0.161411771226264,1e-06,0.0,0.5676629315881172,0.193034447488387,0.17661155606140616,0.019153965373833747,0.3351428325034655,0.14647567755937732,0.17791827690409318,0.28445645088856303,0.43218575279704485,0.03730392344061255,-0.0048363256654560365,-0.0521418336098189,0.017014651792467826,-0.006161672603559992,0.009693156726384766,0.026631367603998805,0.001064379884838331,0.09790974626822194,0.03928190805903842,0.03958981655432976,-0.021493863047296134,0.008841910956151604,0.029896361577433726,0.001217882441925,0.007760543261178478,-0.0010558144315724587,0.00778609652457915,0.02111823640338745,0.02510755665341046,-0.0012273209275429071,0.001678916025322095,0.010993248651599313,0.0003264587786693462,0.0028762540244902253,0.00032645877866934586,0.02983780872880795
0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,1,1,0.161411771226264,1e-06,0.0,0.1969107426180151,0.18650594359151712,0.34047499914768,0.42935519620372836,0.03810310783812122,0.18010784441745856,0.29019243626886276,0.15164987561847804,0.019957180253132794,0.5746271436910515,-0.002842350225073468,-0.05334557608824105,0.016760721436657754,-0.006078803224451685,0.010147284601710032,0.02614819287675749,0.0014092485905549635,0.0998725221427746,0.040076653118319365,0.040297016236912966,-0.02224939325494388,0.008943768234144278,0.03172157324013062,0.0022305941795230932,0.007977186490169137,-0.0008977228237273512,0.008046045410416924,0.021325057410316196,0.025683032926881857,-0.001273693540240095,0.001737619922512157,0.011743037075912763,0.00034014871406327094,0.0028762540244902253,0.0003401487140632706,0.030477042058512146
1.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,1,1,0.161411771226264,1e-06,0.0,0.19017445065149402,0.16928106628922746,0.331161512292368,0.43429116538636525,0.03670930538157658,0.176266192565175,0.28021208361796496,0.14264105984342393,0.018569392978405742,0.562414812731111,-0.006311414136337461,-0.051253399712519826,0.0172028846380533,-0.006221718798952086,0.009361754017801621,0.026991382861735483,0.0008099719910084693,0.09646329009703115,0.0386924840707522,0.039063854932871664,-0.020933807417634242,0.00876526755484196,0.028544455615314004,0.0004679622555153404,0.007599998290270516,-0.0011725902716417987,0.007592677283200171,0.02096322363226867,0.02468115135040945,-0.0011929706331774877,0.0016364463575391716,0.010437024987242634,0.0003164953697077916,0.0028762540244902253,0.0003164953697077915,0.029362199241232727
1.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,1,1,0.161411771226264,1e-06,0.0,0.17316193904169358,0.14215226024720617,0.2683380829192369,0.32772953669822064,0.031931865370866286,0.15666228056622863,0.2846835556028099,0.11800310503455719,0.014707745281073012,0.5334679244532993,-0.004322531639582188,-0.029700586768065744,0.012159927730825578,-0.004887349204948915,0.007172479363041732,0.01961241554709315,0.0003631591445661577,0.08370540398669626,0.042574103091336996,0.029984716917117227,-0.017325842325205756,0.009089334449938487,0.024078986830923736,0.0009469848826508809,0.006192910086258602,-0.0006284881989031816,0.008460846251035298,0.010711621380764511,0.015694119724389482,-0.0012520574056934094,0.0020835840450225372,0.004202611486783515,0.0002506777300536645,0.0028762540244902253,0.0002506777300536645,0.02554092983830035
1.0,1.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,1,1,0.161411771226264,1e-06,0.0,0.20409242777387387,0.19949817484638366,0.37983797746219977,0.5021827840024292,0.040682701549548124,0.1905440306805388,0.27906593134122165,0.16581351786539014,0.022085439518197546,0.5797297719558037,-0.005164309681512859,-0.06837237762344653,0.02033045740630033,-0.006995894483133891,0.011116805204631165,0.031337754168762944,0.001584809883571482,0.10654945544715685,0.036141369993193236,0.04620842874086949,-0.024322895806457117,0.008369807789918096,0.03375640833384642,0.001264664354923145,0.008723648223698394,-0.0014067297608038988,0.006963078029114188,0.028831553759010323,0.03210651237162838,-0.0011826622959557756,0.001319262242687443,0.01604417540322828,0.00037642260862266936,0.0028762540244902253,0.0003764226086226693,0.032540348452600676
1.0,1.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,1,1,0.161411771226264,1e-06,0.0,0.16280445314089745,0.16301297219143399,0.3192265610402875,0.45110830739478736,0.03563936569340357,0.1753143209446921,0.24435417506559795,0.1347836596813408,0.015433542268265854,0.5597874185475381,-0.003349370195871634,-0.04431132995965388,0.009415927888421586,-0.00617030799362797,0.007774844930045128,0.029052144881867355,0.0005755371678807675,0.08195543708558027,0.034235122340325726,0.03700468577665269,-0.019781479484118295,0.00868950161774756,0.027483860601686772,0.001253018143318782,0.006440153312319838,-0.001481473547448744,0.007208028070298814,0.016400655455535394,0.023932041561914797,-0.0011830061239333153,0.0007622131992177476,0.01157388821474328,0.0002630481605820961,0.0028762540244902253,0.0002630481605820962,0.02850640036479918
1.0,1.0,1.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,1,1,0.161411771226264,1e-06,0.0,0.21913754916305556,0.18861045169910629,0.3488412484194485,0.41879494465020584,0.03876624296918238,0.1801325711184582,0.318852378807615,0.15666359318926684,0.022596432755657776,0.5745137274630774,-0.006077775986207637,-0.058916561338975514,0.023397165864944103,-0.006146280875433901,0.011505048151610218,0.02481838814404131,0.0014987732507636981,0.11171841700618147,0.04358211978827284,0.041817955479955385,-0.02298537171418646,0.008962216690268152,0.03202892797096312,0.0012269708929352127,0.008923538193341601,-0.000714337530826622,0.008247879159441536,0.02502666247563925,0.026145311377935958,-0.0012693385815410857,0.0024712787127506887,0.010533191432118599,0.00038513193982139165,0.0028762540244902253,0.0003851319398213917,0.031007455413918767
1.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,1,1,0.161411771226264,1e-06,0.0,0.19060376766385906,0.17048229396555484,0.33440181999960333,0.42839018637949544,0.03628496338529434,0.17590828886690685,0.2793727396461549,0.13981114457042726,0.018396175335487142,0.5581430797517615,-0.004429267188705866,-0.05128634567890994,0.016885609857972703,-0.0032757022098811187,0.009452591911910176,0.026307148283020887,0.0008747143299923099,0.09688678197526376,0.03841392895169238,0.03969724336649573,-0.02051725010741217,0.008744854767825628,0.02873705338573113,0.0016681656125286867,0.007595975204772911,-0.0011765969480936147,0.007568257819732013,0.02009111254635425,0.025407724671983108,-0.0011023724877747736,0.0015955754573890955,0.009834342386980745,0.00031354306092741774,0.0028762540244902253,0.00031354306092741774,0.029022786274629217
1.0,1.0,1.0,1.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,1,1,0.161411771226264,1e-06,0.0,0.19516179308491013,0.1820265728869725,0.3357621808110249,0.43549310461764784,0.03820016848532665,0.17968394559228257,0.28892422852393784,0.15236888920334485,0.019830307468687858,0.576043146046098,-0.005196929860323956,-0.052892092722225476,0.017126837072699234,-0.008723082313399683,0.009904360344122374,0.026914964200545025,0.0012323138347985685,0.09880246744226981,0.040046163259266535,0.0394896932067602,-0.022357325198624607,0.008926551153893163,0.030920969983976386,0.0008184201337708141,0.00790565430712256,-0.0009463606040744066,0.007980190549818751,0.0220274118591239,0.024836162184617448,-0.0013375739447940628,0.001752378060460324,0.01202033943316335,0.00033798630364602746,0.0028762540244902253,0.0003379863036460273,0.03055467670815208
1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,1,1,0.161411771226264,1e-06,0.0,0.20170583503408898,0.19355138850297002,0.3684477472122862,0.4593544042273309,0.04035648045170269,0.18497955046463294,0.3070500754893359,0.16252165222313614,0.021652154410528618,0.6115744820016281,-0.005605215701001512,-0.05558123812133438,0.01818025470503453,-0.006679211270054063,0.006191726495365566,0.027803568953858437,0.0015333369338819377,0.10093611415283471,0.0434865150857727,0.04480475819788247,-0.023841900091653635,0.009331355014578817,0.03275093027343582,0.0007127057399855599,0.00838014427832559,-0.0007390539034853949,0.008592301111093423,0.02379493127453635,0.029365649742345408,-0.0012638530955019368,0.0014280621083149715,0.012915666660731372,0.0003690377290792164,0.0028762540244902253,0.00036903772907921677,0.032279418185136695
1.0,1.0,1.0,1.0,1.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,1,1,0.161411771226264,1e-06,0.0,0.18671197013562563,0.1647844365748992,0.31195887935477074,0.4127675362924306,0.035138652383613474,0.1725524397247677,0.2686746062385354,0.13540682012144822,0.017451253739804842,0.5363263783380677,-0.004309096732920509,-0.049715750725333824,0.016185020936314142,-0.005794986541894063,0.011962530439733327,0.025768128766649717,0.000752942266454679,0.09560649829110734,0.03638817301744302,0.03601395055559925,-0.019873542042634702,0.008475020182392039,0.027902575926749804,0.001528787779685098,0.0073099303315876905,-0.0012514007433881038,0.007223619439003931,0.019295317194294417,0.022233343051462306,-0.0011966238223361059,0.001842164878658915,0.009683575330406768,0.0002974378866701208,0.0028762540244902253,0.00029743788667012096,0.028105901259408615
