E0,E1,E2,E3,E4,E5,E6,E7,E8,E9,E10,E11,E12,E13,E14,E15,E16,B3,B4,B6,S0,S1,S2,S3,S4,S5,S6,S7,S8,S9,flux_0,flux_1,flux_2,flux_3,flux_4,flux_5,flux_6,flux_7,flux_8,flux_9,flux_10,flux_11,flux_12,flux_13,flux_14,flux_15,flux_16
1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,1,1,0.0,1e-06,0.0,0.19003983987871206,0.2526748039287218,0.6258359739946175,0.8850431701384267,0.2233619127506352,0.02381148995303983,0.009057155879967907,0.216693144110402,0.026548953912182184,0.15671368384357828,-0.005690695158411906,0.007138057642882643,0.0013890090431916955,0.004876418248046983,-0.02199523271499705,0.013290455623347798,-0.009795528214505165,-0.007898018385271675,0.0006406037780931559,0.0008067587063775787,0.0010578589612062206,-0.008097065475205806,-0.015995083860477467,0.000251100254828638,0.0002511002548286414,0.021387521098553585,0.0005747321328267741
0.9,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,1,1,0.0,1e-06,0.0,0.15796120559100058,0.026515319928631657,0.21718032740079055,0.18983192362027318,0.02370644681972769,0.8855927956589452,0.009761205136895405,0.2530496626155875,0.22092812241188603,0.6319381665870876,-0.005556033216007635,0.007059040012667201,0.0013668940807885642,0.004808547514803363,-0.021963227712559246,0.013256940350553994,-0.00989796978133512,-0.007876118796005058,0.0006728382306593712,0.0008301685660001955,0.0010812688208288283,-0.008143862729846935,-0.01601998152585197,0.0002511002548286484,0.0002511002548286414,0.021400803080400904,0.0006194083795842922
1.1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,1,1,0.0,1e-06,0.0,0.1556411710279113,0.026577319923782813,0.2162700279904663,0.19021536895853935,0.023900896304093484,0.8845598397811434,0.008455261543214757,0.25235003095620245,0.22548577744858195,0.6205957580784811,-0.005805868837865582,0.007205461363002281,0.001407789167840542,0.004934617912797312,-0.02202229765933533,0.013318991721749546,-0.009707542231398013,-0.007916675757912276,0.0006129623454631892,0.0007866301796735082,0.0010377304345021536,-0.008056849451432702,-0.015973525209344946,0.000251100254828638,0.0002511002548286414,0.02137584117318222,0.0005365382427722716
1.0,0.9,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,1,1,0.0,1e-06,0.0,0.15687474260924203,0.026525361939481806,0.2185586201557809,0.19033158852785653,0.02452515269596186,0.8883446784755382,0.009085434039754462,0.2538853523701412,0.22084349702265782,0.6324169199979595,-0.005695285868192018,0.007036582672732326,0.0013878823092240361,0.004883930114602707,-0.02197392770307317,0.01328657341393593,-0.009773127382391514,-0.007893396761713675,0.0005473392771167453,0.0007939575274235648,0.001045057782252206,-0.00818073032302255,-0.016074127084736236,0.000251100254828638,0.0002511002548286414,0.02146730373695849,0.0005765265556347252
1.0,1.1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,1,1,0.0,1e-06,0.0,0.15657667055911212,0.02656835536819924,0.21512446472289581,0.18979151260138089,0.023211753941513993,0.8822544439873208,0.009033208927373873,0.25165349615091476,0.22551652581187845,0.6203043047322153,-0.005686712381500428,0.007223197617814218,0.0013899135403782664,0.004870011392821985,-0.022012789547097202,0.01329349235510157,-0.009814223240112867,-0.007901767465862181,0.000718955510180328,0.000817529726133458,0.0010686299809620943,-0.008026637748970389,-0.01592840521483262,0.0002511002548286449,0.0002511002548286414,0.02132013010407201,0.000573212551699826
1.0,1.0,0.9,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,1,1,0.0,1e-06,0.0,0.15839144905303704,0.02693928797238925,0.22002495063778646,0.1920497810054517,0.02416135626921392,0.892503215613266,0.009120209516320517,0.2545511782013449,0.2210410242541294,0.6415955797309196,-0.005726518006244303,0.007242798464634189,0.0012894674043648195,0.005015783874952025,-0.022315205458315737,0.013454778602959367,-0.009880399025149056,-0.007997755831287201,0.0006536094343207142,0.0008626710240691733,0.0011137712788978106,-0.008113018311930509,-0.016110774143217734,0.00025110025482864146,0.0002511002548286414,0.021567796914889893,0.0005787332730725426
1.0,1.0,1.1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,1,1,0.0,1e-06,0.0,0.15509005864732683,0.026174050993549386,0.21347224801964512,0.18809492049798382,0.02347485352201498,0.8777889438935015,0.008994679087252367,0.2508443978184512,0.22568036861901258,0.6107628678037382,-0.005654993328059069,0.007036895497609021,0.0014822512878289416,0.0047435096370805575,-0.021687878400936653,0.013131892441109811,-0.009713328992498816,-0.0078018073682077065,0.0006277235779308136,0.0007541785916191385,0.0010052788464477817,-0.008080326568120244,-0.015882133936327928,0.0002511002548286449,0.0002511002548286414,0.021212219009230038,0.0005707675968504288
1.0,1.0,1.0,0.9,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,1,1,0.0,1e-06,0.0,0.16086611931039183,0.026812076737186802,0.22111423748348796,0.19142181084283394,0.024081102605581654,0.8935477655040025,0.008993851760527007,0.25541412405893593,0.21568988088230198,0.6544443612185916,-0.005641933545613539,0.007240221074095929,0.0014592386530468452,0.004753409990458157,-0.022200968943458948,0.013361246133179955,-0.010081180647640202,-0.007937093403252049,0.0006956581214554456,0.0009026294070269424,0.0011537296618555869,-0.008231792864329207,-0.01616888626758122,0.000251100254828638,0.0002511002548286414,0.021593038997509126,0.0005707150978914619
1.0,1.0,1.0,1.1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,1,1,0.0,1e-06,0.0,0.1530297306073035,0.026307083239197462,0.21269918895236806,0.1887455107510099,0.023564218005083164,0.8772494522353983,0.009106436849831867,0.25018375932151454,0.2305795388291443,0.6007878933108032,-0.005729425587480328,0.007044673268096623,0.0013272756225267736,0.004980009277801647,-0.02180557327853285,0.013222010274919534,-0.009543519577770061,-0.007859903735809234,0.0005915884128122086,0.000723659267804081,0.000974759522632724,-0.007977171642325143,-0.01583707537813437,0.00025110025482864146,0.0002511002548286414,0.021199181917244667,0.0005778593128480922
1.0,1.0,1.0,1.0,0.9,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,1,1,0.0,1e-06,0.0,0.15456730565411703,0.02873279957779747,0.2157782094266217,0.18763385505491365,0.02475160888887642,0.8803332338736839,0.009005937065147724,0.25273869405843724,0.24509270401792893,0.6167099812672481,-0.005636362192026439,0.006773353117071557,0.0015149758330282746,0.004692868343644262,-0.021473782626333714,0.013041001674843266,-0.009620792583516688,-0.007731603683818861,0.000435813657373536,0.000701177267671584,0.0009522775225002215,-0.008232701403642906,-0.01596430508746179,0.00025110025482864146,0.0002511002548286414,0.021273703078486198,0.0005714819846460983
