E0,E1,E2,E3,E4,E5,E6,E7,E8,E9,E10,E11,E12,E13,E14,E15,E16,E17,E18,E19,E20,B5,B6,B9,S0,S1,S2,S3,S4,S5,S6,S7,S8,S9,flux_0,flux_1,flux_2,flux_3,flux_4,flux_5,flux_6,flux_7,flux_8,flux_9,flux_10,flux_11,flux_12,flux_13,flux_14,flux_15,flux_16,flux_17,flux_18,flux_19,flux_20
1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,1,1,0.0,1e-06,0.0,0.22836186392099064,0.6536193113442873,1.3320186824532534,0.6477305561605207,1.6200721739294741,0.08124654394611605,1.3397543936940632,0.5599734901841278,0.6542859640236999,0.6698674897166911,0.04443792801947538,-0.032250831238193334,-0.237389366509158,0.015506097106795312,0.030224699319328547,-0.06420979739852607,-0.06373542413188017,0.23547098432951324,-0.12766437439157552,-0.00204344236981311,0.20649479628311077,-0.03089457022604724,0.031527151689342434,0.02701344873303535,0.005549025308583308,0.13217807734788256,-0.10717402847464252,0.04324507821494715,0.04324507821494715,0.05040145734810067,0.18105041665324265
0.9,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,1,1,0.0,1e-06,0.0,0.5660013780704785,0.22782202765064744,0.6717449430192116,1.6113448947402973,0.07999457880195487,0.6471531680012427,1.3202997303720911,0.6514725153926519,1.339272606875899,0.6552052842980396,0.04054840302010743,-0.03280330374229152,-0.23603677406412799,0.015826775158316167,0.02970201041846819,-0.06575075524348516,-0.06357609481026305,0.235256824130603,-0.12748342019527958,-0.0019061087430004495,0.20576808051490017,-0.030268693549227878,0.03088969388458764,0.023941677928266236,0.005823453029143438,0.13443143615160102,-0.10715240359996366,0.04324507821494715,0.04324507821494715,0.049624798246679744,0.18155785089641233
1.1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,1,1,0.0,1e-06,0.0,0.5541536228218955,0.22890570752566342,0.6680442381153109,1.6286270767467865,0.08247038132891245,0.6483210432753328,1.3435829324032804,0.6557231111539648,1.340247110601469,0.6534259646355011,0.048230222551821036,-0.03171464947111616,-0.2387141216902886,0.015191524265826928,0.030735336606355544,-0.06270595343760305,-0.06389435812674449,0.23569014122201393,-0.1278491823992972,-0.002177185112063805,0.2072067599516431,-0.03150736173864553,0.03214841807386236,0.030014717817719416,0.005285431138904772,0.12998288265544028,-0.10719990248749987,0.04324507821494715,0.04324507821494715,0.05116066733604717,0.18055763193512897
1.0,0.9,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,1,1,0.0,1e-06,0.0,0.5534548663445404,0.21511996879803652,0.6554816937689044,1.5628104646144023,0.07884873895181928,0.6221176567930179,1.3002053484719012,0.6358277550226514,1.318382363298333,0.6291938512190101,0.04226852118500591,-0.029892531663754694,-0.22961345278736725,0.014283479153246834,0.029456972667190433,-0.0634314678862943,-0.060713790252824876,0.22488526663221453,-0.12033580166453742,-0.002308549752829058,0.2008282368703587,-0.028785215917008534,0.03046759125802599,0.023256855876606364,0.0054470987921250375,0.12754653704595703,-0.10286708962665965,0.04324507821494715,0.04324507821494715,0.048913974185379794,0.17716225311311198
1.0,1.1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,1,1,0.0,1e-06,0.0,0.5656414511226319,0.24046071127401203,0.682498733006626,1.671651377426997,0.08339298557860361,0.6709962722728863,1.3605239469060233,0.6693543318209545,1.359167876908025,0.6769459044077801,0.046410684201999765,-0.03439648519221053,-0.2443637631103526,0.016627119349730116,0.0309072596996314,-0.06485541061728575,-0.06649822532586849,0.24505338522224202,-0.13434383815093176,-0.001787290248737544,0.2115074452922108,-0.03285631781814179,0.032475173849441555,0.030473186964159182,0.005636635721043692,0.13634582503621423,-0.11109069104001047,0.04324507821494715,0.04324507821494715,0.05173300674251871,0.1844643632853719
1.0,1.0,0.9,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,1,1,0.0,1e-06,0.0,0.5464681502934597,0.2223946263001205,0.6324020741592243,1.67000917107461,0.07733095721050787,0.6330705675109897,1.3674494359652851,0.6120720140703243,1.32752174019696,0.631549255840546,0.041770611525604455,-0.03183704873309378,-0.2226421738602288,0.018075845689464062,0.028671749033380097,-0.06004048064347091,-0.06321692576865501,0.22666912340172785,-0.12384135577021001,-0.002161473168531081,0.1933081377581176,-0.029334036102111237,0.02829229551712697,0.027721715377639344,0.0052868407719339995,0.12441193590969751,-0.10386950821650213,0.04324507821494715,0.04324507821494715,0.04797241522197121,0.17092434067419335
1.0,1.0,1.1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,1,1,0.0,1e-06,0.0,0.5724240053809349,0.2337624199876307,0.7050397095904116,1.5754918981761574,0.0849534914992254,0.6611540436416153,1.3015484116490739,0.6926867847697866,1.3509552803389646,0.6752915113875138,0.046970718513844274,-0.03262821817085806,-0.2511319846700456,0.013102499924579888,0.03169965586849352,-0.06809537848708155,-0.06417427873352544,0.2436054356453119,-0.13111741122251508,-0.0019243980239942267,0.2188950636817343,-0.032236920988311255,0.0345367347071712,0.026341669564530767,0.005795761335437072,0.13931247636515565,-0.11018821070393685,0.04324507821494715,0.04324507821494715,0.05270106973670393,0.19055669238764167
1.0,1.0,1.0,0.9,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,1,1,0.0,1e-06,0.0,0.5647270686367584,0.23080019120072093,0.6742225881216499,1.637292284827549,0.08195153826140948,0.6529483042934572,1.3343290229888045,0.6582881839774724,1.344108210499195,0.6591101999292022,0.04513773880232146,-0.03235253420886387,-0.23982964612831947,0.014871672461901927,0.030478234808439954,-0.0644646564115668,-0.06429196526472392,0.2371422131487138,-0.12904193344100626,-0.0020039061736560693,0.207974922087137,-0.03185472404118249,0.03195995735766054,0.027578633360813787,0.0056785051188868165,0.13342325743785294,-0.1079950463912295,0.04324507821494715,0.04324507821494715,0.050838801993018504,0.18222750375313634
1.0,1.0,1.0,1.1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,1,1,0.0,1e-06,0.0,0.5557060893115333,0.22617848056957207,0.6659452026964181,1.6046492113219826,0.08061478408337461,0.6430550952153253,1.3299342846874838,0.6494119367912422,1.3358530745969543,0.6499450176747636,0.043813518174035254,-0.03215631572930069,-0.23520334941865312,0.016067246628890034,0.02999746939726003,-0.06397734893804694,-0.0632375460989546,0.23396614198311388,-0.12643073237136127,-0.0020782289878798783,0.20516094689103312,-0.03004240252762,0.031139547652018807,0.026509064109606018,0.0054339227685569255,0.13106121591377407,-0.10643826448735381,0.04324507821494715,0.04324507821494715,0.05000954384348042,0.17999030893021462
1.0,1.0,1.0,1.0,0.9,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,1,1,0.0,1e-06,0.0,0.5563568925129041,0.22332312681822913,0.6652971581647977,1.5990238599390432,0.08147932683510023,0.6380183689708211,1.322903451401825,0.6470059692707196,1.3316503068880752,0.6459024027490194,0.04356480008695682,-0.032535476568451044,-0.23451177296548628,0.014807028661855036,0.027378102916182406,-0.06304773563656207,-0.06255299874124023,0.23208377893002197,-0.12484204877425178,-0.0022604454093669733,0.204379225653686,-0.030132547311800324,0.03184014921961183,0.026329777389637377,0.005412026504266447,0.13035242060422614,-0.1055341282479587,0.04324507821494715,0.04324507821494715,0.05054586468262414,0.17981515677809368
1.0,1.0,1.0,1.0,1.1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,1,1,0.0,1e-06,0.0,0.5634410458765244,0.2332688948608212,0.674231513276163,1.6404443412432919,0.08099833725406799,0.6571689783031286,1.3408150541224533,0.6599798859461987,1.3476300442412825,0.6623893961378651,0.045287622672940946,-0.03195679000420609,-0.2401709876316689,0.016191380636637144,0.0330277587777015,-0.06534325473506349,-0.06488772939230122,0.23874794144152572,-0.130411195407154,-0.0018287531019796728,0.2085298841126082,-0.03164110351906067,0.031209305323632457,0.027673195846160625,0.005682421621557892,0.13394730488462586,-0.10876854422979992,0.04324507821494715,0.04324507821494715,0.05024748182624867,0.18222991602566496
1.0,1.0,1.0,1.0,1.0,0.9,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,1,1,0.0,1e-06,0.0,0.5608315091960663,0.22598484272939917,0.6748328385440681,1.605003679767133,0.07902245325091675,0.644309178367188,1.3138096140235718,0.6496143074448226,1.3368995122866443,0.6497873716075642,0.04427025962069032,-0.03259510215305766,-0.2352584640196105,0.015330188923038258,0.029323257102202377,-0.06055684303338666,-0.06304648193375044,0.23336238970119405,-0.1264754037716008,-0.0018251384065878836,0.20512166006291532,-0.03013680395669522,0.03034978983349091,0.027043996379235602,0.005692820889275807,0.12978119722585618,-0.1066740000527975,0.04324507821494715,0.04324507821494715,0.04902173820107161,0.18239244099063143
1.0,1.0,1.0,1.0,1.0,1.1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,1,1,0.0,1e-06,0.0,0.5591529318518952,0.2305238760469553,0.6653289419102025,1.633763883314084,0.08327248355981899,0.6508278768610597,1.3487479038608075,0.6572403459508047,1.3423388739283173,0.6583409942252212,0.04458252944480662,-0.031931943192385376,-0.2393256708737988,0.015661442424170453,0.031045891071032554,-0.06754549553820552,-0.06436091475174535,0.23737657311250526,-0.1287420212481734,-0.002243445094122526,0.20773687217555123,-0.03158879869824756,0.03259716585120423,0.026971989259342688,0.005416730105553918,0.13436719784003492,-0.10762618471137524,0.04324507821494715,0.04324507821494715,0.051658253072206756,0.17982374722387093
1.0,1.0,1.0,1.0,1.0,1.0,0.9,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,1,1,0.0,1e-06,0.0,0.5646417321953502,0.2330802283078651,0.6723078622270909,1.657598971345168,0.08211836569740946,0.6756591796443874,1.3499678505314119,0.6631627597736277,1.3630587209958536,0.66670207792511,0.045643612004951296,-0.03207673285930779,-0.24266298800524466,0.016771316587700313,0.03050567853493734,-0.0639140692261088,-0.060821102924332876,0.24055900032052344,-0.12969920365264512,-0.001974170489043853,0.2095970990951963,-0.03306588891004835,0.031802506634667285,0.026768307732529695,0.005666968156890714,0.13473340255478256,-0.11212317894325942,0.043245078214947136,0.04324507821494715,0.05094229372930237,0.18170999554993442
1.0,1.0,1.0,1.0,1.0,1.0,1.1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,1,1,0.0,1e-06,0.0,0.5556066477743293,0.2240875434726071,0.6674654782025491,1.5860029864251306,0.08043910855298093,0.6226199827865997,1.3157649404974674,0.6448341721064471,1.3188015164074502,0.6429498707972712,0.043340509916901596,-0.032387565154245526,-0.23259739606366273,0.014371756004925025,0.02996264423995891,-0.06445426008236782,-0.06631710924926477,0.23083643590536604,-0.12579962539545778,-0.002105302629190094,0.20364084784584496,-0.02895654821781774,0.031265764366585805,0.027207793753679987,0.005439504410465125,0.12985759600836366,-0.10272759436114016,0.04324507821494714,0.04324507821494715,0.04990056317399972,0.18040120588825206
1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,1,1,0.0,1e-06,0.0,0.5496814809057267,0.23326862610067853,0.6859497294666371,1.6810289850445213,0.08392970247866514,0.657506043506952,1.4025226867569276,0.6656180039718654,1.347911299700811,0.7102767914005508,0.047339908365221416,-0.030838619149925764,-0.24489165740965102,0.01171578573144992,0.03127322983534817,-0.06507752671710836,-0.06444988044193627,0.23550743208762387,-0.12962581495936554,-0.0020241622799998414,0.210240472865485,-0.034651184544166005,0.03211178894004793,0.026239897311744476,0.0050577061266788665,0.13549770658766908,-0.10842101273237642,0.04324507821494715,0.04324507821494715,0.05206596015361271,0.18539709155856837
1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,1,1,0.0,1e-06,0.0,0.5694820067404583,0.2245861404996222,0.6564307101586413,1.570591413749274,0.0790535631113157,0.6400922243705609,1.2739579144825253,0.6436783771824128,1.3333807826145299,0.609073241742347,0.04207730751627921,-0.03345831005398898,-0.23124935433816585,0.01863569535268473,0.029363236618309575,-0.06343991125421203,-0.06321322782219442,0.23560536468286924,-0.12618659422010867,-0.002050220210081023,0.2033928370544257,-0.027856517283740084,0.031056843133639333,0.02779762250829798,0.005994118457233167,0.12944581484544998,-0.1062184446128614,0.043245078214947136,0.04324507821494715,0.04904103726569444,0.17741875132419122
1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,1,1,0.0,1e-06,0.0,0.5585469576153554,0.23650231545791922,0.6653635147883842,1.5843095626510344,0.08039847029190718,0.6241949147437903,1.3009064977062892,0.6510418958716426,1.3201156781966847,0.6381015836450727,0.04323975454516011,-0.031172927588572888,-0.23228612462690987,0.015135517422920498,0.029708046066542208,-0.0640556626415482,-0.06059780582714627,0.22835433195792915,-0.12039807148966307,-0.001760719198741636,0.2057026735796764,-0.02658345104723346,0.03149436763803558,0.02417244445325889,0.005543068863417948,0.12771999467443979,-0.10304534387746396,0.04324507821494715,0.04324507821494715,0.04987535314680683,0.17983309151075721
1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,1,1,0.0,1e-06,0.0,0.5612198875783518,0.2208379987716113,0.6737915834292763,1.6520779061890551,0.08199338912529308,0.6689350399768977,1.3598663698046185,0.6557685361010509,1.3574479342084327,0.6688058337263533,0.04551465467282596,-0.033211272625990496,-0.24195705987588711,0.015837502144300353,0.03068647042275287,-0.06433676598271197,-0.06656780952536048,0.2418591876500645,-0.13421868498248968,-0.002305929438650536,0.2071533200067818,-0.03480373986910528,0.031548288864603806,0.029579280302703126,0.005554032331278623,0.13618769354439053,-0.11089595367207633,0.04324507821494715,0.04324507821494715,0.05086476426080933,0.18211101268537785
1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,1,1,0.0,1e-06,0.0,0.5594773439395783,0.22791455905133176,0.6690313674675361,1.6181008469094271,0.08120209846345103,0.6468030673072617,1.331582265265625,0.6530129555719899,1.3389804742841935,0.6533781888472169,0.0443358044569579,-0.032262393170105465,-0.23712361434363213,0.015430042257898437,0.030214327073206572,-0.06407725473098301,-0.06363906277687453,0.2351150874155566,-0.12741101372553634,-0.0018540722167141035,0.20630578624822735,-0.030817828095404752,0.031504872621816,0.026897235270983977,0.005534098227113207,0.13201865107636845,-0.10701702916360897,0.04324507821494715,0.04324507821494715,0.05037388550331742,0.18082443123984898
1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,1,1,0.0,1e-06,0.0,0.5604605744957002,0.22880134102941876,0.6706887039289762,1.6220079165587815,0.08129010994095286,0.6486417391460132,1.3324465969543013,0.6542143411030962,1.3405147070885992,0.6551775493038825,0.04453832426938306,-0.03223934173097966,-0.2376502747836557,0.01558090656590097,0.030234846755773884,-0.06434005687986617,-0.06383010002625092,0.23582055611175035,-0.12791329885411074,-0.00222976124540014,0.20668026739267834,-0.030970007390977307,0.0315489876058101,0.027127699031576802,0.005563698058571296,0.13233458742834403,-0.10732827704280692,0.04324507821494715,0.04324507821494715,0.05042848360083641,0.18127237275288655
1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,1,1,0.0,1e-06,0.0,0.5498980486760495,0.23006961852660598,0.6513330793027244,1.5991842836009047,0.07921052990347821,0.6475803267073221,1.344291433260096,0.6951052737559684,1.3396290385597605,0.6421270090298771,0.04283055160922199,-0.03123301114778996,-0.2331364615224181,0.014296323449592661,0.02932525147318434,-0.062238215418785894,-0.0644820399727877,0.23106069281862396,-0.1285942929073901,-0.001961083294204021,0.19829452567799635,-0.03484193584442181,0.029951004606106155,0.026458459455835193,0.005306984277179152,0.13208683805766108,-0.10735733114954955,0.04324507821494715,0.04324507821494715,0.049138411931692515,0.17604097407036695
1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,1,1,0.0,1e-06,0.0,0.5688325408002157,0.22678565639877346,0.6864007831850075,1.6384123373208856,0.08306646638279716,0.6477497267364453,1.3214559917240711,0.6172912604581258,1.33977039009203,0.665041382853498,0.04587971251312806,-0.03315315262463246,-0.24115888514931946,0.016591853526999017,0.031029634659379933,-0.065965079554266,-0.06305319864333503,0.23937773453194475,-0.1267996892305228,-0.0021212274441794726,0.213816363271621,-0.027342521877698464,0.03292899837698553,0.027506708368754296,0.005765518314215627,0.132221979238754,-0.10699156880213492,0.04324507821494715,0.04324507821494715,0.051530449901064763,0.1855190014361152
