E0,E1,E2,E3,E4,E5,E6,E7,E8,E9,E10,E11,E12,E13,E14,E15,E16,E17,E18,E19,E20,E21,E22,E23,B1,B5,B6,S0,S1,S2,S3,S4,S5,S6,S7,S8,S9,flux_0,flux_1,flux_2,flux_3,flux_4,flux_5,flux_6,flux_7,flux_8,flux_9,flux_10,flux_11,flux_12,flux_13,flux_14,flux_15,flux_16,flux_17,flux_18,flux_19,flux_20,flux_21,flux_22,flux_23
1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,1,1,0.0295381667161999,1e-06,0.0,1.9351577093981347,0.015075548050205296,0.16239042021590328,0.026529078736651588,0.04650165076217736,0.2902485871352111,0.36005674878119076,0.12802922818976162,0.3763180511357397,0.42714918948500463,0.009506726879086675,0.03369471146288736,0.02823996294225833,-0.011656656252232103,0.0021005027909422776,0.11304870881181092,-0.11916238666285003,0.04952587171725772,-0.07696209477552493,-0.0001732769456926457,-0.008208968118929003,0.0964541836112841,0.10048331764415969,0.008066850021950484,-0.00784665109402767,0.022884077191370082,-0.010309470909871277,-0.010506117771616391,0.0019134101406375593,-0.01387688188976353,0.0017895597771480642,0.001789559777148064,0.017573576901037155,0.016780467809083245
0.9,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,1,1,0.0295381667161999,1e-06,0.0,0.4227420107462435,0.35838908823673665,0.16030866937906407,0.37191548959245113,0.12654978620435697,0.025668337007701814,1.9248173813549672,0.27688206644703983,0.04584764714042376,0.0147053759471161,0.008533614547323737,0.03336502814979082,0.0277034165147395,-0.011272658876912344,0.002117491887889728,0.11186390336010058,-0.11760590607258031,0.048874945992085,-0.07564215590763097,-0.0006322212899464545,-0.00806807035638794,0.09546627724489509,0.10032855996692183,0.008230664429022903,-0.008518330937730106,0.022490023612800975,-0.01018556224427767,-0.010452098956908153,0.0018002286253956403,-0.013753151323096471,0.0017895597771480642,0.001789559777148064,0.016764278976346636,0.01670274638273193
1.1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,1,1,0.0295381667161999,1e-06,0.0,0.43151751083244305,0.36168955906445177,0.1644601667100336,0.38068343282248973,0.1294967571374294,0.027391161833549237,1.9453271430890813,0.3036528970498742,0.047150479039542295,0.015446297024355325,0.010482863649624483,0.03402135979152339,0.028775056871324468,-0.012041188937421735,0.002084437370594895,0.1142255129613031,-0.12071025528060689,0.05017149894746475,-0.07827755111557384,0.0002886300757185406,-0.008348188263448238,0.09743335685877846,0.10062803136693811,0.007902299186819587,-0.0071729049744048146,0.023276005839574235,-0.010432625634043133,-0.010559169999020755,0.0020270417842271652,-0.013999115514324999,0.0017895597771480642,0.001789559777148064,0.01838516283644407,0.01685656503678235
1.0,0.9,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,1,1,0.0295381667161999,1e-06,0.0,0.4289008563309707,0.36022699305669686,0.16204821021225754,0.37721383509464007,0.1256537929120503,0.02656954583384801,1.944052700308749,0.2915944171107489,0.04641167475879786,0.01509295140125857,0.009509718600554051,0.030745545741408125,0.029131334282242172,-0.011690052831038654,0.0020902206730618288,0.11346366091340598,-0.11883958626550178,0.049554688029639596,-0.07580970619854446,-0.0002276125209534803,-0.008196609732263164,0.09685878631723978,0.10033261751385207,0.00814534378437219,-0.008522620432619393,0.022980368735682363,-0.010286830405324987,-0.009845391750628311,0.001927058740678769,-0.014088165094483799,0.0017895597771480642,0.001789559777148064,0.017655062384926243,0.01678840205443341
1.0,1.1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,1,1,0.0295381667161999,1e-06,0.0,0.4254582530746554,0.35990038434014576,0.16272621098225176,0.3754568040043883,0.13035641086068184,0.026490570141311197,1.9265574644487207,0.2889568887038803,0.046589886194462776,0.015058986975907716,0.00950403953390914,0.03656403317500144,0.027374684441835048,-0.011624411812020634,0.0021105864670701597,0.11264718434757842,-0.11947837844195021,0.04949899122104881,-0.07808231125657948,-0.00012038919569164891,-0.008221062160293256,0.09606355981589451,0.10063222977519332,0.007991329366393237,-0.0071901886491638894,0.02279189002945799,-0.01033164862736341,-0.011151580904201965,0.0019001631617983788,-0.013670762731924309,0.0017895597771480634,0.001789559777148064,0.017495368900302375,0.01677318043430601
1.0,1.0,0.9,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,1,1,0.0295381667161999,1e-06,0.0,0.4313474138000416,0.3610210386787551,0.16463190541486208,0.3789631056983764,0.12638292270826376,0.026803829309909103,1.9764318719760603,0.2938708489232852,0.047003696629454805,0.015193707765375363,0.009526833491181216,0.034355182131360504,0.02715494337836895,-0.011784140939623333,0.002216074160658301,0.11344646347072435,-0.12085308746677204,0.04972902544587208,-0.07755917854730945,-0.00016398390339623925,-0.00823612462396598,0.0974169250062673,0.10036178026365641,0.008266059192636148,-0.008732341545045944,0.02308119020269112,-0.01045219878462428,-0.00985966390645297,0.0019123103927604912,-0.014124576004409648,0.0017895597771480634,0.001789559777148064,0.01779289268381737,0.016825408601442996
1.0,1.0,1.1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,1,1,0.0295381667161999,1e-06,0.0,0.42346681600663505,0.35921954990447524,0.1604114502106064,0.37399752141918696,0.12952804912886512,0.026288389638819604,1.8987710553403534,0.28709564820592354,0.046056823394964405,0.014972036873114094,0.00948924338196358,0.03310918210035838,0.029202883223214425,-0.011544941313628054,0.0019993644981148827,0.11269869306905791,-0.1176690416838496,0.049347550339407464,-0.07642825798598345,-0.00018119117705101342,-0.008184018901888062,0.09560974444656714,0.10059362855210834,0.007893433658767636,-0.007067551859860036,0.02271323750184342,-0.010183383400002952,-0.011084907099651167,0.0019144175206494917,-0.013656158448433741,0.0017895597771480642,0.001789559777148064,0.017382677040731213,0.01674145010187992
1.0,1.0,1.0,0.9,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,1,1,0.0295381667161999,1e-06,0.0,0.42585299320134334,0.35922346447944603,0.16126079795261525,0.37571323378465304,0.1269593824958273,0.027097583636266707,1.9322491142857352,0.28905782569380684,0.04652456863612898,0.015320040268055375,0.009479565152320582,0.03366970815376049,0.02820241217204783,-0.010739085760890209,0.0018651638736188834,0.1127447121059122,-0.11828818381578365,0.04952017292092678,-0.07618692003924368,0.0003366301222507591,-0.008365301694369654,0.09615397391710716,0.10029011568182748,0.008021915143637978,-0.008355379894620707,0.02281338907470142,-0.01023046556798854,-0.010357618951676924,0.0020585729199465606,-0.013933332904222101,0.0017895597771480634,0.001789559777148064,0.01750148029595856,0.016741632540896844
1.0,1.0,1.0,1.1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,1,1,0.0295381667161999,1e-06,0.0,0.42838098753944376,0.3608475302912997,0.16346702285377132,0.37689152355866323,0.12904797050071562,0.025985956804633847,1.9379114136336797,0.29138169245543055,0.046479399503408535,0.014841972076081001,0.009532579449251032,0.03371824022611797,0.028275428812424928,-0.012532581744993596,0.0023250768610349627,0.11333770239683845,-0.11999565442276183,0.04953093848654596,-0.0777014545491355,-0.0006600966553896234,-0.008059720126151897,0.09673949628532184,0.10066644559603222,0.008109603172414746,-0.007360819035278007,0.022951144956559623,-0.010384796987186857,-0.010647529043167556,0.0017747309978300868,-0.013822732808766548,0.0017895597771480642,0.001789559777148064,0.01764218262166578,0.016817322231946638
1.0,1.0,1.0,1.0,0.9,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,1,1,0.0295381667161999,1e-06,0.0,0.4272460011241789,0.36007074961788443,0.16249693692861,0.37666280191208457,0.12803446052860804,0.02645211768814496,1.9357443248225887,0.29048923967375967,0.04672006059831536,0.01504245004621238,0.00950765422053432,0.03370504477091263,0.02826649551296534,-0.011620303459271656,0.001980303263063309,0.11306854877046577,-0.11924550579206784,0.049606939926989016,-0.07698669879291199,-0.00023843909408684943,-0.008330135790814899,0.09647241361147128,0.10047696687853266,0.008080493383273022,-0.00781535446458842,0.02290779944279815,-0.010310439053878212,-0.01050202254558541,0.00189565289556089,-0.013896877595347792,0.0017895597771480634,0.001789559777148064,0.017588147603807346,0.016781120318972963
