E0,E1,E2,E3,E4,E5,E6,E7,E8,E9,E10,E11,E12,E13,E14,E15,E16,E17,E18,E19,E20,B0,B3,B6,S0,S1,S2,S3,S4,S5,S6,S7,S8,S9,flux_0,flux_1,flux_2,flux_3,flux_4,flux_5,flux_6,flux_7,flux_8,flux_9,flux_10,flux_11,flux_12,flux_13,flux_14,flux_15,flux_16,flux_17,flux_18,flux_19,flux_20
1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,1,1,0.234652710654,1e-06,0.0,0.3485803864532446,0.10897730798075696,0.4109199743638241,1.2871416772013073,1.9825861745765188,0.36294042996901327,0.5385633000831274,2.1881362337295935,1.6915259814477737,1.8929453050975933,-0.0580371431400852,-0.18586190188250562,-0.017016066523742795,0.019819807542774785,-0.31656977529913116,0.08581314798451116,0.028879074247622427,-0.25180089555723056,-0.07661600601845751,-0.1577737537132057,0.002803741019031983,-0.12526154704854014,-0.05803714314008522,0.12682434340316967,0.14672825942636336,-0.5775910932311881,-0.04268976912918987,0.03848277890156593,0.038482778901566046,0.2794554340003994,0.1391948908348334
0.9,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,1,1,0.234652710654,1e-06,0.0,1.2865383460371766,2.1857572950335236,1.9841243690969388,1.6900273599976845,0.5371665118026091,0.4103116256798143,1.8926107568810238,0.3482855376702422,0.11857954411527724,0.3629572649924137,-0.05731895865922983,-0.1859756448696701,-0.017089954044614955,0.01984316821787769,-0.3160530805026703,0.08586425335272095,0.028773693223141036,-0.25149995755583254,-0.07624258475327583,-0.15775750868305927,0.0027532141732627344,-0.12517254917353238,-0.05731895865922984,0.12700622122296343,0.14656537403048345,-0.5770851049508237,-0.04273530122885916,0.03848277890156615,0.038482778901566046,0.27932444284744035,0.1388338825890133
1.1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,1,1,0.234652710654,1e-06,0.0,1.2876471115733685,2.190130433034739,1.98129424265431,1.6927819770556645,0.5397349467733307,0.41143018780720764,1.8932248796783715,0.34882762978351434,0.10094236481837693,0.36292615094204267,-0.058639703845891636,-0.1857662735406993,-0.016954077254217874,0.019800191075935163,-0.31700316181394206,0.08577020852776035,0.028967521650673275,-0.25205317464860855,-0.07692928102459322,-0.15778728707719175,0.002846113821717282,-0.1253361506109152,-0.058639703845891636,0.12667165053539894,0.14686485225826335,-0.5780151570183955,-0.04265160894383557,0.03848277890156604,0.038482778901566046,0.2795651704720267,0.13949770989849017
1.0,0.9,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,1,1,0.234652710654,1e-06,0.0,1.2799092922958115,2.1826659213172523,1.98012830936145,1.674279262139333,0.5365018142936435,0.4085530062126695,1.8967338040949753,0.34706623612019116,0.10889594537105879,0.3623589698442481,-0.05801204703628346,-0.18096640946580037,-0.01708185599891171,0.01979920206805147,-0.3151046318619211,0.08534371612029518,0.027832645674130976,-0.2513084700538903,-0.07618854167643554,-0.15683858217542368,0.002717346069139759,-0.12573972839105935,-0.05801204703628346,0.12683436703229972,0.14714065129371368,-0.5714827436551092,-0.04389630329219463,0.03848277890156615,0.038482778901566046,0.2778851878083621,0.13866208753527154
1.0,1.1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,1,1,0.234652710654,1e-06,0.0,1.2932908095899385,2.1927800851697192,1.984672426044062,1.7062608814978526,0.540315276964981,0.41294089600673395,1.8897103736719452,0.34987402305582377,0.10904593179050859,0.36343335162650287,-0.058058164332347784,-0.1900440022446381,-0.01696010244589334,0.019837316452823335,-0.3178202578720764,0.0862104078132254,0.02977681266100332,-0.2522186030191459,-0.07697935920323973,-0.15856889455990675,0.0028772140069299977,-0.12485367819460774,-0.0580581643323478,0.12681477061960642,0.14637635465028045,-0.5828102076804321,-0.041653594425559826,0.03848277890156604,0.038482778901566046,0.28079049174177195,0.13964769968901478
1.0,1.0,0.9,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,1,1,0.234652710654,1e-06,0.0,1.2852954009309159,2.1801418337133796,1.9793095510959051,1.6871609647633616,0.5377966249610736,0.40948005666448184,1.8850150733938935,0.3488441325961976,0.1088458361868868,0.36842348537841435,-0.057968411359846095,-0.18560581384738106,-0.01642590687556445,0.019603626583519197,-0.31538585771904226,0.08587689507370785,0.028431403002816658,-0.25078340902641555,-0.07651882076353315,-0.1575471484894065,0.0031777197079547424,-0.12455873887898465,-0.057968411359846095,0.1266832414071072,0.1466156109049862,-0.5761311775879883,-0.04304470188060461,0.03848277890156615,0.038482778901566046,0.2790545830718918,0.13899673908571944
1.0,1.0,1.1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,1,1,0.234652710654,1e-06,0.0,1.2887493882282488,2.19511396727927,1.9854313843903728,1.6953308704445242,0.5392298842688046,0.41217705190152304,1.8998600538882655,0.34835326037526265,0.1090911736325449,0.3581627695384628,-0.05809664231439674,-0.1860852515635396,-0.01753247468603432,0.02000802357685125,-0.3176036393626272,0.08575693104894691,0.029271331321416696,-0.2526891146798772,-0.07670059885641352,-0.15797113002764213,0.0024755488908169317,-0.12587477813585013,-0.058096642314396735,0.12694625999183257,0.14682508235138184,-0.5788635499054667,-0.04237909205066592,0.03848277890156615,0.038482778901566046,0.2798044892681598,0.1393671734856253
1.0,1.0,1.0,0.9,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,1,1,0.234652710654,1e-06,0.0,1.2870670973547194,2.1879682480501494,1.9855756816573158,1.6913223672283626,0.5388655854287898,0.41040507065699106,1.8873524357687848,0.34958810759392983,0.10914996649349439,0.35530272220796943,-0.05813514908911196,-0.1859676961932617,-0.015935285331906315,0.018086854632771477,-0.31608159205938646,0.08591605988526795,0.028977366728617615,-0.25178073701834414,-0.07660992477053455,-0.1577477939632691,0.0021515693008651617,-0.12457824067496641,-0.05813514908911194,0.12711773102448265,0.14712573424462616,-0.5775203245841487,-0.042677331184508116,0.03848277890156604,0.038482778901566046,0.2794392417320849,0.13927301828184652
1.0,1.0,1.0,1.1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,1,1,0.234652710654,1e-06,0.0,1.287213694533346,2.1882973974006514,1.9796763166636544,1.6917227843022187,0.5382689960002062,0.4114204693857437,1.8983835136384841,0.34760590058441165,0.10880932150190813,0.37037100605000556,-0.05794179135225951,-0.18575894114684322,-0.018067346708262995,0.021505650932140907,-0.31704435076363924,0.08571305084092361,0.02878332723971458,-0.25182021952588146,-0.0766219079503995,-0.15779894279082612,0.0034383042238779055,-0.12592606473260154,-0.05794179135225951,0.12653883462247856,0.14634149692590456,-0.5776595101606558,-0.042701951436016516,0.03848277890156604,0.038482778901566046,0.2794710699130086,0.13911882619268612
1.0,1.0,1.0,1.0,0.9,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,1,1,0.234652710654,1e-06,0.0,1.2926619191522133,2.211170894528549,2.0187161686724213,1.7012836647965643,0.5427544688918783,0.4374303115758109,1.9080393563366853,0.3492465067805978,0.1100036406563684,0.3769441392761106,-0.05859340903069476,-0.1883446754889806,-0.01619552001112476,0.01995816944056962,-0.30756513297995824,0.08074451138102384,0.0246088561404319,-0.25472578485361613,-0.07667081393164593,-0.15835552826335259,0.003762649429444872,-0.12554095152685646,-0.05859340903069476,0.1274228364166829,0.1478282104172978,-0.580787397428205,-0.038341765317599696,0.03848277890156604,0.038482778901566046,0.28065395133341886,0.14027812336240145
