E0,E1,E2,E3,E4,E5,E6,E7,E8,E9,E10,E11,E12,E13,E14,E15,B6,B8,B9,S0,S1,S2,S3,S4,S5,S6,S7,S8,S9,flux_0,flux_1,flux_2,flux_3,flux_4,flux_5,flux_6,flux_7,flux_8,flux_9,flux_10,flux_11,flux_12,flux_13,flux_14,flux_15
1.0,1.0,1.0,1.0,1.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,1,1,0.0770164793635294,1e-06,0.0,0.3128955102569003,0.08727946484427664,0.5786773581238551,1.6368474468808072,0.755886031555928,4.64416618290953,0.767125162663377,0.2161262459955124,0.06482617999031241,0.6489375706997343,0.1773335512807635,0.014857125515555344,0.030434508285002437,-0.00041465852776577383,-0.012279720319444465,-0.0020634897527670726,0.16469902554317165,0.011865061791678677,-0.01650595674055666,0.17691889275299771,-0.0020036366431486763,-0.01692061526832242,0.015517529659828666,0.015517529659828666,0.017799982547410623,0.004481784923681499
1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,1,1,0.0770164793635294,1e-06,0.0,0.30991469803571503,0.08749661250614345,0.5771315888429429,1.6382042600832154,0.7551089373260533,4.556004387040809,0.7622321574779235,0.21387106589614768,0.0648352948500519,0.6564851034163977,0.17562790408576676,0.014885948368383788,0.029910625224418785,-0.00013114862228980062,-0.011471886515354746,-0.001907543792629883,0.16353201614432858,0.011340737893064976,-0.01666234353872388,0.17549675546347698,-0.002400396596423611,-0.016793492161013675,0.015517529659828671,0.015517529659828666,0.017814737282980463,0.004439089011343291
1.0,1.0,1.0,1.0,1.0,1.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,1,1,0.0770164793635294,1e-06,0.0,0.31259004164836474,0.08749351865068375,0.5805389106729866,1.644438521119655,0.7579947655327836,4.580766133512625,0.7625574409103268,0.21482574703474736,0.0648351649842347,0.6485743703563862,0.17708043330648113,0.01482793556379441,0.030029234542848948,-0.00019758791063231862,-0.011632883873133937,-0.001981795463592617,0.1649337308419406,0.01143529596250159,-0.01661214311675467,0.17688284539584886,-0.002298026144366784,-0.016809731027387014,0.015517529659828664,0.015517529659828666,0.017882532078308398,0.004477409518591748
1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1,1,1,0.0770164793635294,1e-06,0.0,0.32119785874422735,0.07335851669783927,0.6849982007780735,1.2642995125744725,0.6041231589949473,5.330858310399702,0.7505395267823807,0.25080525833945083,0.06424184263801896,0.6138482809389343,0.15789295180181762,0.014635438064046529,0.03144010280986795,-0.0020154304618823227,-0.016963116741176287,-0.001936204464204866,0.14020153968475177,0.014947686279294,-0.014556212066369098,0.1558775213399353,-0.0006490693782121026,-0.016571642528251405,0.015517529659828668,0.015517529659828666,0.013748690692802122,0.004600704304299277
1.0,1.0,1.0,1.0,1.0,1.0,1.5,1.0,1.0,1.0,1.0,1.0,1.0,1,1,1,0.0770164793635294,1e-06,0.0,0.3097756189041574,0.09468022289847368,0.5404553888613055,1.8262395905816993,0.8320291165627048,4.299977818142309,0.7728169478391637,0.20034813705058901,0.06513682976221508,0.6665769618657399,0.1837672070831504,0.015000277643297151,0.02952873670836642,0.0006000759734560296,-0.009280204839651668,-0.0020240511392528027,0.17409800762219546,0.009880280813107638,-0.017624404756005987,0.18436728305660643,-0.0030131217340122057,-0.01702432878254997,0.015517529659828666,0.015517529659828666,0.01985953724741148,0.004437096899808994
1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,1.0,1,1,1,0.0770164793635294,1e-06,0.0,0.33175421765455415,0.09475084824171856,0.6006295630330731,1.6602198410323152,0.7584990252595074,4.858710708758386,0.788370221030681,0.22300125192034417,0.06513979428917417,0.6692706846326766,0.18547572668081933,0.01625878198558204,0.027668983328197116,0.0013145280797017822,-0.006822036229609668,-0.0009795544768009395,0.17586089021369794,0.008136564309311423,-0.01855286454208478,0.18679025476052113,-0.005086882794014508,-0.017238336462382972,0.015517529659828666,0.015517529659828666,0.01805414686107574,0.004751909191113634
1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.5,1.0,1.0,1.0,1.0,1.0,1,1,1,0.0770164793635294,1e-06,0.0,0.3006422899444926,0.08331285654644133,0.5673579765688952,1.631127429819033,0.7555711330580434,4.412085107170094,0.7467254933809732,0.2098544110983265,0.06465968002450852,0.6386742652834304,0.17164055115847193,0.014035287293313943,0.031238305013990608,-0.000993689597821465,-0.01419232355217856,-0.0024990366820704935,0.15814002606931982,0.013198633954357124,-0.015540634377562972,0.17064686156065045,-0.0008135486212225082,-0.016534323975384436,0.015517529659828668,0.015517529659828666,0.01773777992483853,0.004306274901114463
1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,1,1,1,0.0770164793635294,1e-06,0.0,0.3002853634814145,0.09415006672125638,0.50416825499196,1.3373126986643744,0.6226206772972974,3.9071515684914098,0.5575592835928419,0.24941410506985418,0.06511457624516735,0.4720380113918934,0.1670603408116692,0.00976276276861601,0.026843807939362196,-0.0006620699624470955,-0.013202577112003483,-0.002601303991818432,0.1547592092481362,0.012540507149556356,-0.011701996797987375,0.16639827084922204,-0.0010377884809009488,-0.01236406676043447,0.015517529659828666,0.015517529659828666,0.014542676375829143,0.004301162435166503
1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.5,1.0,1.0,1.0,1.0,1,1,1,0.0770164793635294,1e-06,0.0,0.31676444460286424,0.08490995261763856,0.6161763776924905,1.7961424436820226,0.8250505230155549,4.899479376809202,0.8750170754993437,0.20070547418120094,0.06472671876926822,0.7494269037804075,0.1807611735030951,0.017683869107132905,0.03167625660858864,9.03643857791403e-05,-0.010709234575208726,-0.001551212077344405,0.16861716115529254,0.010799598960987877,-0.01932544557025642,0.18085153788887415,-0.0030763542357172755,-0.019235081184477292,0.015517529659828668,0.015517529659828666,0.01953224426078615,0.004537201927282549
1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,1,1,1,0.0770164793635294,1e-06,0.0,0.38294499540104854,0.11182934196205936,0.5377590991698424,1.8164434435999395,0.8446003300736659,4.125734549585858,0.9747709267125036,0.1489067851056571,0.0658566708766545,0.6761546852038204,0.13185438212906692,0.018936175819384362,0.03603414006761596,-0.001957295255276839,-0.015904270862306474,-0.0025541419482394134,0.11557325059988646,0.01394697560702967,-0.019533022512346915,0.12989708687379006,-0.0009737073598364496,-0.02149031776762377,0.015517529659828666,0.015517529659828666,0.019753008538435566,0.00548514456335272
1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.5,1.0,1.0,1.0,1,1,1,0.0770164793635294,1e-06,0.0,0.2825033662658277,0.07759403205966105,0.6033631685973678,1.5535137810386597,0.7138190778082748,4.810764336134511,0.6739329329751901,0.25673292978069306,0.06441963008511609,0.6370011826707598,0.2017509909984383,0.013162861953965524,0.02748300565940376,0.0005198039276169686,-0.00991165736120836,-0.0016844392444979317,0.19116175161045637,0.010431461288825328,-0.01536710512608043,0.20227079492605524,-0.002881825198888424,-0.014847301198463475,0.015517529659828666,0.015517529659828666,0.016893766271421824,0.0040464605157694246
1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1,1,1,0.0770164793635294,1e-06,0.0,0.3098002794874308,0.08943576796204289,0.5836781526091988,1.670717657255774,0.7707088943049405,4.591959383881731,0.7793647808469036,0.2103530705445685,0.06491669167395117,0.6671148492342152,0.17619500109635772,0.015111220557952857,0.030744194357822774,-0.0004028132642781984,-0.012288519324934077,-0.002075040501746117,0.16361911264718676,0.011885706060655827,-0.016783447795420795,0.1757921878320795,-0.001959596361704896,-0.017186261059698997,0.015517529659828666,0.015517529659828666,0.01816830590865178,0.004437450127729218
1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.5,1.0,1.0,1,1,1,0.0770164793635294,1e-06,0.0,0.31279807286159295,0.08667417825108381,0.5779411040585988,1.630954082696547,0.7515256467124866,4.566729745277918,0.7552971706521061,0.21642173555592664,0.06480077284408065,0.6436191767347541,0.1769210024348022,0.01472826463920494,0.029683808696563785,-8.719696318151837e-05,-0.011298731278357593,-0.0019156033526821492,0.1649730885907933,0.011211534315176089,-0.01655667102870557,0.1768338054716207,-0.0024775889551519464,-0.01664386799188707,0.015517529659828666,0.015517529659828666,0.017735894852554883,0.004480389271015594
1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1,1,1,0.0770164793635294,1e-06,0.0,0.2351587747102371,0.07981765116178881,0.5125625507543691,1.5768419122622608,0.7092780221767782,4.1693436538552024,0.897090150972398,0.17014428893455988,0.06451296738405425,0.5392846350445462,0.1345425919768532,0.008815490744692322,0.021925999298860466,0.0024444211000524962,-0.004815950047621725,-0.0017028581532207293,0.12976404192362356,0.007260371147674204,-0.012962769997965562,0.1369870130769057,-0.004109879258881226,-0.01051834889791306,0.015517529659828668,0.015517529659828666,0.017147449245630834,0.003368316312049441
1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.5,1.0,1,1,1,0.0770164793635294,1e-06,0.0,0.36437046844140175,0.09304539511347387,0.617617197840487,1.6603481970283487,0.7791432899880338,4.7793291942059195,0.6853383642803792,0.2457514982378396,0.0650682072137152,0.7124738914584864,0.20444611084501033,0.019335051054172867,0.03572419105932545,-0.0020604549619757384,-0.016479803767654677,-0.002015123080724726,0.18677746246070384,0.014419348805678918,-0.019289719172921823,0.20238565588303453,-0.0011435127354007882,-0.021350174134897572,0.015517529659828664,0.015517529659828666,0.01805554267501894,0.005219090778101249
1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1,1,1,0.0770164793635294,1e-06,0.0,0.31189954588592406,0.0874942345830496,0.5796599910891217,1.642830989926577,0.7572505177778284,4.574379814929487,0.762472425075796,0.2145799513419691,0.12599778466858183,0.6506018346879259,0.1767056332841525,0.01484287780134865,0.029998601927841206,-0.00018043374569551296,-0.011591311751941363,-0.001962639932971147,0.16457208225317957,0.011410878006245812,-0.01662508398862428,0.17652519953845697,-0.0023244454663072303,-0.016805517734319802,0.015517529659828668,0.015517529659828666,0.017865050896868313,0.004467519144973899
1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.5,1,1,1,0.0770164793635294,1e-06,0.0,0.31189954588551716,0.08749423458301293,0.5796599910884724,1.6428309899250302,0.757250517777128,4.57437981492449,0.7624724250752901,0.21457995134181593,0.04444766515817968,0.6506018346873158,0.1767056332841525,0.014842877801348653,0.029998601927841262,-0.0001804337456954852,-0.011591311751941336,-0.0019626399329711747,0.16457208225317954,0.011410878006245812,-0.01662508398862428,0.17652519953845697,-0.0023244454663072164,-0.016805517734319805,0.015517529659828666,0.015517529659828666,0.01786505089686831,0.0044675191449739
