E0,E1,E2,E3,E4,E5,E6,E7,E8,E9,E10,E11,E12,E13,E14,E15,B6,B8,B9,S0,S1,S2,S3,S4,S5,S6,S7,S8,S9,flux_0,flux_1,flux_2,flux_3,flux_4,flux_5,flux_6,flux_7,flux_8,flux_9,flux_10,flux_11,flux_12,flux_13,flux_14,flux_15
1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,1,1,0.0770164793635294,1e-06,0.0,0.21457995134181784,0.6506018346873043,4.574379814924409,0.7624724250752826,0.7572505177771172,0.08749423458301271,0.06483519503577982,0.579659991088462,1.6428309899250064,0.3118995458855101,0.1767056332841525,0.014842877801348646,0.029998601927841206,-0.00018043374569551296,-0.011591311751941336,-0.001962639932971147,0.1645720822531795,0.011410878006245812,-0.01662508398862428,0.17652519953845697,-0.0023244454663072234,-0.016805517734319802,0.015517529659828666,0.015517529659828666,0.017865050896868313,0.004467519144973899
0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,1,1,0.0770164793635294,1e-06,0.0,0.25698341192717106,0.08273598680674206,0.5418833583079616,1.8340881651588092,0.8229806612107097,4.4263236464557085,0.6273438714061265,0.2581323805534024,0.06463546568703894,0.6587488820329784,0.12076048898503448,0.012204072613018197,0.024717054805254046,0.0025172464947067347,-0.00428486685321422,-0.0015968111748040498,0.1159883211589342,0.006802113347920951,-0.016318130282529007,0.12327773547974127,-0.004601358642396906,-0.013800883787822247,0.015517529659828664,0.015517529659828666,0.019944886979153715,0.003680923322494202
1.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,1,1,0.0770164793635294,1e-06,0.0,0.3519454927417318,0.0907210255319013,0.6071552108122344,1.5178940912079943,0.7151294705813005,4.687008357387998,0.8601969993294453,0.1919310860165471,0.06497064087320732,0.64523389167599,0.21538428559796646,0.01674222238954435,0.03376814804580949,-0.0020734292200994264,-0.016696696717187348,-0.002238043689638272,0.19812255565711612,0.014623267497087953,-0.016906836859083223,0.2133108563778671,-0.0007296476932018361,-0.018980266079182635,0.015517529659828666,0.015517529659828666,0.01650641810495916,0.005041120602939516
1.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,1,1,0.0770164793635294,1e-06,0.0,0.3795631482218219,0.08645005646888361,0.6708976871918363,1.8199255640918484,0.8363846778432089,5.250858811574793,0.7941671955086574,0.23387715556225303,0.06479136524285804,0.840939203339394,0.21328136540018883,0.012142546893404,0.03225587615580394,-0.001744993863348393,-0.015315806856492586,-0.004143755066302046,0.20081636428291927,0.013570812993144186,-0.014541308096357702,0.2115363715368404,0.00045204453626922214,-0.016286301959706057,0.01551752965982867,0.015517529659828666,0.01979087503853434,0.005436704393381171
1.0,1.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,1,1,0.0770164793635294,1e-06,0.0,0.27569443731643745,0.08823629763367946,0.5304718419479475,1.547535933917998,0.7146181676567522,4.209286510607279,0.7497598692087052,0.20227707548384724,0.06486634342838213,0.556852382932172,0.15694476440827537,0.016238189324644377,0.028764377035057798,0.0006560805455849,-0.009600355768693253,-0.000806835425275168,0.14500914723575176,0.010256436314278208,-0.017701105295504442,0.15760084495386031,-0.0037981773746903896,-0.017045024749919535,0.015517529659828664,0.015517529659828666,0.0168287598625342,0.003948932254380631
1.0,1.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,1,1,0.0770164793635294,1e-06,0.0,0.3050039229779563,0.08995264053439207,0.564585283323879,1.5951813226491223,0.8072422303103335,4.487973888962823,0.7489982606785761,0.21539864153416485,0.06493838760638498,0.6723216236473084,0.17220914916834737,0.014971130980457104,0.028638693770076967,0.00042673394014609844,-0.009868578723941673,-0.001472758092692955,0.160917337514343,0.010295312664087848,-0.016870623013296174,0.17263588310849354,-0.0033227249629017505,-0.016443889073150048,0.015517529659828666,0.015517529659828666,0.01734688211607256,0.004368749115448572
1.0,1.0,1.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,1,1,0.0770164793635294,1e-06,0.0,0.31449534477984564,0.08664177847572198,0.5852840100977322,1.660486433831214,0.7398452565065969,4.607149893271161,0.7675470475127468,0.21430690874177147,0.06479941285058374,0.6429671033178357,0.17838663254107295,0.014800773062392782,0.030492674525693653,-0.0003992927544617386,-0.012210707636395118,-0.0021398896679146184,0.1659510039536884,0.011811414881933394,-0.01654136997584566,0.1779873397866113,-0.0019655178644423996,-0.0169406627303074,0.015517529659828668,0.015517529659828666,0.018057045938309053,0.004504700286818754
1.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,1,1,0.0770164793635294,1e-06,0.0,0.311714096051216,0.08746615968424042,0.5796027313850136,1.643133156104534,0.7573318856384553,4.574371681992763,0.7619906915641615,0.21442389327785105,0.0648340165807032,0.6505996005130441,0.17661001180352276,0.01483355720928361,0.02998146394842366,-0.00017270934701094087,-0.011570794862048012,-0.001961265285556915,0.16449688467377524,0.01139808551503707,-0.01662211314782961,0.17643730245651182,-0.002330888206245628,-0.016794822494840548,0.015517529659828666,0.015517529659828666,0.017868336818676,0.00446486283881346
1.0,1.0,1.0,1.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,1,1,0.0770164793635294,1e-06,0.0,0.31196507193741413,0.08750415400922837,0.5796802203955863,1.6427242422099972,0.7572217744625585,4.574382680754215,0.7626426369804142,0.21463509832957525,0.06483561140765264,0.6506026234896609,0.1767394152697137,0.014846171108154496,0.030004657090495768,-0.00018316285068039478,-0.011598560499029353,-0.0019631255923363428,0.1645986482425166,0.01141539764834899,-0.01662613384981048,0.1765562524190333,-0.002322169269823683,-0.016809296700490837,0.015517529659828664,0.015517529659828666,0.01786389006329877,0.004468457712840396
1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,1,1,0.0770164793635294,1e-06,0.0,0.30944871543954366,0.08801129568191167,0.5820495256583553,1.6574957092828668,0.7606031316262462,4.405842252939935,0.7510614706061265,0.21082707470072964,0.06485689888169077,0.6546906340604728,0.17515795722175437,0.014806718655582432,0.028933579101248275,0.00039168211272185005,-0.00991006885087968,-0.001716713684671231,0.16424890126943364,0.010301750963601562,-0.016915114452975492,0.1755496393344762,-0.0031073828988340477,-0.016523432340253632,0.015517529659828666,0.015517529659828666,0.01802452314892754,0.004432414470783414
