E0,E1,E2,E3,E4,E5,E6,E7,E8,E9,E10,E11,E12,E13,E14,E15,E16,E17,E18,E19,E20,E21,E22,E23,E24,B0,B6,B8,S0,S1,S2,S3,S4,S5,S6,S7,S8,S9,flux_0,flux_1,flux_2,flux_3,flux_4,flux_5,flux_6,flux_7,flux_8,flux_9,flux_10,flux_11,flux_12,flux_13,flux_14,flux_15,flux_16,flux_17,flux_18,flux_19,flux_20,flux_21,flux_22,flux_23,flux_24
1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,1,1,0.0,1e-06,0.0,0.19150306191892788,0.5087009011130407,0.35871935953254513,0.20040102767657106,0.021425519721935477,0.6839369526599707,7.068183538390957,1.1872849656991886,0.19471839188879508,1.8589040949389384,0.006872694980371534,-0.13256191795623415,-0.00995828841755287,0.12829013862769953,0.06432801038369258,-0.1348979763707679,-0.0449336989281518,0.15135654664074774,-0.1629874090087298,0.20311975559917184,0.019646720447074155,-0.2901615941169974,-0.17333721921733966,0.018123537838564477,0.06147001586705699,-0.3811624565162365,0.11496191493260087,2.4759088840496657e-06,-0.007241882609324953,-0.022131606537878726,0.027343116155045102,0.03160524304832614,0.001247224399228782,0.0025711767673870225,0.03160524304832614
0.9,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,1,1,0.0,1e-06,0.0,1.1888522916613318,0.6865669382677904,0.20109144706866597,0.35958085493412106,1.860915431948337,0.1919991396648155,7.084006711500058,0.021305313750071397,0.5103403304667216,0.19535559053857893,0.006212432611430188,-0.13298511725390602,-0.010002765297182279,0.12874143118556752,0.06404198083215984,-0.1353551839186675,-0.045163722564867115,0.15182173657513404,-0.16340559222335216,0.20436987572616963,0.019681219867279012,-0.2910916834379226,-0.17395138663374637,0.01817243857709112,0.061716545210904236,-0.38238195772901773,0.11521732556991693,1.6590734566532955e-05,-0.007433987923718934,-0.022220356422737314,0.027376836211534236,0.03170866840019521,0.001247224399228782,0.002577837253972786,0.03170866840019522
1.1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,1,1,0.0,1e-06,0.0,1.1857215280608129,0.6813207482912973,0.1997140872720774,0.35786115372169486,1.856896099565194,0.19100907642817885,7.052393546568868,0.021545173408795113,0.5070692234808,0.1940841965843212,0.007527127223835606,-0.1321406996336208,-0.009914262993326144,0.1278411462546514,0.06461043821319956,-0.1344430580951491,-0.04470488166977338,0.15089329905452203,-0.1625708699338364,0.20187828326958449,0.019612338507747178,-0.28923588662221705,-0.17272597876564583,0.018074843847061324,0.06122466735112404,-0.3799484875347656,0.11470699045121029,-1.1530550586509591e-05,-0.007051025454826325,-0.02204317869415016,0.027309318594762606,0.03150230517715965,0.001247224399228782,0.0025645443720377654,0.03150230517715964
1.0,0.9,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,1,1,0.0,1e-06,0.0,1.181546188043428,0.6795046865633546,0.19789227869662876,0.3482302084377233,1.8645418178352915,0.18343319883370937,7.010357312800216,0.02124198178631295,0.5173854638154489,0.19210552945361253,0.006828946030338119,-0.12152017052346577,-0.00979921229548229,0.1268332773252579,0.06321357894980333,-0.13309544546184388,-0.03907647713110374,0.14463577608340789,-0.15756721641330446,0.2001425014294688,0.019268811425012314,-0.29530578308937766,-0.16212921179431294,0.017351824829945763,0.060423694498849545,-0.37638209512688153,0.11427323914683828,0.0005364964351040544,-0.007176897758846057,-0.0220566980351911,0.027217288598309207,0.031181142625583597,0.001247224399228782,0.0024628283980565515,0.031181142625583597
1.0,1.1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,1,1,0.0,1e-06,0.0,1.1929030527751594,0.688196110780979,0.20284026790188292,0.36885699107626996,1.8536480611618538,0.19930733056358102,7.123892145411619,0.021602004726697044,0.5003615211995679,0.1972612673632392,0.006914733218804373,-0.14321215937852289,-0.010114924825185988,0.12970814971138836,0.06540920819249631,-0.13665195151392362,-0.050566251927288475,0.15784641308478536,-0.16822385404297155,0.20600498993659444,0.02001159041820621,-0.2852218335328973,-0.18414066300080412,0.018869863564958612,0.06247432637441961,-0.3857912581421272,0.11562428441226524,-0.0005098262366584061,-0.007303466750099078,-0.022206219833448275,0.027473713040328203,0.03201798370744857,0.001247224399228782,0.0026759591871797377,0.032017983707448565
1.0,1.0,0.9,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,1,1,0.0,1e-06,0.0,1.1820015053035209,0.672908621369557,0.19695400716881592,0.35501661322463035,1.8538612392730847,0.18900014147858502,7.042986240423836,0.021090137023898906,0.5003850970474782,0.191536429958108,0.006761695848573958,-0.13041054812346406,-0.009129149450234813,0.1260221144175761,0.06307569737797913,-0.13255737387929017,-0.04348818333788629,0.14924206550268243,-0.1611507515961401,0.19912050857797012,0.019496805340098615,-0.2854164834810213,-0.17065843976866912,0.017887280707928572,0.060672744170174965,-0.37558188028467787,0.11463289872795734,-2.72312469603124e-05,-0.007168212417758647,-0.022129358953483155,0.02749928421048972,0.031088770622612404,0.001247224399228782,0.002537571817041361,0.0310887706226124
1.0,1.0,1.1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,1,1,0.0,1e-06,0.0,1.1922793731971506,0.6944661084646542,0.2036941459364353,0.36224429499336563,1.863628642103686,0.19388844198150323,7.091650844711986,0.021745874935676684,0.5166405536254853,0.19775319891023546,0.006978667254576971,-0.1346155218825771,-0.010754268383465746,0.13045721090486515,0.06552551565095686,-0.1371342627795922,-0.046316492804924225,0.15337228596082791,-0.1647366981761435,0.2069426311649174,0.01978925463688335,-0.29469207144401754,-0.1758931691143477,0.01834869199926492,0.062229542816880846,-0.38648671658305556,0.11526579416641002,3.122202213007991e-05,-0.007311488335407634,-0.022132399678241585,0.02718993522865651,0.032097830382203506,0.001247224399228782,0.0026032035858453008,0.032097830382203506
1.0,1.0,1.0,0.9,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,1,1,0.0,1e-06,0.0,1.219436405563351,0.7360924960763171,0.22386110217370891,0.3697452110760789,1.8944879508267398,0.20111497515237792,7.236694063209983,0.022040810564148163,0.5445477431798382,0.2166972435007411,0.007414790248897277,-0.14187604813898969,-0.009604592682328507,0.12967069355360308,0.06711454343507564,-0.1514589364955487,-0.05184148068143746,0.1563526116822146,-0.16823218309952814,0.2237489897260368,0.02046425189027066,-0.3105616903214583,-0.1847196778401327,0.019038307007684437,0.06458216586706582,-0.4072365277180994,0.11762021895621581,-0.0004239310718560166,-0.008339996964106193,-0.02271685653205922,0.025862714948059314,0.03517268698816402,0.001247224399228782,0.0027002291582383475,0.03517268698816402
1.0,1.0,1.0,1.1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,1,1,0.0,1e-06,0.0,1.1594803908184488,0.6402766985024846,0.18110403259991362,0.3490354715139401,1.8275166842377124,0.18327381747012025,6.913836274991557,0.020909698010168763,0.47859055462082034,0.17652693374282383,0.006418911492587672,-0.12473725371857189,-0.010216361740170309,0.1268505976750972,0.06191766300422365,-0.12129676045003719,-0.039196853615731775,0.14693420810261573,-0.15838244665120832,0.18605802886211043,0.01895160901320711,-0.2730243210729934,-0.16372072300126453,0.017340235941042732,0.0587843937204498,-0.35924166454771,0.1125131970806047,0.0003489921803199146,-0.00632319962188705,-0.021618954208535872,0.028475214762485365,0.02865254068400494,0.001247224399228782,0.002460688496714463,0.028652540684004944
1.0,1.0,1.0,1.0,0.9,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,1,1,0.0,1e-06,0.0,1.1814543947766925,0.6749730949382086,0.19701580308485206,0.3557440533804851,1.8506915876192578,0.18967936451734643,7.072827574225708,0.022575053413410765,0.5016244960883194,0.1915715630092004,0.0067573450225749876,-0.13072654621034976,-0.009540168467472614,0.1260463362408905,0.06168290824015185,-0.1325478970971421,-0.04435962587032649,0.1497830130502434,-0.16155695822255134,0.20061040827923407,0.019532508765894255,-0.2861187240270591,-0.17082136107387014,0.01793590300635562,0.06057740913639056,-0.37619059007810224,0.11514449795794508,-2.003853332850289e-05,-0.005929638818160096,-0.021519852925588535,0.02741542851048083,0.03109447315850556,0.001247224399228782,0.0025466912665145854,0.031094473158505567
1.0,1.0,1.0,1.0,1.1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,1,1,0.0,1e-06,0.0,1.1924661918734405,0.691972382902602,0.20343078629065137,0.3613830015317999,1.8661653761433012,0.19313466892234757,7.064295406936939,0.020412584468858217,0.515041880994959,0.19753066465331176,0.006975787751887922,-0.13420628852790897,-0.010336139008867344,0.13029831137841896,0.06668596882302115,-0.13700093189675722,-0.04545795763683802,0.15276830848256825,-0.16426901182502956,0.20537445000434318,0.01974892083283763,-0.2937842660577277,-0.17559254410261202,0.01829123659834336,0.06227057537878832,-0.38561649020819383,0.11480329578005823,2.3784905976959037e-05,-0.00841101409267209,-0.02267179137125045,0.027276749816387405,0.03206171027455254,0.001247224399228782,0.0025930832057419087,0.03206171027455254
1.0,1.0,1.0,1.0,1.0,0.9,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,1,1,0.0,1e-06,0.0,1.1787448176526552,0.6529630362047026,0.1984720308718186,0.35230953271055704,1.850764568823122,0.1852825705786183,6.954564416535167,0.02123131150358445,0.48979563132537185,0.19322782682215026,0.006547732578309952,-0.1276639415378244,-0.010212079573734642,0.12712878446914566,0.06256649813305293,-0.12084440222132496,-0.04259266112187354,0.14764816821259885,-0.15980153303483063,0.1905611540131621,0.019404172140271493,-0.2794438015928523,-0.16812543030451427,0.017529264457535467,0.06047841183448392,-0.3650158148219296,0.11313538707494332,-0.0005165431367325016,-0.006288932705290049,-0.021988488818182807,0.026725383279268156,0.03136330559828004,0.001247224399228782,0.002487658610258511,0.031363305598280045
1.0,1.0,1.0,1.0,1.0,1.1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,1,1,0.0,1e-06,0.0,1.1952571022337573,0.7143913617163293,0.20213983197905055,0.3648460707058869,1.8662948953525769,0.19758391002609035,7.173790816426397,0.021619422914853418,0.5272132882117962,0.196026689436231,0.007192154809609604,-0.13735666104630032,-0.009696722081272376,0.1293283122400983,0.0660345846816178,-0.1489320775262127,-0.0471990116064952,0.15491624091279638,-0.16603681318903288,0.2155789740427366,0.019877149029998813,-0.3006551843566856,-0.17838535021380483,0.01870442536873795,0.062385934569394924,-0.39702034970995115,0.11665401538482555,0.0005228225767327926,-0.008181133534405735,-0.022260148887592125,0.027941604653718942,0.031817596188495154,0.001247224399228782,0.002652820033152479,0.03181759618849516
1.0,1.0,1.0,1.0,1.0,1.0,0.9,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,1,1,0.0,1e-06,0.0,1.1912209489798025,0.6850600555076456,0.20098115391857915,0.35953196150089217,1.8549272133738903,0.19209080637582446,7.0697773550445255,0.02148591121233473,0.5095973419617028,0.19526368053573623,0.006883535293697518,-0.13278742059499982,-0.009980615360975312,0.12866713176267947,0.06452537651995438,-0.1353120905727267,-0.0440940826650514,0.1516006960441706,-0.16344592767709876,0.2034942957311709,0.019908044633014675,-0.29067389312061254,-0.1734005043847777,0.018179220650560032,0.0613713724386932,-0.3817358916541797,0.11496344380228328,-5.1056449237266155e-05,-0.007272765399068751,-0.02220923981565276,0.02770435678473822,0.031693750251219996,0.001247224399228782,0.002579067998355291,0.03169375025122
1.0,1.0,1.0,1.0,1.0,1.0,1.1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,1,1,0.0,1e-06,0.0,1.183951585891497,0.6829856552228681,0.19991038099544434,0.35803187983161194,1.8622766092557808,0.1910063793263905,7.066828391680795,0.021374409314601963,0.5079417663871798,0.19425714887235807,0.006863512196318428,-0.13237091413241353,-0.00993929968459576,0.1279712988306241,0.06416096769093571,-0.13454777500716805,-0.04564316517961534,0.15115026383484143,-0.1625994047490749,0.20280246227333393,0.019425318257450523,-0.28972776554741236,-0.1732829677149159,0.018076483053065067,0.06155304479551857,-0.3806767059814381,0.11496050041639726,4.770349411224034e-05,-0.007215827818405851,-0.022065844938550593,0.02703831788731459,0.03153037750790428,0.001247224399228782,0.0025645081599511895,0.031530377507904286
1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,1,1,0.0,1e-06,0.0,1.1680051786305574,0.6790907600733325,0.19793828132153568,0.3670483039893628,1.836789513075763,0.19298011029306905,7.058806345385624,0.021304029414651406,0.505197061909944,0.19239629359383933,0.00682346106430953,-0.1315628598928926,-0.009765302830004778,0.1263968460465745,0.06393140646126967,-0.13314214319609627,-0.04109091769427686,0.14272292392933367,-0.16748370933410692,0.20143141792259978,0.019171508783042274,-0.28816461497011125,-0.17297427348492142,0.018266510053913217,0.062268931701799486,-0.3786314590104136,0.11451585902577302,-0.00010237572148872123,-0.007394693653805868,-0.021681438859236284,0.02550687788138665,0.031228337301096636,0.001247224399228782,0.0025910080558575257,0.03122833730109664
1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,1,1,0.0,1e-06,0.0,1.204953140580103,0.6883686980254952,0.20267649164785365,0.3511545063911608,1.879340398521843,0.19014791895241961,7.076746784434717,0.02153590746761129,0.5119052636097002,0.1968630674244815,0.006917730996945515,-0.13347459903700212,-0.010135048927036164,0.13003620344726077,0.06468790843318721,-0.13652155029135804,-0.048389575478030133,0.15926063233324353,-0.1588997730965877,0.20466621846962643,0.02007891362326241,-0.29198789223923444,-0.17364751792096397,0.017992377519608013,0.06071827862055624,-0.38347478406970925,0.11536788156612451,0.0001006925716351241,-0.007098226915275226,-0.022544524074322284,0.029056285115296253,0.031953350851126196,0.001247224399228782,0.0025529822169863135,0.031953350851126196
1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,1,1,0.0,1e-06,0.0,1.1805424028050688,0.6826926013239429,0.19979688519442187,0.3704663637127371,1.8219651851357668,0.19512638387053982,7.063827735647172,0.021506857718194845,0.5080943000995574,0.19414375160077396,0.006858064750870383,-0.1322828125719699,-0.009832121661287158,0.12758439664972165,0.06459437570644866,-0.13446877834392992,-0.05485419146842818,0.159926275807872,-0.15245245753603248,0.2026280134067276,0.020045634447575796,-0.28982066249108507,-0.17317349365192225,0.018470044411419976,0.061980550051277096,-0.3804672388874375,0.11449207417349005,-0.0002921428092609729,-0.0075096174419017996,-0.02192452744096933,0.02663490039480572,0.03151197170506938,0.001247224399228782,0.0026198245599047846,0.03151197170506937
1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,1,1,0.0,1e-06,0.0,1.1940487735716134,0.6851868618352053,0.2010311675175554,0.3479446541385223,1.8942302184505406,0.18816427997857899,7.072474039370052,0.021353801795438672,0.5093357123286059,0.19531763875198965,0.006887214145899073,-0.1328364159312667,-0.010080614966504607,0.1289895033529686,0.0640927107294254,-0.1353469658799515,-0.03564889408333427,0.14345025160181618,-0.17280726949933198,0.2036111133191697,0.019280008484647712,-0.29051899965343186,-0.173472426576466,0.01780420655261332,0.06096656649105701,-0.3818547679573363,0.11539816830796992,0.0002824756872353597,-0.006985296687444357,-0.022335378376964046,0.028052677845182776,0.03170250834809314,0.001247224399228782,0.002526349293244437,0.03170250834809314
1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,1,1,0.0,1e-06,0.0,1.2181426341427481,0.7397713785341501,0.21149562947465972,0.37657483200479636,1.8959495383552156,0.20146948969661085,7.590552272343745,0.02127976216750596,0.5381482194616036,0.204864684070304,0.007467242760418181,-0.14013028280783596,-0.010009395254087438,0.13544236727177633,0.0687245685966549,-0.14187103737588597,-0.05044749272523508,0.16112698906152925,-0.17170536063961525,0.2127993766263904,0.020375366660897357,-0.30676613185820806,-0.18483148218607334,0.019080756500823023,0.06648694485445625,-0.4040233652998051,0.12374664447598846,0.00038845971877162974,-0.009178666733553616,-0.02298850734777264,0.028653113536768415,0.03325211383092312,0.001247224399228782,0.0027049889753958307,0.03325211383092312
1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,1,1,0.0,1e-06,0.0,1.159996853772248,0.6373660204351439,0.19085251148953375,0.3433018563646138,1.8255811613699966,0.18296351526621957,6.6229934406022535,0.021568219723806355,0.4833698442194566,0.1859353928582742,0.00637641537843555,-0.12604207510761742,-0.009901658991088323,0.12213585726797699,0.06058675337658078,-0.1288557897312246,-0.04027481732986793,0.142971132881967,-0.15547436620794883,0.19468914884412516,0.01901325334201557,-0.2758608490413386,-0.16349659964846766,0.017303165049075184,0.057214211877444354,-0.361510456413243,0.10748177859176584,-0.0003111568608525576,-0.005637217785227196,-0.02136829617275452,0.02620655352312038,0.030179651883772175,0.001247224399228782,0.0024565222875189336,0.030179651883772175
1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,1,1,0.0,1e-06,0.0,1.1888717723528335,0.6843897578867036,0.20063480602050526,0.3590468535862108,1.857300108010183,0.19173984743652248,7.068826912712185,0.021449861384236765,0.5090622954589777,0.1949381407561434,0.0068770656229775115,-0.13265283420669677,-0.009967301932416569,0.12844205789656246,0.06440756292373913,-0.1350648494131622,-0.04657065992960219,0.15145490148015422,-0.1631722141496475,0.20327076763502797,0.017776878909879074,-0.290368123758947,-0.17336283372796985,0.018145970729614682,0.06143032617068927,-0.38139365585677,0.11496254969723171,-1.908912422685094e-05,-0.007254317785303575,-0.022162906853426784,0.027488576927414854,0.03164091105223041,0.001247224399228782,0.002574355919801564,0.03164091105223041
