E0,E1,E2,E3,E4,E5,E6,E7,E8,E9,E10,E11,E12,E13,E14,B1,B3,B8,S0,S1,S2,S3,S4,S5,S6,S7,S8,S9,flux_0,flux_1,flux_2,flux_3,flux_4,flux_5,flux_6,flux_7,flux_8,flux_9,flux_10,flux_11,flux_12,flux_13,flux_14
1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,1,1,0.0,1e-06,0.0883519115832512,1.2908192141757018,0.10933656393850077,0.18525694075113613,1.1028679458280308,0.11473260216814903,3.5318051753002804,0.7608544547493091,1.4939628789918207,1.2698406856522988,0.6552188526820287,0.06168204537814456,0.0830417441988984,-0.06643154663497011,-0.020945592217048947,0.008563290276916345,0.09709516040193775,0.03066361376696762,0.050454474711014274,-0.01122757066713026,-0.004749501256825564,0.11406017581007533,0.00940145872993245,0.008563290276916345,0.009401458729932451,0.026683036958056253
0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,1,1,0.0,1e-06,0.0883519115832512,0.17046651341136174,1.2326341639642175,1.328565000743961,0.9909729343689138,0.6458560415440915,3.5453246268479925,0.1293134748667729,1.2425404125580055,0.6749659974960547,0.09257518795091418,0.04494218246011449,0.07712861935663375,-0.05565917840858252,-0.01576293837817691,0.008563290276916345,0.08233203973809168,0.026672861329509134,0.04008916703326995,-0.004853015426844465,-0.01071699594846805,0.09539794048723893,0.007960208164962991,0.008563290276916345,0.00796020816496299,0.02397582370047973
1.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,1,1,0.0,1e-06,0.0883519115832512,0.19354190680656766,1.3211597199662863,1.5837475368888403,1.1633531428607873,0.6599289146742418,3.5223700236391715,0.10748161665733384,1.2841040726557118,0.8086219849002919,0.11933462599014959,0.07078042821802688,0.08639853022243556,-0.07243222941511912,-0.02376348748945256,0.008563290276916345,0.10526904143181896,0.03283681201669984,0.056090265255821614,-0.014690162962205322,-0.0016518011970922501,0.12434214642376273,0.010261156203237833,0.008563290276916345,0.010261156203237833,0.028146429519190875
1.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,1,1,0.0,1e-06,0.0883519115832512,0.16362964704067476,1.0030733213819127,0.9015955046139313,0.6626879554725256,0.589236811838124,3.1665562467497668,0.08268511960715014,1.1642688116754605,0.5630875156136388,0.08529831115584867,0.043396278453471084,0.03992093164412813,-0.04260467414754275,-0.01190246031735151,0.008563290276916345,0.055381527240394024,0.012776853092851273,0.03236821091161937,-0.01102806754185176,0.0007916043059283569,0.07054035700474792,0.007334495645168759,0.008563290276916345,0.007334495645168758,0.016033222539853724
1.0,1.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,1,1,0.0,1e-06,0.0883519115832512,0.19418457630045782,1.488814211184769,1.983654112580781,1.4693625925987253,0.6921576883683491,3.754711582054902,0.13803408057170335,1.3472077424338926,0.9050511169483115,0.12012845980882528,0.0748459133943216,0.12082959296943366,-0.0845754411064488,-0.02836651937920509,0.008563290276916338,0.13175889550586395,0.04718345439941518,0.06529632903532662,-0.009549584358995,-0.009729527712127206,0.1484920519643399,0.010329415124278754,0.008563290276916345,0.010329415124278754,0.03555009147868617
1.0,1.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,1,1,0.0,1e-06,0.0883519115832512,0.07898097899844911,0.9189338217832776,0.7011669302268365,0.5382679580584098,0.5679758422485187,3.170258938337558,0.05172260621002544,1.1326894064909916,0.30161254709906643,0.01987291022845058,0.019591964813077893,0.034405105754440515,-0.022367609185209126,-0.00592703179717638,0.008563290276916342,0.03504706183775303,0.012679452652543895,0.020417353871269084,0.0008253890581911838,-0.002775644372131231,0.04131761791497446,0.0017088002277218712,0.008563290276916345,0.0017088002277218714,0.01302297693258902
1.0,1.0,1.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,1,1,0.0,1e-06,0.0883519115832512,0.23843541788030218,1.4216267764617851,1.8654872861667986,1.3551345925251106,0.6794169701610278,3.5808053706394225,0.14897434969190565,1.3222974628071187,1.0061128718112828,0.1811164844641186,0.08682837502305164,0.1077697965139455,-0.09329075909270004,-0.029357212765231067,0.008563290276916338,0.1324545254074889,0.03916376631478885,0.06727771580737837,-0.019550659215673172,-0.006462384069648372,0.1554344052222083,0.015573556481595892,0.008563290276916345,0.01557355648159589,0.03278643336427719
1.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,1,1,0.0,1e-06,0.0883519115832512,0.1860719071262516,1.241248357260776,1.5106378626435248,1.116788868787375,0.6407771644965732,3.450835899056904,0.11780071310331769,1.2592096858472936,0.7614789677113298,0.11030064782885486,0.061218922993351244,0.08325006754034162,-0.06667459389586577,-0.020686037286410233,0.008563290276916349,0.09676311032507187,0.030088516429206135,0.04993536484973682,-0.011283558143614425,-0.005455670902514507,0.11438047410448693,0.00948435684362239,0.008563290276916345,0.009484356843622387,0.027019842922210723
1.0,1.0,1.0,1.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,1,1,0.0,1e-06,0.0883519115832512,0.1849838625555016,1.3072984664315044,1.4884682654197423,1.0982955125179112,0.6599593796319649,3.5584156149006456,0.11374525343908994,1.2733884152100332,0.7606015747388357,0.1090144661451719,0.06182297596501274,0.08297049701279877,-0.06634673791916165,-0.02102680205523426,0.008563290276916345,0.09719426045200191,0.030847522532840285,0.05061689438738465,-0.011206081577628035,-0.004523761954148903,0.11394595044497124,0.00937376269667603,0.008563290276916345,0.009373762696676032,0.02657241047057542
1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,1,1,0.0,1e-06,0.0883519115832512,0.18525694075113605,1.2908192141757013,1.4939628789918198,1.1028679458280304,0.6552188526820286,3.53180517530028,0.11473260216814897,1.5401338044225394,0.7608544547493088,0.1093365639385007,0.061682045378144534,0.08304174419889838,-0.06643154663497008,-0.020945592217048975,0.008563290276916345,0.09709516040193772,0.030663613766967614,0.05045447471101425,-0.011227570667130315,-0.004749501256825564,0.11406017581007533,0.009401458729932444,0.008563290276916345,0.009401458729932448,0.02668303695805625
