E0,E1,E2,E3,E4,E5,E6,E7,E8,E9,E10,E11,E12,E13,E14,E15,E16,E17,E18,E19,E20,E21,E22,E23,E24,E25,E26,E27,E28,E29,E30,B2,B3,B9,S0,S1,S2,S3,S4,S5,S6,S7,S8,S9,flux_0,flux_1,flux_2,flux_3,flux_4,flux_5,flux_6,flux_7,flux_8,flux_9,flux_10,flux_11,flux_12,flux_13,flux_14,flux_15,flux_16,flux_17,flux_18,flux_19,flux_20,flux_21,flux_22,flux_23,flux_24,flux_25,flux_26,flux_27,flux_28,flux_29,flux_30
1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,1,1,0.39156054633166,1e-06,0.0,0.10845022329492486,0.15956185627743857,0.176991882526413,0.10094004673896248,0.7580401739610905,1.7825601353990543,1.2656096761297093,0.2032875102243657,1.0720300666446367,0.14467585888525675,-0.020526783763569523,0.006647010119543356,0.08717054551420157,0.11924131348824864,0.12392787788830947,-0.10476575372788945,-0.27170846647719915,-0.15508821665466704,-0.06863588054519829,-0.006760256890309107,-0.02672931225024807,-0.29085201059805066,0.12923647928232143,-0.030477118640455658,0.03482188848841887,0.04923888260673573,0.032768121618439325,0.13788945803111405,-0.025150109808582073,0.00026863152102270943,-0.026923989117322873,0.07459863869704361,0.05404080542512019,-0.07416762568479798,-0.07026249279111516,-0.011073193690160521,-0.00599446317598884,0.00172320940830018,0.008394844705461355,0.001723209408300181,0.06440364636622786
0.9,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,1,1,0.39156054633166,1e-06,0.0,0.7571324522022349,1.7818299321688797,0.1770637995850926,0.10887941537216028,0.14524607649737953,0.20319457868669627,0.15954155864468045,1.2645596378094106,1.0714784810888196,0.1008063501461289,-0.01862263473085737,0.006625179296452073,0.08758287915161411,0.11914379047852217,0.12378644860511377,-0.10473039862832341,-0.27133016165594004,-0.15500741020834902,-0.06860496163923262,-0.006802352288683838,-0.026714605098640678,-0.2905868447037755,0.12930477206080546,-0.030524520470879002,0.03430476318990823,0.049587985658985666,0.032748613891221925,0.1380744462070387,-0.025249139613282227,0.00025003529143905606,-0.02716155222952107,0.0745258549856181,0.053986966652356284,-0.07447748046613915,-0.07031640099354154,-0.011115747426778379,-0.006005690286652612,0.001720926991815629,0.008394844705461355,0.001720926991815629,0.06465748341772985
1.1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,1,1,0.39156054633166,1e-06,0.0,0.7589332855717617,1.7832784716847967,0.17692126530167002,0.1080279563121003,0.14411496923005174,0.20337902583185924,0.15958192628186776,1.2666430751840632,1.0725752298949822,0.10107168419092909,-0.02240085453874144,0.006668450888900439,0.08676483014735739,0.11933729052169775,0.12406703712963757,-0.10480053245716972,-0.272080652582781,-0.15516779197127006,-0.0686662944266249,-0.006718847066682859,-0.02674379199718941,-0.29111298401021396,0.12916939502410488,-0.030430528924273198,0.035331110160895504,0.04889537817944647,0.032787330442086246,0.13770756914031723,-0.025052705216686795,0.0002869187419058533,-0.02669026056049542,0.07467047734693086,0.0540939138502225,-0.0738628815313676,-0.07020948963662735,-0.01103131624166656,-0.005983410650810789,0.0017254566719288739,0.008394844705461355,0.0017254566719288743,0.06415396173133107
1.0,0.9,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,1,1,0.39156054633166,1e-06,0.0,0.7591702841935396,1.784163904746931,0.17715043668064406,0.10868352218490455,0.14495499675109264,0.20393726344845123,0.15988053720187487,1.2686243194813855,1.0718660198825058,0.10129243188258526,-0.020581676029609614,0.006175287002029821,0.0873927728552158,0.11944780104898506,0.12413867747187783,-0.10485433827642154,-0.2719852539556773,-0.15558426884624518,-0.06869764555065835,-0.006777817701090937,-0.02682137363299976,-0.2916289929943238,0.12931967742843822,-0.030509902463569022,0.03499910285442552,0.0493993312322475,0.032865232355235266,0.13818460845306801,-0.02519732372663861,0.00022693459084181453,-0.02701945258638499,0.07454804070381303,0.05401912200785809,-0.07431012115677055,-0.0702241929491343,-0.011096463574938929,-0.006008875530579161,0.0017292251910787405,0.008394844705461355,0.0017292251910787403,0.06452790687891886
1.0,1.1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,1,1,0.39156054633166,1e-06,0.0,0.7569749124913222,1.7810472885346864,0.17684246168289874,0.10823061575529161,0.14441303912973788,0.20267594230400596,0.15926188807536054,1.2627710078570096,1.0721823219664057,0.10060870183884876,-0.020475144480694606,0.007090494387277894,0.08696139018631129,0.11904667387922682,0.12372925238271366,-0.10468218143448535,-0.27144722208462335,-0.1546213132235931,-0.06857761437999806,-0.006743726014983419,-0.02664266422441627,-0.2901204691951061,0.1291580077618878,-0.030446320001247543,0.03465528840941551,0.0490878921550541,0.03267674188848835,0.1376115531072213,-0.025105653082587172,0.00030782639683673077,-0.026834181794638888,0.07464607750070756,0.054061095482297164,-0.07403345407049941,-0.07029823807954237,-0.011051287510694669,-0.005980845023805501,0.0017175528164150508,0.008394844705461355,0.0017175528164150512,0.06428664999431816
1.0,1.0,0.9,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,1,1,0.39156054633166,1e-06,0.0,0.7568813516263376,1.7836982155925043,0.17621090029274933,0.11035686569469529,0.14711585806863772,0.20225227338257543,0.15891690637747488,1.2622428276094169,1.0390398336292368,0.10037836233753489,-0.021198300788194797,0.007416783152352349,0.08048823257763733,0.11944893165232838,0.12385028191161301,-0.10485344034483593,-0.2714559961958425,-0.15424070627103179,-0.06869705290710701,-0.006967271827124239,-0.026591234655988755,-0.28989092696470314,0.12865526042975645,-0.030253064180497793,0.03550945158588541,0.051059790432312714,0.03264632539096546,0.13701944237117153,-0.02557004514339678,0.00035619185907002915,-0.02790559407517577,0.07131818288196838,0.0520962844339067,-0.07550199011626603,-0.0700137884645081,-0.011262579444633995,-0.005971538155818298,0.001713620549603308,0.008394844705461355,0.0017136205496033079,0.06548983203501298
1.0,1.0,1.1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,1,1,0.39156054633166,1e-06,0.0,0.7590843982472705,1.7814153115121345,0.17774657535649724,0.10665214964938101,0.14237669937682026,0.20427245992326432,0.1601784386190415,1.268757390976689,1.103640731750186,0.10146968684466906,-0.01989454697246266,0.005908841901327129,0.09353459257458951,0.11903522823968697,0.12399170934021485,-0.10467908533008279,-0.2719230231689287,-0.1558942280557867,-0.0685749457865971,-0.006564727089202911,-0.026860493041446026,-0.2917531162556391,0.12979936715488932,-0.03069541608856552,0.034199598846354415,0.04751719987173308,0.032883251263960175,0.1387366644058361,-0.02475449455806345,0.00018340507516482682,-0.025999483199594532,0.07774056980232483,0.055902463519946204,-0.07291054644124201,-0.07050548258954238,-0.010894415920528968,-0.006017034006362231,0.0017322512191835088,0.008394844705461355,0.0017322512191835081,0.06338015663503359
1.0,1.0,1.0,0.9,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,1,1,0.39156054633166,1e-06,0.0,0.7671605058974885,1.8263138454366452,0.17659105934104874,0.10941670450609178,0.14570622325678645,0.20373267275253806,0.16037775354730538,1.268988790051039,1.0797988625940182,0.10267685591362073,-0.020659000021280453,0.005686354957408546,0.08797246427564903,0.11324460101155236,0.12430852174770175,-0.10745737339694306,-0.2763251570883861,-0.15534989939288893,-0.07041267836895963,-0.006849429359026769,-0.02680067970566344,-0.29038620638149765,0.12872558998822745,-0.030811324986669553,0.036258482861752483,0.050163117430500705,0.033147796009008954,0.14253752121657368,-0.02531864876602595,0.0005148028579946978,-0.02669492870645398,0.0754945656261803,0.054422736468629725,-0.07469011446030548,-0.06877938556733199,-0.011170142595107483,-0.005765776117067526,0.0017528595422844975,0.008394844705461355,0.001752859542284495,0.06486232152546771
1.0,1.0,1.0,1.1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,1,1,0.39156054633166,1e-06,0.0,0.7497182682122754,1.742682272445684,0.17737251111586727,0.107576911399532,0.1437446343492699,0.20289428123015452,0.1588319213695543,1.2625742247920866,1.0650049104620645,0.09937521509346864,-0.0204090454819361,0.007513970786315924,0.08644600629003467,0.12471591842365615,0.12358255093406503,-0.10231268660991909,-0.2674904954802491,-0.15485829098532136,-0.0670161801095821,-0.0066792107449364065,-0.026665838166116118,-0.2912887290441614,0.12971331417368495,-0.03017883686063716,0.03352005643602325,0.04839921815421127,0.032424869993026656,0.13365148310390576,-0.024997777769806877,4.243689179574475e-05,-0.027136724199761444,0.07378463540425681,0.053695398108117055,-0.07369496571319256,-0.07161447165515902,-0.010985563460132505,-0.006201359543266428,0.0016964952081285258,0.008394844705461355,0.001696495208128527,0.06398910411871428
1.0,1.0,1.0,1.0,0.9,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,1,1,0.39156054633166,1e-06,0.0,0.742083443953188,1.7687025040259876,0.17355645435371278,0.10523711460024499,0.1407925752916701,0.19477432677532283,0.15573873494408452,1.258384306116365,1.042864729732032,0.0964476352642043,-0.01977919249629154,0.0058714388184767236,0.08455142435960769,0.11725719851248978,0.11427211509843747,-0.10407871623109306,-0.263780592495346,-0.14858185278943792,-0.06814227821172479,-0.006546322738512012,-0.025545215991224366,-0.2893088121593673,0.12686256144315097,-0.02841457506844569,0.03443972638445865,0.04733627951701596,0.03185217905685811,0.13323246307876385,-0.0244915140648565,0.0007771018812801553,-0.025470708260088678,0.07227790430111822,0.05258468526142485,-0.07220754013805158,-0.07073504251919063,-0.010752633729122425,-0.005785751899769235,0.0016465166984257875,0.008394844705461355,0.0016465166984257875,0.06267497079292793
