E0,E1,E2,E3,E4,E5,E6,E7,E8,E9,E10,E11,E12,E13,E14,E15,E16,E17,E18,E19,E20,B0,B3,B6,S0,S1,S2,S3,S4,S5,S6,S7,S8,S9,flux_0,flux_1,flux_2,flux_3,flux_4,flux_5,flux_6,flux_7,flux_8,flux_9,flux_10,flux_11,flux_12,flux_13,flux_14,flux_15,flux_16,flux_17,flux_18,flux_19,flux_20
1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,1,1,0.234652710654,1e-06,0.0,0.3485803864532446,0.10897730798075696,0.4109199743638241,1.2871416772013073,1.9825861745765188,0.36294042996901327,0.5385633000831274,2.1881362337295935,1.6915259814477737,1.8929453050975933,-0.0580371431400852,-0.18586190188250562,-0.017016066523742795,0.019819807542774785,-0.31656977529913116,0.08581314798451116,0.028879074247622427,-0.25180089555723056,-0.07661600601845751,-0.1577737537132057,0.002803741019031983,-0.12526154704854014,-0.05803714314008522,0.12682434340316967,0.14672825942636336,-0.5775910932311881,-0.04268976912918987,0.03848277890156593,0.038482778901566046,0.2794554340003994,0.1391948908348334
0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,1,1,0.234652710654,1e-06,0.0,1.2822124995783757,2.16874867127652,1.9950268498854715,1.679302921102962,0.5272086387542836,0.405971643991607,1.8901857964182591,0.34618047899635157,0.18777934478793074,0.36307128471341754,-0.05220413317768271,-0.18677822877389483,-0.01761627186398787,0.020008904954493964,-0.3123685475071143,0.08622587777327627,0.028024391822342287,-0.24934876804991576,-0.07358207992365959,-0.15763815776909795,0.0023926330905060904,-0.1245361979878361,-0.05220413317768271,0.1282978728698251,0.14540270502541427,-0.5734639478605071,-0.04306114162357422,0.03848277890156604,0.038482778901566046,0.278385244528584,0.13626021102312108
1.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,1,1,0.234652710654,1e-06,0.0,1.2890499594524711,2.1956714521992375,1.9776925478417522,1.6962706150655953,0.5429940685331222,0.4128490538551662,1.8939975545821535,0.34951499350149234,0.07868516848938652,0.3628856801932252,-0.060316476233215455,-0.18549922132197105,-0.016781590478021434,0.019745523571714815,-0.31820857807913516,0.08565042386816937,0.029213802267869265,-0.25275420178822106,-0.07780091404026049,-0.1578244871230008,0.0029639330936933883,-0.12554343790283595,-0.06031647623321544,0.1262462852318596,0.14724462632638066,-0.5791930058965694,-0.04254561756304809,0.03848277890156593,0.038482778901566046,0.27986974724511826,0.14034004931595576
1.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,1,1,0.234652710654,1e-06,0.0,1.2314986611648482,2.1458196453317653,1.963534597394974,1.5611715346636987,0.5226759731029844,0.39298283895151376,1.9215975533647927,0.33713766265835976,0.10833187178444698,0.3584147938749853,-0.05783293816774055,-0.14885088768950672,-0.01752083845692838,0.019660649290635247,-0.30545038116048895,0.082141480928761,0.021089988802666645,-0.24798125617430755,-0.0733245140433938,-0.1505802924793109,0.0021398108337068733,-0.1288943973856675,-0.057832938167740544,0.12686513480439232,0.14985633783030516,-0.5314355024289269,-0.05163211544870716,0.03848277890156604,0.038482778901566046,0.26737460135315694,0.13508871660365765
1.0,1.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,1,1,0.234652710654,1e-06,0.0,1.3107859764723595,2.205956416157425,1.9905926585030729,1.7485426363488166,0.545296366256544,0.41873360415621075,1.8804398161678149,0.35358605124410253,0.10923849943209463,0.3648288446960586,-0.0581164404888968,-0.20204221143546508,-0.016800767311586265,0.01988710130250338,-0.321402401886167,0.08733124596287442,0.0323715526135214,-0.2534021622822152,-0.07801271173870654,-0.1608313631173681,0.0030863339909171124,-0.12368689157106473,-0.058116440488896796,0.12678239550928816,0.14536890316104448,-0.5977883845815972,-0.03865357928755797,0.03848277890156604,0.038482778901566046,0.28458892321255364,0.1409350918675584
1.0,1.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,1,1,0.234652710654,1e-06,0.0,1.2739899290660877,2.1316247619847513,1.9590339439668107,1.6605367751576137,0.5330748467056089,0.4007484038066982,1.8367022018756511,0.35052897205627004,0.10802439990394795,0.40191326573802444,-0.05753822318315102,-0.1840469569074712,-0.012878686465184093,0.018279149718368977,-0.30821397908142334,0.0862484548783658,0.025754578005553558,-0.24461183939002756,-0.07592277984735318,-0.15616092405226914,0.005400463253184894,-0.12028816635015079,-0.057538223183151035,0.12579403654916885,0.14589225878653278,-0.5672233174412038,-0.04517529932867004,0.03848277890156604,0.038482778901566046,0.2766000160242031,0.13777636738806698
1.0,1.0,1.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,1,1,0.234652710654,1e-06,0.0,1.2935322609692634,2.21596243544443,1.993851191534328,1.7066716668071373,0.5412072608510237,0.41593458910083625,1.9204818394922467,0.3476913526945988,0.10942649775838305,0.34393265527724176,-0.05827170440007569,-0.18675166173075142,-0.019082619790180357,0.020567772577631444,-0.32069551622752973,0.0855857811413637,0.030451738534946565,-0.2553436942308917,-0.07695206904669011,-0.1585586028809508,0.0014851527874510835,-0.1277059275045293,-0.05827170440007567,0.12730367236096332,0.14710608661591498,-0.5826555549983898,-0.041445971040859675,0.03848277890156604,0.038482778901566046,0.2808429140210482,0.13987823823433643
1.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,1,1,0.234652710654,1e-06,0.0,1.2867402348809016,2.1872193124458765,1.9983985846972117,1.6904322211829814,0.5401612889864121,0.40818814092110955,1.8632945738026114,0.3539878141570229,0.10989141001985327,0.32249789659446054,-0.0585560401098456,-0.18642166172463281,-0.011290951751628892,0.01064234168166766,-0.31398035172385036,0.08635836183256673,0.029398086508057336,-0.2516906710559027,-0.07658362814714297,-0.15763548861660023,-0.0006486100699612182,-0.1216402752360833,-0.058556040109845615,0.1283769115217518,0.14883210238602046,-0.577211132703086,-0.04262489662336044,0.03848277890156604,0.038482778901566046,0.27936827557808863,0.13960790057930292
1.0,1.0,1.0,1.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,1,1,0.234652710654,1e-06,0.0,1.287478593546647,2.1888811064343727,1.9687734636775869,1.6924482747918945,0.5371656629999925,0.413289831151538,1.91871121884928,0.34400947905177187,0.10818052317807379,0.39818132967636327,-0.057584894238895824,-0.18537328810283293,-0.022000288761477,0.02781421869571083,-0.3188173595298237,0.08533862624680179,0.028423945668754197,-0.25189006909508527,-0.07664387512571096,-0.1578926440977394,0.005813929934233814,-0.12841091248855677,-0.057584894238895824,0.1254696046138949,0.14489340262864578,-0.5779118565279859,-0.042748248064562455,0.03848277890156604,0.038482778901566046,0.2795285829825016,0.13883366321092425
1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,1,1,0.234652710654,1e-06,0.0,1.3240078104642021,2.3441604101441076,2.2397509523540666,1.7555243606086604,0.567312961293664,0.6022304159313332,1.992177889265163,0.35342777921063817,0.11584672329777845,0.4647458641618969,-0.06175265899673313,-0.20354227008320813,-0.010549889986934943,0.02074039635232862,-0.24925445375126404,0.0488292420885911,-0.0027260604007749156,-0.27163041814649164,-0.07674799335574803,-0.16162074627321876,0.010190506365393686,-0.12640327870769968,-0.061752658996733115,0.13084872307977963,0.15433616762233085,-0.5984905229150832,-0.011368428942494235,0.03848277890156604,0.038482778901566046,0.28745955775287896,0.14662541191420386
