,E0,E1,E2,E3,E4,E5,E6,E7,E8,E9,E10,E11,E12,E13,E14,E15,E16,E17,E18,E19,E20,B2,B3,B7,S0,S1,S2,S3,S4,S5,S6,S7,S8,S9,flux_0,flux_1,flux_2,flux_3,flux_4,flux_5,flux_6,flux_7,flux_8,flux_9,flux_10,flux_11,flux_12,flux_13,flux_14,flux_15,flux_16,flux_17,flux_18,flux_19,flux_20
0,1.016325643985229,1.0148879614728827,1.0825200644041966,1.0069945740594552,1.0121944903075977,1.0215210484064052,1.0041169578403786,1.0796284772010818,0.9675933547625263,0.9546114014678658,0.9061520177482005,0.9694023108525834,1.0851596316738308,1.0367212456858668,0.9298831985353813,0.9397244989109385,0.9676778712015682,0.900833546999009,0.9750682055001181,0.9405076752212205,0.9002708243999544,0.0,9.56591320441345e-07,0.22550023733681168,5.74295946212434,3.6617584114531807,0.09300545879279469,0.3152580290294527,0.39474368448300573,0.07641429132740883,0.5999262022734805,1.112017826021945,0.6592484347067203,0.5403679945083791,0.11085389476494519,0.06420778144869307,-0.1486073746691132,0.022721218608035935,-0.058914259632736964,-0.4125159024988316,0.006459766212775423,-0.21900316463331113,0.038936338909062604,-0.1037238877729362,0.059598620820497626,0.4427359785632854,-0.09569301546741639,-0.1720900867095596,0.10224477301279279,0.11787821155969985,0.23804922428137604,0.06491698086381205,0.0606735078990869,0.07110254216340259,0.2757808269798286
1,0.47893160029761106,1.0166156723542077,1.056636176307228,0.9865762038263863,1.013261454699216,0.9770548798342593,1.0210840813022957,0.9240989677719232,1.0948850138005706,0.9456382358955716,0.9056370272935138,0.9961348408513113,0.9813081300937117,1.081289335281361,0.992018056148702,1.0284521028097047,0.9988976844734827,1.0051966309167566,1.071407118452679,1.073493293259963,0.9214986708417281,0.0,9.271257397460179e-07,0.25178412048212107,4.114822377956969,0.37793005688777287,0.3177115060906118,0.6868197602898688,0.6192381990474634,5.059732001014996,1.0980786186794025,0.516465614829812,0.0872152233795543,0.08863709588261805,0.10890223227923322,0.060129229474195675,-0.13976840813875852,0.02107445804435697,-0.05685207537957828,-0.42946513801673997,0.0064292013652556875,-0.1985248986455882,0.04137891436797416,-0.09071976442146522,0.05545604776611035,0.5156555311360714,-0.10179196406129463,-0.16572948273871552,0.10819822324848123,0.11507975841973857,0.23508534045733617,0.07701776444766498,0.05676082687050578,0.067821911561592,0.3049579890060748
2,1.618487760841374,1.0378001874863856,1.0157097202333074,0.9946430162911154,0.9338028238909154,0.9717531423354329,0.9508060610461334,0.992747753404779,1.0934823208224724,1.0883015390198214,1.0664366958894627,0.9449722279572162,0.9369965224552744,1.066656661248138,1.0141596958161205,0.9826177371968599,1.0880456818792141,0.9563787921323781,1.073792751074768,0.9393558148913241,1.014000999392343,0.0,9.076987133319856e-07,0.2274172455302767,4.151813021129281,0.43550776300135097,0.31755064704343394,0.5920758402342298,0.6394048047842671,5.5760151037333445,1.0936954225238649,0.5464688759039972,0.08055024565767134,0.08815255447004144,0.11866765483860658,0.05744642139665753,-0.13229718749566044,0.02067991630078143,-0.05719103255631891,-0.41186131472260107,0.005649114470210587,-0.18592778097177573,0.03565433995130391,-0.09337543053304528,0.05267662538720816,0.4563480311999672,-0.0992745088504408,-0.16060832677431303,0.10313558425276911,0.12350369977335547,0.22420932670876043,0.06497874308281142,0.06480971438262786,0.06859562843452593,0.2919482625616487
3,0.9290893211281193,0.48489805805598146,1.064048060696884,1.08380946232148,1.0644367062076607,1.030635768638039,0.9582854537023449,1.041984559877551,1.0919078164775489,0.9730314978961271,1.001124377133904,1.0202638317278636,0.9065135128220126,1.0763874240789428,1.0873508612577563,1.0865564812741402,1.0159586555412243,1.0359675180135324,0.9918230225752772,0.9466318128988174,1.0659142148517629,0.0,9.759300202449781e-07,0.2207244033876461,4.059070733890059,0.36373805167544115,0.26093110794106333,0.6216172860758358,0.5612034771338614,5.547981628653055,1.0069844272654949,0.49198448700670994,0.08326364009756543,0.08546459462790591,0.1139152237006883,0.03518155296817997,-0.12887035534597682,0.021125891745584314,-0.06153363360948995,-0.4001781315984615,0.0042222912431155385,-0.21779610181950365,0.0403512055358847,-0.09371291626197437,0.056835251070685426,0.39964764082111004,-0.09878486056095948,-0.16531438771755466,0.1031719135129564,0.11401710147873072,0.20166589218744382,0.07448727985456284,0.055342053518574984,0.07444869870620152,0.3105907045848952
4,1.0992927881025953,1.4499174030662343,1.0889699735399432,1.0564042283631647,0.973731319427545,1.0220351462714286,0.9410245814329435,1.002825057976751,1.0330592849095774,0.9013057324722376,1.0128294110500038,1.0518408786637965,0.951511153117644,1.0356536753801118,0.9175241558447987,0.9700812793213242,0.9424071808970393,0.9545310744395811,1.0366776602120804,0.9445947691049645,0.9541271432139878,0.0,9.238968529124964e-07,0.2541798150981062,3.808660535758075,0.37331575978148646,0.3202896593819274,0.6068999035972354,0.6960717983804343,5.255365475175141,1.0942149370622931,0.5435197661603549,0.09249010288644735,0.0789094796906107,0.1116767912031845,0.09319723740908942,-0.13469463825019043,0.02446841158843666,-0.06805034216204033,-0.4417077754471891,0.008008360912558863,-0.21877672766334552,0.039216333599229714,-0.10432361318441204,0.054409270518837524,0.4627809624638795,-0.10164734196441558,-0.18399235596148591,0.10954606530282317,0.1189480190814653,0.26321518220933154,0.06573130187712545,0.058378811737223736,0.07622682942781424,0.31506437220943573
5,1.0711679283381934,1.0171118197243594,0.47416699220420333,0.9050358888427987,0.9276657768889144,1.0382091336601134,1.0650952006200924,0.9306125766970806,1.0804486692632653,0.9711443407826361,0.9633751252086169,1.0094589858030978,1.0048624792868874,0.9251761327128587,1.0089841816634917,1.0014652278060798,1.0628115586407274,0.9374644130140423,1.0395482613072216,0.9916760433665499,0.9052281849545881,0.0,1.0368147962487768e-06,0.2554287603000033,3.7094823718468346,0.3745346577847336,0.2865051717313297,0.6352501849087971,0.6957268900099147,5.995600781325792,1.1610688253146861,0.5905701960125155,0.09341708617695171,0.08915125010996974,0.11713424031411171,0.07057244442373864,-0.13153803684604135,0.02458822338893104,-0.06592292646587422,-0.39839706913564454,0.007265456483109975,-0.22765512617578787,0.04000485403919889,-0.09295714017267545,0.054863101256258436,0.45868549242785156,-0.1068141192393255,-0.1996803122409926,0.0973798493666803,0.12829350686227448,0.24470438265157182,0.07794617528340414,0.06442064331684966,0.06938015653826721,0.2744426857248161
6,1.055250899743246,0.9404306120077432,1.411997088446444,0.975880330626804,1.055484509854271,0.9552892325949651,0.9487448275542122,0.9512920967502924,1.0089603567136987,1.0291461311954484,0.9223235245309587,0.9723339101367637,1.0898446782480304,0.9084095298652531,1.0943675709192227,0.9044063489062565,1.0549325263072216,1.0452468141734124,1.0588590751200015,1.0819845497478577,0.9419276491595885,0.0,1.0751543771597528e-06,0.22029259818555744,4.224671936430428,0.38462167767058736,0.30238459751514374,0.6563921914822729,0.6399005985692944,5.39434764558285,1.0212024698158038,0.5524231147475074,0.09220900272352452,0.08404611931146704,0.11000963284406867,0.05944114289213163,-0.139843556186392,0.023454317377119723,-0.05585620809032757,-0.38680609043113434,0.005213114410427634,-0.20251259742660868,0.037918665369346335,-0.08499181392790967,0.05418871063316946,0.4135863453436974,-0.08961115957271258,-0.17942449337104835,0.09461502655662869,0.10615497082226533,0.22127859633442643,0.06261959976954665,0.06273632625932428,0.07085712596283905,0.3138650317480324
7,0.9529974893600637,0.9764744910691422,0.9725851825410428,0.4886298621907321,0.9059882557163884,0.9676006539840982,1.0919745470399778,1.0131586931225722,0.9316828407316943,1.0495635578019815,0.9212654930399314,1.0905326336043584,0.9940447291694726,1.062966463367599,0.9791497239944973,1.0549398233019405,1.0347274819745262,1.0342282982306137,0.9391557928527811,1.0716486782308932,1.0710395834186384,0.0,1.0455107441412995e-06,0.2624338379983258,4.148196948972997,0.41820246279955015,0.2861648357742062,0.7102243381906609,0.6447033721698844,5.469582239044688,1.1405220283028652,0.5526168468567382,0.07754796763029642,0.0734987178725132,0.1169523033763154,0.05961326139985997,-0.15084466239945446,0.011801665023515097,-0.05904577964376888,-0.44126776845178695,0.007109149515180693,-0.2109385881310792,0.042829228817956665,-0.09280065936184731,0.05520127368875052,0.47338746390402653,-0.10526019132621055,-0.17081514306822032,0.09894306495143167,0.10735720714510455,0.258597578181972,0.07049627383756213,0.06434017282609926,0.0730299843781072,0.2877140663812448
8,1.0262567896764214,0.9556151202090077,1.0213938136101814,1.374040468857369,0.9156634647069611,0.9922339900561015,1.035366846258281,0.997145159163476,0.9804075298192712,1.060194269692154,0.9493241892471171,0.954493687230669,1.0291478488321,1.089050231137613,1.078068100820598,0.9838591273069512,0.9410100501512549,1.0380842632534364,1.0227039584800885,1.06677121536997,0.9405586180545051,0.0,1.0730452639105391e-06,0.23633966318429456,3.7951750828995325,0.3786151992781956,0.31860750725773906,0.6988994613072304,0.668214647915759,6.01199445439235,1.0428483798270085,0.5503277952012756,0.08032851009811649,0.08059956748264427,0.11652912185984964,0.05698083141654273,-0.14472644736753493,0.03068073522476445,-0.062312200332495876,-0.44251416091406975,0.00479212358585803,-0.19064867313795755,0.03830502496622154,-0.09118461403963822,0.054413673244275006,0.4964321575192638,-0.09894106616366495,-0.17469063170446167,0.10201166949673339,0.11262768971771935,0.23974048026781003,0.07763385212662093,0.05817315237475738,0.07319674652178239,0.31573756475539655
9,1.073797744449126,0.9032123580495873,1.0092047564918893,1.0067941387143753,0.4716831310697401,0.9543264588175746,0.9254881996094951,1.0873002222817965,1.034159127967485,1.0222373098783166,0.9823712929119186,0.9151108707688153,0.9716035234761314,1.0017625467880447,0.9043263338891231,1.0095163963642475,1.0543880722011592,0.9305800964809483,0.9548605585281795,1.0837360497854958,0.9336431970177104,0.0,9.636920322168717e-07,0.2199259644013145,4.2882614863772455,0.38294213612966144,0.2628719480968436,0.6844840109690843,0.6501444125650558,5.351310749675442,1.0428580287641354,0.48216496640890555,0.08424946359161938,0.07992839058209111,0.1073679933580669,0.059532783137744384,-0.1670965611174613,0.021926374393460863,-0.0349695713805184,-0.38527028094832916,0.009546872202023141,-0.1868075948310418,0.03928868879916006,-0.10559301623538372,0.057341787692893824,0.4289856612491666,-0.09758302222034394,-0.17057036807820625,0.10150847626576831,0.1324325628393001,0.23900216464587098,0.06253223064420946,0.0607991502787894,0.07261352989588382,0.2508640462072093
