E0,E1,E2,E3,E4,E5,E6,E7,E8,E9,E10,E11,E12,E13,E14,E15,E16,E17,E18,E19,E20,E21,E22,E23,B5,B6,B9,S0,S1,S2,S3,S4,S5,S6,S7,S8,S9,flux_0,flux_1,flux_2,flux_3,flux_4,flux_5,flux_6,flux_7,flux_8,flux_9,flux_10,flux_11,flux_12,flux_13,flux_14,flux_15,flux_16,flux_17,flux_18,flux_19,flux_20,flux_21,flux_22,flux_23
1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,1,1,0.0272168284422228,1e-06,0.0,0.2407259929476876,0.311509633504512,0.08689759365495647,0.06808406958638692,0.730566996387183,0.39531541402736214,0.08912598033007736,0.10254911901685877,0.7875609335656093,0.15178461932141504,0.0011221193002113883,0.005200577014368612,0.006160694047783344,0.05348964034090995,-0.041352105675160136,-0.0017277466591452476,-0.007455114753296438,0.026152648923873027,-0.03385473316773824,-0.008801265918685987,0.017356882652201748,-0.006160732384795349,-0.013220041345430035,0.0008771119990672426,-0.022816380176809203,-0.028425389012069386,0.021858858740223367,-0.026253497319342414,-0.039218561128964234,0.00451285037232385,0.016005145058608644,0.016005145058608637,0.08464549196667302,0.006404528005049357
0.9,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,1,1,0.0272168284422228,1e-06,0.0,0.7873183886344683,0.08686991021784217,0.1518491330908656,0.7302361662928195,0.06808519280510861,0.08911702095911098,0.24065515035434037,0.31156328992949994,0.10250620147610484,0.3953666809490279,0.0010990738499727676,0.005204291870206561,0.006155804446526295,0.05346163012928171,-0.0413398878669733,-0.0017244481444845805,-0.007453041488413437,0.026131948396227463,-0.03384378311262643,-0.008800054280231813,0.01735356758266604,-0.006158782831202503,-0.013218048353516223,0.0008758346803492657,-0.022810260414150855,-0.028425687997171576,0.02187087657017112,-0.02624613713100117,-0.03921941112669075,0.0045115448495769974,0.016005145058608637,0.016005145058608637,0.08463698299588411,0.006407250153347416
1.1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,1,1,0.0272168284422228,1e-06,0.0,0.7877670681181235,0.08692111863697617,0.15172979087300748,0.7308482190599562,0.06808311502777739,0.08913359216939455,0.24078619811098256,0.3114640473503022,0.1025855978314574,0.3952718579798347,0.0011417106604522083,0.005197416138125608,0.006164851174339715,0.053513450042831257,-0.041362488844543174,-0.0017305489613429446,-0.007456876705602449,0.02617024786153291,-0.03386403949439419,-0.008802294805531902,0.01735969799696926,-0.0061623890764962875,-0.013221734214709928,0.0008781982074719862,-0.022821581468776737,-0.028425135270939598,0.021848645119360705,-0.026259752183182144,-0.03921783880811763,0.004513959805241651,0.01600514505860863,0.016005145058608637,0.0846527211481237,0.006402214527340816
1.0,0.9,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,1,1,0.0272168284422228,1e-06,0.0,0.7918720959282848,0.08708003582815005,0.15287751006870895,0.7388547713677022,0.06839700605194714,0.08948800767625995,0.24224043225290368,0.3118508696984091,0.10326006577353491,0.39564145381152577,0.001362391797171958,0.004965308919702898,0.0062696686866335945,0.05388952106735948,-0.04154671472567115,-0.0018104720785690857,-0.007492985964668447,0.026592474270536872,-0.03404362199025819,-0.008812703487226231,0.017286222966439238,-0.006172180988676659,-0.013261219186405606,0.0009000548278103886,-0.023062371416074756,-0.028542304649541078,0.02203363026202695,-0.026384700362995405,-0.03939974924826458,0.004554397950772115,0.016005145058608637,0.016005145058608637,0.08498931968906691,0.006450642357272894
1.0,1.1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,1,1,0.0272168284422228,1e-06,0.0,0.7836659128647429,0.08673080835735021,0.15080010785262588,0.7231171355149203,0.06780145672671697,0.08879798923691117,0.2393592928868346,0.3112020878734087,0.10190863162370957,0.3950215644505035,0.0009076186371910488,0.005410773563893793,0.006063203507857679,0.05312983261412827,-0.04117588523691061,-0.001652994511646487,-0.007420863088805862,0.025758283534617343,-0.03368410288802002,-0.008790594132142098,0.017419437074862407,-0.006150235167076904,-0.013182618058963324,0.0008565352600575476,-0.022594930289541796,-0.02831966383700846,0.02170148844422127,-0.026134848489208714,-0.039054950499553855,0.004475521511291797,0.016005145058608644,0.016005145058608637,0.0843339894499713,0.006362986699560026
1.0,1.0,0.9,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,1,1,0.0272168284422228,1e-06,0.0,0.7858417024336882,0.08601483168807995,0.15091727304674218,0.7337900821973408,0.06797924486256839,0.08940045336078281,0.24047698241905183,0.31261110201438924,0.10207084131713,0.39636783039363943,0.0006407042525480577,0.005310994084873753,0.005633350442379274,0.0530758356959767,-0.041355584918911864,-0.0016166657698237982,-0.007443838322391579,0.0261076293969777,-0.033767540269826306,-0.008744812621699025,0.01705880082193639,-0.006097525406863192,-0.013119741445619351,0.0008701111306209216,-0.023132191241611894,-0.028392361853910617,0.02170608349279669,-0.026201834277786825,-0.039150166194837334,0.004502069382813086,0.01600514505860863,0.016005145058608637,0.0849061668507168,0.006367930466071427
1.0,1.0,1.1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,1,1,0.0272168284422228,1e-06,0.0,0.789240594310366,0.08775628267564531,0.15262839604360345,0.7274749878001013,0.06818739420279073,0.0888614250829896,0.2409752383839725,0.3104499682393186,0.10301670520962315,0.394302939264929,0.0015892312860017466,0.005093385570453147,0.00667203889265581,0.053893103554319526,-0.041349815125836846,-0.0018354522102355664,-0.007466125420713075,0.026198099941633027,-0.033939817197757356,-0.008856176420405107,0.01764632773839235,-0.006222206788520688,-0.013317125912455232,0.0008838150214493434,-0.022510987933555465,-0.028458059212418067,0.02200735021823395,-0.026304050997708654,-0.039285860709937864,0.004523471356388967,0.01600514505860863,0.016005145058608637,0.08439423628388361,0.006440131030385018
1.0,1.0,1.0,0.9,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,1,1,0.0272168284422228,1e-06,0.0,0.796602487986766,0.08952561751754842,0.1532858160198881,0.7393932133638506,0.06826007420945066,0.08996206769514013,0.24207443439578516,0.3065311399133824,0.10824371551173279,0.39055862970921873,0.000919326367294443,0.005207165155836921,0.006251285579265844,0.052848554713835115,-0.04143741298769947,-0.00212882921866683,-0.007451961290999325,0.025566061609580356,-0.034248702209081244,-0.008794231573252717,0.017321448788426855,-0.006342650074202094,-0.013407722491021293,0.0008926847368806656,-0.022949151456697434,-0.02846688965339772,0.02212381294722956,-0.026506055355428142,-0.03930815713706657,0.004726251786254174,0.01600514505860863,0.016005145058608637,0.08543954804415746,0.006467870762302638
1.0,1.0,1.0,1.1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,1,1,0.0272168284422228,1e-06,0.0,0.7799987826272577,0.08471107392041079,0.15053127994341312,0.7232065964645109,0.06794618644702405,0.08842539555455094,0.23962130652347802,0.3158169671368012,0.09780350574382654,0.3994309274251478,0.0012937211490399725,0.00519751306772658,0.006085156215786678,0.05403948581830019,-0.041283260851063125,-0.0013856161735607796,-0.007457413991935199,0.026649028772173823,-0.033525263241255945,-0.008808571923137436,0.017388027648810565,-0.006009335187069748,-0.013060779536082963,0.0008656619143973046,-0.02270137572807419,-0.028394483280034997,0.02163676173082445,-0.026041135002847323,-0.03914925831536153,0.004329981696086454,0.016005145058608644,0.016005145058608637,0.0839801265730002,0.006351643548230667
1.0,1.0,1.0,1.0,0.9,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,1,1,0.0272168284422228,1e-06,0.0,0.7654786228571697,0.08582358883508794,0.1477488007045775,0.7348393669030032,0.06625611877474044,0.0867529256600615,0.2491392743352583,0.307382014516645,0.10326177279093453,0.39137161196889614,0.0012872893257872275,0.004978482601094184,0.006071431377636419,0.052593569646813276,-0.03989887858471873,-0.0013908854056865344,-0.007175595735085466,0.026280289815977843,-0.03290191702667158,-0.009361876611814486,0.016714493620500114,-0.006085802624038366,-0.012885130466806005,0.0008482878487006515,-0.022947475365697773,-0.027707959882845676,0.021279382056876912,-0.02548380058131454,-0.03816521797710179,0.00451089999748916,0.016005145058608658,0.016005145058608637,0.08239173409043213,0.006234237276723761
