E0,E1,E2,E3,E4,E5,E6,E7,E8,E9,E10,E11,E12,E13,E14,E15,E16,E17,E18,E19,E20,E21,E22,E23,E24,E25,E26,E27,E28,E29,E30,E31,E32,B1,B3,B8,S0,S1,S2,S3,S4,S5,S6,S7,S8,S9,flux_0,flux_1,flux_2,flux_3,flux_4,flux_5,flux_6,flux_7,flux_8,flux_9,flux_10,flux_11,flux_12,flux_13,flux_14,flux_15,flux_16,flux_17,flux_18,flux_19,flux_20,flux_21,flux_22,flux_23,flux_24,flux_25,flux_26,flux_27,flux_28,flux_29,flux_30,flux_31,flux_32
1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,1,1,0.0,1e-06,0.0485200316699605,0.46733421322341845,0.45274751121635387,1.2407706737902562,1.0612103988665778,0.6001088296380718,0.6755484924745747,1.0529357594468192,1.534253222412291,0.6572848226312041,0.9584906246131437,0.4380392174273888,0.02854955461596699,0.018478048277378673,-0.16599442877906032,-0.06952362978838662,0.00682134750378989,-0.011407398926491393,-0.09123752029482612,-0.07170528040460579,-0.09410325479319274,-0.12760535581400725,0.009708274155157716,-0.1979893865379257,-0.012274606777103757,-0.011620657849465262,-0.24134027705405,-0.08201177198455385,0.29042364863856607,0.04918160861317934,-0.24560759962775708,0.23701329254287418,-0.4436547308766958,0.007655026570353496,0.5171889622768604,0.2149672091656587,-0.044300778640167376,-0.15422519574167598,0.4037520560571184,-0.392533369932953,0.2767435725186463,0.018520908018853886,0.019631292943923545,0.2767435725186463
0.9,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,1,1,0.0,1e-06,0.0485200316699605,0.6270039295797766,0.9693648791128436,0.6741140859189623,0.4863891557912904,0.4561189652728424,1.0778020906372616,0.6624726036158571,1.2678676189411575,1.6044130242977601,1.0854262496101024,0.41734785292729554,0.02747939764362109,0.02109141751226446,-0.1736483346767487,-0.07150598805779179,0.00774099717733466,-0.009919961070112508,-0.09382585689187983,-0.07324984687227738,-0.09676059828182815,-0.12785432295608945,0.0097279448197157,-0.2065072744073964,-0.013488847306163634,-0.011531813926597401,-0.2527664205493361,-0.08564975463625289,0.29635877721345827,0.05200001885650445,-0.23731687576134208,0.24182234419285684,-0.4552920403370426,0.007020562096327065,0.5303068864350999,0.22834634701801856,-0.04434652193099681,-0.15481472950878702,0.3946723297633523,-0.4076350067277662,0.2830586077402045,0.018520908018853886,0.01977748038966258,0.2830586077402046
1.1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,1,1,0.0,1e-06,0.0485200316699605,0.5759951537042252,0.9488080621644116,0.6421880557286788,0.450462066423893,0.4496283937394974,1.030409187702671,0.68748872513978,1.2163664467004671,1.4724745273976014,1.0398782416861208,0.456482618121062,0.0293912072188195,0.01618191890896837,-0.15925518765857483,-0.06774953651964721,0.0059912096693768395,-0.012734662900759058,-0.08889981561383287,-0.07031570359847397,-0.09169980593255488,-0.12734723511194457,0.00968475512487878,-0.1904614994132195,-0.011219560889518289,-0.01169433232591487,-0.23102730164336432,-0.07873131979190062,0.284941683557915,0.04665505770372921,-0.2530812816230695,0.23255682411954554,-0.43321863204360767,0.008200799107677036,0.5054213321007905,0.20305102942233968,-0.044256905935703944,-0.15364503908915217,0.4120325710847967,-0.37910789429061387,0.2711805499607151,0.018520908018853886,0.01949604690193253,0.27118054996071506
1.0,0.9,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,1,1,0.0,1e-06,0.0485200316699605,0.5995172455436726,0.9590299364993579,0.6583904910917665,0.4683881755298006,0.45356791647408634,1.0540334042327533,0.6748744480530257,1.2409297064422478,1.5459492966967867,1.0624049528479496,0.43760852983344156,0.02633725063019746,0.01862360703052847,-0.16729985972620812,-0.06972405438194396,0.006877229220567924,-0.011343207527744023,-0.09122454416038771,-0.07170346753501514,-0.09418065053816914,-0.12784160051453253,0.009742730759816685,-0.19958043346139798,-0.012352742394055316,-0.011639382861035627,-0.2406134120334099,-0.08186074978571486,0.29042921396299726,0.04904783030656523,-0.24625824394929574,0.23731651181690946,-0.44439904832360355,0.007738048142736133,0.5180762249180604,0.21519692977275356,-0.04429942886940889,-0.15449218894625205,0.40328492133937344,-0.39321754381780366,0.2770550895719311,0.018520908018853886,0.019666866007382162,0.27705508957193103
1.0,1.1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,1,1,0.0,1e-06,0.0485200316699605,0.6006729733360643,0.9579777907187979,0.6562323751316339,0.4663318661456937,0.4519669382140554,1.0518909504761778,0.6761912035407289,1.2406202629698049,1.523116894719746,1.0600751158377588,0.43844993724389264,0.030656369305994045,0.01833967573591634,-0.16475145095759994,-0.06933281070513064,0.006768128369594548,-0.011468528042627584,-0.09124995645797233,-0.07170707125345187,-0.09402956424709075,-0.12738060835832163,0.009675486353660867,-0.19647448551767907,-0.012200333956241899,-0.011602836981222985,-0.24203254621753068,-0.08215568896366598,0.2904183519670458,0.04930908754949613,-0.2449880147385033,0.23672449777669322,-0.4429462293156897,0.007575918534300945,0.5163443965488866,0.21474829397677264,-0.04430206646048718,-0.15397112087158923,0.4041974152366381,-0.39188230578127314,0.27644751220719316,0.018520908018853886,0.019597447021213146,0.2764475122071932
1.0,1.0,0.9,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,1,1,0.0,1e-06,0.0485200316699605,0.6010365786307701,0.9590721371653195,0.6597792123420414,0.4679936239167154,0.45419185704590115,1.0577477728470355,0.6769739014048709,1.242898175971491,1.5364836077193385,1.062498453960329,0.4386632456496977,0.028506168844531117,0.017077488413761648,-0.16621379119081103,-0.06989921665702375,0.0068751548686864505,-0.01136741745685603,-0.09145687113173724,-0.07179386546619558,-0.0945704369123702,-0.12798908131093573,0.009774117884787291,-0.19825785509955887,-0.01216050692145848,-0.011667092496023162,-0.24173374223797758,-0.08198410248405305,0.29211099800511975,0.04918574026904393,-0.24544576583262695,0.2378204484595446,-0.4453476522328398,0.007746799351213168,0.5191662392142095,0.21606216654589858,-0.04431516941824862,-0.15473171061530908,0.40466590179666884,-0.39297781513490104,0.2770794728910997,0.018520908018853886,0.019693920292256212,0.2770794728910998
1.0,1.0,1.1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,1,1,0.0,1e-06,0.0485200316699605,0.5992241854139664,0.9579340362055491,0.6549112793656099,0.46670493900908616,0.45137214257876324,1.0483583333756046,0.6741912298886277,1.2387414001964847,1.5321245427696164,1.059978282671186,0.4374439147719915,0.0285905936783708,0.01980817513553209,-0.16578496933303186,-0.0691664487579789,0.00677016930253134,-0.011445248571999009,-0.0910284110934042,-0.07162064351508816,-0.09365893324009793,-0.12723985456205653,0.009645614998393786,-0.19773308889303903,-0.012382912506526005,-0.011576456024008462,-0.2409652545995673,-0.0820373572785145,0.2888190924244755,0.049177428011975305,-0.2457606548385156,0.2362452874999767,-0.44204386070441065,0.007567813284171984,0.5153074989263805,0.21392628863680002,-0.0442869424263912,-0.15374292325211023,0.4028820233551753,-0.3921086519044416,0.27642225995137026,0.018520908018853886,0.019571656471139436,0.27642225995137043
1.0,1.0,1.0,0.9,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,1,1,0.0,1e-06,0.0485200316699605,0.6088744845350366,0.959691093281281,0.6602360397159149,0.47592107698095937,0.45315175160336524,1.0647450215800125,0.6807436147180578,1.248921725169226,1.618718655364019,1.0638703051511504,0.4450895172680829,0.031447266593796354,0.019407182866090306,-0.157949766271496,-0.06972409988772871,0.006798947555699292,-0.011431214940230947,-0.09213877941847094,-0.07212041976789062,-0.09543637029947495,-0.1275803634900824,0.009712088349585228,-0.209169633409651,-0.012797942104669023,-0.011539040667592475,-0.2442971278510624,-0.08310388435840188,0.2968053780376001,0.05022342748448087,-0.2414957293812009,0.24362668497220386,-0.44570179581387137,0.008235592505045734,0.519445698394298,0.2185272299157602,-0.04409046118895697,-0.15413062273959913,0.4071222023220619,-0.3985666662749434,0.277437225698573,0.018520908018853886,0.019648820950726845,0.27743722569857293
1.0,1.0,1.0,1.1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,1,1,0.0,1e-06,0.0485200316699605,0.5921797883614147,0.9573331427201873,0.6545725417615188,0.4595766315241028,0.45235375717551,1.042253584737328,0.6707784408153195,1.233326435859553,1.4583241305601808,1.0586488920191859,0.4316716876862014,0.025934234000469236,0.017642276176712185,-0.17319605442939479,-0.06933736023887613,0.00684182442691475,-0.011384024783233953,-0.09041803341199553,-0.07132496168589696,-0.09289904245949313,-0.1276201586466595,0.009704392084702692,-0.18793524459581315,-0.011802342321820675,-0.011693328036150788,-0.23866249283908153,-0.08102161007578243,0.28468119968260097,0.04824130184770563,-0.2492839620769492,0.23107360423530626,-0.4417741520668067,0.007136381807481967,0.5151135675248162,0.21174053155722797,-0.04448623134649599,-0.15430056457274471,0.40066003284432183,-0.38706553302567714,0.27607558004821325,0.018520908018853886,0.019614219628814166,0.27607558004821325
1.0,1.0,1.0,1.0,0.9,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,1,1,0.0,1e-06,0.0485200316699605,0.6008387050198459,0.9583489118989073,0.6608466970595207,0.4679844905905738,0.45456970302824373,1.0552467887411452,0.6766240030226175,1.2171270792956812,1.536213728201112,1.060896622421842,0.4385365527175964,0.028526214532472567,0.018960915309532103,-0.16617683794925917,-0.06409354026977784,0.006921726932711408,-0.011713867412711285,-0.08842537307716719,-0.07008314545406105,-0.09426056989963612,-0.12806508375507042,0.009803670278481679,-0.198225263355983,-0.012258265361972831,-0.01168128527148363,-0.24160736988855733,-0.08270111084873914,0.28956321272834934,0.049107060029923405,-0.24511985467399494,0.2377421762727444,-0.4460802666339832,0.007735848141787169,0.5200188365858776,0.2162001383377717,-0.044270332035625665,-0.15488035506256956,0.40446652616083656,-0.39292831583771476,0.276661745564113,0.018520908018853886,0.019710303828242334,0.2766617455641129
