E0,E1,E2,E3,E4,E5,E6,E7,E8,E9,E10,E11,E12,E13,E14,B1,B5,B8,S0,S1,S2,S3,S4,S5,S6,S7,S8,S9,flux_0,flux_1,flux_2,flux_3,flux_4,flux_5,flux_6,flux_7,flux_8,flux_9,flux_10,flux_11,flux_12,flux_13,flux_14
1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,1,1,0.486177547764113,1e-06,0.0,0.05262752166668613,0.49258485418662035,0.03874059771881435,0.0031983347925310618,0.060110396448234314,0.044189550354009774,0.04255646013991635,0.11656134196011587,0.15008719306730317,0.046784580791200646,0.0024239951797786455,0.006137288553179187,0.0037132933734005426,-0.0034816260489733313,-0.003481626048973332,0.0003948221894675471,0.011417038447650301,-0.0034816260489733304,0.0007990158175055862,0.0018566466867002709,0.0016249793622730593,0.014898664496623634,0.005733094925141147,0.002019801551740606,0.014898664496623632
0.9,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,1,1,0.486177547764113,1e-06,0.0,0.11566153318411965,0.04385286960458069,0.48982578467135485,0.046695243361734654,0.051731594777483784,0.03855051252640088,0.04239339969746563,0.14958893789764394,0.05999908475278167,0.003326113117114275,0.0022925542420005897,0.006021236509261565,0.0037286822672609743,-0.003451599931924976,-0.003451599931924975,0.00041715385958568385,0.011397604404542752,-0.003451599931924976,0.0007052954437061023,0.001864341133630488,0.0015872587982944876,0.01484920433646773,0.005733094925141147,0.0020044126578801715,0.014849204336467728
1.1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,1,1,0.486177547764113,1e-06,0.0,0.1173767962174766,0.044493792111080156,0.4950747363887211,0.046865310611836235,0.05344140719356858,0.038912609098968626,0.042704150677270014,0.15053820329299647,0.0602104513253383,0.003082508701613964,0.0025433472353539608,0.006242734425774318,0.003699387190420355,-0.0035088446391429717,-0.0035088446391429735,0.0003745566907879961,0.011434590166657809,-0.003508844639142972,0.0008841961914211665,0.001849693595210177,0.0016591510439327942,0.014943434805800779,0.005733094925141147,0.0020337077347207903,0.014943434805800782
1.0,0.9,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,1,1,0.486177547764113,1e-06,0.0,0.11786897231185764,0.0458004482561834,0.5099111714169458,0.0472120286864437,0.05754840682988233,0.03919464166430835,0.04306040830957518,0.15149225961612928,0.060847647890924506,0.0033245273581084182,0.002492472972654509,0.006132135950261475,0.003639662977606966,-0.0035201225800308936,-0.0035201225800308954,0.0003931408563067687,0.011518018274825405,-0.0035201225800308945,0.0007921818814270983,0.0018198314888034834,0.0017002910912274107,0.015038140854856299,0.005733094925141147,0.0020934319475341807,0.015038140854856299
1.0,1.1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,1,1,0.486177547764113,1e-06,0.0,0.11547370666802562,0.042829357245337776,0.47793276020708975,0.04642365681169736,0.048598084131585104,0.03836008365733132,0.042133845700146264,0.14890567297793128,0.05948792880465954,0.003094263130882819,0.002366682169992824,0.006142146806272337,0.003775464636279509,-0.0034496887538273445,-0.0034496887538273445,0.0003956738531740462,0.011331690110039622,-0.003449688753827345,0.0008047257343052362,0.0018877323181397568,0.001561956435687587,0.014781378863866965,0.005733094925141147,0.001957630288861635,0.014781378863866965
1.0,1.0,0.9,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,1,1,0.486177547764113,1e-06,0.0,0.11694647899319258,0.04463598301815679,0.49735517897112497,0.04690304062804062,0.05267927683152822,0.038869832195947265,0.04269805064465149,0.15048407609469092,0.060312989888567994,0.003226905299667969,0.002447549951387284,0.006140437926213546,0.00369288797482626,-0.003493094360612006,-0.003493094360612005,0.00039355657711600753,0.011444967415343815,-0.003493094360612006,0.0008008995781884094,0.0018464439874131319,0.001646650373198875,0.014938061775955821,0.005733094925141147,0.0020402069503148846,0.014938061775955821
1.0,1.0,1.1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,1,1,0.486177547764113,1e-06,0.0,0.11624197612335699,0.04381762463335488,0.48860863039896696,0.04668589136611245,0.05258517935550804,0.03863317499882681,0.04243874549427404,0.14975699981825025,0.059941565326137786,0.003174652245590387,0.002404464308408929,0.006134757546805682,0.0037302932383967533,-0.0034721236633589994,-0.0034721236633589985,0.0003958246425837704,0.011393763558013503,-0.0034721236633589994,0.000797487264248307,0.0018651466191983762,0.001606977044160623,0.014865887221372498,0.005733094925141147,0.002002801686744393,0.0148658872213725
1.0,1.0,1.0,0.9,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,1,1,0.486177547764113,1e-06,0.0,0.1177476175180672,0.04426902097976222,0.49362208049143314,0.04680566813116532,0.052890282816690885,0.040456249179324714,0.04256900486094334,0.15011323858265702,0.05951499670365196,0.003236781051849666,0.0024518225306569357,0.006161483486621068,0.0037096609559641343,-0.0034788733867801742,-0.0034788733867801742,0.0003993910603789057,0.011422376562918855,-0.003478873386780174,0.0008277796218588279,0.0018548304779820689,0.0016240429087981075,0.01490124994969903,0.005733094925141147,0.0020234339691770162,0.01490124994969903
1.0,1.0,1.0,1.1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,1,1,0.486177547764113,1e-06,0.0,0.11559062835766977,0.044124793132880896,0.49174036706995633,0.04676739761786852,0.05241386081483935,0.037337650836046524,0.04254619183510047,0.15006580225236424,0.060606516992248234,0.003167149730484731,0.0024014266573906917,0.006117679932729018,0.003716253275338321,-0.0034838511194994,-0.003483851119499401,0.00039111716797258535,0.011412689980926555,-0.003483851119499401,0.0007757021755604549,0.0018581266376691652,0.0016257244818302366,0.014896541100425957,0.005733094925141147,0.0020168416498028236,0.014896541100425957
1.0,1.0,1.0,1.0,0.9,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,1,1,0.486177547764113,1e-06,0.0,0.11751569949907725,0.04425345570207023,0.49341885251430884,0.04680153792205687,0.05283876975559289,0.04012073733899576,0.04256655272332069,0.15010815502087357,0.064042904827179,0.0032292356917917593,0.0024463608892741876,0.006156733297873258,0.0037103724085990712,-0.0034794144340276247,-0.003479414434027625,0.00039849428681398673,0.011421330887129138,-0.0034794144340276256,0.0008221326595460965,0.001855186204299537,0.0016242282297280908,0.014900745321156764,0.005733094925141147,0.002022722516542079,0.014900745321156766
1.0,1.0,1.0,1.0,1.1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,1,1,0.486177547764113,1e-06,0.0,0.1157686388763055,0.04413664993900042,0.4918949420327976,0.04677054379293852,0.05245295096145561,0.03759486094488681,0.04254807503434962,0.15006973011921954,0.0568460279217315,0.0031728499537654617,0.0024055516620647963,0.006121262990377026,0.003715711328312228,-0.0034834449279528877,-0.0034834449279528877,0.0003917943330321444,0.011413486078961858,-0.0034834449279528886,0.0007799623982680229,0.001857855664156114,0.001625589263796774,0.014896931006914749,0.005733094925141147,0.002017383596828919,0.014896931006914747
1.0,1.0,1.0,1.0,1.0,0.9,1.0,1.0,1.0,1.0,1.0,1.0,1,1,1,0.486177547764113,1e-06,0.0,0.11666629558370507,0.04414225820792718,0.4935779887417998,0.046772031933649226,0.052681418115371935,0.03874905682295072,0.042554958972231965,0.15009272610818641,0.060078998046405575,0.0032040530580913188,0.0024282726682356647,0.006143727655621519,0.0037154549873858536,-0.003485524563680048,-0.003485524563680048,0.00038984286776817155,0.011413689179805559,-0.003485524563680049,0.0008004755982485431,0.0018577274936929268,0.0016277970699871212,0.014899213743485608,0.005733094925141147,0.0020176399377552926,0.014899213743485608
1.0,1.0,1.0,1.0,1.0,1.1,1.0,1.0,1.0,1.0,1.0,1.0,1,1,1,0.486177547764113,1e-06,0.0,0.11647348084750025,0.044229222084280345,0.4917540264916229,0.04679510758969099,0.05258239347298508,0.03873354153469172,0.042557735048670775,0.1500826073339363,0.06013676322882819,0.003193551112940884,0.0024204167473750294,0.006131896818270369,0.0037114800708953413,-0.003478361706770864,-0.0034783617067708624,0.0003989931829226129,0.011419847579108243,-0.0034783617067708637,0.0007977950760518356,0.0018557400354476698,0.001622621671323194,0.0148982092858791,0.005733094925141147,0.002021614854245808,0.014898209285879106
1.0,1.0,1.0,1.0,1.0,1.0,0.9,1.0,1.0,1.0,1.0,1.0,1,1,1,0.486177547764113,1e-06,0.0,0.11625167270652285,0.04416886529673709,0.49231503517566133,0.04677909206085823,0.05255922898467003,0.038292948269794846,0.03951832156990343,0.13937675003098354,0.05883495269050104,0.0031883595051107835,0.0024167757725482037,0.006131014611798537,0.0037142388392503306,-0.0034823385493259976,-0.003482338549325996,0.0003936369561899841,0.010353135316923407,-0.0034823385493259968,0.0007915566428473744,0.0018571194196251657,0.0016252191297008302,0.013835473866249403,0.005733094925141147,0.0020188560858908147,0.013835473866249405
1.0,1.0,1.0,1.0,1.0,1.0,1.1,1.0,1.0,1.0,1.0,1.0,1,1,1,0.486177547764113,1e-06,0.0,0.1168652021331032,0.04420987165806544,0.49284999121319306,0.04678997300049918,0.052694653728457795,0.039179934117379495,0.04554943549579292,0.1606377737666931,0.06136218734189394,0.0032081474382722824,0.002431097165241785,0.006143461699105918,0.003712364533864136,-0.0034809244753995034,-0.0034809244753995026,0.0003959881828095764,0.012465061640559641,-0.003480924475399504,0.000806354956774349,0.001856182266932068,0.0016247422084674358,0.015945986115959147,0.005733094925141147,0.0020207303912770144,0.015945986115959147
1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9,1.0,1.0,1.0,1.0,1,1,1,0.486177547764113,1e-06,0.0,0.12473054217116472,0.04474410268793078,0.4998422316401996,0.046931729923133075,0.05447383142070705,0.03727070253865021,0.0426427180515274,0.1502642981646339,0.05623513594061923,0.0034705957173680455,0.0026211236736914095,0.006309069749923239,0.003687946076231831,-0.0034619198506322035,-0.0034619198506322035,0.000427202036393029,0.011454325289428424,-0.003461919850632203,0.0010031768611751199,0.001843973038115915,0.0016179468125162898,0.014916245140060628,0.005733094925141147,0.0020451488489093192,0.014916245140060628
