E0,E1,E2,E3,E4,E5,E6,E7,E8,E9,E10,E11,E12,E13,E14,E15,E16,E17,E18,B5,B7,B8,S0,S1,S2,S3,S4,S5,S6,S7,S8,S9,flux_0,flux_1,flux_2,flux_3,flux_4,flux_5,flux_6,flux_7,flux_8,flux_9,flux_10,flux_11,flux_12,flux_13,flux_14,flux_15,flux_16,flux_17,flux_18
1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,1,1,0.0,1e-06,0.0,1.3236102904450884,2.215368291434897,1.0053363766248307,0.5224417777533763,0.2658295267042091,0.4058931408178416,3.407354763761617,0.894844107101522,0.05636388712588625,1.0799533598352422,0.010396185293463386,0.010609188352361104,-0.07790135962004494,0.27077205595745146,0.14332941524389736,0.17972508123554182,-0.05668596295652009,0.10797558020504644,-0.03510420564263789,-0.07790135962004492,0.045500390936101254,-0.008991722063545426,-0.0824387319619762,0.3725957775729483,0.24501928695199537,0.002127601622671997,0.0021276016226719962,0.008742092667332342,0.010396185293463386
0.9,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,1,1,0.0,1e-06,0.0,0.5292279189227256,1.0288359985985382,3.4856354815077615,2.2658443965754684,0.41630984466935506,0.2731011080949165,1.1057480327918878,0.9150580852366219,0.05286710072950938,1.3624601370674763,0.009751211336518174,0.009978017159592206,-0.0797603855343428,0.27692719828099976,0.14708008085863622,0.18399646353758053,-0.058353248556828705,0.11052072252871961,-0.036231963533679856,-0.07976038553434281,0.04598317487019801,-0.009293841563701416,-0.08390975180560428,0.3811632762842374,0.2513706950322241,0.00212760162267199,0.0021276016226719962,0.008966446767464713,0.009751211336518174
1.1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,1,1,0.0,1e-06,0.0,0.5159616352694385,0.98315439158251,3.3334841855431856,2.1677140526431655,0.3960808067795605,0.2589904904481034,1.0556332487271776,0.8757635380123568,0.05955802605267432,1.2872193514885535,0.010985336642478525,0.01119200126607138,-0.07614430840993261,0.26496062648443797,0.1397929128722121,0.1756950204499042,-0.05511784902836929,0.10557282069583553,-0.034045711644595175,-0.07614430840993264,0.04503104828707366,-0.008705135965691613,-0.08103709491599619,0.36451133852440964,0.23904138059681113,0.002127601622672004,0.0021276016226719962,0.008530755433910181,0.010985336642478522
1.0,0.9,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,1,1,0.0,1e-06,0.0,0.5200314476858395,0.9947694519495978,3.36854248544683,2.191310801747527,0.4016853906580058,0.26312543847689635,1.0678454433055413,0.8857546168714495,0.055790538764203736,1.3073612081287274,0.010290432548049601,0.009973965793953325,-0.07716638993327767,0.26783620998411073,0.1420171217453783,0.17766088197018037,-0.05619926531732233,0.106887259770298,-0.034682298082273036,-0.07716638993327765,0.04497273063032267,-0.0090990303875855,-0.08166502923225649,0.3683307020210135,0.24237044606917657,0.002127601622672004,0.0021276016226719962,0.008651466494778286,0.010290432548049601
1.0,1.1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,1,1,0.0,1e-06,0.0,0.52462169258127,1.0149551844729063,3.442718930095607,2.2372772045040037,0.4097230088012234,0.2682905774314501,1.0909840435268696,0.9031180432416124,0.056885704198357784,1.3384476318032565,0.010492433214806902,0.011193031692710029,-0.07856895924399779,0.27344565171396457,0.14452137028956,0.18160544894223823,-0.05712783100052522,0.10896571781570644,-0.03548850064685762,-0.07856895924399776,0.045980933861664575,-0.008891731872033015,-0.08314182268273415,0.37648214141220504,0.24743166003175554,0.002127601622671997,0.0021276016226719962,0.008824580045037013,0.010492433214806902
1.0,1.0,0.9,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,1,1,0.0,1e-06,0.0,0.49352994626718205,0.9068112286186728,3.0857611042381423,1.9921772801956743,0.37130406068110416,0.2404287558899132,0.9756757249873179,0.8100944379457493,0.050978156666074186,1.117120922705895,0.009402800084361637,0.013028927922710293,-0.0665587353702037,0.2434383501959494,0.12776614002751274,0.16080050422406905,-0.05321028871761005,0.09720205223157527,-0.031280984694969,-0.06655873537020367,0.04068378477933063,-0.007280219040667446,-0.07647971905869766,0.33768011904981476,0.22016891985486176,0.002127601622671997,0.0021276016226719962,0.007997115939698974,0.009402800084361635
1.0,1.0,1.1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,1,1,0.0,1e-06,0.0,0.5497302355554704,1.1031689610802435,3.7264242155376297,2.4380524182067647,0.4396842504344839,0.2910102621059202,1.1836576578782123,0.9789980447816539,0.06170296343364381,1.5392737219589934,0.011380965254920846,0.00797422933910244,-0.08949286852306841,0.2980477250884088,0.1588414833003565,0.19866038377506687,-0.05987873200489091,0.11867747468356754,-0.03892495098281451,-0.08949286852306843,0.05030591623773531,-0.010708940406371437,-0.08807186118193391,0.4072152403404073,0.26985459591136596,0.002127601622672004,0.0021276016226719962,0.00946988277239711,0.011380965254920846
1.0,1.0,1.0,0.9,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,1,1,0.0,1e-06,0.0,0.4855978847224335,0.8648913111174614,2.9175301674791996,2.007557172896528,0.34626342291546164,0.22974901449923513,0.9110791616960545,0.7740356327454219,0.048713728990809,1.112100215549663,0.008985131707995652,0.015501011954173832,-0.06694687660874152,0.22156537330694828,0.12389340829845365,0.1624467371664709,-0.04948873898127307,0.09310618695726262,-0.029579236901135494,-0.06694687660874148,0.03856436860913115,-0.00866577714849448,-0.0712618544834747,0.31706523386467755,0.19979225780474663,0.002127601622671997,0.0021276016226719962,0.007457792708439058,0.008985131707995654
1.0,1.0,1.0,1.1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,1,1,0.0,1e-06,0.0,0.558398750712918,1.1543074281474843,3.931049990585562,2.4228096644347556,0.46945229174520126,0.30400912798700735,1.2622878421888533,1.0229864909071709,0.06445911553747521,1.553879434152828,0.011889330973269241,0.004803046564040639,-0.08943922802377774,0.32466653354063046,0.16364972225505756,0.19700099974701804,-0.0640994698639942,0.12368338863611027,-0.041018243377974876,-0.08943922802377771,0.0529075743512441,-0.009059114608258034,-0.09408324794916278,0.4322283052638708,0.29468275545546185,0.002127601622672004,0.0021276016226719962,0.010111024367285644,0.011889330973269241
1.0,1.0,1.0,1.0,0.9,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,1,1,0.0,1e-06,0.0,0.5512237948576512,1.025139245320516,3.4953075959030175,2.2705471001389923,0.4121998253563079,0.271605937596177,1.1077095942802868,0.9118782004701182,0.057588660669834583,1.3510373384496823,0.010622091868660607,0.01344856179473529,-0.07891469549588029,0.2775059566602539,0.14414501748949035,0.18365786825182512,-0.05635239647985968,0.10977865725354935,-0.03547799076854187,-0.07891469549588029,0.04610008263720247,-0.007766294981149419,-0.08260273775334903,0.38224912941619876,0.25125561538676466,0.002127601622671997,0.0021276016226719962,0.008877925513750396,0.01062209186866061
