,E0,E1,E2,E3,E4,E5,E6,E7,E8,E9,E10,E11,E12,E13,E14,E15,E16,E17,B2,B4,B5,S0,S1,S2,S3,S4,S5,S6,S7,S8,S9,flux_0,flux_1,flux_2,flux_3,flux_4,flux_5,flux_6,flux_7,flux_8,flux_9,flux_10,flux_11,flux_12,flux_13,flux_14,flux_15,flux_16,flux_17
0,1.180920208410055,0.8413727726959774,1.4944679835082195,1.2759214385193696,1.1135140925991514,0.5263783427780118,1.269331645594924,0.7239361552503707,0.5331935010167852,0.6191081036956304,1.4152452256274057,0.8798488748822797,0.6117386043607388,1.188830363393416,0.6745780545606618,1.3821103401090697,1.2047254968179746,1.112010271196672,0.0,1.2809462379660705e-06,0.00829692004824511,0.3277076309958419,0.2677884686329583,0.2637060723542593,0.07441249983429846,1.1338595777142058,0.020266965353319233,0.6094515799001186,1.5426927637665442,0.7836477214100284,1.0955206074462949,-0.024448892250828715,0.06796321967742361,-0.010220795657063863,0.032630086711879745,0.0020117769007000725,-0.011135539875588097,-0.06119552583359578,0.08346753712569967,-0.0027526497701776827,-0.08103232546122269,0.05211392519775258,-0.00107787881416735,-0.00011977149980369152,-0.018989086825319905,0.0009926532891302174,0.0014946913325969203,0.007329389181955769,0.010171391136475152
1,0.46816898111903077,1.4470612412863813,1.142155598389242,1.1737758662799482,0.5124590108450188,1.0470655120625383,1.2506353379156754,0.8014090418904476,0.8342939503110813,0.5569225988738576,0.5860762996296605,1.3338091616066121,1.4233728179176326,0.9747613122120158,0.8151631981872041,0.8315517408872861,0.9216701111774827,0.5233220593179307,0.0,6.916595178599739e-07,0.009550314650772614,1.2822837411859422,1.0216648136707527,0.28944985185096894,0.21539858171670287,0.08033497355256713,0.8378548687266169,0.6371567873417032,0.30816011121970516,0.013286776591534263,1.404505037356962,-0.029966735109243598,0.045531658846878084,-0.006672613300091964,0.0530686686342005,0.0008567941503600774,-0.010819773678633193,-0.07650508293084365,0.06213861296762164,-0.0020264054329128763,-0.05104434861434477,0.03741868193525723,0.0014074220139374278,0.0005365877707229637,-0.017283220861046677,0.0010249222024937999,0.002105224110714369,0.005933939191488157,0.0074151832037590935
2,1.277494012715923,1.3584799985068476,1.2803901674700706,1.2810015946648154,0.7709908009995594,0.8187661239826607,1.3155096602957537,1.460732186083887,0.8245242293563003,0.6621915767891894,0.5773858518426374,1.3271918677966101,0.5177615119277195,1.4462121468990725,1.4362814659722027,1.3381054262134864,1.2450568012472218,1.0712769358117673,0.0,9.187979171251495e-07,0.008073243118141556,2.0018208252553533,0.9546260204603702,0.11152534971155487,0.2755192915086003,0.04778693109620864,0.5351923881346002,0.6308937412153923,0.3010868268470509,0.01667945400025944,1.122275517725027,-0.019195338769385655,0.03990878410364178,-0.0044344235453336305,0.02552388267253887,0.002680515545366587,-0.015017375839597617,-0.06750942730455431,0.04357870964841294,-0.0031338954118572894,-0.040348744786142074,0.053661942020027845,-0.0034629857061774616,-0.0007038096212658146,-0.015697950408085068,0.0015167851193340304,0.0009160496566245439,0.0064222347507826875,0.013882266493878784
3,1.1715874069136372,0.7231420356690886,1.2527948454897926,1.1290307358592346,0.9241458157621235,1.37103700998491,0.5758022396511773,1.3020936292593674,0.6242996372678805,0.7286209135785106,1.0841202489396826,1.3940098158748526,1.4153822651749506,1.0371090191333647,1.3562764765669675,1.3345989639071711,0.61159789449993,1.0688880375987484,0.0,1.041081696233852e-06,0.009957566423691977,1.8280335152824476,0.6756381591779088,0.14162526066542822,0.1595630937958758,0.07688358435832653,1.156556653316997,0.33781121563097327,0.29947064310637844,0.025610501854794673,0.9797565565490308,-0.020847374705959067,0.03165410438572817,-0.008029369986190565,0.01609691829695042,0.005739685711886323,-0.01428728257761956,-0.03420944896740441,0.03658114594633786,-0.004583682193878416,-0.0426750342915161,0.05275683647669174,0.0053618322797459326,-0.001965137435277583,-0.008004364001899716,0.001003660447164898,0.0021579806162751593,0.004060949219918366,0.013633058293569734
4,1.3183674763937991,1.30072543698474,1.0979627281159567,1.4769449970811157,1.230381424011675,1.1911830754994326,0.7230031226778567,0.8437584856194531,0.7916474365105541,0.8489902375880944,0.5416584195106868,1.3768268664968413,0.6564663271050943,1.4810248406764353,0.9424831490076444,1.0037977629930377,1.2299758413200523,1.0319774735810647,0.0,8.407799775828753e-07,0.012146969928920762,1.665112659548619,0.6398071799834649,0.170997334161051,0.2552354545102105,0.04476256793860038,0.7324261623807992,0.5099197054246841,0.19574072293894165,0.02294571411145968,1.2741084584544426,-0.032530307945355316,0.06112009709287955,-0.010407088997589492,0.033846409921324504,-0.0014992120092242093,-0.00717814341388392,-0.05626441201970874,0.08051741160895257,0.0009199597967333536,-0.08956118562967921,0.043330836776458825,-0.006197092613297041,0.00046928483007658016,-0.02248116060110222,0.002190317787370919,0.002094301152714052,0.008061054318175167,0.010036835226529253
5,1.2640890714463517,0.6727591318960152,0.25067232782071325,0.5828120673079661,1.1650213173777724,0.664554068352363,0.5273817428344382,0.7339924305734034,1.145164352758508,0.9152316756642841,0.7336440758684818,1.3824138861986406,0.5039166128503889,0.5617694643614635,1.3939332099912984,0.6283143202431125,1.366214256148877,0.5134155866618547,0.0,7.608129789302093e-07,0.010730493602874425,1.5563815096728777,1.0026666938159154,0.0974469917242945,0.2679520394823429,0.06319465184263293,1.1616568010635342,0.45472884551875964,0.13239348940469084,0.025147135401280208,0.7757175681889342,-0.021802522020030062,0.06138789158479291,-0.004161570370935148,0.03947874256049787,0.003835955743207711,-0.004865078811525512,-0.04157849267570841,0.04514773522928928,-0.0001165888624873691,-0.04587066608830996,0.03948100473528965,-0.0033803382832546026,-0.0011766183936437005,-0.01410811230264616,0.0008306751789982168,0.002396733669888458,0.006890771313284938,0.01024105277868001
6,0.7047912379755484,0.8409428760484191,1.5730335650405354,0.6679201783714533,1.1420348331083865,1.3322530920964313,0.7609694702024916,1.0492333087706225,1.0607328764786172,0.880954579662655,0.654725854176186,1.0765585200591516,1.384019214775863,1.1804723977691962,1.2030684874713624,0.7524810854372979,1.2016545085115053,1.1347078744858308,0.0,1.4305833847058105e-06,0.01870555129945929,2.163363016385283,0.7726267160016416,0.15706596583861843,0.17446801693680677,0.1069136167990323,1.487736538608293,0.4370146872525968,0.25689302742810083,0.017581395476805373,1.3489350344129678,-0.02096601283164728,0.05689286719871794,-0.00859558845903938,0.024966513006637655,0.0006427019529090571,-0.012626489441444275,-0.044981946995837664,0.07375485630723164,-0.004603413136456685,-0.06002975616774353,0.02318286597078425,-0.0005711890129679494,0.0005192452248033849,-0.012139406233825215,0.0018882553627349902,0.0022373640911576903,0.004544964545830691,0.012015349309292954
7,0.9127416681517512,1.0962513877568252,0.7115332897864123,0.6470953990127277,1.3254930997056036,0.72456381857067,0.7993661105362743,1.448417873700841,0.6716906138654588,0.684044838778491,1.4657998830560837,1.1762710160295144,0.6927998013055259,0.6751808499012589,0.8753849893300237,1.4684174770206138,0.8072769855765536,1.384037993145557,0.0,1.0703336910597633e-06,0.009584526975482444,1.4603886952379057,0.6983866235734298,0.11584315980091875,0.1580201153285356,0.05612963457137417,1.3280411341362814,0.7805334816329569,0.22186086500256066,0.016098252732608287,0.8076560655977548,-0.022432065335391757,0.03272728365576649,-0.011949094509242315,0.028170605536066127,0.003962987782955488,-0.014705743338749555,-0.048052686663025555,0.03220624171621722,-0.0037921755218698473,-0.03746057423128252,0.029229746323866955,-0.0016245194980543565,-0.0004519972883434487,-0.009336939425960717,0.0023594015943269485,0.002122366753980574,0.007262531804262771,0.006826609709328048
8,0.5241079768181124,1.0017166368632424,0.936602299336552,1.8971266250888765,1.1651836052862081,0.6000756555931797,1.1057835082428653,1.48713185084888,0.6696952915082073,1.144234501864731,1.3774417444962577,0.5323278854250796,1.362589199933787,1.2169191620757531,0.594865551637113,0.8970708129996471,0.6270996804516236,1.4380370128161117,0.0,1.0542216775903646e-06,0.017879099059079744,0.969887053940918,0.5184252280534203,0.12839437501903847,0.19602683996224018,0.07393274310905289,0.8625436609340279,0.6546399115480014,0.19892632137924607,0.01625415032794399,0.8102804699351138,-0.017577511734949133,0.07565627689085465,-0.005081166924886053,0.028817155702993588,0.00115762929808097,-0.012025601829317514,-0.06734712846414583,0.045843332214785384,-0.0029286846856403804,-0.06455163247265129,0.025543327077784,-0.000924478363634803,1.1301518278107094e-05,-0.018492781496272925,0.0010494445510821852,0.002049823341100886,0.01176345156629593,0.00994521847176729
9,1.3242476937418928,0.9116234241634277,0.644310006480546,0.8223135999805026,0.44107433735394397,1.2561720160488137,0.5320854391760614,1.1021285605191462,0.6850559130412763,1.376460242155663,1.4545818738135003,1.3928585909583524,0.6392549925728674,1.0757172759537763,1.2832706414163537,1.1482168866239946,0.5021157265440807,1.3800889472935003,0.0,1.4697085918726733e-06,0.02065751953738529,1.1026112786139732,0.984723401171865,0.23891214877856978,0.1320661239946811,0.0636165132660369,1.2046509127275382,0.30386946563070727,0.20780462383525733,0.02178456596154268,0.8656880941528944,-0.01930895723585396,0.04325110718548417,-0.012507131937006468,0.017922000634030398,0.0016284775311099181,-0.015332635527754681,-0.030355111057789257,0.07054208276273718,-0.0015523294404352782,-0.06842992519108385,0.06265953524512527,-0.0010397744924989876,-0.0001295393786728559,-0.016494388189468398,0.001062809887111699,0.002036603692681232,0.007210292694777703,0.006214704356620962
