E0,E1,E2,E3,E4,E5,E6,E7,E8,E9,E10,E11,E12,E13,E14,E15,E16,E17,E18,E19,E20,E21,E22,B2,B5,B8,S0,S1,S2,S3,S4,S5,S6,S7,S8,S9,flux_0,flux_1,flux_2,flux_3,flux_4,flux_5,flux_6,flux_7,flux_8,flux_9,flux_10,flux_11,flux_12,flux_13,flux_14,flux_15,flux_16,flux_17,flux_18,flux_19,flux_20,flux_21,flux_22
1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,1,1,0.0,1e-06,0.0707490687942363,0.7848042701443668,0.667074844385723,0.006216522548623662,0.8100571977697408,0.3242814545327835,0.029005352561866718,0.6108891349729179,1.6383881187579277,3.976202159434641,0.29317958303566183,-0.15949443452449727,-0.03034973444120992,-0.12198485247878343,-0.012342382598005255,0.005990986626444247,0.07214340862546403,0.06433408207863622,-0.10116056279473572,-0.0051912408760361305,0.12124047308199169,-0.1454326537398392,0.029356488557365876,0.031529485070735254,0.020137198628415075,0.04498709470991435,0.004517244783180887,-0.09145207713551869,0.02507650638378004,-0.029605355044418215,0.005287738573848002,0.0453083878021421,0.005287738573848002,0.004517244783180887
0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,1,1,0.0,1e-06,0.0707490687942363,0.37479022933588974,0.5377563283700119,0.8055958799401018,1.5613433079903403,0.7864432941893564,3.908419103829429,0.29965399780024055,0.6497129837760007,0.006846920379899792,0.02878168596999145,-0.09312560747332915,-0.031234188424507925,-0.12004526146256497,-0.014736462369763448,-0.002430507544388588,0.062162161472586214,0.06000041129065947,-0.10338059268387827,-0.0030045005789457284,0.11721585171209253,-0.10852465278352072,0.04407630180018908,0.054489931503427166,0.017878286325429846,0.04827002841181174,0.004482411324660937,-0.09589368078027163,0.02443016328218884,-0.028404778674035503,0.005823951368579508,0.0453083878021421,0.005823951368579508,0.0044824113246609365
1.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,1,1,0.0,1e-06,0.0707490687942363,0.28421183862334587,0.6629724799912309,0.7706495048052661,1.6921213622967912,0.8265476269126686,4.019781175589035,0.28857636643002393,0.6787763643629434,0.005627069555957497,0.02913113357915757,-0.20750289639527097,-0.02966570032958167,-0.12321925752780535,-0.010676007461244474,0.012561175788829194,0.07889861381325095,0.06723486226441877,-0.09969052678003486,-0.006842100065696171,0.12404185203999583,-0.17160673105203098,0.01744494166672947,0.01566429122025957,0.02170476306415919,0.04261045699714976,0.00453683370708617,-0.0883115930072525,0.025514343050519632,-0.030488294841772127,0.004786353224979428,0.0453083878021421,0.004786353224979428,0.00453683370708617
1.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,1,1,0.0,1e-06,0.0707490687942363,0.33106966541187016,0.6131983488433399,0.7953696419906245,1.6048626801597106,0.8101039039847737,3.965647478769235,0.2964181108929151,0.7142030485685323,0.006216785441649453,0.029327443095946603,-0.1629523609171817,-0.019879549141159657,-0.12051894581056764,-0.014209194344690312,0.005870838290859631,0.075705978502446,0.06100136366373521,-0.10246671455747519,-0.0049175625150728545,0.13004369195110935,-0.1446912195516199,0.030557468350687275,0.03401723642416781,0.01911973159124889,0.04480084917444578,0.004567406620782429,-0.0929817454216199,0.024385664544157706,-0.02940429528170137,0.005287962189154165,0.0453083878021421,0.005287962189154164,0.00456740662078243
1.0,1.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,1,1,0.0,1e-06,0.0707490687942363,0.3200603878165309,0.6094586838542772,0.7783178779619778,1.659267218002798,0.8100744991666028,3.9822966536053515,0.2911981779220774,0.6379786599968683,0.0062137942821435446,0.02880994006056335,-0.15734415356949222,-0.03679760336149202,-0.12287528648272777,-0.011190503554142098,0.006063811044964795,0.06994909869557477,0.06637639512644367,-0.10035841645691648,-0.005358090972832611,0.1158059536842328,-0.14588202020763813,0.028601349197946074,0.030009905491788967,0.020768733363764245,0.04510792822861197,0.0044868115691664105,-0.09051351391491749,0.02550665919503832,-0.02972827056299704,0.005285417925962689,0.0453083878021421,0.005285417925962689,0.004486811569166409
1.0,1.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,1,1,0.0,1e-06,0.0707490687942363,0.33709190630994135,0.6523685187251728,0.8719022449802094,1.8180995563659637,0.9785098123197294,5.151360126909505,0.3328052477518609,0.598773782488206,0.007170915368473383,0.03977260997182403,-0.1655977649734514,-0.010331359977844179,-0.08211862486771042,0.003630913252056195,0.007659539933908242,0.09029661577788593,0.04044115031762441,-0.11218229768205927,-0.005616778112204814,0.10814839614512085,-0.14956256448308342,0.02490518335743115,0.03285305760420792,0.022322940286734164,0.0614470629113604,0.006194119327647812,-0.10037140024220667,0.028133432243974053,-0.03636113125525466,0.006099539655341209,0.0453083878021421,0.006099539655341209,0.0061941193276478105
1.0,1.0,1.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,1,1,0.0,1e-06,0.0707490687942363,0.31411587957846926,0.5813255583710774,0.725795192742253,1.508042482281769,0.707154573393015,3.238450612714646,0.2671492831667776,0.6982953472864737,0.005542581386773577,0.023072630348187725,-0.15461307777126865,-0.04184599382731338,-0.14359731625492872,-0.020726924053396177,0.004883787582854883,0.06101381165037198,0.07756200439939043,-0.09367963999128225,-0.004945972240749464,0.12728842135444118,-0.14196779306792395,0.03187785063973669,0.030122858015731432,0.0184571944940482,0.035283059545924665,0.0035932926121930216,-0.08514037513833977,0.02285304256681238,-0.025537098926825867,0.0047144880708305395,0.0453083878021421,0.00471448807083054,0.0035932926121930203
1.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,1,1,0.0,1e-06,0.0707490687942363,0.3215320203957381,0.6075163101149452,0.7785359988501712,1.5912908374489467,0.8199874127247305,3.827207399139045,0.29227213821296305,0.6484715970000586,0.005986629793074526,0.029270041833559766,-0.15812159998194059,-0.029571788533257204,-0.11726456123593446,-0.009370395254847612,0.005839978936842377,0.07210906095031869,0.06258577817894484,-0.10036316907935057,-0.005361515745530678,0.11776654682166919,-0.1449585301975154,0.029069005420364905,0.03064110362710694,0.0191878742812537,0.046440549870376206,0.004558467044802053,-0.09044318628901785,0.02418539916920204,-0.030073774118991974,0.005092193109023057,0.0453083878021421,0.005092193109023057,0.004558467044802054
1.0,1.0,1.0,1.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,1,1,0.0,1e-06,0.0707490687942363,0.3255930109366406,0.6124876543721246,0.787783240779055,1.661021254018471,0.8052052088870615,4.048288020561854,0.29360002149503095,0.6760495062328741,0.006327889322404135,0.028872965990071737,-0.1601494331641861,-0.030729305135219764,-0.12426920303293684,-0.013779811606952706,0.006062988503545037,0.07215352436110217,0.06518100362384205,-0.1015395314313718,-0.005108732321409392,0.12291659889630219,-0.14565597013043355,0.029494743171529808,0.03195746039820283,0.02059416489119539,0.04428103226174945,0.0044966271213375455,-0.09193417198862483,0.0255050060726902,-0.02937670099858511,0.005382466515547015,0.0453083878021421,0.005382466515547014,0.004496627121337547
1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,1,1,0.0,1e-06,0.0707490687942363,0.32462738667786434,0.6190068787674774,0.7840692160060501,1.6478702818179516,0.8148639672121013,3.992680519499923,0.29345393234525724,0.6702883338330363,0.00625917059145181,0.029204769848882713,-0.15957963529234506,-0.030418573686917805,-0.12247990146930968,-0.012091004995464907,0.00346485379939249,0.0734353326309162,0.06508050867170256,-0.10105707753771133,-0.005207397667523898,0.12184245438648426,-0.14926218946530448,0.02954507294322048,0.031719666602377274,0.020373738362511568,0.04488094487906774,0.004548301695781226,-0.09130137817440623,0.02516664952359287,-0.029781126604092347,0.005324014755491762,0.0453083878021421,0.005324014755491762,0.004548301695781225
1.0,1.0,1.0,1.0,1.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,1,1,0.0,1e-06,0.0707490687942363,0.3240179119328073,0.6046866407421736,0.7853720763970358,1.6311294530457274,0.8063913575069402,3.963580316352223,0.2929721970693109,0.6646156169221881,0.006183951286081668,0.028853666854422935,-0.15942973198602603,-0.030297156709905876,-0.12160561119652283,-0.01253393261191428,0.007922455976141895,0.07115560523374301,0.06376329078246645,-0.1012404181700788,-0.005178917706822892,0.12077976968951637,-0.1425055851989107,0.029212036737912797,0.031384309200708144,0.019956009365791873,0.04506900963556895,0.004493621506436637,-0.09156787895681928,0.025007360763342482,-0.029471315202899417,0.0052600336439623425,0.0453083878021421,0.005260033643962343,0.004493621506436636
1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,1,1,0.0,1e-06,0.0707490687942363,0.3629786945274552,0.7127254616113308,0.9433544634536307,1.596693556173106,0.9469116410872671,4.626184932611607,0.3508280015222115,0.7356867072159803,0.006781274396755155,0.040572563232803636,-0.17819804061670433,-0.04370219311139516,-0.14286988670998385,-0.017259322373190125,0.012629536780635879,0.06370384990917577,0.08030217653465166,-0.12118920797720971,-0.00412715575993268,0.13363186057005527,-0.16496602243067865,0.02636814596157319,0.041539045715064726,0.01556532777315204,0.052701157468721775,0.00631870270194929,-0.11074334951532777,0.023029747815700052,-0.03446416697146657,0.005768113270257335,0.0453083878021421,0.005768113270257333,0.00631870270194929
1.0,1.0,1.0,1.0,1.0,1.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,1,1,0.0,1e-06,0.0707490687942363,0.30624847471037975,0.5641492028352348,0.7152659182077018,1.657203525124429,0.7479179236265503,3.681175623296256,0.2677690209766221,0.6358590807937621,0.005938248856908927,0.024459243035661767,-0.1507703765219918,-0.02428237436581812,-0.11250685900006097,-0.010334740193870803,0.0034629444363512042,0.07546183897575955,0.05686373100404807,-0.09234231981621913,-0.0054783346845130275,0.11560916622407824,-0.13591828560038716,0.030314313487166483,0.027339385872218284,0.022154625715390685,0.04152608067189858,0.003809241338050668,-0.08305474379365543,0.0260095562549588,-0.027384681589835386,0.0050510405610509805,0.0453083878021421,0.00505104056105098,0.003809241338050668
1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,1,1,0.0,1e-06,0.0707490687942363,0.3290523968686818,0.6212433966437181,0.8055484787416016,1.711817104762474,0.8299298056252503,3.912008008258317,0.3008636496888749,0.6727782782977568,0.006590692225199435,0.030495785338171235,-0.16182542400740724,-0.027717238172182745,-0.11963070538228526,-0.012369349259938628,0.006413780555324846,0.07524486588636581,0.06195296832020447,-0.103790267336122,-0.005112641217214919,0.12224760603201058,-0.14663308589543939,0.02886835463959407,0.032592434798300804,0.02136780443681825,0.04647541348723591,0.004749362274912224,-0.09392826384399487,0.02640467539781177,-0.030334138821908066,0.005606005163652627,0.0453083878021421,0.005606005163652626,0.004749362274912224
1.0,1.0,1.0,1.0,1.0,1.0,1.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,1,1,0.0,1e-06,0.0707490687942363,0.3225497727086207,0.6071250218381983,0.777326895565602,1.6122867202139108,0.8028280982785982,3.999085334980557,0.2904041413963126,0.665035208064735,0.006084818494861212,0.028474369083030117,-0.1586484354814218,-0.03128346881938654,-0.12282418395943004,-0.012340683557878249,0.005839857423977517,0.07103418044149476,0.06517511259940978,-0.10021227389110134,-0.005217041731823071,0.12088068297625006,-0.1449854122654551,0.029528459059250625,0.03114868001837799,0.019702116433121423,0.04444548014520726,0.004434550309993093,-0.09056068184928515,0.024605391928275835,-0.029339967836206564,0.005175711857952629,0.0453083878021421,0.0051757118579526295,0.004434550309993093
1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,1,1,0.0,1e-06,0.0707490687942363,0.26222767423017646,0.5249805816072157,0.7390961214561638,1.369274646037611,0.5278628577705681,3.16597535509203,0.16372366619603326,0.5283724834325041,0.004201242022421526,0.010555074579345677,-0.12862135809660097,-0.020556908361802212,-0.09719289040661745,-0.006928142423137801,-0.0012891612053117472,0.05676691351892975,0.04495636018133753,-0.04836276245523614,-5.3942772482143755e-05,0.09595218334463948,-0.11399395058660683,0.013289058856170072,0.009100560225382352,0.014937684920173857,0.01877681686460006,0.001643829547595953,-0.046664990135158055,0.020784366733712027,-0.01931620129982425,0.003573552468646303,0.0453083878021421,0.003573552468646303,0.0016438295475959522
