E0,E1,E2,E3,E4,E5,E6,E7,E8,E9,E10,E11,E12,E13,B5,B6,B9,S0,S1,S2,S3,S4,S5,S6,S7,S8,S9,flux_0,flux_1,flux_2,flux_3,flux_4,flux_5,flux_6,flux_7,flux_8,flux_9,flux_10,flux_11,flux_12,flux_13
1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,1,1,0.0,1e-06,0.0,7.577183011242992,0.5054876189278353,0.23866387747198656,1.30429438259022,0.3091546880264988,0.0643544108083936,0.764850114694148,0.30192889119763694,0.03558954001720173,0.1072189363748188,0.02393826004558213,0.018219505751705386,-0.030258402597131084,0.0023151657278170923,-0.0036814422626597902,0.00958419747233974,-0.030258402597130907,0.01821950575170536,-0.030258402597130904,0.034888734052764714,0.0026387002888889873,0.009584197472339698,0.0026387002888889873,0.006320142551548778
0.9,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,1,1,0.0,1e-06,0.0,0.3080005779053564,1.3191070289607552,0.11639683330866137,0.03860621480921978,7.7510833103121035,0.7820920476594233,0.06999916285535032,0.5167638649312019,0.2354995038066171,0.34185480533754536,0.02594136650419535,0.018683357460448684,-0.03280251066335693,0.0022380158289476704,-0.003990994173664202,0.00958419747233974,-0.03280251066335688,0.018683357460448663,-0.032802510663356876,0.03727854232125179,0.002870149985497326,0.009584197472339698,0.0028701499854973263,0.006861144159161527
1.1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,1,1,0.0,1e-06,0.0,0.29724766950803133,1.2929122241678603,0.1003018574757602,0.03331682859904525,7.444893960265935,0.7517338695744092,0.06009623090566051,0.49688594444205214,0.24114544500484658,0.28513828929818996,0.02242371201295408,0.017869969505572625,-0.028336119455757425,0.002373364590429361,-0.0034483037417525056,0.00958419747233974,-0.028336119455757366,0.01786996950557264,-0.028336119455757362,0.03308284863661664,0.0024641037010507847,0.009584197472339698,0.0024641037010507843,0.005912407442803291
1.0,0.9,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,1,1,0.0,1e-06,0.0,0.29958764389447634,1.3198786786076715,0.10177237615862993,0.03375710431616693,7.759414585648121,0.7829180801138113,0.06119742883393863,0.5227359676724671,0.23623919926719952,0.2953282112973113,0.02272367781323169,0.01794160023582729,-0.028722766657797383,0.0023583139189218283,-0.0034898331289915,0.00958419747233974,-0.02872276665779747,0.017941600235827276,-0.028722766657797473,0.03343939449564109,0.0025092557155742758,0.009584197472339698,0.002509255715574276,0.005999088844565774
1.0,1.1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,1,1,0.0,1e-06,0.0,0.3040809675513475,1.2915026614352716,0.11211004648861424,0.037235182399952806,7.429246548736409,0.7501824540672691,0.06718906427818547,0.4913149415105934,0.24066423374449566,0.3216622972154303,0.025027828359102302,0.018469075066605174,-0.03163628297752741,0.0022764229758402976,-0.003853526073606488,0.00958419747233974,-0.03163628297752743,0.018469075066605153,-0.03163628297752743,0.03618912892920813,0.0027549285448186336,0.009584197472339698,0.0027549285448186336,0.00660845461842512
1.0,1.0,0.9,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,1,1,0.0,1e-06,0.0,0.3019137784993276,1.3042682412223054,0.10720724157410114,0.03558594020934926,7.576877985047872,0.7648198718409897,0.06434610258068728,0.5054661493175521,0.23795195277822406,0.31001427733482,0.023932569389814355,0.01821892994140272,-0.030252022577989823,0.0023152792808873723,-0.003681093558498202,0.00958419747233974,-0.03025202257798994,0.018218929941402714,-0.03025202257798994,0.034882581139764814,0.0026383596296773847,0.009584197472339698,0.0026383596296773847,0.006319453188175588
1.0,1.0,1.1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,1,1,0.0,1e-06,0.0,0.30194119805727715,1.3043156701292553,0.107228459938538,0.0355924714592,7.5774314058755206,0.7648747426196082,0.06436117668888777,0.5055051024639469,0.23924656668310668,0.3084546810662798,0.023942894433465832,0.01821997465606446,-0.030263598362345226,0.002315073254845368,-0.0036817262210756137,0.009584197472339628,-0.030263598362345306,0.018219974656064467,-0.0302635983623453,0.03489374487203584,0.002638977707803872,0.009584197472339698,0.0026389777078038726,0.006320703928879487
1.0,1.0,1.0,0.9,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,1,1,0.0,1e-06,0.0,0.30193851751714856,1.3044444258955181,0.10722076316516845,0.035589859481876325,7.577312814075115,0.7648629844346956,0.06435681813765838,0.5054979657480674,0.23868786209997073,0.3091297717676059,0.023938739221307202,0.018219580531667546,-0.03025898945509753,0.0023151328255373474,-0.003681451238063058,0.009584197472339628,-0.0302589894550976,0.018219580531667556,-0.030258989455097602,0.03488925510617251,0.0026387989957273425,0.009584197472339698,0.002638798995727343,0.006320250233790401
1.0,1.0,1.0,1.1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,1,1,0.0,1e-06,0.0,0.3019210136881228,1.3041716024081331,0.10721744141214684,0.03558927857152286,7.577076789099772,0.7648395829407085,0.06435244080562674,0.5054791517825846,0.23864425043673232,0.30917508087333945,0.023937867904329987,0.01821944455452494,-0.030257922333598142,0.0023151926529167755,-0.0036814349156796683,0.009584197472339628,-0.03025792233359816,0.018219444554524927,-0.030257922333598152,0.03488830763943229,0.0026386195135885077,0.009584197472339698,0.002638619513588508,0.006320054429268177
1.0,1.0,1.0,1.0,0.9,1.0,1.0,1.0,1.0,1.0,1.0,1,1,1,0.0,1e-06,0.0,0.2973515640180695,1.2927781908073155,0.10076388028960229,0.03490413989972669,7.443590478016278,0.7516046314207641,0.06292573314767631,0.49685802540918594,0.24113443558493367,0.2873952974138173,0.022523396878184384,0.01785853162020467,-0.028463038782962302,0.002334692243086689,-0.0033595211616991786,0.00958419747233974,-0.0284630387829624,0.017858531620204676,-0.028463038782962396,0.033132423269136305,0.0025801207430788354,0.009584197472339698,0.002580120743078835,0.005939641904778016
1.0,1.0,1.0,1.0,1.1,1.0,1.0,1.0,1.0,1.0,1.0,1,1,1,0.0,1e-06,0.0,0.30621382613907216,1.3151107390519343,0.11336768658073502,0.036217002720446145,7.7037316503061115,0.7773972072710617,0.06565559702376329,0.513642863829129,0.23638413421089893,0.33020592591513426,0.025282966517657577,0.01856416682860953,-0.03196555416639901,0.0022973817075286895,-0.00399053529898714,0.00958419747233974,-0.031965554166398916,0.018564166828609535,-0.031965554166398916,0.0365603175814559,0.0026920523497541956,0.009584197472339698,0.002692052349754196,0.006682587648741334
1.0,1.0,1.0,1.0,1.0,0.9,1.0,1.0,1.0,1.0,1.0,1,1,1,0.0,1e-06,0.0,0.30192889119763694,1.3042943825902191,0.10721893637481907,0.03558954001720182,7.577183011242983,0.7663595250066634,0.06435441080839371,0.5054876189278348,0.23866387747198672,0.30915468802649937,0.023938260045582145,0.018219505751705386,-0.030258402597131084,0.0023151657278170923,-0.003681442262659791,0.009584197472339717,-0.030258402597130914,0.01821950575170536,-0.030258402597130918,0.034888734052764714,0.0026387002888889877,0.009584197472339698,0.0026387002888889877,0.00632014255154878
