E0,E1,E2,E3,E4,E5,E6,E7,E8,E9,E10,E11,E12,E13,E14,E15,E16,E17,B0,B6,B7,S0,S1,S2,S3,S4,S5,S6,S7,S8,S9,flux_0,flux_1,flux_2,flux_3,flux_4,flux_5,flux_6,flux_7,flux_8,flux_9,flux_10,flux_11,flux_12,flux_13,flux_14,flux_15,flux_16,flux_17
1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,1,1,0.0,1e-06,0.04280803993257,0.18490025366259313,1.26596875431614,1.93945360406588,1.6454025869164608,0.4878817983795673,0.6049814873447866,1.446745653509829,1.3834699231844039,1.2793586631123814,0.7462459127952538,-0.0729531300599256,-0.10869724018516347,0.23641851399762145,0.23641851399762143,-0.014916080606400595,-0.220268102796065,0.48651877800648774,-0.5151158307645356,0.29569067190589965,-0.23320134041815813,0.1748076256783464,0.06495877053765049,-0.6887718414873498,-0.17365601072281417,0.013407800364581592,0.023831582723889688,0.013407800364581593,0.44105830088876896
0.9,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,1,1,0.0,1e-06,0.04280803993257,1.265263097466213,1.9364163088886541,1.3737659407850225,0.7436899028898271,0.47464132089857736,1.4351126362765427,1.2502363672410743,1.6309298215708046,0.17988230125489899,0.6039571911557587,-0.06579406091699302,-0.10876128890868497,0.23389872331979125,0.23389872331979128,-0.014678828813861733,-0.22089756448966846,0.48415394543718293,-0.5094600258072103,0.2890655326806186,-0.2264754298398564,0.17425545080020277,0.06496401011471946,-0.683185324830615,-0.17372529902340464,0.013043930100541244,0.023831582723889688,0.013043930100541244,0.43751183174771735
1.1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,1,1,0.0,1e-06,0.04280803993257,1.2931347872863368,1.9423587708666872,1.3928878752058522,0.7487039494821239,0.5009466571104711,1.4580545631646378,1.2814010089579917,1.6594480119349886,0.18985164906499072,0.6059667498430712,-0.0800699899052156,-0.10859476225685816,0.23886787324435338,0.23886787324435332,-0.015151543407711188,-0.21962133731035705,0.4887922973701331,-0.5206444032752471,0.30223730065216614,-0.23984059095825447,0.17533500176728845,0.06494268313050504,-0.6941818486626103,-0.1735374453873632,0.013766844334324313,0.023831582723889688,0.013766844334324312,0.44450596182706437
1.0,0.9,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,1,1,0.0,1e-06,0.04280803993257,1.2768080023048658,1.9372855387283794,1.3781939878864191,0.7451052242249042,0.48391782794250643,1.441976084280631,1.2501926484924226,1.6378453332583962,0.18339796531783847,0.6045485016577784,-0.07294153139233983,-0.10606552800718469,0.23512650550392447,0.23512650550392447,-0.015338014721218762,-0.2194425230062852,0.48524505795264733,-0.514157604065894,0.2944935055042365,-0.2311555760608579,0.1738017037891194,0.06544738054899009,-0.6856705126220689,-0.17151290855617482,0.013298863887656767,0.023831582723889688,0.013298863887656765,0.4396042387354816
1.0,1.1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,1,1,0.0,1e-06,0.04280803993257,1.2815269115289423,1.9412973958017348,1.387966486240293,0.7472146581766816,0.49126403601100077,1.4508078795908697,1.279458922264974,1.6518454522169723,0.18618207355847022,0.6053498841689152,-0.07296228738620571,-0.11094615336212145,0.2375207840513347,0.2375207840513347,-0.014554863974096777,-0.22097185165117794,0.48760236365070575,-0.5159300407544626,0.29671025830788034,-0.2349470342333885,0.17566620873780459,0.06453934334498877,-0.6914155374615729,-0.1754854967071102,0.013500749859927497,0.023831582723889688,0.013500749859927498,0.44229672073733256
1.0,1.0,0.9,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,1,1,0.0,1e-06,0.04280803993257,1.3116168399952772,1.9657924502383164,1.4634791615843092,0.7716363041362305,0.49937139997976276,1.5189048828394345,1.3053946409960613,1.6902721614069218,0.18925464904568443,0.56834097996299,-0.07525660408559245,-0.10613125304441784,0.23365474236266015,0.23365474236266018,-0.019631112430383513,-0.2369511292823081,0.5098680965057351,-0.5274866159027433,0.310923939481628,-0.23865222453379875,0.19013996694573032,0.07098792106155646,-0.7046057900087174,-0.1771191741059742,0.013723553657767876,0.023831582723889688,0.013723553657767878,0.46305693416915733
1.0,1.0,1.1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,1,1,0.0,1e-06,0.04280803993257,1.2505353220130562,1.9156614166543577,1.313780407250797,0.7237841105851678,0.4775646646906457,1.3836651322792526,1.2310491266374388,1.6055678319052291,0.1809902069207625,0.6398638258341017,-0.07090992385100549,-0.11077208014114581,0.23853787148384056,0.23853787148384056,-0.010866491962706282,-0.20584708712569255,0.46611794253494565,-0.5040286487202619,0.28240358111223596,-0.2283039434036242,0.16155656861761614,0.05974620784414972,-0.6745469367055574,-0.1705182879852955,0.01312426843267676,0.023831582723889688,0.013124268432676759,0.42182742402686924
1.0,1.0,1.0,0.9,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,1,1,0.0,1e-06,0.04280803993257,1.2800950422531614,1.9400582259081318,1.38527262401167,0.7468225583074724,0.4881447552773697,1.4483745011720952,1.266864691370452,1.6464234311854191,0.1849999105820918,0.656745425124054,-0.07300551584078573,-0.10864153832001544,0.23636004108106684,0.23636004108106684,-0.015021560989391336,-0.22064253055909644,0.4870456936189458,-0.5153986732970227,0.29603413823316677,-0.23332612868566627,0.17515171217879433,0.06509410138078515,-0.6891343129978234,-0.17373563970080075,0.013415026855920137,0.023831582723889688,0.013415026855920135,0.4415548752386437
1.0,1.0,1.0,1.1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,1,1,0.0,1e-06,0.04280803993257,1.2787535723267152,1.938956660680916,1.3819894543259457,0.7457721806602307,0.4876657003548266,1.4454078549136378,1.2652326951454738,1.6445638664458213,0.18481835558866774,0.5625114968252556,-0.0729100910065251,-0.10874291054606289,0.2364664004114417,0.23646640041144165,-0.014829481558095603,-0.21996065528575937,0.4860860188133923,-0.5148834004706873,0.2954085913187677,-0.2330987881325534,0.1745250929177562,0.06484764821269749,-0.6884739592294475,-0.1735905587587602,0.013401861632731934,0.023831582723889688,0.01340186163273193,0.44065045644538914
1.0,1.0,1.0,1.0,0.9,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,1,1,0.0,1e-06,0.04280803993257,1.2795337560819326,1.9378979379333678,1.3829219081008284,0.7468898065868309,0.4880012600984421,1.4462408731111325,1.2660765046046558,1.645488480700893,0.18494552795279265,0.605336179362238,-0.0730216836721493,-0.10875843607338975,0.2365279871266847,0.23652798712668474,-0.01483451851476908,-0.22035911176758693,0.48655613592380986,-0.515173343642691,0.295766981594722,-0.23326110206232575,0.17470738818660103,0.06489206568738165,-0.6888238454034624,-0.17365050176077138,0.01341108337059494,0.023831582723889688,0.013411083370594941,0.4409044123428238
