E0,E1,E2,E3,E4,E5,E6,E7,E8,E9,E10,E11,E12,E13,E14,E15,E16,E17,E18,B5,B7,B8,S0,S1,S2,S3,S4,S5,S6,S7,S8,S9,flux_0,flux_1,flux_2,flux_3,flux_4,flux_5,flux_6,flux_7,flux_8,flux_9,flux_10,flux_11,flux_12,flux_13,flux_14,flux_15,flux_16,flux_17,flux_18
1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,1,1,0.0,1e-06,0.0,1.3236102904450884,2.215368291434897,1.0053363766248307,0.5224417777533763,0.2658295267042091,0.4058931408178416,3.407354763761617,0.894844107101522,0.05636388712588625,1.0799533598352422,0.010396185293463386,0.010609188352361104,-0.07790135962004494,0.27077205595745146,0.14332941524389736,0.17972508123554182,-0.05668596295652009,0.10797558020504644,-0.03510420564263789,-0.07790135962004492,0.045500390936101254,-0.008991722063545426,-0.0824387319619762,0.3725957775729483,0.24501928695199537,0.002127601622671997,0.0021276016226719962,0.008742092667332342,0.010396185293463386
0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,1,1,0.0,1e-06,0.0,0.5598751428929208,1.1384150207789294,3.8509868757281596,2.501111468572284,0.465166166369477,0.307355068249295,1.2264317503971272,1.0093161103613804,0.035079122817908814,1.547630985644033,0.0064702610012089025,0.006860300780292566,-0.08839461310564349,0.3056105936208129,0.16461944990398494,0.20393908298352642,-0.06620612664247072,0.12238366311725707,-0.041573911271986924,-0.08839461310564352,0.04804417227319582,-0.010680585670611698,-0.0905862063327491,0.42115506349869575,0.28123051393053444,0.002127601622672004,0.0021276016226719962,0.010018710155870742,0.006470261001208904
1.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,1,1,0.0,1e-06,0.0,0.4927402584269439,0.9057317500256836,3.075796364773931,2.001312645414768,0.3619912731787475,0.23531391909470117,0.9709641547170144,0.8091658886824101,0.06987120963510847,1.1623496507394957,0.012887578893423825,0.013121709904308276,-0.06999529607833413,0.24466495374988617,0.12748143860407754,0.1616431253505185,-0.04968960462749425,0.09718411464654898,-0.03039880406720047,-0.06999529607833414,0.043286382960624314,-0.007695057788577209,-0.07604265769474439,0.33631278302207057,0.21831190068263595,0.002127601622671997,0.0021276016226719962,0.007796537898249152,0.012887578893423821
1.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,1,1,0.0,1e-06,0.0,0.5071172495108691,0.9393654590667477,3.165698730985502,2.0653645481176244,0.3796166051428869,0.24893941637332326,1.004536496127755,0.8380970374438227,0.05278267369171004,1.2230321688268808,0.009735638969644574,0.00675050031791502,-0.07328594354955179,0.25246546567939454,0.13508720228064877,0.166864535430028,-0.0536251079010278,0.1011708522972581,-0.032474922541045774,-0.07328594354955176,0.042210561510690386,-0.009617578272414135,-0.07758544690813882,0.3460440575598709,0.22850512667228362,0.00212760162267199,0.0021276016226719962,0.00817615083006919,0.009735638969644574
1.0,1.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,1,1,0.0,1e-06,0.0,0.5316009410283589,1.0461503758905806,3.557633078400398,2.3083957648587408,0.42214169334476076,0.27626947787328215,1.1268175896012704,0.9299516203069221,0.05857747203719727,1.3868708537036705,0.010804475780054727,0.013123035240968167,-0.08072475262991728,0.2821240934188752,0.14837017672979066,0.18771265722320246,-0.058553371461268405,0.11217341208748068,-0.036736380581485886,-0.0807247526299173,0.04754085636154062,-0.008552436699429095,-0.08541435089586112,0.38911199801216034,0.2552631139842825,0.002127601622672004,0.0021276016226719962,0.009092052638604972,0.010804475780054727
1.0,1.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,1,1,0.0,1e-06,0.0,0.3643035012210996,0.5298895648880245,1.8497509508584897,1.1490024420542861,0.23284137544065647,0.14271063432749126,0.5777315938737455,0.4858727854520192,0.030258964023393346,0.43540185414358024,0.005581194144272198,0.019292022211476724,-0.02699589149696515,0.1402246605680983,0.06915176812197985,0.08999654290442749,-0.03714095846998065,0.056075141353955874,-0.016974628249359993,-0.026995891496965158,0.022555822393632186,-0.0011169166736979957,-0.050624387301648935,0.20322531197556065,0.12674123173643004,0.002127601622672004,0.0021276016226719962,0.005014918155034051,0.005581194144272198
1.0,1.0,1.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,1,1,0.0,1e-06,0.0,0.6428358566025136,1.4728049055838413,4.931111854618496,3.288355751731064,0.5629350717130478,0.38585733652447024,1.5771042094638628,1.2969526445834132,0.0818134073825441,2.444826953192975,0.0150902889422596,-0.003639098078660377,-0.1358183905772995,0.4022284143119048,0.2177862185376389,0.271345938875247,-0.06984337926260853,0.1591249047075274,-0.05353243614371243,-0.1358183905772995,0.06862272508597203,-0.01725332638413024,-0.10705496397765817,0.5377559626098525,0.3650168295968551,0.00212760162267199,0.0021276016226719962,0.012124448697730966,0.015090288942259599
1.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,1,1,0.0,1e-06,0.0,0.3341024576089053,0.4085041609140489,1.355254479952452,1.219333144111591,0.15540664704414306,0.11157456280924753,0.3878295511121828,0.3814591100067067,0.023657176620933123,0.46981744427121697,0.004363510116364304,0.025403584142169748,-0.030888219092301113,0.0757562528044831,0.058777745966906464,0.0973152818958431,-0.02454239145161708,0.044329308801165646,-0.012171223388853656,-0.030888219092301113,0.016534733505217954,-0.005624349199875436,-0.03347257079128595,0.14218331560802508,0.06682607346481423,0.0021276016226719936,0.0021276016226719962,0.0033471354229882588,0.004363510116364304
1.0,1.0,1.0,1.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,1,1,0.0,1e-06,0.0,0.6912430373274637,1.8136334583985374,6.293752995359343,3.2164375627885184,0.7535212673452584,0.47221877802523216,2.101973368817489,1.5901276123391659,0.10012464090550058,2.6342688702665,0.018467752533998016,-0.026319427086797978,-0.13953453121592857,0.5800731628880769,0.25025692101993713,0.2632578186208258,-0.09449311149527687,0.19250631565350979,-0.06764477730818429,-0.13953453121592851,0.08611252984218237,-0.006335106366974486,-0.14329181902406607,0.7037964502929741,0.5312744553592874,0.00212760162267199,0.0021276016226719962,0.01622927830873159,0.018467752533998023
1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,1,1,0.0,1e-06,0.0,0.7355938498865131,1.1295231475498286,3.9965635820757393,2.5825659852282654,0.44225388089018475,0.3030082157766863,1.2658948610428185,1.0016674711094788,0.06424689192354846,1.493288657085477,0.011850186831082101,0.03304152152705567,-0.0834119184915029,0.31556925902523536,0.14483286807652962,0.2051512734735105,-0.05189572232583328,0.11869794423530464,-0.03688722215397405,-0.08341191849150287,0.04873740898505616,0.001227071053555684,-0.08066876205263028,0.4373086140072429,0.28679621929843824,0.00212760162267199,0.0021276016226719962,0.009525227259193471,0.0118501868310821
