E0,E1,E2,E3,E4,E5,E6,E7,E8,E9,E10,E11,E12,E13,E14,E15,E16,E17,E18,E19,E20,E21,E22,E23,E24,E25,E26,E27,E28,E29,E30,B2,B3,B9,S0,S1,S2,S3,S4,S5,S6,S7,S8,S9,flux_0,flux_1,flux_2,flux_3,flux_4,flux_5,flux_6,flux_7,flux_8,flux_9,flux_10,flux_11,flux_12,flux_13,flux_14,flux_15,flux_16,flux_17,flux_18,flux_19,flux_20,flux_21,flux_22,flux_23,flux_24,flux_25,flux_26,flux_27,flux_28,flux_29,flux_30
1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,1,1,0.39156054633166,1e-06,0.0,0.10845022329492486,0.15956185627743857,0.176991882526413,0.10094004673896248,0.7580401739610905,1.7825601353990543,1.2656096761297093,0.2032875102243657,1.0720300666446367,0.14467585888525675,-0.020526783763569523,0.006647010119543356,0.08717054551420157,0.11924131348824864,0.12392787788830947,-0.10476575372788945,-0.27170846647719915,-0.15508821665466704,-0.06863588054519829,-0.006760256890309107,-0.02672931225024807,-0.29085201059805066,0.12923647928232143,-0.030477118640455658,0.03482188848841887,0.04923888260673573,0.032768121618439325,0.13788945803111405,-0.025150109808582073,0.00026863152102270943,-0.026923989117322873,0.07459863869704361,0.05404080542512019,-0.07416762568479798,-0.07026249279111516,-0.011073193690160521,-0.00599446317598884,0.00172320940830018,0.008394844705461355,0.001723209408300181,0.06440364636622786
0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,1,1,0.39156054633166,1e-06,0.0,0.7533479448538913,1.7787843080845276,0.17736521110180797,0.11066902300963523,0.14762512679246892,0.2028080039476443,0.159458027295583,1.2601846651979367,1.0692057586521044,0.10024995668759697,-0.010689972825628847,0.006533739204758679,0.0893018093562635,0.11873745982207551,0.12319686726302441,-0.10458291568789672,-0.26975259081961084,-0.15467127374694542,-0.06847597299361945,-0.00697794825074761,-0.026653389916896305,-0.2894821372974789,0.1295907087685913,-0.030722693123575825,0.032153333459581795,0.051043267640795,0.032667448058513446,0.13884704980683102,-0.025662367439221463,0.00017239647712190276,-0.02815213706378425,0.07422488700938915,0.0537639950112148,-0.0757707126625108,-0.07054157081953087,-0.01129307010798109,-0.006052431691076797,0.001711428458047972,0.008394844705461355,0.0017114284580479733,0.0657165371885039
1.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,1,1,0.39156054633166,1e-06,0.0,0.7623665493959225,1.786038798186526,0.1766511147649277,0.10640484001720016,0.14196018937315522,0.20373156591978517,0.15965999320556026,1.270618042723936,1.0746937183582361,0.10157858005700067,-0.0296104263368354,0.006750511607234874,0.08520501232451044,0.11970645705137924,0.12460204498578467,-0.10493415861110197,-0.27351112063316196,-0.15547433580424339,-0.06878314137396971,-0.006559734028838009,-0.026799540787400815,-0.29211690545533836,0.12891252134493159,-0.030251884363816595,0.03729255202284337,0.04757469427484318,0.03286131151746455,0.13700948517543862,-0.024678552506465515,0.00035712795140042247,-0.02579186504745805,0.07494873983239256,0.05429933612219615,-0.07269252662152974,-0.07000608134899404,-0.010870251850571664,-0.0059408660873000695,0.0017341102019564607,0.008394844705461355,0.0017341102019564614,0.06319474378736953
1.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,1,1,0.39156054633166,1e-06,0.0,0.7644798626059633,1.7916827506880766,0.17789589371688583,0.10978408984014873,0.14627087624072857,0.20700319434247355,0.16138404053902397,1.2828317514868364,1.0710605204177015,0.1029600710137642,-0.020841089260202807,0.003941846085963659,0.08844155570927693,0.12041791808804948,0.1251302134144499,-0.10526949957783202,-0.273280700046059,-0.15792489037997548,-0.06898717323739258,-0.006860649759206283,-0.02725581915051038,-0.2952920165816865,0.12970987818253252,-0.030665457947991512,0.035838240709000865,0.050156849594642984,0.033323810563210446,0.13957584481965563,-0.02541985178917678,2.9427011522642488e-05,-0.027470580980570952,0.07430657599176407,0.053915066512477336,-0.07498176470644083,-0.07003901978278265,-0.011206209139495958,-0.006076104592305641,0.001757694480853545,0.008394844705461355,0.0017576944808535449,0.06511368143704967
1.0,1.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,1,1,0.39156054633166,1e-06,0.0,0.753259832512913,1.7757628404704842,0.17632162034874319,0.1074670398545343,0.14349873404336672,0.20054993522637202,0.15821897999295545,1.252893838262856,1.0726952487067367,0.09945934356271399,-0.020295833974978306,0.008628270023237343,0.08623438798078052,0.11836786834152059,0.1230371398681538,-0.10439018424534974,-0.2705335625065826,-0.15299817852904782,-0.068374066602217,-0.006686243398431976,-0.026341470672562463,-0.2875757175218218,0.1288839761876984,-0.030339696565109722,0.0340776448009025,0.0485632181997969,0.03235925792559562,0.13664470349120653,-0.02495097385352428,0.000443689076493739,-0.026522330087567218,0.07480957817483963,0.054130724630080784,-0.07356664631019946,-0.07042019486014034,-0.01097510526023298,-0.005933104579940198,0.0016979314167929107,0.008394844705461355,0.0016979314167929092,0.0638796395787092
1.0,1.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,1,1,0.39156054633166,1e-06,0.0,0.7507654921319751,1.7880418405944578,0.1727940958659954,0.11930908677828296,0.15860050052478147,0.19751214694622551,0.15600405093240222,1.2460543463171283,0.8910422677371262,0.09774226015044202,-0.024365733727824173,0.010859061427531458,0.049974809291966626,0.12027938396920479,0.12335609865760674,-0.10520954240243538,-0.26994376611617016,-0.1503556668157625,-0.06893898903304817,-0.00793525487861213,-0.02595641623585891,-0.2853057984486951,0.12612932632118426,-0.029297808448458362,0.03910109411087101,0.059548083012814126,0.03207830645820977,0.13330597714535974,-0.027547805219982336,0.0007304524404189647,-0.0325313338341031,0.05658340914253954,0.04335155568782957,-0.08178694892406721,-0.06896141599316072,-0.012149213043670148,-0.005876822612033532,0.001668618033388941,0.008394844705461355,0.0016686180333889383,0.07060231491281302
1.0,1.0,1.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,1,1,0.39156054633166,1e-06,0.0,0.7623459345791648,1.7768525067145626,0.18052784225305019,0.10037212561787329,0.13436085259536576,0.20778112218733472,0.1623986116376827,1.2795337449090438,1.218017281106801,0.10331814486015427,-0.017694639625400677,0.003234754665886866,0.11625681915781644,0.11823458370965552,0.12414057543792445,-0.10434505867646915,-0.27248570980175213,-0.15876280799941792,-0.06833648329318011,-0.005879320739796728,-0.02732628369319905,-0.29485859525090236,0.1318834360942046,-0.031513631843306036,0.032233094577880525,0.04146830171413147,0.03328744515610055,0.14190755682563835,-0.02337582067907319,-0.00013528079525475245,-0.02278001440159245,0.08909831361797371,0.06262635478361009,-0.06852962823274902,-0.07142209389679911,-0.010268674908291645,-0.0061035421809649375,0.0017638073789638612,0.008394844705461355,0.0017638073789638606,0.05981183663046239
1.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,1,1,0.39156054633166,1e-06,0.0,0.8151405064086471,2.057595785645539,0.17472010700326562,0.11465280981699064,0.15127993096720976,0.20629084256842012,0.16492519072110412,1.287505355353482,1.1217047197646137,0.11219194280115022,-0.021405999825875044,0.0004341801440208154,0.09231959276828923,0.08165102103357041,0.12633376689527218,-0.12168817685235467,-0.30052837153213763,-0.15687073350100414,-0.07980001513950209,-0.007324462273971905,-0.02720376001974991,-0.2881037713507574,0.12620389026967357,-0.032692325824342255,0.04399378151047326,0.05509658077719946,0.035204953417668744,0.16708658323485706,-0.026229918030053884,0.0017835931645803875,-0.025550927911018866,0.08026585717097717,0.05648169725180617,-0.07750817444518691,-0.06091720438705349,-0.01169485456576796,-0.004525890782131201,0.001915297422740275,0.008394844705461355,0.001915297422740277,0.06734350327269703
1.0,1.0,1.0,1.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,1,1,0.39156054633166,1e-06,0.0,0.7224572901644757,1.6122808465478797,0.17873225721078742,0.10477627009902561,0.1407584620622249,0.20170146137715692,0.1565439960055545,1.253000401109065,1.0424643005651029,0.09438235123859638,-0.020043762193929504,0.010294971502319061,0.08412262855443979,0.14269922828064102,0.12246920912530311,-0.0942917169969817,-0.25363117064744956,-0.1541711843981751,-0.061717492942180645,-0.006415881794044562,-0.026469956238848198,-0.2928135416452909,0.13135749024666438,-0.02924732334482251,0.029313093948770047,0.045672346406946764,0.03132189634375817,0.11977855965842157,-0.024509301958237348,-0.0007101085751197098,-0.02786129651216807,0.07114363147384627,0.05258706253168263,-0.07217624957770793,-0.07604523210091292,-0.01070435959167301,-0.006868220511753996,0.0016112589689247963,0.008394844705461355,0.0016112589689247971,0.06265978500877205
1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,1,1,0.39156054633166,1e-06,0.0,0.6651076188197875,1.6964250614619192,0.1568988387429249,0.08989471880314942,0.12198820665551378,0.15490070592416688,0.1374960944702994,1.2168452898226063,0.9020270570554938,0.07631756124489728,-0.016226290407095625,0.002373280275410044,0.07206741040593936,0.1072125388910289,0.06991445204807409,-0.10041619790227012,-0.22629646673515402,-0.11810737245980953,-0.06554332229232886,-0.005510912150871071,-0.020008435007421367,-0.2802014156233842,0.11529732339502247,-0.018980142320685386,0.03218876134338882,0.038313714433504904,0.027524643678316137,0.11108414699663013,-0.02129052808211701,0.0030849621648152276,-0.018634177357693706,0.0610855981237489,0.045543853900989306,-0.06267235441978251,-0.0721524992569894,-0.009216568762288503,-0.0046628257272378106,0.0013028638662693406,0.008394844705461355,0.0013028638662693397,0.05430405171137145
