,E0,E1,E2,E3,E4,E5,E6,E7,E8,E9,E10,E11,E12,E13,E14,E15,E16,B3,B4,B7,S0,S1,S2,S3,S4,S5,S6,S7,S8,S9,flux_0,flux_1,flux_2,flux_3,flux_4,flux_5,flux_6,flux_7,flux_8,flux_9,flux_10,flux_11,flux_12,flux_13,flux_14,flux_15,flux_16
0,1.0205596566901813,1.009494186622447,1.0565310804825907,0.9480048694310425,0.9027335313724199,0.9652017440995494,1.004271648847503,0.9336634090890252,0.9201064703751364,1.0036966110267447,1.0316416881795623,1.043844393585429,0.9930156401637396,1.0249790170374513,1.0840950287402207,0.9455011996957123,0.9047309034605299,0.0,9.043976538101412e-07,0.023397365090737685,0.4502615632707219,0.151601452700511,0.36397471471018966,0.014321902196444872,0.0034750711269968715,0.3416695264834877,1.6475321070070439,0.15788350243007968,0.4905383035841277,0.16119193470776155,3.66849955825117e-05,-0.13528915979420508,0.016507009590231,-0.18841103758997163,0.19861833334523418,-0.0239479954793394,-0.30379192601422034,-0.13732018714110114,0.001865658684835011,0.013214968214574397,-0.006350203368325097,-0.005580100214088917,-0.03842699705656166,0.0077578774620016555,0.0021219857154762115,0.008688249179516546,3.822526404771351e-05
1,0.8199512373445077,1.0723132253673535,0.9951338232671563,0.9839163519930775,0.9214109752136079,1.0226507272008327,1.0253737882251461,0.9754021655158329,1.0068626756894135,0.9567640540789158,0.9566154354388798,1.0953966066797283,1.022912947496943,1.010962006733816,1.0627095406128606,0.9054308807892033,1.0228038775263582,0.0,1.0734319644037464e-06,0.022245760379187678,0.38562728373896216,0.31507443596213547,0.1768696360387524,0.4404970576009341,0.4268614303922358,0.1442119298925017,1.7181782400213637,0.17860329558654284,0.0034373741768272503,0.01641003131609422,3.425743339388304e-05,-0.1368541825043335,0.015864786051361213,-0.18390697789633725,0.19469647502181164,-0.023912183352737336,-0.30720160922255685,-0.1302181803088387,0.0020681306283055795,0.01147104868683604,-0.006526258988028054,-0.005326953006280983,-0.03368117096905393,0.007571745971981375,0.00196788474774306,0.007892161336729778,4.0806274875154703e-05
2,1.0232233957634977,0.9112624433881421,0.9553914724003955,0.9226856648347418,1.054075072847865,0.9559904907949295,1.0155898147225721,1.0651674930864852,1.042766439949077,0.9961386204438545,0.9961162630486673,0.9580606157420479,1.0803919654947083,1.0963704704236197,0.9310599629931237,0.9611057235738238,0.9457858515112291,0.0,9.841671017196947e-07,0.020268415545769938,0.37565242308747177,0.3480427266648194,0.1755172849548643,0.4387721076816329,0.4576822205346454,0.1566184525549228,1.66978806888095,0.15475870105993686,0.0030724832555438933,0.01424414313221891,3.826596431415029e-05,-0.142772798333964,0.017085706642874954,-0.1687623889485118,0.1988997133218485,-0.025702748632555665,-0.28235465799787046,-0.13053657082111805,0.0019410691881646671,0.012744828220035188,-0.006781846959238874,-0.005496909549500066,-0.039981798586867505,0.0080023165970857,0.001810377999670012,0.009135698967044054,4.034664242889656e-05
3,1.0370952600054313,0.9884881884576526,1.0699086845975383,1.0601602487419322,1.0720601767707238,1.0609169061036867,1.0502224423375046,0.9971974202044975,1.0919813696222977,1.0297131984968282,1.0350365074088927,0.9910934966648659,0.9487589940217328,0.9474530298953733,0.9547828083890705,1.008184260525716,0.9090062618932613,0.0,9.360369802198745e-07,0.022914448849866997,0.3661841367826082,0.31897145150575545,0.1861552464131304,0.5086922039527604,0.48860489861006984,0.16795543899884,1.5397762880258319,0.16270004443483416,0.0036089781624145524,0.014909068038341687,3.7520640736453776e-05,-0.14436509123619634,0.014125260806643685,-0.15124387777135592,0.2003063994066898,-0.02288441409759307,-0.3130936833028328,-0.14276958210663276,0.0019335588622675806,0.011984168017596813,-0.006373757844378904,-0.00444306033281644,-0.03371801865980141,0.007869382143681021,0.0020543399359276827,0.007949084110533926,3.715542820256938e-05
4,1.0126892952853928,1.0878814181726557,1.017772619408566,0.9815535501605575,1.0616107636710492,1.018379063234521,0.9896594713393557,1.0765579752771615,0.9854679097246691,1.0762960981134606,0.926056087348526,0.9449562470990406,1.0225915290686878,0.92555117990524,1.0921829948802118,1.008823345867299,0.9074987527251995,0.0,9.030204120048721e-07,0.022557264369014157,0.3951734954354637,0.3134067151348463,0.1739310073170098,0.4983355565777791,0.4787790152812065,0.1549234015995857,1.816909434972947,0.17217173586186083,0.0030178287857232124,0.015761891173764118,3.9207092100270585e-05,-0.15261575257312454,0.016233846621240864,-0.179056175953844,0.1880580729565015,-0.02865853404432139,-0.31679595860473125,-0.15787837606618113,0.0019525667878766357,0.01286539259044407,-0.007071013103516182,-0.005855027771280573,-0.033428305450569365,0.008853285986491493,0.002089393988818312,0.00905580420441328,3.499080294203596e-05
5,0.9372802532196738,0.9135532736283836,0.9297207928527725,1.0696612675317465,1.0687107402848928,0.906108008608438,1.0573117451060576,0.9189849727823939,0.9513145517978706,1.0406443238536847,0.9706393229905748,0.9700074152079653,0.9592173894153199,1.0005862830448602,1.067275477960823,1.0616634407655912,1.0861830558726269,0.0,1.0110163631896779e-06,0.0219049043048425,0.3840921431618848,0.33302759581501395,0.17872347673935896,0.44185328866857926,0.43015404943984215,0.1424031367959452,1.5690945021551095,0.1573268456783498,0.003009330857955696,0.014077429099574141,4.036111575719917e-05,-0.1590815154303908,0.012927343770478307,-0.18799711730356233,0.17975338694523735,-0.02576659904216223,-0.3001318108086921,-0.14181141573307773,0.002068948118355559,0.01062125170121016,-0.006623188795010884,-0.005512183505944752,-0.03456223195981226,0.008331720535639858,0.0021095697927070115,0.008659961029309837,3.8176674010272164e-05
6,0.9157205791451276,1.006566324937065,1.1849309032527753,1.0261979245530315,1.0152399104774517,0.9131493764857763,1.0648996075081172,1.0656534097617225,1.0056614335132588,0.9810505820110111,1.041107924744096,0.9410569656315099,1.0020024980712365,0.9151997337595986,1.0785874562140318,1.0899743361006864,1.04624672335964,0.0,1.0384346023671922e-06,0.020246981426501973,0.3918751651286887,0.3119155877031627,0.18219030939925232,0.4936603689874257,0.48272437836441917,0.1530346061295772,1.7440438208645437,0.1659309876369348,0.0032271553860826734,0.01407555130028762,3.985081785764807e-05,-0.14966784319901538,0.017812864303964483,-0.16768041302357106,0.20422165502713843,-0.02616375612295318,-0.3202456808414909,-0.1525464626133155,0.0019713124870239813,0.012783956281628319,-0.006303467048197944,-0.005669581884529462,-0.040119671460199346,0.009064040769257634,0.0018123247788557617,0.008414347665844358,3.5620537914038624e-05
7,0.9525255326045134,1.0070516629394133,0.997194190151088,0.8542025280602573,0.9365527315162597,0.9701399218337495,0.9268101357582835,1.0044701855858824,0.9009787281103009,0.9915786567909874,0.9888834127988415,1.0571046616734092,0.9832459481103509,1.0455847731209438,0.980045658499844,0.9184463475725296,1.0560057498392408,0.0,9.88000996825225e-07,0.023499806164660006,0.3730750073686932,0.33151544746780237,0.17346126456045385,0.5462303589141575,0.4522525165572935,0.14910452407576297,1.6863368163579218,0.16408060258287635,0.002774034977149295,0.015702651244469967,2.908312764083948e-05,-0.13474744553324647,0.01426631268794585,-0.15493723647926907,0.21204461915331163,-0.03054507400262183,-0.3099021901819969,-0.1310951046915629,0.0020238343599465972,0.011849512373108339,-0.006945999444868306,-0.005513149684163831,-0.04005990405987445,0.007992480039601941,0.0018395193599723139,0.008665249288661882,3.120481371811081e-05
8,0.9594309540117172,0.9905455395972291,1.0947745709871426,1.1692424090450806,0.9716772360313355,0.9538096127534581,1.0636427598136244,1.0367267009290586,0.9345703917846979,0.9840949603651414,1.050010161304983,0.9899673380686878,0.9362577550129717,0.9135115547563248,0.9861611692056212,0.903000626536747,0.9488485393883603,0.0,9.10789454116787e-07,0.021524445141618546,0.3500291528083965,0.36389665381913,0.18261648686785112,0.42063838957331534,0.5249392319971856,0.16861997215715643,1.5041265766995486,0.15922864290550026,0.0038952577567860783,0.016437869720175188,4.6454211310638874e-05,-0.16232125048902768,0.015068254931357746,-0.1673343375258155,0.182510736645489,-0.02204423916514808,-0.28215503714198636,-0.15860935132974655,0.002079707936138508,0.01263694230220589,-0.005684437960200348,-0.0052572576981491604,-0.03218486755178659,0.008542566032419955,0.0019691895552329895,0.008877520500622942,4.10759312071327e-05
9,1.0802237616027637,0.9312561808710025,1.0745777009995383,1.0205603354926962,0.8584532450067683,1.070415357545455,0.9196052066843506,0.9796154362745388,0.9479668895053525,0.9656016442738213,0.9671240197420579,0.9982891102758065,1.0982699361445893,1.072111803197794,0.9226082193262256,1.091159132548626,1.0570994659980255,0.0,1.0067097684843198e-06,0.02273216312441113,0.3789589005628804,0.34552517490789697,0.17350863942696762,0.4963034820949444,0.4643669081282753,0.17824289609698518,1.8280593016735167,0.16994150297744756,0.0035323753667710713,0.017353004788016504,4.442733516270689e-05,-0.1620745367760753,0.01648152760369288,-0.18972720998869377,0.21815834407044174,-0.024843498732004348,-0.3091488384837613,-0.16082470741323843,0.0021136370627513135,0.012134884920209178,-0.007079770462768008,-0.0059013107781415225,-0.0411046371240657,0.00842879468218133,0.0019703149833909034,0.009839634585470545,4.1065259143757215e-05
