E0,E1,E2,E3,E4,E5,E6,E7,E8,E9,E10,E11,E12,E13,E14,E15,E16,B0,B4,B5,S0,S1,S2,S3,S4,S5,S6,S7,S8,S9,flux_0,flux_1,flux_2,flux_3,flux_4,flux_5,flux_6,flux_7,flux_8,flux_9,flux_10,flux_11,flux_12,flux_13,flux_14,flux_15,flux_16
1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,1,1,0.0,1e-06,0.0,0.08545500456264131,0.8680353379662612,0.5373042647866458,5.847142392855012,0.2912409798401557,0.5785184302176275,3.1979516984926444,2.1294418712522405,6.464890449177088,2.7563817177313092,-0.13094863825956637,0.0455476333451414,-0.04604184434630537,0.20944179773771032,-0.12736505779615892,-0.17340690214246435,0.09848693753003168,-0.04578252885577161,-0.016345274184280695,-0.029696570162024642,0.047419216831212224,0.04741921683121242,-0.26050951843652914,0.046341663261135035,0.013085932615606574,0.0618929075294221,0.04634166326113505
0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,1,1,0.0,1e-06,0.0,0.5007848347072427,2.1825407742977037,5.58214965086534,7.105375952444262,0.24401881824565766,3.0656508335217043,0.07237152607439609,0.5391977608193158,0.8330273909557273,2.6553774231621254,-0.07461669504108871,0.0341033790908075,-0.04737778006273391,0.19291850575760855,-0.12239812476600184,-0.1697759048287356,0.0535992485658876,-0.06515214474632144,-0.01831349449103685,-0.029064285571697032,0.06830765260377825,0.06830765260377836,-0.17821010171971796,0.04319191880149198,0.013085932615606574,0.052416873581844346,0.043191918801492014
1.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,1,1,0.0,1e-06,0.0,0.5621625196528743,2.086178680961341,6.019204876028453,5.968961106694335,0.33179790387283364,3.284226169951634,0.09696034399510775,0.6052834487102141,0.8915224443405062,2.8422067976975938,-0.17476792574038613,0.05530761238177347,-0.04502550235581515,0.22058345532657897,-0.13086295227284736,-0.17588845462866243,0.13254624597421905,-0.030860339193157282,-0.01491832272443358,-0.030107179631381542,0.030366926155313223,0.030366926155313223,-0.3227627751454849,0.04848564936325295,0.013085932615606574,0.07022593510620707,0.048485649363252906
1.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,1,1,0.0,1e-06,0.0,0.5607559160140546,2.190040155394728,6.158340809575343,6.582452101369638,0.3091303818105027,3.338722568486492,0.07593055980425831,0.6037689509062715,0.8586067466252466,2.8235723948329308,-0.13245064735173473,0.03114256856252119,-0.05211095231852381,0.22306731948822361,-0.12067340518079164,-0.17278435749931553,0.11439401140482008,-0.039247874629362356,-0.023852023511686637,-0.028258928806837228,0.057234347824087733,0.05723434782408776,-0.2802269830689559,0.04836433197106643,0.013085932615606574,0.05499459207420782,0.048364331971066446
1.0,1.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,1,1,0.0,1e-06,0.0,0.5229798902913022,2.0928077442985433,5.6590504240525865,6.3925268407873865,0.28052221225998325,3.1121653258366266,0.09103632879345624,0.5630952981302875,0.8733123535425127,2.716001587021337,-0.13000365033096392,0.053796184216422606,-0.04268597424905579,0.2012067400257728,-0.13086194840503443,-0.17354792265409036,0.08929339873014808,-0.049406946816929115,-0.012139135881786292,-0.030546838367269437,0.04167111278829752,0.04167111278829749,-0.2488290259676229,0.04510620807718557,0.013085932615606574,0.06593532009820889,0.04510620807718552
1.0,1.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,1,1,0.0,1e-06,0.0,0.5335786619944022,2.114977368932277,5.783917126623341,6.419878306809453,0.28921220413891,3.1552270632977177,0.08139347634118417,0.574507053386589,0.798964302590339,2.7455864141487036,-0.130036970891327,0.04621925414506169,-0.038579616930399074,0.20677472719542034,-0.13022580200608339,-0.1688054189364826,0.09690364936187201,-0.046037239602084,-0.01273199078747042,-0.025847626142928643,0.044734873545781845,0.044734873545781983,-0.25894350301151015,0.04602033577248593,0.013085932615606574,0.05895124493253212,0.04602033577248594
1.0,1.0,1.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,1,1,0.0,1e-06,0.0,0.5388450017034544,2.135421197840327,5.873305939588745,6.48350947900726,0.2920795542956016,3.2156681723936074,0.08714869499949288,0.5801773500530105,0.8969769822327561,2.7608326766541795,-0.13132578767213343,0.04526606051237519,-0.04916364544640622,0.21054576680896983,-0.12615959925298031,-0.17532324469938665,0.09914565977536482,-0.045671016631021855,-0.01785354434305858,-0.0313101011033477,0.04853676173994742,0.048536761739947476,-0.2611546648443872,0.046474549441369695,0.013085932615606574,0.06311960485543378,0.046474549441369695
1.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,1,1,0.0,1e-06,0.0,0.5891160920336974,1.906708835780736,6.804490897132063,5.995083938737767,0.30228652790741806,3.534279472425751,0.09768092524515677,0.6343045069902982,0.8812695581069802,2.5177399064614914,-0.11918367913826892,0.05822639945533582,-0.0410100178248336,0.13529419623135486,-0.09810324376417578,-0.13911326158900938,0.07404321229853972,-0.043695909666494503,-0.01252143450159418,-0.02848858332323942,0.014315975797340064,0.014315975797340008,-0.19502143273255457,0.050810353365758676,0.013085932615606574,0.07074783395692999,0.05081035336575872
1.0,1.0,1.0,1.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,1,1,0.0,1e-06,0.0,0.5004807938591542,2.253043948205417,5.194074575521225,6.710128867994057,0.2806173200066373,2.9572666174016553,0.07769370432923733,0.5388703983811484,0.8555406942301866,2.89135027677944,-0.13742910309530432,0.0363446997528107,-0.05030352937272914,0.2535925935383311,-0.14272992704017168,-0.19303345641290093,0.11417033595809989,-0.045826090161930705,-0.01992689349416303,-0.03037663587856614,0.0680451919685949,0.06804519196859493,-0.29971773752783637,0.04316569574762685,0.013085932615606574,0.05627159324697374,0.04316569574762687
1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,1,1,0.0,1e-06,0.0,0.5196445867962962,2.063721576657899,5.104269286741828,6.306458795138269,0.2838632914395951,2.774727012697489,0.0832331425515644,0.5595041586797259,0.9226116861902143,2.692711533335825,-0.12775633349727797,0.03265024788143013,-0.06115566331970801,0.1732058572720954,-0.08455360989660772,-0.14570927321631566,0.10819201823145463,-0.024406777959398024,-0.02763342095332759,-0.033522242366380406,0.03654147236407243,0.03654147236407257,-0.2448564031394771,0.044818543300314984,0.013085932615606574,0.06028366883475772,0.04481854330031503
