E0,E1,E2,E3,E4,E5,E6,E7,E8,E9,E10,E11,E12,E13,E14,E15,E16,E17,B2,B4,B5,S0,S1,S2,S3,S4,S5,S6,S7,S8,S9,flux_0,flux_1,flux_2,flux_3,flux_4,flux_5,flux_6,flux_7,flux_8,flux_9,flux_10,flux_11,flux_12,flux_13,flux_14,flux_15,flux_16,flux_17
1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,1,1,0.0,1e-06,0.0141855814171668,0.2526906827432415,0.22294554242295755,0.18393202683175497,0.06851609752608369,0.884641897692787,0.019973534086587117,0.547288763090511,1.4419760429090678,1.0606547169876208,1.0458203336139344,-0.024939729448479553,0.05476608246298565,-0.008700318583568806,0.030577839949926064,0.0017126710407609214,-0.010453898134808692,-0.05894291147992754,0.05707848997724485,-0.0023124075142591065,-0.06126652185129508,0.04684325044968736,-0.0016457628954314463,-0.00015175046192181414,-0.012880976928718368,0.0016018290893180687,0.0016018290893180685,0.008100582110070628,0.00989978183498074
0.9,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,1,1,0.0,1e-06,0.0141855814171668,1.4583571814400569,0.8963358294814333,0.18643830381597912,0.2232116991434097,0.06858449494175389,1.0699199301546833,0.5547056242660459,0.2545172663789072,0.019648493774583446,1.0835461633767198,-0.024604895082557327,0.05523055407353006,-0.00881349584421006,0.03125330427389625,0.0015972293452235498,-0.010440435859145081,-0.05905265804690066,0.057430317776060114,-0.002199763702530135,-0.06250200880369802,0.04747997155433247,-0.001132250633423093,-2.5110925616948603e-05,-0.013061919259700655,0.0016018290893180687,0.0016018290893180685,0.00821096148690345,0.010030645378526068
1.1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,1,1,0.0,1e-06,0.0141855814171668,1.427807075670824,0.8745597467090624,0.1817750754558083,0.22271741967217562,0.06845292068835161,1.0252070774011341,0.5408981931730745,0.2511019307938883,0.020262005991337467,1.0410632913064393,-0.02522162946585295,0.05436255134931401,-0.00860278364365333,0.029998344320679632,0.0018106356596404305,-0.010464838969124653,-0.05884124510581339,0.056770383210019815,-0.002407831860705735,-0.06020549521168159,0.0462944500416541,-0.0020819560950346705,-0.000260226236153252,-0.012726254067524534,0.001601829089318068,0.0016018290893180685,0.008005587442588013,0.009786955282873582
1.0,0.9,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,1,1,0.0,1e-06,0.0141855814171668,1.423016045610711,0.8831815279544925,0.18249101473187102,0.22800092264827596,0.06925774736750648,1.0236597008120245,0.5492216541930095,0.2528855693895588,0.020379908859470202,1.0371668876743123,-0.023868865464604275,0.05209132275468299,-0.008664115220034697,0.029189128033018985,0.0025210997252171907,-0.010605618079955977,-0.0581001929480577,0.055239419452237204,-0.003148096697554264,-0.05929752670193714,0.046758842432531714,-0.0007357324355699857,-0.0003396737706032049,-0.011947918083782288,0.0016018290893180687,0.0016018290893180685,0.008037118247697666,0.009883439242745436
1.0,1.1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,1,1,0.0,1e-06,0.0141855814171668,1.4591093384431668,0.8861499594057671,0.18524334293343714,0.2184619183125845,0.06786534138555415,1.066134236334137,0.5454870088175775,0.2525815004930752,0.019615967723998852,1.082158065371755,-0.025908111023794894,0.057192884924322916,-0.008734837836282783,0.031844444780111586,0.0009780382420103984,-0.01031983397752359,-0.059708632287927214,0.05874742699399427,-0.0015545420696711602,-0.06306509871291542,0.04692935010537585,-0.0024594482050277616,1.683294807725954e-05,-0.01373578674047396,0.001601829089318069,0.0016018290893180685,0.00815833400862199,0.009916658134861098
1.0,1.0,0.9,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,1,1,0.0,1e-06,0.0141855814171668,1.4408790013179904,0.8903505592412108,0.18231171229202967,0.22125892962356802,0.06574367514003969,1.0469057404656437,0.5415700132929419,0.25241224265348805,0.019527887939622533,1.060823530632591,-0.024665816981099917,0.05464240498287581,-0.007950576438848212,0.030225446497539735,0.0019946448947762985,-0.009879909143109092,-0.058880553268192325,0.05655840475847318,-0.0019159997755973657,-0.06084370880053777,0.047167614765784065,-0.0018330293592991598,-0.00032750361494281177,-0.012887566288176222,0.001601829089318069,0.0016018290893180685,0.00802922155802717,0.009963665881221972
1.0,1.0,1.1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,1,1,0.0,1e-06,0.0141855814171668,1.443022316055745,0.8791419581236182,0.18549637849492168,0.22458116995484623,0.07120490881245421,1.0447610851501705,0.5528244724942332,0.2529561366302829,0.02040722948691819,1.0604809213094153,-0.02520373046822212,0.054881230025466486,-0.009427041525904598,0.030916838822956844,0.0014416217815096943,-0.011010646346448058,-0.059003812854198374,0.05758041534146341,-0.00269918531599677,-0.06167347033810529,0.04653077810247992,-0.0014623884052703678,1.822426877461092e-05,-0.012872678755537381,0.0016018290893180676,0.0016018290893180685,0.008169477991417559,0.009838233538452642
1.0,1.0,1.0,0.9,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,1,1,0.0,1e-06,0.0141855814171668,1.451946961983858,0.8775662373320656,0.1838934163803321,0.2227110322881482,0.06824275966412385,1.03951134027642,0.5498005825740075,0.2510315073458849,0.020124862186608288,1.0539834815240647,-0.024822982224696602,0.05414559851048462,-0.008619051148415333,0.030043982394337455,0.0018988485740251138,-0.010422076858389247,-0.058664661767084375,0.056564616572403414,-0.0024190180619187603,-0.06038498427338203,0.046464396296955264,-0.0017781886117398393,-0.000201196620655846,-0.012526893890516283,0.0016018290893180683,0.0016018290893180685,0.008098881660521707,0.009820600084611181
1.0,1.0,1.0,1.1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,1,1,0.0,1e-06,0.0141855814171668,1.4335687778383974,0.8907122636006995,0.18397220513816637,0.22314305176306573,0.0687494563367164,1.051235338462752,0.5451715645100733,0.25411542388590175,0.019845537760624588,1.0663804281420313,-0.02503988306727893,0.05529798740127697,-0.00877000787535934,0.031034863697222463,0.0015537755459803515,-0.01048094006233399,-0.059182297856462125,0.05751941921282511,-0.002221431811548241,-0.062021673851107254,0.04716826281665997,-0.0015330949774681746,-0.00010910309765658262,-0.013183004668471096,0.001601829089318069,0.0016018290893180685,0.008102351609791449,0.009967713614273099
1.0,1.0,1.0,1.0,0.9,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,1,1,0.0,1e-06,0.0141855814171668,1.442402795909686,0.8848175474335024,0.18388616894370632,0.22302788377305227,0.06852654282023797,1.0463789695811734,0.5469663815032438,0.2527756629824833,0.019967499011992986,1.0612116558055615,-0.02495068020964758,0.05479913947037654,-0.008702910771426525,0.030602854313765762,0.0016995108193030711,-0.01045478661727042,-0.05895255616201947,0.0571029985861905,-0.0023038591158140373,-0.061303390357516516,0.046852148795277215,-0.0016456207494718322,-0.0001500467565258238,-0.012902637869446149,0.0016018290893180687,0.0016018290893180685,0.00809856247491556,0.009901747482455711
