,E0,E1,E2,E3,E4,E5,E6,E7,E8,E9,E10,E11,E12,E13,E14,E15,E16,E17,E18,B0,B4,B9,S0,S1,S2,S3,S4,S5,S6,S7,S8,S9,flux_0,flux_1,flux_2,flux_3,flux_4,flux_5,flux_6,flux_7,flux_8,flux_9,flux_10,flux_11,flux_12,flux_13,flux_14,flux_15,flux_16,flux_17,flux_18
0,0.9542034600312468,1.0119377519384176,1.0223926264542318,0.960522909740206,1.0037173957520704,0.9713481320330729,0.9606881812470299,1.0356768933341836,1.0144388393605364,1.047451025123433,1.0160737910317605,1.0796098594464967,0.9501593065561919,1.0201098929848817,0.937241525398,1.0017327354670884,0.9880266089006813,0.9925528276215747,0.9496138178030762,0.027646696266577075,9.275880574890203e-07,0.0,0.11304368303226577,0.030233386925731177,0.05330521114769042,0.00896646045495792,0.003876571612020907,0.01593441345616225,0.003923997055630827,0.006630523698892956,0.11319772387033658,0.03492833718296399,-0.003421545572227075,-0.0001668177428540209,-0.0009559524172627552,3.0098121258153647e-06,-0.0006621256796341478,-0.002204328853679945,-0.0029820762753829427,2.9938623578560047e-06,0.0005390535785793409,0.000371928587357359,-8.337142957707199e-06,0.0015129386240145329,-0.002502247620704653,0.00035698058113757823,0.0004408311663201682,0.0013926702912039999,0.00028464007337844293,0.0016075617250439452,0.0014562945146266624
1,0.8488774908721346,0.9451242759074838,1.0833552180366035,1.0886208035939164,0.9322044055540065,0.9744657250594041,0.9191291110394675,0.9350211641026391,1.0553308482304669,0.9113321946072073,0.9637716469592981,0.9200331840194318,1.0113925596480033,0.9879269097268693,1.098604076305492,0.9670299048737505,1.0263880009536723,0.9724803596675524,0.9912310868755954,0.025678548617491248,1.06327129482603e-06,0.0,0.009122647072353024,0.11071030506612084,0.028503151158323296,0.0173326898419861,0.0035444757904177417,0.11051869454021206,0.033569860381137594,0.05258238932460634,0.007053333610061639,0.0036542066486186255,-0.003232122333199742,-0.0001650103490911689,-0.0008587769747499126,3.0494422205512294e-06,-0.0006473287619849022,-0.002490618804218967,-0.0031339442557677863,2.882739415614435e-06,0.0005553224685912203,0.000388663187291425,-8.908832323436711e-06,0.0015665882410920028,-0.002426043327100279,0.00035312799367988947,0.0004658372662161986,0.0013303385846062039,0.0003114907499548948,0.0015478969215047874,0.0013067642076318574
2,1.0651966995164805,0.9417347884116092,1.0839572500902535,0.9103999282950901,1.0998996455317678,1.0834015876475727,0.9294179488080547,1.038904321943028,1.0883703069034978,1.0530085143153658,0.9410678513067589,1.0781312882843899,1.0663165501677971,1.0645095790628296,0.9351073824432562,1.0898577503098588,1.0205370385040402,0.9183644205704037,1.0757964926877928,0.02548852334395009,9.246322414629966e-07,0.0,0.00918383350495046,0.10388865720896409,0.03161441497431213,0.017894238071275152,0.003880994219113318,0.12567293531340917,0.03200315351850566,0.047909632738217224,0.006842939965732512,0.0037578980869690756,-0.0032674367543728653,-0.00015529838125524095,-0.0009317338592913849,3.2572577417512124e-06,-0.0007556349628107535,-0.0023233986780165352,-0.003500692775720856,3.2252245390727303e-06,0.0005160303897638937,0.00035023146589950013,-7.32891409487643e-06,0.001771572064415406,-0.0025100098416337676,0.00036796006488722436,0.0004708640595731654,0.0013805012342529817,0.00027029155219275927,0.0014186612262198622,0.0014090293691495304
3,1.09347609144544,0.9385134121271294,1.0140951810623473,0.9928844287709722,1.0515213512333332,0.946992288403348,1.0473400100367805,1.0389540100120758,0.9356739092687649,1.0471884527495332,1.0224220496261802,1.0447063641512484,1.0576800177639378,0.9414515980305618,1.00806897567169,1.0814773058676508,0.9279622981026665,0.9913247093609738,0.9446556548804428,0.02448911698314981,9.922454483340077e-07,0.0,0.00910509182129783,0.11544744913890961,0.02648672114427313,0.015907264942354848,0.003989814594996566,0.12088915451943988,0.03163219753866587,0.052194458102196785,0.006264424098669268,0.0038975397814912036,-0.003220373181233386,-0.000161167449819689,-0.0008554409530590497,2.897663746188423e-06,-0.0006768066156820401,-0.0024019964158374664,-0.003045956167712865,3.261842106007146e-06,0.000542682840271005,0.0004053634342357303,-9.157998528356627e-06,0.0017362187298158064,-0.0026311186734696073,0.00032050903686252385,0.0004398324567269664,0.0014746416465447134,0.00030598995620392366,0.0013972973900037372,0.0014045278689342638
4,1.015161662620917,1.0385477249795725,1.0385369276131518,1.073842072622496,1.0157208251562917,0.9633064337820937,0.9888352714203376,0.978869962080134,0.9724981170832712,1.0225499380337997,1.0736417722418468,1.0152767262609887,0.9203552903837254,1.0727277862700353,1.0580564097072036,0.9106855234338042,0.9361243858459954,0.9215773890814825,1.033786047071643,0.02436829471084406,9.269014047367496e-07,0.0,0.009437102866270423,0.09995575967786956,0.029036236674907078,0.017374590571804707,0.003923110666067746,0.1115383045124903,0.03139766554086413,0.055379631721780155,0.0070423780902890915,0.003294864943707213,-0.003603435648297986,-0.00015976967661886088,-0.0007999297826658717,3.203024777280974e-06,-0.0006966384023206976,-0.0026398089430661083,-0.0033514622426632267,3.17229107624487e-06,0.0005252155375308443,0.00040719871983116836,-8.69239381659035e-06,0.0015026168187266687,-0.002641976244276548,0.00035541893561176935,0.0004403546841329137,0.0013396256053533338,0.00030578651658226086,0.0016481564115049538,0.0013052859816244113
5,1.05239657959537,1.0161655761859785,0.9819168141901157,1.0328095940667033,0.9365093979921179,0.9626430438373624,0.9854233792754553,1.0306979167798154,1.0004856766062606,1.0031527425874136,0.9518112935537879,1.0199280691652106,0.9240559424536404,0.9235233485501262,0.9335055357927206,0.9818778997338449,1.0990050224468124,1.0753225201284964,0.9259303433651234,0.026467086281787067,1.0889226880384521e-06,0.0,0.010379824824735973,0.11646604908100068,0.028016641567207214,0.017459866288505484,0.004008663939085916,0.12668824755750835,0.032629387792729315,0.051171755087541446,0.005981789502245968,0.003916465967097487,-0.003272623817651846,-0.00015244395464142525,-0.0007825114488644129,2.8947309964088435e-06,-0.0007072905806610249,-0.0025109915706461204,-0.0032658255546576666,3.0539778818293774e-06,0.0005338131173609643,0.0003638550005383725,-8.38272073424447e-06,0.0017416108284495477,-0.002439723875447636,0.0003373523564987238,0.00041465422439347855,0.0014694133278127476,0.0003033878505177132,0.0016794852141668083,0.001332655789069354
6,1.0595513430512626,1.0348046108275226,1.0911056259543712,0.9076709316904628,1.0302824894998606,1.0577942355481271,0.9730896621925436,0.9240183915697688,1.0184239360988443,1.051941772870083,0.9534124358714607,0.9896099708513256,0.9071341628654909,1.0579018001556089,0.9987405634584486,0.922814203203911,1.0841923438623984,1.0998295399113838,1.056616904334033,0.026550396471459226,1.0183579007559752e-06,0.0,0.010290551066630703,0.11412623917047775,0.03128044377177474,0.016852213709688344,0.00417555993255881,0.11247209266974635,0.033198536551383086,0.05161929075603366,0.006625235890925993,0.0033050908159023154,-0.003069458016599894,-0.00017371981915498803,-0.0009217522613059112,3.0623260885108435e-06,-0.0006936523491315343,-0.0023306974785479127,-0.0030601238598798957,3.39657980128381e-06,0.0005450726845932044,0.00038868504779064785,-8.111047346874435e-06,0.0016575616479410987,-0.0022150326490984343,0.0003129398896668308,0.0004398356519528637,0.001458954709154731,0.00029398193846852106,0.001531783818817893,0.0013737804023990824
7,1.0911068310350402,0.9091019330555172,1.0340192897552207,0.810260801126852,0.9514956053783712,1.0625434103278795,1.0482865993787096,0.9655720533622477,0.9226702028766439,1.0956656204510287,1.0192005277814813,0.9760231633679153,0.9979643639274056,0.9621511553420141,0.9008042058180422,1.0756028751395053,0.9532199369537333,0.9213323335287447,1.0108243089302618,0.027402703457808052,1.0981702070690249e-06,0.0,0.009010952739320458,0.11406267094797523,0.027590881228031702,0.01857013307896394,0.0038063434175312984,0.11968307412588668,0.030037495062978467,0.05012515491284011,0.006204854673974874,0.00385085844063851,-0.003267769940136962,-0.0001590224163038516,-0.0009571454284307173,2.6629380796283296e-06,-0.0007186813922673717,-0.0024889272458387046,-0.0029635612270881933,2.9021840532462744e-06,0.0005574470506693336,0.0003729953680994442,-7.717376639113128e-06,0.0016034476652555868,-0.002432363047460878,0.0003664788900494647,0.00043683257284310586,0.0012897646255670527,0.00027844778594526804,0.0013927486608914074,0.0014549539764685264
8,1.0443922068283726,0.9267990297702436,0.9696464720874522,1.1849551050956713,1.0105670490561174,0.9323889252953996,0.9082811284005841,0.9954722095412986,0.9286692453308666,1.024318313962816,0.9929696148971269,1.077879785666561,0.9434394568929425,1.0026046275076443,1.046301859544211,0.9454180397400833,0.9735159635280763,0.9766580039640865,0.934406151964294,0.02434530985372155,9.166230889365581e-07,0.0,0.00998872252106594,0.10420373151698219,0.031491417461836806,0.01682857642106923,0.004256542194404498,0.12428478519473511,0.032302153686971084,0.05097061625094583,0.006304262237658757,0.003907366301723795,-0.0031299307719189888,-0.0001737413393574189,-0.000894978239204124,3.11275282186303e-06,-0.0006677033201173842,-0.0025211443606976795,-0.0029382954177763552,3.472242342947255e-06,0.0005428021495360164,0.00037788240411295356,-7.549434454178316e-06,0.0016792298972737843,-0.002635329823349133,0.0003131799234629225,0.00044044058129790993,0.0013313280971737635,0.0002710727825027822,0.001577299453259736,0.0013717857938689145
9,0.9040997678956648,1.0491774348567775,1.036851898173956,1.0048096391433674,0.8428111273374669,1.060055897823017,0.904401721140952,0.9987164129811256,1.0036578614524378,1.0452638152277403,0.9322384317058358,1.0274040277097314,0.989715085200809,1.0362688044706194,1.078160406457054,1.0564762902114717,0.924350255208219,0.9537222297700464,0.9916421522100434,0.02468866138476585,9.66581351759603e-07,0.0,0.00844834855180503,0.09882841588074437,0.026559982930154765,0.015117343975600848,0.004063459144447781,0.10978359351994495,0.030608759749726298,0.05376105500001261,0.005946005776758781,0.0032278026562294667,-0.003329654132693066,-0.00015621314426311265,-0.0009109897356519962,3.420207368713606e-06,-0.0005651665180229053,-0.002239998373995683,-0.0032892646598018547,3.48983512311679e-06,0.0005154117231264609,0.0003588636881418212,-1.962323625967628e-05,0.0014768492748000555,-0.0024410778137553854,0.0003162156121395672,0.0004502037512513284,0.0012675163519774413,0.0003135865746162897,0.0015794558621186196,0.0012761390485574568
