E0,E1,E2,E3,E4,E5,E6,E7,E8,E9,E10,E11,E12,E13,E14,E15,E16,E17,E18,E19,E20,E21,E22,E23,B2,B5,B9,S0,S1,S2,S3,S4,S5,S6,S7,S8,S9,flux_0,flux_1,flux_2,flux_3,flux_4,flux_5,flux_6,flux_7,flux_8,flux_9,flux_10,flux_11,flux_12,flux_13,flux_14,flux_15,flux_16,flux_17,flux_18,flux_19,flux_20,flux_21,flux_22,flux_23
1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,1,1,0.0,1e-06,0.0,1.0058203636432486,0.33529207125468574,0.8053057815670184,2.775716892781176,2.236786474700999,2.879801557650302,3.406891801990282,0.7331685501199465,0.5702433322160692,2.111915103228347,0.031609364668485206,0.13353626865749624,-0.09564226486729109,-0.587346327747919,0.4076370302500117,-0.35112949842814406,0.013171698062170606,-0.10299591036621354,0.37739043610466305,0.10920450482520488,-0.2517362890302868,0.017368660229112105,0.5105167544842429,0.45394515701289107,-0.07818483995728698,-0.7534594282898206,-0.38409682481358376,0.81380260767443,-0.39824965357601905,0.21802483517207372,0.07714492296761088,0.16757157454714144,0.0771449229676109,0.16951561106530844
0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,1,1,0.0,1e-06,0.0,0.7394547697550982,1.007476796966335,2.891141169738099,3.4198580263600253,2.2372778028188622,0.3313543600624063,2.8064510268047522,2.1209099344115314,0.5718214676635053,0.8063790757798256,0.016040074102378888,0.1347400733491554,-0.09592745467665509,-0.5893871603103326,0.40694187111073743,-0.35529865354756307,0.013360297463653093,-0.10430458615799529,0.37895225130654114,0.10771201911843227,-0.2520898860415094,0.017075189727506948,0.5170955729943651,0.45560682647509676,-0.07909814294990913,-0.7523946132372157,-0.3855859780605463,0.8129263023131653,-0.4045778640623606,0.21985221808727817,0.07724774006034857,0.16757157454714144,0.07724774006034861,0.1702375928825949
1.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,1,1,0.0,1e-06,0.0,0.727042203339609,1.004209477035792,2.8686724777520585,3.3941444761058084,2.23638289502741,0.3391614515587705,2.7460254613387365,2.1031276797170206,0.5687290955890213,0.804265920352989,0.046724432016660336,0.13237127311818858,-0.09536067796826965,-0.5853369034222144,0.4083027536210033,-0.34706170887372656,0.012987352147760815,-0.10173057186355167,0.37586441935733195,0.11067082956126903,-0.25139285606117256,0.017653349106876125,0.5041182452394346,0.4523082192204867,-0.07730390974152557,-0.7544494080606459,-0.38263065594766227,0.8146051754381405,-0.3920866768501907,0.21623653177441793,0.07704530861603232,0.16757157454714144,0.07704530861603229,0.16881027709429075
1.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,1,1,0.0,1e-06,0.0,0.745432564503101,1.012534779505116,2.9333870617223288,3.4514335563529817,2.200850950993272,0.3342841048225516,2.8279397792088523,2.1428786425435766,0.7088027660293714,0.7993477481349637,0.0323321242172683,0.12540250638707615,-0.0968323060059973,-0.5982674092671765,0.4085984491473325,-0.36155061340287176,0.010443717173726039,-0.10068406862266899,0.38290169432237164,0.10872439693928651,-0.2532303672138794,0.014274720590681116,0.5110630201082345,0.45710858861708514,-0.07969558277620975,-0.7620500720176171,-0.38910125901218506,0.8264862070156304,-0.40609018022009513,0.22509809860244456,0.07657416830438227,0.16757157454714144,0.07657416830438228,0.17200093979833483
1.0,1.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,1,1,0.0,1e-06,0.0,0.7286852867189256,1.0033435462087985,2.8602299139859575,3.3905279560039356,2.2502099852522055,0.3356811070240895,2.7565004566263753,2.1005847438163854,0.5200577374869793,0.8075028507814442,0.03134454798998321,0.13650354615481933,-0.09520456185834923,-0.5833594530981013,0.4072798969076389,-0.3473021468965479,0.014158284517662944,-0.1038564208177757,0.3753736601341737,0.10938801986478931,-0.2511841414775014,0.01848884081938068,0.5103067208674394,0.4527630171420488,-0.07762816533585301,-0.7502856686221164,-0.38225815460697604,0.8091547638521115,-0.395380355678859,0.21544029069360104,0.07735539300170352,0.16757157454714144,0.07735539300170352,0.16860616503863232
1.0,1.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,1,1,0.0,1e-06,0.0,0.72465596392708,1.020944916450842,2.9415944376698175,3.528559583998116,2.255737371936825,0.32155736777838473,2.907245332754062,2.193171417104403,0.5786381145607473,0.8089353322026749,0.03153094746011106,0.13754826248483448,-0.049920034614033125,-0.5989610480072438,0.4090770080795497,-0.34426760202132667,0.012675635439090137,-0.10837727213752878,0.3924390172105017,0.10385301261465327,-0.25497456669196245,0.01649535490821557,0.5127005179180156,0.4772963365124798,-0.08301366374026321,-0.7685660096274891,-0.3981040743371929,0.8166471202090017,-0.39276402235374386,0.23600958651752701,0.07749261872567423,0.16757157454714144,0.07749261872567426,0.1760377547246621
1.0,1.0,1.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,1,1,0.0,1e-06,0.0,0.7409793543225766,0.9917260731909975,2.821232745393681,3.2936313918134354,2.220517280784439,0.34889356918819137,2.6549298421685092,2.0376075674729726,0.5627274919592917,0.8018810818318084,0.03165202080450904,0.1298422262691769,-0.13760563984818827,-0.5762843516531657,0.4062020758476188,-0.3573562971431019,0.013622594735336366,-0.09803203502418664,0.36362838433514927,0.11449032117787719,-0.2487029730690167,0.01818759650965389,0.5084137073681347,0.43238947226769947,-0.07375053779894135,-0.7393761022613471,-0.3710372540255871,0.8107038546776565,-0.40331604419254385,0.20165978031241605,0.0768168510683308,0.16757157454714144,0.07681685106833078,0.1635512201146142
1.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,1,1,0.0,1e-06,0.0,0.8859493790444951,1.0660356104251318,3.5955463467460103,3.8518419918268716,2.1557578472400096,0.5048945830967536,1.7782526991534848,2.4427175249572564,0.5457742211453841,0.8779297725345887,0.035271794009963955,0.1256174983442055,-0.10684777622908398,-0.3782465885819415,0.49281705188671865,-0.45822095542193014,0.01919105881593576,-0.06011992849764215,0.43595749863286687,0.17143690404146328,-0.26454816098911366,0.046306511030627565,0.5598563849561666,0.4541615016534749,-0.0392721751675696,-0.884749516083885,-0.43465177331503446,0.7716715368034484,-0.3942867729094087,0.28337523779570006,0.08410199730761106,0.16757157454714144,0.08410199730761109,0.19606789745955785
1.0,1.0,1.0,1.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,1,1,0.0,1e-06,0.0,0.6173434238183824,0.9508321382421012,2.276291713442409,2.9344286394561823,2.3640187020402577,0.25591267263961,3.4444280012108126,1.8047991954118634,0.6041497735610346,0.7444707299752381,0.027390183619001605,0.14232037664984937,-0.08269773867035272,-0.6706342552512445,0.3424993827158956,-0.2658623995668755,0.008257433908471341,-0.1303312742825907,0.32264259445027194,0.0804956394877667,-0.24009214210778296,0.0037316684587873038,0.4671968708264891,0.4264978214166469,-0.10462051572034595,-0.6265681405451338,-0.32909685575310405,0.7781818479642032,-0.36782210146526645,0.15609782617029638,0.07131717967282644,0.16757157454714144,0.0713171796728264,0.1448645535006338
1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,1,1,0.0,1e-06,0.0,0.6947197171262536,1.143490062172845,2.437437267037021,2.9656647570056975,2.142938368176979,0.4108160550517246,1.8402926576729068,2.1389247954518544,0.5088495449593318,0.6475192438052679,0.027221519705847005,0.09764503580372635,-0.08198175769607641,-0.5041139584047436,0.26606562358018104,-0.3312614930648995,0.013200518489193236,-0.06429232623197631,0.382905158261578,0.13518839101143806,-0.28908854448511584,0.02015219108255676,0.43116922197639745,0.40722505677024834,-0.046414828984548614,-0.6479732754742842,-0.3117181684139895,0.6594724267683997,-0.3564222671801502,0.2034705597741201,0.0620296331242047,0.16757157454714144,0.06202963312420473,0.17168357912186288
