E0,E1,E2,E3,E4,E5,E6,E7,E8,E9,E10,E11,E12,E13,E14,E15,E16,E17,E18,E19,B2,B4,B8,S0,S1,S2,S3,S4,S5,S6,S7,S8,S9,flux_0,flux_1,flux_2,flux_3,flux_4,flux_5,flux_6,flux_7,flux_8,flux_9,flux_10,flux_11,flux_12,flux_13,flux_14,flux_15,flux_16,flux_17,flux_18,flux_19
1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,1,1,0.0,1e-06,0.0,0.2467237036326564,0.7247927212606177,0.022109326270030635,0.5866078863633192,0.08799275335525972,0.09655138016114227,0.24521163645150829,0.38967497572297505,0.015933109965223465,0.05308239166760879,0.09895458894624129,-0.0024795358483020585,0.03712038422244439,-0.014189061695798321,0.004833687664506843,0.04326066210156786,0.00033277488557265957,-0.0031871284900560157,0.00033277488557265783,-0.00022718603331263118,0.11347642552761225,0.02107848801365042,0.027688617733056885,-0.02718742437080129,0.010738356704004127,-0.021967475943059048,0.009204580456074876,0.03382059674682033,0.005166462550079504,0.009204580456074876
0.9,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,1,1,0.0,1e-06,0.0,0.25327512222574305,0.3874520320681308,0.08864678867701506,0.5873814973115401,0.0968886461402772,0.7168510886192857,0.24938212140292484,0.022189662514174566,0.016359111146677298,0.05277382301585304,0.0972561852014662,-0.0015425492151184828,0.03728836181342004,-0.01436201533856411,0.004850347313712158,0.04254755487607743,0.00033488804712428037,-0.0032981666790328004,0.0003348880471242821,-0.00014691369624020637,0.1119530885871546,0.020789052686425263,0.02769076616819072,-0.027347084659954713,0.010006441394174562,-0.021217203749946068,0.009450681948989107,0.03382059674682033,0.005185235360836439,0.009450681948989108
1.1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,1,1,0.0,1e-06,0.0,0.2384086366199317,0.39157436226488124,0.0874438770008838,0.5859492976997072,0.09627124631581128,0.7315220878115017,0.24448579301367382,0.022042786285542414,0.015569831335465498,0.05334589248465703,0.10039162675029559,-0.003272188221705663,0.03697776835706304,-0.01404236902010466,0.004819836540606101,0.04386575126223221,0.00033107708082203216,-0.0030941715818546545,0.00033107708082203563,-0.0002946513695238264,0.11476507285122231,0.021323574058237975,0.02768840311637786,-0.027052447272474318,0.011357511605248258,-0.022600360413022096,0.00899471387116136,0.03382059674682033,0.005150913621428133,0.00899471387116136
1.0,0.9,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,1,1,0.0,1e-06,0.0,0.24489024538185647,0.389702994462431,0.08782538977556668,0.5858743575049713,0.09655988589072464,0.7240225972121954,0.24658946328322143,0.022117353315876647,0.01591357044691628,0.053083531067800914,0.09879176162842271,-0.0023565351330240153,0.03711344316481158,-0.014168957795451674,0.0048336730024284725,0.04326295171105196,0.00033466529151077954,-0.0031717580007962487,0.0003346652915107787,-0.0002208832496542936,0.1132953847153852,0.02103449696662638,0.02769926746679681,-0.02713622579109687,0.010730011241826699,-0.021948094286136408,0.009193292448360478,0.03382059674682033,0.005168338293939253,0.00919329244836048
1.0,1.1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,1,1,0.0,1e-06,0.0,0.2455005310390139,0.3896496998290346,0.08814327219992839,0.5872671481409513,0.09654373070916608,0.725484939560122,0.2468444187920985,0.02210211284882244,0.015950667060752412,0.05308135384419961,0.09910095929077375,-0.0025901243287663246,0.03712661231562402,-0.014207128998823572,0.004833700449463133,0.04325858422499017,0.0003310764830252743,-0.003200962673560905,0.0003310764830252791,-0.00023284839904631587,0.11363916477262256,0.021118044204890662,0.027679040701251566,-0.027233468714174657,0.010745843074275466,-0.02198485779858443,0.009214723215326138,0.03382059674682033,0.005164776932488407,0.009214723215326138
1.0,1.0,0.9,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,1,1,0.0,1e-06,0.0,0.24561347341999182,0.39225922250536405,0.08776183876883084,0.5862965187152546,0.0976356608259082,0.7264388762756918,0.26245557541589437,0.02231382883933399,0.016041506580047354,0.05345145702128663,0.09903229865583615,-0.003146172208405351,0.036263735304368445,-0.014146324304975897,0.00489114308608127,0.04331442648057308,0.00032310720994990945,-0.003148856408254505,0.00032310720994991465,0.00032075981734348835,0.11350173017076193,0.02118708763168626,0.027317293785933026,-0.027111862531716675,0.011105989608558766,-0.021782697687936677,0.009267201335778904,0.03382059674682033,0.005214250296031181,0.009267201335778904
1.0,1.0,1.1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,1,1,0.0,1e-06,0.0,0.24486687504697413,0.3874518639623704,0.08819276424305289,0.5868811821943923,0.09561789643387371,0.7233790819347999,0.2331689965400845,0.02193306991759557,0.01583997473789081,0.05276497766500446,0.09888815609657459,-0.0019049684293565294,0.03785901721676983,-0.014226031982211285,0.004784237023494202,0.04321479205025106,0.00034103829945250456,-0.0032201908995192347,0.00034103829945249936,-0.0006993754251798361,0.11345522637823842,0.0209846342806009,0.028008865689782447,-0.027252851367980266,0.010421689336974422,-0.022126905844846313,0.009150776101807546,0.03382059674682033,0.005125275322946706,0.009150776101807546
1.0,1.0,1.0,0.9,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,1,1,0.0,1e-06,0.0,0.24389305745973638,0.38725351079806614,0.08791620946061926,0.5946961298318095,0.0956374183068028,0.7186295277310132,0.2463475685612608,0.02197075157793421,0.015749508600273462,0.05272303377056171,0.09883988777021588,-0.0020887253852684418,0.036782681054451566,-0.013198307715090216,0.0047828079678661475,0.04315671312636561,0.00035127272909281056,-0.002974942624145483,0.0003512727290928136,-0.0003607923444085663,0.11238946821439894,0.020911562234735587,0.027323375025558087,-0.0271708107593646,0.011050530132941373,-0.02163468756829466,0.009098513684484912,0.03382059674682033,0.0051340806969589585,0.009098513684484912
1.0,1.0,1.0,1.1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,1,1,0.0,1e-06,0.0,0.24645050101760574,0.3919494988981394,0.08806651547412536,0.5790934932240245,0.09741284374925317,0.7305841118902453,0.24708606543152578,0.02223938464760596,0.016106533981808845,0.05342027308852234,0.0990622100338176,-0.0028451434070691645,0.03743984922674799,-0.015120549596395298,0.004881685139921131,0.043356746898067455,0.00031516918827544614,-0.0033847860700119397,0.0003151691882754479,-0.00010261296272181218,0.11449792881848836,0.02123625233937965,0.028032468505077526,-0.02720358122907193,0.010442593253068795,-0.022280969742173973,0.009304767758948654,0.03382059674682033,0.0051968543281965774,0.009304767758948658
1.0,1.0,1.0,1.0,0.9,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,1,1,0.0,1e-06,0.0,0.2459090715409573,0.3904206462622034,0.08816506975310706,0.5865268528055653,0.09705723819823582,0.7268313919249219,0.24741198837865458,0.020996794988015918,0.016007974768793124,0.0530120318500472,0.09924023704468393,-0.0024811384329759822,0.03731553680342423,-0.014150024818567478,0.004453214567507551,0.043174832954400486,0.000453273927598947,-0.0032233208327087006,0.0004532739275989531,-0.00020220759803027746,0.11384353579085033,0.021170923712078196,0.02786549924502145,-0.02723799671267312,0.010856119141871477,-0.02198503072576053,0.009247829960372513,0.03382059674682033,0.004906488495106498,0.009247829960372511
