,E0,E1,E2,E3,E4,E5,E6,E7,E8,E9,E10,E11,E12,E13,E14,E15,E16,E17,E18,E19,E20,E21,E22,E23,E24,B0,B6,B8,S0,S1,S2,S3,S4,S5,S6,S7,S8,S9,flux_0,flux_1,flux_2,flux_3,flux_4,flux_5,flux_6,flux_7,flux_8,flux_9,flux_10,flux_11,flux_12,flux_13,flux_14,flux_15,flux_16,flux_17,flux_18,flux_19,flux_20,flux_21,flux_22,flux_23,flux_24
0,1.051847708654539,0.9365582478722088,0.9986442038818721,1.0086743926374233,0.9672053476226138,1.043683522021416,1.0663616947181458,0.9116849002031212,1.0219467656868684,0.9381135301031238,1.0274507772333452,1.0328045534589771,1.0055130086715867,0.9073630537132866,1.0503358993488734,0.9828035991181864,1.0730197915830642,0.9799679160778192,1.0987633215861854,0.9833603128205922,1.0260468204593647,0.9834722533874182,0.9773460124625165,0.9000994747607112,0.9759700721968435,0.0,9.339136098802329e-07,0.0,0.21049612766730072,0.5525151855569277,0.33058997493152703,0.2200181252426396,0.019924664895758382,0.6974825508833578,6.449773871638041,1.2455387552817696,0.2028607650534943,1.9705764944368405,0.006610480085870451,-0.12526515861353701,-0.01077397356937098,0.12123173966152294,0.06584815879147406,-0.14269957422581986,-0.04090777613051965,0.13749263927267322,-0.15306249665580723,0.19014839392290253,0.021611201815820342,-0.28376912663067233,-0.18375304613217872,0.01742875393787844,0.0636691617746299,-0.3669474713641501,0.11693949611396165,2.32290559269731e-06,-0.0066145106239203725,-0.022041877720569186,0.024814766848287217,0.03174096237790921,0.0011276648470374116,0.0023335910089311053,0.032655838173330023
1,0.8241648873777552,1.0280320633672622,0.9493265884399629,1.0338921568468848,1.0896591820212365,0.9376165095046083,1.0450515073643019,1.0213565235516016,1.0482748293531492,1.0307006415762658,0.9350435352269351,0.9441391711803652,0.9927821333281572,0.998782909454987,0.9567762251741516,1.0647678637103417,0.9608844262702493,0.9804002497854782,1.0120254431430684,0.9768585515388466,0.9784332472079684,1.0906325110307058,1.0860506299204087,0.9191443837969154,0.9929816399531695,0.0,1.0569943544660653e-06,0.0,1.2111359749943233,0.692042178600458,0.21771589294921365,0.32603814115986535,1.7834522256854741,0.2043410512001152,7.7493038439965485,0.02162466241651664,0.5578848051351399,0.20032912379482498,0.006728813964606075,-0.14475076425957076,-0.009567485181138624,0.1326941038539252,0.0693490909173969,-0.1222930042691465,-0.047986347326106286,0.14769326032202892,-0.1740049148744634,0.1944172568170969,0.017906826240770366,-0.28517446938937957,-0.18657907900522233,0.01767289726558276,0.0585332174286558,-0.36609444310457734,0.11434166765367908,1.806689419641465e-05,-0.008037599165772498,-0.024411258087661574,0.02751644565520624,0.02890423761967731,0.0011724119958720926,0.002540442740104217,0.03180105139418277
2,1.0312217504985672,0.9284491367287238,1.017291437209039,1.013748763083743,0.965117271321342,1.0616308846143299,1.077304783894025,1.0894762512538427,0.9806018964573139,1.0954631984052743,1.0710465982564088,0.9480578226424566,0.9666707521413405,0.937713446042316,1.0912399725789916,0.9176219333951539,1.0121128475094907,0.9202451463184897,0.9907075519513079,0.990780082508482,1.0486931768759329,0.9103830233684276,1.077214383592276,1.047547902097172,1.0078480663124028,0.0,9.566802899426886e-07,0.0,1.2791681251977849,0.6514683521056948,0.19334860753770688,0.32479278190310634,2.015295587791219,0.18125910767383255,6.423891117900126,0.02087501771363624,0.5104349271724111,0.19020673364027418,0.007893514541139903,-0.1448139407257089,-0.009543595357838303,0.13232372533456613,0.05834716967113069,-0.14119200713900645,-0.04275585537278683,0.13812270153034142,-0.1582525932736351,0.204973435662739,0.017776060199030656,-0.3107759954928975,-0.15796565236196825,0.018006549269040193,0.05512052299425729,-0.347408871049369,0.1125170727801528,-1.0902584824845421e-05,-0.007755048555911067,-0.02315201149420347,0.025875733479431458,0.033708921406540304,0.00115725946151295,0.0025434083118805184,0.03333560836062533
3,0.9972745570760937,0.9246802665678594,1.0984110969059286,0.9158473861401689,0.9985005595618393,1.079469372869978,0.9531787553841171,1.0883110347739189,1.0565584744306817,0.9804923605591248,0.9215877192298763,1.0663060812240612,1.0720603421613848,0.9090468956907842,0.9394585289619406,0.9388986133729775,0.9733873785097208,1.014932345384796,0.9490760101897797,0.9969805632943762,1.014646482217718,1.090787861750104,0.9227838520427295,0.9525156100175068,0.9962043030296653,0.0,9.011988936446695e-07,0.0,1.1594265373459491,0.6649817375012773,0.19483547357585337,0.34225824525419507,1.9880566110173,0.1706824486015056,7.69935462566556,0.02064725506395337,0.4785578456038225,0.1945818699251942,0.006175929410170338,-0.12031595365476236,-0.010048614604569678,0.11703228853327895,0.06225589780163544,-0.1459258234723797,-0.03952962812606599,0.1332630666583385,-0.1706083143175467,0.21126232622571428,0.018642018910636684,-0.29535223457860926,-0.159434953990242,0.016153850453962785,0.055831833707788873,-0.3605481605352554,0.10823765672386386,0.0005686214798937397,-0.006997872582693287,-0.022399335258904144,0.029606349490555083,0.0337802199832196,0.001147482656988535,0.0024230406898843957,0.030648322015188523
4,0.9174151496617674,1.176787884792351,1.0904694192327877,0.9740997079770157,1.0888017306491036,0.9366565555844697,0.9217165748409957,1.0028031162204276,1.0662909664550237,1.093825577078267,0.9779215894107384,0.9743907417330242,0.9772423913631262,1.0075096261894858,1.085281774502794,1.08346055507538,0.9243211205397968,1.0869451483712904,1.0055274767233626,0.9436174228322156,1.0572923716363407,0.9020206192294287,1.0050525202284188,0.9124394037504228,0.9145809951297256,0.0,1.0615434416846947e-06,0.0,1.1212258079180968,0.675374257115415,0.20847383018549628,0.39938894892912863,1.6719245056407404,0.19458892365197947,6.426466446359049,0.02044202224149735,0.4553833708035823,0.19854536710002837,0.007567543770991296,-0.14352388523277457,-0.00910356443705069,0.12204042882877104,0.07179509523744113,-0.12409571701018614,-0.045601509069520006,0.1728710907954332,-0.16161968355535355,0.20298980756339652,0.019964312451501643,-0.30219579526240714,-0.18899813337638077,0.02028487087506547,0.06512671082733422,-0.3775582865083312,0.1195033520270426,-0.0005397094992938192,-0.006683358156685288,-0.021866537277898678,0.028733195570384635,0.030674019997230878,0.0012496890917666867,0.002552372228765396,0.030120492641223535
5,1.0184610483764902,1.0372093715784347,0.8194426024593059,1.03040311794767,0.9089408543627877,0.9941871667313023,1.0136579785205224,1.033860644512484,1.0146563815452645,1.009416238945071,1.0453104478529682,0.9016117780985229,0.9842437322853645,0.9215064001559063,0.9834458673578677,0.909816418528023,1.0898286887788458,1.0425151215178956,0.9750966035363413,0.9500715169666246,1.0760261271224227,0.9222811855905774,0.9833829520967947,0.9162872591385153,0.9085000735915368,0.0,9.338949112371553e-07,0.0,1.2427160519215874,0.7247275084259822,0.2111477682239753,0.3466372065954539,1.8737389611256534,0.20494954581526703,7.358374891293331,0.022089468598079844,0.5205315793570264,0.1724215578269055,0.007399301294894252,-0.12069508793204094,-0.009221879143522436,0.12832597580552704,0.06453080984853339,-0.12569452132335973,-0.046116951910482984,0.15741860351753004,-0.14751119470646318,0.18777278090169755,0.019901465651426004,-0.30862204060366866,-0.16776925496657888,0.01783357104386846,0.06050774758770013,-0.40689379177119434,0.11104213825592223,-2.6855625514079508e-05,-0.0069519829288086366,-0.020660292214343585,0.0253607821303441,0.032435968524739914,0.0013119081864315205,0.002297745762612553,0.02907300879719218
6,0.9005770760572114,0.9056601702371497,1.186503553267725,0.9958045552916911,1.0116402036833938,0.9234208589358895,0.9169786986492767,1.0452957991670806,0.9491649693197892,1.074686538106332,0.9804554608773044,0.9414653085281453,1.0438526190407744,0.9683589858717039,1.042316218736499,1.0743593082887262,1.006553028293896,0.9600875013888176,0.9842346498644607,1.0172154331004006,0.959241316137568,0.9270762723896757,1.0500514224559698,0.9376374303878525,0.9404888840478459,0.0,9.84536183402051e-07,0.0,1.148633607181639,0.7403066914513902,0.18710039038563764,0.39420874413565765,1.9595935773989475,0.19325095059886943,7.739843731609038,0.02201998380780473,0.4845813410707017,0.18390430898238208,0.006725975420379989,-0.14099288306067462,-0.011050089472065294,0.14051805763585629,0.05939979859712998,-0.14175226222566994,-0.047595383336173205,0.15067111272466302,-0.16736932423827666,0.20676650671839406,0.021329087826080086,-0.27923361727955276,-0.1702249111829761,0.019385680494035423,0.05940086651229736,-0.41285442405688416,0.12401328345702403,2.9639445130933746e-05,-0.007503236070175752,-0.02273100872635339,0.02937960324272,0.03396223126141683,0.001274132955433949,0.002477842093407245,0.03469437960261188
7,1.0443346874794739,1.0944262758306462,0.9254594108940116,0.8989824080167529,1.0572745420977459,1.0330621559982216,1.0438955939391288,0.9990243179878329,0.9478763759298339,1.06239482778845,1.0380253946740314,1.0323668311939453,1.0170848712961336,0.9231949871770437,1.026407401172487,0.943619317739061,1.0321035399276803,0.992428204546939,0.9184901604885287,1.018332958088049,1.0657029823322297,0.971552364765356,1.0407230527200322,0.9730217998445441,0.9386109331861568,0.0,9.397433345990373e-07,0.0,1.3192569080805434,0.808655348836105,0.2435634137371683,0.3649364179127388,1.7784304212404614,0.2076040968740028,6.571652613820323,0.020938862363311078,0.4925116081320217,0.2026488921927612,0.007686553337365841,-0.1347962230334791,-0.008739264064751033,0.14257466487573117,0.06452391952985508,-0.13654978846385682,-0.05361689249947829,0.1560255250952434,-0.1678769139455125,0.2351888412488151,0.018581259493761295,-0.31691656057673845,-0.16959055130334272,0.01792961018479768,0.060967046911314576,-0.4355258103170403,0.11944624096469744,-0.0004495832489944858,-0.00786099457989587,-0.023230295419138677,0.025883706168205126,0.0373049190242759,0.0012117863614508186,0.002522826379345881,0.0350073159942401
8,1.036550046033987,0.9249270168963433,0.9966979217692605,1.0754054083463838,0.9587231206162607,1.0544518418534723,1.0503790893202745,0.9886925198702441,0.9252763105128007,0.9403208648254348,1.0180945742751735,0.9638446526223006,1.0865710411379712,1.063098625415041,0.9859858343487432,1.0298036431618154,0.9400070117040438,0.9834894823467827,1.0574992395680076,1.0062523294686692,0.9526930333499455,1.0073670961112613,0.9558864150299322,1.063345169725824,1.029992552734192,0.0,1.0487816342805158e-06,0.0,1.1574364783804363,0.6810678127936253,0.1768780037009046,0.3535663857676635,1.8961438569145597,0.18557176517504673,6.933421936872134,0.019655002197921267,0.4949439042084473,0.1863115812372512,0.0063313660895917565,-0.11631330208639835,-0.009702748158856085,0.11873682369487232,0.0676220833128792,-0.11470561088333249,-0.035659855912256545,0.15060608678131512,-0.15920721799107498,0.17837588187098927,0.01809832714390547,-0.2595608134624373,-0.16959159219886843,0.01614691432909763,0.05585259020109978,-0.34925384996488995,0.1152027883020689,0.0003282266754364956,-0.005939053179879095,-0.019881885436805947,0.03057746629346694,0.02678608542710786,0.0013653440770897412,0.002475686310729809,0.02839030286306804
9,1.0024604901717007,0.930279997675333,1.0488942992029877,1.081795339709019,0.8398036356918623,1.0492715212934667,1.0300441834840464,1.0977585407195576,1.0599427259176004,0.937986101945576,1.029136884949399,0.9740480028458055,0.9192494217265967,0.9713355916052449,1.058065660643809,1.0793502598525033,1.0616380009695394,1.0211018389422903,0.9870161533088551,1.0041537791009354,0.9695101861005901,0.9894981451862526,0.9161935749765605,0.9487193467153623,0.9065349244231028,0.0,1.0000369065358892e-06,0.0,1.281861945479777,0.6936013503268489,0.1879474930373548,0.3857433007047946,2.0257498665798406,0.1785545020623782,7.105278404455193,0.022764520334309625,0.46561149112114253,0.1979295533095857,0.007168428960261833,-0.14117551149248445,-0.009372631474869242,0.11927896595471603,0.06047147324161003,-0.11980781242130027,-0.043001533459718716,0.1463837426679636,-0.15670004688247133,0.20306558864484772,0.020290040981884652,-0.28707131140596626,-0.1861312501325654,0.018815539708819905,0.06019189329884809,-0.3524772464563364,0.11615177646889052,-1.9576206827390294e-05,-0.00568931896064356,-0.023023292326291984,0.02925928053765342,0.02870756979615146,0.001193435091333585,0.0023387742695927137,0.028464560462645578
