E0,E1,E2,E3,E4,E5,E6,E7,E8,E9,E10,E11,E12,E13,E14,E15,E16,E17,E18,E19,E20,E21,E22,B2,B5,B8,S0,S1,S2,S3,S4,S5,S6,S7,S8,S9,flux_0,flux_1,flux_2,flux_3,flux_4,flux_5,flux_6,flux_7,flux_8,flux_9,flux_10,flux_11,flux_12,flux_13,flux_14,flux_15,flux_16,flux_17,flux_18,flux_19,flux_20,flux_21,flux_22
1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,1,1,0.0,1e-06,0.0707490687942363,0.7848042701443668,0.667074844385723,0.006216522548623662,0.8100571977697408,0.3242814545327835,0.029005352561866718,0.6108891349729179,1.6383881187579277,3.976202159434641,0.29317958303566183,-0.15949443452449727,-0.03034973444120992,-0.12198485247878343,-0.012342382598005255,0.005990986626444247,0.07214340862546403,0.06433408207863622,-0.10116056279473572,-0.0051912408760361305,0.12124047308199169,-0.1454326537398392,0.029356488557365876,0.031529485070735254,0.020137198628415075,0.04498709470991435,0.004517244783180887,-0.09145207713551869,0.02507650638378004,-0.029605355044418215,0.005287738573848002,0.0453083878021421,0.005287738573848002,0.004517244783180887
0.9,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,1,1,0.0,1e-06,0.0707490687942363,0.33345678712395294,0.5982173404063416,0.7883113625884963,1.625166309546307,0.805981319968517,3.964929726395619,0.29429017984705025,0.6641330691942332,0.006340828150285548,0.028968732091729045,-0.14791323990202232,-0.030507743549861188,-0.12166356752740326,-0.012752492028922063,0.004465191603633151,0.07045389580695369,0.06360268769633914,-0.10153024363126086,-0.00480325609259373,0.12054944611728804,-0.1390537932959977,0.03205745782053855,0.03545619902484217,0.01975092929694818,0.045557790224389105,0.004511541572805004,-0.09221544596586212,0.024967042183806326,-0.029393622139745956,0.0053934722086433065,0.0453083878021421,0.0053934722086433065,0.004511541572805004
1.1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,1,1,0.0,1e-06,0.0707490687942363,0.31552115445969386,0.6227296820744433,0.7815542815870741,1.6506916919565044,0.8138491169850516,3.9865196554367746,0.29214118711976317,0.669793195062581,0.006094008544180436,0.029037914815335512,-0.1703496371325223,-0.03019954302388317,-0.12227831770824257,-0.011960853926970341,0.007442247060067627,0.07370632503145148,0.06500907597913008,-0.100819857827758,-0.005558098493844397,0.12188317240060008,-0.15138847668063896,0.026767844392446463,0.027882258026030157,0.02049633418531199,0.04445187574325463,0.00452231597372397,-0.09073944336018963,0.025177782956448777,-0.029804397716240688,0.005183528861414082,0.0453083878021421,0.005183528861414084,0.00452231597372397
1.0,0.9,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,1,1,0.0,1e-06,0.0707490687942363,0.3253737262998834,0.6112599695213441,0.7864931338970729,1.6329892796811978,0.8100584561861472,3.9745671589856326,0.2936963366929952,0.6746301075828472,0.006216907787764509,0.029056522072674954,-0.16005084801326613,-0.028673423244339694,-0.12175182243691646,-0.01264157246542226,0.005971906536418062,0.07271383449342336,0.06380186216935202,-0.10136938551537127,-0.0051476525024790505,0.12265168392990095,-0.14531491622250176,0.029550853139542615,0.031926119638102934,0.019973634139102314,0.04495644813682503,0.004525213836660359,-0.09169651917623185,0.024965267638670033,-0.029573284737324207,0.005288066256060893,0.0453083878021421,0.005288066256060892,0.004525213836660361
1.0,1.1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,1,1,0.0,1e-06,0.0707490687942363,0.32328656511995374,0.6105516066874237,0.7832697027956096,1.643307052690723,0.8100581142623651,3.977670540052999,0.29271034613652835,0.6602025268324984,0.006216056984299984,0.02895896196453445,-0.15898762574244435,-0.03187379235554431,-0.1221961668032339,-0.012070267750257796,0.006008281327434018,0.0716247755892441,0.06481751125083401,-0.10097080669506557,-0.005230794740148358,0.1199568462573909,-0.14553937287121152,0.029179080161304882,0.03116943551553157,0.020286128919513265,0.0450152324156742,0.004510019989641942,-0.09122999196527526,0.025177852957205118,-0.02963447180970132,0.005287342567493809,0.0453083878021421,0.005287342567493807,0.004510019989641944
1.0,1.0,0.9,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,1,1,0.0,1e-06,0.0707490687942363,0.32661537245879413,0.6180446875984544,0.7994617276680239,1.6696991015435048,0.8370498661511725,4.167093573499405,0.2997527719024032,0.6574179127484298,0.006380922146950819,0.030643846604169085,-0.16061095969506767,-0.02723213524178003,-0.11593323431130072,-0.00995172036891652,0.0062695530916280565,0.07505660238143808,0.060673126140242006,-0.10301690222954879,-0.005257372157268752,0.11938170802552249,-0.14620757830050107,0.02866662402074474,0.0318157158596609,0.020529787321425463,0.04758235857286831,0.004772421087246712,-0.09298710898503333,0.02560996859725933,-0.03068060895600181,0.005427575933207713,0.0453083878021421,0.005427575933207713,0.004772421087246713
1.0,1.0,1.1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,1,1,0.0,1e-06,0.0707490687942363,0.3220542057805406,0.6041995623203846,0.7712354570912877,1.6090208069440768,0.7855722650900959,3.8021237877627554,0.287131602829554,0.6753427995041865,0.006063163034656736,0.02754836813810933,-0.1584273581454486,-0.033143509549622474,-0.12734603772159284,-0.014446690244667326,0.005734220047295176,0.06949886531336737,0.06759095967478335,-0.09944146912771144,-0.005131918161081774,0.12283526470990758,-0.1446854020306425,0.02997293818280461,0.03124190018060425,0.019764915513433925,0.04264945122088798,0.004290336481568558,-0.09001921448506112,0.02457589807226359,-0.02863273653793721,0.005157291847176291,0.0453083878021421,0.005157291847176291,0.004290336481568559
1.0,1.0,1.0,0.9,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,1,1,0.0,1e-06,0.0707490687942363,0.32389878903511005,0.6104214787894535,0.7839337522689922,1.631804808221079,0.8114588320042126,3.9552932587858933,0.2930553991898775,0.664468582518447,0.006184237270783424,0.02904323301587183,-0.15930334361730106,-0.0302400220352768,-0.12132233671250263,-0.011925392148952397,0.005969974631596001,0.07213969241397683,0.06408855676140812,-0.10104982158718302,-0.005215157933703658,0.12075374873835554,-0.14536715175111317,0.02931628683885458,0.03140512748164988,0.02000437212565072,0.04519154900075037,0.004523144221323443,-0.0913115194321559,0.024951900810230663,-0.02967143406112972,0.005260276900916602,0.0453083878021421,0.005260276900916601,0.004523144221323444
1.0,1.0,1.0,1.1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,1,1,0.0,1e-06,0.0707490687942363,0.3246134200168524,0.6112943673184976,0.7855589539737726,1.6441066024735238,0.8088361451310293,3.9943858658760605,0.29328675936589416,0.669340270839189,0.006244606182542296,0.02897221825302571,-0.159660212737493,-0.030445288494410652,-0.12256104494289446,-0.012705003355553248,0.006009213151924937,0.0721463528728836,0.064547653785199,-0.1012565688968351,-0.005170435526175498,0.1216635554483066,-0.14548935039867664,0.02939141365676648,0.031637553062211346,0.020252609759162907,0.04480916201188941,0.004512084501697057,-0.09157404886896255,0.025184754826027618,-0.029547798999822805,0.005311626352457855,0.0453083878021421,0.005311626352457857,0.004512084501697056
1.0,1.0,1.0,1.0,0.9,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,1,1,0.0,1e-06,0.0707490687942363,0.3243429159917601,0.6123333499122442,0.7846728326790078,1.6400765550669079,0.8109116230504817,3.979137189678315,0.2932281513557766,0.6676469750505633,0.006224108407914211,0.029040756696123788,-0.15950954996898842,-0.03036197945494097,-0.12207303329055784,-0.012297716738136122,0.005541422436389227,0.07237332696150067,0.06446692875027982,-0.10114206727415982,-0.005194112943416082,0.12134765191464633,-0.14611407339673485,0.029390078305953166,0.03156330543693818,0.020179330466508594,0.04496812238666971,0.004522758563454235,-0.0914251957672895,0.025092572875355823,-0.029636598079029443,0.005294191062433714,0.0453083878021421,0.005294191062433715,0.004522758563454236
