,E0,E1,E2,E3,E4,E5,E6,E7,E8,E9,E10,E11,E12,E13,E14,E15,E16,E17,E18,E19,E20,E21,B0,B1,B7,S0,S1,S2,S3,S4,S5,S6,S7,S8,S9,flux_0,flux_1,flux_2,flux_3,flux_4,flux_5,flux_6,flux_7,flux_8,flux_9,flux_10,flux_11,flux_12,flux_13,flux_14,flux_15,flux_16,flux_17,flux_18,flux_19,flux_20,flux_21
0,1.2733679736728276,1.1468300859004912,1.4832728074193495,0.7970026516507697,0.6896198109942594,1.4956634263916877,0.8108920729584665,1.3249510096694836,1.4626053959605279,1.0919426597302868,0.6637204914488666,1.4316226157053045,1.4776758994055041,1.199938220905298,1.459181385290693,1.166844847026181,1.178289057495593,0.7603691120926634,1.288737057322867,0.5200960229895671,0.9750177720797094,0.6154047572707974,0.0,1.0587937112147977e-06,0.0,0.08229944844654921,0.838725121118402,0.1991454834531664,0.20338924450032628,0.029867548002339143,0.7717313976602898,0.023552655191035315,0.13239369255992242,0.05065156222393386,0.12747296011032114,0.0005382534831918444,0.00301634992026488,0.007343139276533506,0.0025220602519058313,0.038388113953361606,-0.007965523973620004,-0.054609334770339045,-0.022028000703426455,-0.0007332083008183058,-0.00812382981773816,-0.003989637364551655,-0.012002141326567019,0.004915836022134356,-0.03937310800576586,0.023772211086443854,0.010591391202545892,-0.04022250512722964,0.0026055695296522755,0.004943458694723238,0.011589946254422289,0.005124418366385614,0.05947461324530041
1,0.5240318966856345,1.3213583448411774,0.6605243952139676,1.417547625047026,0.7568199839866667,1.4116051354871766,0.8351295926128922,0.7343779343829439,1.0591037859664563,1.0638213548687485,1.1027615973959937,1.447360304752825,1.2542380441809398,0.9155860408480718,1.4924826077387667,0.5197133846338071,0.5831688318310279,1.474412253192904,1.4568870376254202,0.9738718403405445,1.1242515995337934,0.9746653884380131,0.0,1.160801086564878e-06,0.0,0.5692129879559057,0.1560373876300236,0.12926430663880545,0.047232229682297754,0.3234197980403173,0.2194042210922812,0.023180835280442902,0.6493432040580177,0.06001313308193527,0.07980584701348005,0.0006876560223995809,0.004355599862928454,0.008602461625866087,0.0015236320079027572,0.029025396788596072,-0.005820396341965071,-0.0541592146615535,-0.01118575222845038,-0.00047036962216763257,-0.005978072778534751,-0.004323040827074949,-0.01482273153585542,0.0034953525686944906,-0.03253922792679796,0.011075434213833757,0.006040122624105306,-0.03306411782704914,0.003391701499644184,0.0027963153043595837,0.0076381141833237135,0.005695183164018964,0.09006589360873395
2,1.8682771707463246,1.3993696220652114,1.3564200999520462,0.5491527029876351,1.3623246432153746,1.1627199375059267,0.6526279919011954,1.4386804533047988,0.8169869341428663,1.1721480693963828,0.8736694797565807,0.8944794463228137,0.7060425206498908,0.7105863236811208,1.0602157685299258,0.8496984765250374,0.8484158202623249,0.7792819357373465,1.3138478878245854,0.6332636528554573,0.6370217059056654,0.6813236623043614,0.0,6.414380683675594e-07,0.0,0.8405229571044484,0.11176464162725008,0.13325880684856836,0.07323271789693045,0.24398940397184193,0.3203762039779774,0.014526617098885305,0.5619825317267668,0.06305427219486974,0.06758392410633764,0.0010494844076819776,0.008118522916143487,0.003472214276434861,0.0013962229378753188,0.034764651624736784,-0.010270485865547485,-0.04290667486195747,-0.014874606650337867,-0.0008904462754854253,-0.006898207143875804,-0.002322025450670038,-0.009635838552449713,0.004828918869878238,-0.032699689904815976,0.014704955808595323,0.005179729498089544,-0.023583137925007335,0.0024127789459988352,0.008385168919057379,0.007904625503410399,0.006895941681196948,0.06641522643545539
3,1.474573889319271,0.3769709382484825,0.8797768529517987,1.3474356581453923,0.7639662871430547,0.8508856834843801,1.2664057128782575,1.3783973918530936,1.1845389272088283,1.2278994536658427,0.5157621951182016,1.0515196826589142,0.5859642535971997,0.9605241051773306,1.1544032531468522,1.1424678794733247,1.0500581861180316,0.8014125670602958,1.2374573081448594,1.0988920500599861,0.69940712222534,0.9384654745421301,0.0,1.0308136292691057e-06,0.0,0.8293807856887061,0.16643243983441705,0.11358804218780566,0.053976663951790724,0.18109374951319002,0.19417863903837182,0.02068552934412329,0.5373085078673738,0.02950341872002945,0.06299957893065584,0.0006043526965137149,0.0021148663597730117,0.002941957202956753,0.0018057619701741091,0.026730456092561448,-0.007642458241341083,-0.03180620493380362,-0.012859348799849355,-0.0008946603309827992,-0.005299835414345196,-0.00405487603659778,-0.005821149180251255,0.004570294993914085,-0.01678965713041089,0.027727651963411423,0.005050556950166405,-0.026293312436928788,0.0026064295243011567,0.005877778993724587,0.011047415691368674,0.004015842588465061,0.08088628842421768
4,0.984667814561342,0.9491211241475417,1.3632589831812383,1.281221426982602,0.9449547985940125,1.2591344310243535,1.3584024827268761,0.7393167497019566,0.5689644621378559,1.3646818575853086,0.8205495226787909,0.6330230853857264,0.9547179253996745,1.3445694767186982,0.6124234734095503,0.576500144740918,1.1648750670316992,0.6035104353823191,1.199967502775961,1.096452898165471,1.2549289888100368,1.2431483124025215,0.0,7.881980029069059e-07,0.0,0.6007004419482727,0.15644291892329895,0.27859388211194175,0.09458271811015952,0.2538297853794343,0.15066635921044946,0.02470006677852281,0.591609741682059,0.05406819501973793,0.059074295686314754,0.001478612520554437,0.005787297456846911,0.01068550988562745,0.0037856045575538014,0.023444759017802973,-0.011310799708792256,-0.04188037012468246,-0.029391910758249266,-0.0007469551480444541,-0.006940198757504837,-0.003134407023615774,-0.010783364454820381,0.006823949150979321,-0.03452570676667863,0.024371184850407342,0.005756836558547435,-0.04827986130303495,0.0030507235755867306,0.004151749469448473,0.011612495717109336,0.007560693677018008,0.07613009166411604
5,1.3836627765299814,1.2371888429514075,0.6356072717706416,0.744804716231592,1.392737151324716,1.1885316719156573,1.033533510723398,0.7663377851040645,0.6435813926923533,0.9933356055317301,1.3756603615359406,0.7447344122950281,1.3120313447627465,1.187526861658702,1.4763023231518133,0.716010748430395,0.5423554151239635,0.5207625604650716,0.9984935056583824,0.5728267556697989,0.9455008658426902,1.3184476896059545,0.0,6.804359744004065e-07,0.0,0.7442415832913246,0.16937671914198654,0.16196646484808255,0.07334603905015136,0.1441537898833249,0.26114823985620733,0.020725360800208138,0.4326710931354421,0.051562292973084164,0.03836987108341003,0.0005979714174389307,0.006301572438813095,0.0038409080889131014,0.001413364109413013,0.041856527828357616,-0.011273835590021796,-0.04444252337270128,-0.024535736281045495,-0.0003119715615473941,-0.002666232885517978,-0.0022948534290700546,-0.016237798997444073,0.003954167449215864,-0.03313975811250523,0.012593285706762014,0.0035833964650983543,-0.0400932079344152,0.0033049958844875702,0.004232973594833523,0.011340616070085876,0.00783906712616779,0.047147291002381075
6,0.7719935251180516,0.582331687665073,1.7476248551160314,0.6373028172317167,0.6523760362342732,0.9202580858036367,0.8722546181062847,0.6406946755259927,0.6634046688617519,0.601541080656468,0.653580311647771,1.1259363694751525,0.9252292347480507,1.0449958191594066,1.062821270692816,0.8870636688069484,0.8543673338730923,0.7211221915335811,1.0880268152929609,1.3268219565317139,0.8095676539594835,1.2555452856728173,0.0,1.4127081195195842e-06,0.0,0.6605831178160911,0.13670632005609848,0.12266595116225248,0.053424743690494665,0.30193413977295647,0.3291857548202751,0.014826025015188848,0.7849027974471676,0.04618885800683203,0.07835276935823932,0.0015820329005046695,0.004269885940207935,0.007267114937186986,0.0033879919862138427,0.0429481342313061,-0.007881310819059299,-0.05901567503614943,-0.013535812683009674,-0.0009036830986599649,-0.007974062964894517,-0.0037091980658771596,-0.009414823875581485,0.004447667661344995,-0.033850536095020554,0.01181342253425625,0.011415039458502776,-0.04344274144746956,0.0034130641626459075,0.008393154408927298,0.011497737355490591,0.00478948828895358,0.08309563348478992
7,1.4620976887825405,1.0429393932042283,0.8055900379159243,0.6866329242014457,1.331907432980063,0.6592679970462549,1.0400426665396818,0.8119193196062363,1.3018785986179848,1.4677898961817426,0.9519692339338377,1.4868453623482298,1.3531008354975684,1.1811840785036556,0.5858928006374428,1.349877312820619,1.3973519433888892,1.099496979416712,0.5949820499875672,1.1153098468848515,0.7007353008222549,1.2304421487194004,0.0,9.797548940892387e-07,0.0,0.6315611044509397,0.15105580095920693,0.245219509861507,0.06472272011798415,0.2930691593923434,0.2410610440954502,0.011315874359922814,0.8606506111087996,0.05035451202040558,0.040117867751300704,0.0009934741471105573,0.008404608893413117,0.004713632017197674,0.0009079026088996929,0.043666313648446746,-0.004471445547413502,-0.04185982624391457,-0.017020629189332642,-0.0005573163593686699,-0.004379470548869975,-0.004587163660447454,-0.012372382365395755,0.0033865229055710646,-0.016754379882761163,0.020925455213283338,0.010038925262188693,-0.02212272899854598,0.0041493344446416475,0.007521496428720634,0.010627502902873487,0.0045757777876284855,0.08916225245901481
8,0.9985848962089486,1.3604287714685181,1.109302320150575,1.7208494258266205,0.708952281226874,1.0957700019153265,1.14239019598597,0.588929390921534,0.6349160685896137,1.1019598618816624,1.020360781172808,1.1100678606881627,0.9416144033681806,1.1650084059360695,0.7311450093500469,0.5147016215934886,1.3912097433353638,0.7433315382703808,0.5834247704486079,1.0732504694541598,0.5241985710822955,1.4061564937559923,0.0,1.3249041123849025e-06,0.0,0.4348255617718704,0.07811905150225423,0.18802316829992655,0.06614029680933338,0.3592486666000849,0.22376043434596904,0.00929019381937836,0.6206935612883137,0.044850201295195,0.036272435643164395,0.0007552196465818724,0.003247348591843019,0.003655004971559171,0.0026868222144856473,0.03562845619044254,-0.006551012850689237,-0.05465702782089601,-0.010159744710671137,-0.0008162460464347902,-0.004297542621084207,-0.003656541892086939,-0.01846786853188666,0.006786638430018419,-0.03567167290048226,0.020082429432500895,0.004088299125218221,-0.062416509377638076,0.0034581787923249805,0.0069005071351153835,0.009724306191633789,0.002830367100997596,0.046074485506072106
9,0.7595724914679332,1.0960026857136447,0.8290730169605505,1.0009148324221813,0.29758609161270266,1.419341340197852,0.7956660835571688,1.2303414986990102,0.9034449597205744,0.704023955491088,1.1868270973739512,0.8592531305660357,0.6928028867876321,0.5102561557766231,0.9299274012918018,0.5907547503177842,0.6420294739548326,1.298841240258446,0.7940675301722888,1.3784723221456958,0.9102732653313043,1.3370819881582883,0.0,6.01724268923635e-07,0.0,0.5453373589417022,0.09613610909115698,0.3595326035677033,0.08887379156304025,0.4036710486185475,0.23241940980783393,0.014986806853358,0.9290667347430135,0.050737656392051064,0.12465210036085607,0.0008739918102772921,0.0050501071786471004,0.0025914481162566073,0.0029321074869565764,0.03173554232837901,-0.007577576200627742,-0.06954628733447898,-0.01844144560370877,-0.000974329342283993,-0.007417725728617618,-0.003922308030429873,-0.01108320539230011,0.003601337430970038,-0.042086512678206386,0.020085995953293325,0.013727003233856136,-0.032555184323851356,0.004272910318720091,0.012908922096379267,0.00684205536463365,0.014346131685042673,0.08321816038814576
