E0,E1,E2,E3,E4,E5,E6,E7,E8,E9,E10,E11,E12,E13,B3,B5,B8,S0,S1,S2,S3,S4,S5,S6,S7,S8,S9,flux_0,flux_1,flux_2,flux_3,flux_4,flux_5,flux_6,flux_7,flux_8,flux_9,flux_10,flux_11,flux_12,flux_13
1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,1,1,0.0369755045589383,1e-06,0.0,0.15933378885481256,0.21968994798318864,0.019785797462543782,0.9141858070829973,0.003872517038928384,0.0200941653253694,0.016122274210833995,0.012492124626690273,0.36631158897058147,0.011262987024633388,-0.0007958836548412522,-0.00019982205405943108,-0.0009555829689756427,0.00041800319738314945,-0.000377880457458104,0.0004180031973831499,0.015547383039958614,-0.001173764112299357,-0.001929525027215565,0.000418003197383149,0.015747205094018057,0.03049870447913541,0.0009739420582399251,0.01574720509401805
0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,1,1,0.0369755045589383,1e-06,0.0,0.0039286761423375895,0.9136567654806257,0.019759479391508267,0.21957736901910307,0.020127282599679684,0.017482356164082127,0.011004982498791371,0.15508960025421978,0.3659119977162984,0.012291753184291206,-0.0007689376623048194,-0.00019241234710705088,-0.0009904561488011752,0.000369915761457759,-0.00039902190084706096,0.00036991576145775813,0.01553761489716659,-0.0011679595631518805,-0.001966003364846003,0.00036991576145775813,0.01573002724427361,0.03049870447913541,0.0009755472160448294,0.015730027244273644
1.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,1,1,0.0369755045589383,1e-06,0.0,0.0038521680217839544,0.9143746131696974,0.019795050431050832,0.2197297285406802,0.02008193184787595,0.01565128159349401,0.011355291390185467,0.16085242714649312,0.36645358692319013,0.01256377734659878,-0.0008054950507750524,-0.00020241923110002856,-0.0009429658218736234,0.0004352217553882541,-0.00037027329538679755,0.0004352217553882532,0.015550890149405215,-0.0011757683461618494,-0.0019163149369354447,0.00043522175538825494,0.01575330938050526,0.03049870447913541,0.0009733491150618202,0.01575330938050525
1.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,1,1,0.0369755045589383,1e-06,0.0,0.003975958975833068,0.9144410481324522,0.02024645450904872,0.21974052619153,0.02057496577899241,0.01641051369924711,0.011472648340220583,0.1621712553994753,0.36649822109723007,0.012743222651645358,-0.0008088173041419563,-0.00020293449483044408,-0.0009856607293931147,0.0004174541868606227,-0.00039136311728133486,0.00041745418686062186,0.015552293644223461,-0.0012001804214232922,-0.0019829066559859617,0.0004174541868606227,0.01575522813905389,0.03049870447913541,0.000997245926592848,0.015755228139053907
1.0,1.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,1,1,0.0369755045589383,1e-06,0.0,0.0038388002505885866,0.9141017668134563,0.01963533755238613,0.21967326589361266,0.019937193952931254,0.016027611159945766,0.011194198761738224,0.15840189397879315,0.36625010107712713,0.012409877565843157,-0.0007916250458638906,-0.00019879411192468954,-0.000945799901511132,0.00041812215107067197,-0.00037350289479321956,0.00041812215107067154,0.015545767706537303,-0.0011651279406571105,-0.00191213373024355,0.00041812215107067154,0.01574456181846204,0.03049870447913541,0.0009663338287324205,0.015744561818461997
1.0,1.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,1,1,0.0369755045589383,1e-06,0.0,0.003893006876319879,0.9142700129812037,0.0195906836771734,0.21916034872898085,0.021232494114166514,0.015999986095671354,0.011172786916344992,0.15810878672158468,0.3654621935203348,0.012384714454957797,-0.0007899184217101413,-0.00013275872483626064,-0.0008766705324671316,0.0004179625178947059,-0.0003719559038154355,0.0004179625178947072,0.01557793208800465,-0.001161874325525577,-0.001905786133156448,0.0004179625178947063,0.015710690812840933,0.03049870447913541,0.0010291156006893177,0.015710690812840905
1.0,1.0,1.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,1,1,0.0369755045589383,1e-06,0.0,0.00386486337220178,0.9141541855048149,0.019858883847481204,0.21988833198661858,0.019667789135153425,0.016167972594072176,0.011296714186562078,0.15979165379672605,0.36662969285627267,0.012532313098836949,-0.0007981126918546258,-0.00022494266843688104,-0.0009851547695659806,0.0004180066412900769,-0.0003801060505645489,0.0004180066412900734,0.015535937251276576,-0.0011782187424191745,-0.0019384308435482728,0.0004180066412900769,0.015760879919713477,0.03049870447913541,0.0009532760739822919,0.015760879919713457
1.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,1,1,0.0369755045589383,1e-06,0.0,0.003976223174663736,0.9133800893322207,0.01975411475015308,0.21954155352019475,0.020169270447177312,0.016760659667299473,0.011965506296393688,0.1676902195082039,0.36574152497470847,0.01349966668238587,-0.0007552795857510997,-0.00019141368440897012,-0.0010188465273554565,0.0003415631642778576,-0.0004137164214732429,0.00034156316427785653,0.015531285190238771,-0.0011689960072243431,-0.0019964288501708293,0.0003415631642778574,0.01572269887464775,0.03049870447913541,0.000977582322815372,0.01572269887464774
1.0,1.0,1.0,1.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,1,1,0.0369755045589383,1e-06,0.0,0.003827603829247119,0.9145345779081478,0.019799507469904033,0.21975413577986738,0.020061629459460547,0.015835714648134366,0.010950783667251286,0.15560671155617015,0.36655840815434837,0.012046306855790818,-0.0008134648479750303,-0.00020346165996636828,-0.0009281854452685943,0.0004511029553239171,-0.00036236189265111406,0.00045110295532391556,0.015554353833572038,-0.0011758267406261457,-0.0019005505259283742,0.00045110295532391643,0.01575781549353844,0.03049870447913541,0.0009723650806597771,0.015757815493538406
1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1,1,1,0.0369755045589383,1e-06,0.0,0.003477742678512454,0.9168313216022851,0.019864873305016052,0.22010792613785798,0.019774022647405215,0.018502535854934905,0.012632421052894485,0.1819454310584264,0.36807059362050126,0.013543473797732805,-0.0009280247308805041,-0.00021891510665618744,-0.0007175460488031329,0.0006787092598070309,-0.00024931547107347304,0.0006787092598070314,0.015603907051679862,-0.0011773402019539774,-0.001675971144100923,0.0006787092598070314,0.015822822158336053,0.03049870447913541,0.0009584250952977904,0.015822822158336053
