E0,E1,E2,E3,E4,E5,E6,E7,E8,E9,E10,E11,E12,E13,E14,E15,E16,E17,B0,B6,B7,S0,S1,S2,S3,S4,S5,S6,S7,S8,S9,flux_0,flux_1,flux_2,flux_3,flux_4,flux_5,flux_6,flux_7,flux_8,flux_9,flux_10,flux_11,flux_12,flux_13,flux_14,flux_15,flux_16,flux_17
1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,1,1,0.0,1e-06,0.04280803993257,0.18490025366259313,1.26596875431614,1.93945360406588,1.6454025869164608,0.4878817983795673,0.6049814873447866,1.446745653509829,1.3834699231844039,1.2793586631123814,0.7462459127952538,-0.0729531300599256,-0.10869724018516347,0.23641851399762145,0.23641851399762143,-0.014916080606400595,-0.220268102796065,0.48651877800648774,-0.5151158307645356,0.29569067190589965,-0.23320134041815813,0.1748076256783464,0.06495877053765049,-0.6887718414873498,-0.17365601072281417,0.013407800364581592,0.023831582723889688,0.013407800364581593,0.44105830088876896
0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,1,1,0.0,1e-06,0.04280803993257,1.2054255171857298,1.9227678360278337,1.3317970866610922,0.7323638338936316,0.4198798128398808,1.3850251011166543,1.1840969445336178,1.5683508746692334,0.15912846955912904,0.5994246148589809,-0.036791555591504224,-0.10857593893395079,0.2230512953994213,0.2230512953994213,-0.013712568490574895,-0.223195217129795,0.4736716495103658,-0.48546066410283906,0.26176640488902697,-0.19868726923848384,0.17176559496183696,0.06485876781827106,-0.6588953708550609,-0.17343470675222178,0.011538993105242224,0.023831582723889688,0.011538993105242222,0.42224202734240773
1.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,1,1,0.0,1e-06,0.04280803993257,1.3452691234657406,1.9528035279203417,1.4279459783211632,0.7576571723809035,0.5514948194635095,1.5003156725167723,1.3403093708818272,1.711709833120209,0.2090086827405602,0.6095553369292763,-0.10807317300358547,-0.10784877040419494,0.248016069665194,0.248016069665194,-0.016074985343599524,-0.21689856590382295,0.49706460625621596,-0.5415755294042469,0.32765330486434807,-0.26555041131101476,0.17722374320194367,0.06478445951027292,-0.714208759318715,-0.17263322991446806,0.015155991607038769,0.023831582723889688,0.015155991607038769,0.4573897835543367
1.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,1,1,0.0,1e-06,0.04280803993257,1.259669580062589,1.9227424166743254,1.3431230176739561,0.7374104910442822,0.45769458253794026,1.410181314610929,1.1467655387785924,1.5876763589950553,0.17345972875466897,0.6016507026002992,-0.07284070378652861,-0.08876628029963352,0.22657483422720398,0.226574834227204,-0.01809031889376511,-0.2139586092257696,0.47671408124050363,-0.5077075434885442,0.28651239465945705,-0.21762712737373685,0.1671557380576597,0.06859834893287925,-0.6650721727210571,-0.15736462923251282,0.012578205645304558,0.023831582723889688,0.01257820564530456,0.42991121007239375
1.0,1.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,1,1,0.0,1e-06,0.04280803993257,1.287697921218435,1.9465489687074955,1.4008229170066973,0.7499671222589924,0.5009536340450094,1.4624084331103633,1.318255101684691,1.670276548520023,0.18985429322382216,0.6063999627356802,-0.07298479630603306,-0.11740624267211247,0.2406779899300874,0.24067798993008735,-0.013513945980670128,-0.2229846279691301,0.4906905098605579,-0.5182455654865785,0.29962167659077005,-0.23994896590623727,0.17812741102240603,0.06332496300013964,-0.6989767711588307,-0.1807312056722523,0.013767036072047985,0.023831582723889688,0.013767036072047987,0.4458332929138337
1.0,1.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,1,1,0.0,1e-06,0.04280803993257,1.4949313343477717,2.110100739670617,1.9583917370410444,0.9208562796066952,0.5634591712133562,1.9600757435512417,1.5363711823430226,1.9514942375911748,0.21354300166945378,0.3981452735647163,-0.08867676825801052,-0.08664959455515553,0.21006881211126552,0.21006881211126552,-0.050075486519001955,-0.3427165818917356,0.6529363670410049,-0.5969899877480156,0.4047674461812674,-0.26899155660241736,0.28733354080452933,0.10914998561037148,-0.7927895679135424,-0.1957995801655269,0.01548479182112008,0.023831582723889688,0.015484791821120078,0.5975533259537988
1.0,1.0,1.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,1,1,0.0,1e-06,0.04280803993257,1.1599038817743919,1.8391805615156867,1.1057532228742826,0.6545613972454156,0.444821127677341,1.193933998116348,1.123142499559625,1.4818123824140912,0.16858087269333483,0.7651313129717449,-0.06457888279369527,-0.11595710427191441,0.24305183659641522,0.24305183659641522,0.0008588024598475963,-0.16347716048025884,0.40481139215697887,-0.46896629635000087,0.24261701273724096,-0.2127447737475073,0.12265131015297459,0.04443320845302064,-0.629356609074936,-0.1603903127249351,0.012224421771123043,0.023831582723889688,0.012224421771123043,0.36398554182969467
1.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,1,1,0.0,1e-06,0.04280803993257,1.2858645701621978,1.9447899451821697,1.3994351602380664,0.7513453696134701,0.4902039346379092,1.46116626002707,1.2738909261784295,1.654427231501993,0.18578031023496902,1.0653279158754903,-0.07341627781593656,-0.10820046816007989,0.23589444088472758,0.23589444088472758,-0.01585148260189606,-0.22358652507375443,0.4911839311622749,-0.5176140258873971,0.29873210657743826,-0.23430326986193312,0.17785719500191122,0.06615814040325214,-0.6919726344507291,-0.17435860856333207,0.013471616517335416,0.023831582723889688,0.013471616517335418,0.4454546010904314
1.0,1.0,1.0,1.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,1,1,0.0,1e-06,0.04280803993257,1.2771283957343413,1.9376214186810572,1.3780168598582372,0.7445002758556356,0.48708519106735126,1.4418176158281013,1.2632563930195955,1.6423117263260831,0.18459835083574566,0.44873393529686234,-0.0727945259135276,-0.10886512516687186,0.23659429484273478,0.23659429484273473,-0.014597226851810086,-0.2191359002947263,0.48492464884108116,-0.5142590609166838,0.29465163553246954,-0.23282329383081257,0.17376717912197603,0.06454955102587273,-0.6876737371094284,-0.17341467619274453,0.013385908275459522,0.023831582723889688,0.013385908275459525,0.4395559276683306
1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,1,1,0.0,1e-06,0.04280803993257,1.2808701493189358,1.9260405807884242,1.378732447062496,0.7518273092590644,0.48891648121581477,1.4423829034304563,1.266898724563489,1.646140605440337,0.1852923837226157,0.6080580033315612,-0.07354741717205458,-0.10922564084968245,0.23736417579624958,0.23736417579624958,-0.01421171702221724,-0.2210504068390322,0.486838016679716,-0.5156117807617007,0.29634954590853674,-0.2337190453320338,0.1739406527427736,0.06438222247395295,-0.6892196440853362,-0.17360786332363543,0.013436235163656163,0.023831582723889688,0.013436235163656165,0.4397282625834577
