E0,E1,E2,E3,E4,E5,E6,E7,E8,E9,E10,E11,E12,E13,E14,E15,E16,E17,E18,B0,B4,B9,S0,S1,S2,S3,S4,S5,S6,S7,S8,S9,flux_0,flux_1,flux_2,flux_3,flux_4,flux_5,flux_6,flux_7,flux_8,flux_9,flux_10,flux_11,flux_12,flux_13,flux_14,flux_15,flux_16,flux_17,flux_18
1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,1,1,0.0265397103957109,1e-06,0.0,0.11757928288781029,0.029076936682696345,0.0545279922769088,0.009462293703907058,0.0038841515758414264,0.017385879775020246,0.003587258256579925,0.006569099707572437,0.11039152574477289,0.0324447252015274,-0.0033312563660238014,-0.0001614158778980676,-0.0008839275140848071,3.0027835951522213e-06,-0.000713827107400135,-0.0024473288519389945,-0.0031720424275403242,3.0027835951522484e-06,0.0005381445604498267,0.0003819334055615005,-8.386730796796244e-06,0.0016315654626934935,-0.0024473288519389945,0.000343283216230583,0.0004467582646133551,0.001362294680492124,0.0002853423867152873,0.0015379772274424326,0.0013622946804921238
0.9,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,1,1,0.0265397103957109,1e-06,0.0,0.009482488700664952,0.11103646004001758,0.02903354577354269,0.017328410023258464,0.0038961868180483173,0.11718118751354288,0.032298268519144295,0.058067905238101444,0.006588864148671888,0.003597261076463963,-0.0032566594230243394,-0.00016213377035356047,-0.000800035484423189,2.8523310983385647e-06,-0.0007159325002356387,-0.0024566239386011497,-0.003108665025128711,2.8523310983385715e-06,0.0005293350039559269,0.00038419293715863704,-8.927237507462581e-06,0.0016387409478446312,-0.00245662393860115,0.0003435191316828028,0.000447476157068848,0.001356145232219909,0.0002853423867152873,0.00154274272849962,0.0013561452322199087
1.1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,1,1,0.0265397103957109,1e-06,0.0,0.00944509507939305,0.10984283114785878,0.029114047245533767,0.01743503994344135,0.003873895559259616,0.11792125324530112,0.032570246570809015,0.05150916340971034,0.006552259415283315,0.0035787434131411143,-0.0033949055852077505,-0.0001608041148108858,-0.0009554986687165118,3.130656608152451e-06,-0.0007120323350329042,-0.0024394069164912387,-0.003226099539054547,3.130656608152431e-06,0.0005456811957947083,0.0003800058062496561,-7.925976380493454e-06,0.0016254489954154263,-0.0024394069164912387,0.00034308316177189384,0.00044614650152617337,0.0013675650932510135,0.0002853423867152873,0.00153391623248921,0.0013675650932510137
1.0,0.9,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,1,1,0.0265397103957109,1e-06,0.0,0.009462293703906858,0.1103915257447689,0.029076936682695127,0.0173858797750196,0.003884151575841317,0.11612268510976959,0.03244472520152695,0.054527992276906787,0.006569099707572188,0.003587258256579835,-0.003331256366023801,-0.00014894225714255307,-0.0008839275140848073,3.002783595152228e-06,-0.0007138271074001347,-0.002447328851938994,-0.0031720424275403234,3.0027835951522213e-06,0.0005381445604498267,0.00038193340556150044,-8.386730796796271e-06,0.001631565462693493,-0.002447328851938994,0.000343283216230583,0.00043428464385784026,0.0013622946804921238,0.0002853423867152873,0.0015379772274424321,0.0013622946804921238
1.0,1.1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,1,1,0.0265397103957109,1e-06,0.0,0.00946229373062694,0.11039152607769834,0.029076936757456897,0.017385879826562138,0.003884151587600523,0.11896586197359428,0.03244472523797154,0.05452799245048535,0.00656909972671058,0.003587258267455409,-0.003331256366023801,-0.00017328989492485062,-0.0008839275140848069,3.0027835951522145e-06,-0.0007138271074001348,-0.0024473288519389937,-0.0031720424275403234,3.0027835951523026e-06,0.0005381445604498267,0.00038193340556150033,-8.386730796796298e-06,0.0016315654626934929,-0.0024473288519389937,0.0003432832162305828,0.000458632281640138,0.001362294680492124,0.0002853423867152873,0.0015379772274424321,0.0013622946804921238
1.0,1.0,0.9,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,1,1,0.0265397103957109,1e-06,0.0,0.009497044043652387,0.1109792888106255,0.029099280556605215,0.017371097223153848,0.003902659564623668,0.11739482500835313,0.03238008152049128,0.053920137496600684,0.006601730946065961,0.0036023110126195395,-0.0032834060139108135,-0.0001625198644472692,-0.0008221181613104814,2.8882432805098224e-06,-0.0007171359655545538,-0.0024612878526003323,-0.003133644038733143,2.8882432805098224e-06,0.0005314106845778184,0.00038453695268065885,-8.493887558009335e-06,0.0016416120141988784,-0.0024612878526003323,0.0003439811437124141,0.0004478622511625565,0.0013595804105372808,0.0002853423867152873,0.001545305691514017,0.0013595804105372815
1.0,1.0,1.1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,1,1,0.0265397103957109,1e-06,0.0,0.00942971384210083,0.10984037963898997,0.02905586800143889,0.017399701517463204,0.003866806086228121,0.1177542693402169,0.03250553675749809,0.05509773638735439,0.006538516266620978,0.0035731594851191777,-0.003376108678903633,-0.0001603812334832608,-0.00094186094537887,3.109247255480122e-06,-0.0007107253952670291,-0.0024342477335247623,-0.003208028105600969,3.109247255480115e-06,0.0005444643726836653,0.000379493046636484,-8.286422086706388e-06,0.0016221504817721074,-0.0024342477335247627,0.0003426280179727316,0.0004457236201985482,0.001364848046523028,0.0002853423867152873,0.0015311090691063906,0.0013648480465230277
1.0,1.0,1.0,0.9,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,1,1,0.0265397103957109,1e-06,0.0,0.009460727580948505,0.11039486476919085,0.029077961251821216,0.017386596135976748,0.003884075221251163,0.11757390895262242,0.03244535854419998,0.05452972377506409,0.006569297494401591,0.0035905693731606535,-0.0033313523151998568,-0.0001614113234085672,-0.000883951978305876,2.741270894342571e-06,-0.0007138155912177039,-0.0024474003368939803,-0.0031722364771061455,2.7412708943425816e-06,0.0005381898707000586,0.00038181530350069065,-8.40970560023031e-06,0.0016316786398014877,-0.0024474003368939803,0.0003431512642115863,0.0004467537101238544,0.0013623212733927814,0.0002853423867152873,0.0015379469939104274,0.0013623212733927818
1.0,1.0,1.0,1.1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,1,1,0.0265397103957109,1e-06,0.0,0.009463816163814769,0.11038827971100038,0.029075940657885987,0.017385183373847358,0.003884225799198255,0.11758450735853876,0.03244410948977622,0.05452630900415476,0.006568907429038742,0.003584039476708815,-0.00333116308874063,-0.0001614203052612226,-0.0008839037310788009,3.2570038109336924e-06,-0.0007138383022719384,-0.002447259357661829,-0.0031718537870196045,3.2570038109336645e-06,0.0005381005130670035,0.00038204821515691053,-8.364398870061617e-06,0.001631455441717259,-0.0024472593576618288,0.00034341148979602314,0.0004467626919765099,0.0013622688278816346,0.0002853423867152873,0.0015380066170865695,0.0013622688278816346
1.0,1.0,1.0,1.0,0.9,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,1,1,0.0265397103957109,1e-06,0.0,0.008739191492248062,0.1064278455449865,0.028242499408495613,0.016765163459275027,0.0037209562543481923,0.11792863032997512,0.03211272043746936,0.05259611800438213,0.006346213046309569,0.0032990748133998795,-0.0032135175302320366,-0.00015168140907245096,-0.0008514710319335959,3.7123064793437797e-06,-0.0006167751164547041,-0.002362046498298441,-0.003059968798537687,3.712306479343783e-06,0.0004917714761397776,0.0003419350509247711,-2.0774838760325912e-05,0.0015262384056218053,-0.002362046498298441,0.00029932721076960257,0.00043702379578773826,0.001348354407576739,0.0002853423867152873,0.0014733580478916654,0.0013483544075767392
1.0,1.0,1.0,1.0,1.1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,1,1,0.0265397103957109,1e-06,0.0,0.010222003562500017,0.11444199665521809,0.029909736265096666,0.01801874233285037,0.004052761947623934,0.117289575468742,0.03274964254438892,0.05649967808882557,0.006795780184920878,0.003892912946040387,-0.003451460153974407,-0.00017147335009013207,-0.0009171635098905511,2.0647148514632945e-06,-0.0008174637889167148,-0.002534296644083856,-0.003285825739639801,2.0647148514632606e-06,0.0005878208287893663,0.00042425112930622545,5.435280755468656e-06,0.0017415845899922885,-0.002534296644083856,0.0003898420937064839,0.0004568157368054196,0.0013750976021254663,0.0002853423867152873,0.0016047405622528137,0.001375097602125466
