E0,E1,E2,E3,E4,E5,E6,E7,E8,E9,E10,E11,E12,E13,B5,B6,B9,S0,S1,S2,S3,S4,S5,S6,S7,S8,S9,flux_0,flux_1,flux_2,flux_3,flux_4,flux_5,flux_6,flux_7,flux_8,flux_9,flux_10,flux_11,flux_12,flux_13
1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,1,1,0.0,1e-06,0.0,7.577183011242992,0.5054876189278353,0.23866387747198656,1.30429438259022,0.3091546880264988,0.0643544108083936,0.764850114694148,0.30192889119763694,0.03558954001720173,0.1072189363748188,0.02393826004558213,0.018219505751705386,-0.030258402597131084,0.0023151657278170923,-0.0036814422626597902,0.00958419747233974,-0.030258402597130907,0.01821950575170536,-0.030258402597130904,0.034888734052764714,0.0026387002888889873,0.009584197472339698,0.0026387002888889873,0.006320142551548778
0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,1,1,0.0,1e-06,0.0,0.3663605730828143,1.4645587402707883,0.21689606871476047,0.0718911058569946,9.563161189429415,0.9617566341313661,0.13065912284567435,0.6324052135177891,0.20790465593893817,0.7616082170482463,0.04737726825480821,0.023778326877974078,-0.06016245452410374,0.0014089431363386584,-0.007427818205972418,0.00958419747233974,-0.060162454524103716,0.023778326877974085,-0.060162454524103695,0.06298034079678147,0.005357368063323084,0.009584197472339698,0.005357368063323082,0.012785186269295503
1.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,1,1,0.0,1e-06,0.0,0.2860579644976361,1.2658373785534887,0.08432379502461,0.02806726145403382,7.134888383026708,0.7209973187448102,0.05025885011774797,0.4766455648670444,0.24723002621334386,0.23173953859919277,0.01890930109208616,0.017062577219983208,-0.02387986341122783,0.002507817428502035,-0.0029098171323076656,0.00958419747233974,-0.023879863411227744,0.017062577219983208,-0.023879863411227744,0.028895498268231602,0.002060745186833913,0.009584197472339698,0.0020607451868339126,0.004970562319141576
1.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,1,1,0.0,1e-06,0.0,0.2887676893371152,1.44209654072473,0.07228725109224501,0.02383236273835814,9.264362235930024,0.9321312018928425,0.04412890770114555,0.6595612167753535,0.21810612573267016,0.22226398830798136,0.016124695646337985,0.016436850662814417,-0.020385750148552484,0.0025915986882598663,-0.002451653094655173,0.00958419747233974,-0.020385750148552633,0.01643685066281443,-0.020385750148552637,0.025568947525072792,0.001809401407559474,0.009584197472339698,0.0018094014075594736,0.004261054502214648
1.0,1.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,1,1,0.0,1e-06,0.0,0.31105994081027927,1.2572201625486918,0.12748633792977163,0.042410254959985766,7.040083061684912,0.7115975247014601,0.07609297964023012,0.4531209189443462,0.24603901443605297,0.3615549605218379,0.02844609048089113,0.01925375345342749,-0.035960918144116505,0.0021547283178624532,-0.004394815144473209,0.009584197472339684,-0.035960918144116366,0.01925375345342749,-0.03596091814411636,0.040270374779841495,0.0031200125187520237,0.009584197472339698,0.0031200125187520232,0.007514827663225231
1.0,1.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,1,1,0.0,1e-06,0.0,0.3017899989995365,1.3040541119754052,0.10711145772530095,0.03555645511690619,7.574379684493029,0.7645721693877777,0.0642780631145805,0.5052903037259547,0.23226675173117878,0.317054180819213,0.023885973969942183,0.018214213785556405,-0.030199781069851772,0.0023162092133071077,-0.0036782372674911586,0.00958419747233974,-0.030199781069851824,0.018214213785556405,-0.030199781069851824,0.03483219949646597,0.0026355698324184752,0.009584197472339698,0.0026355698324184757,0.006313807099909635
1.0,1.0,1.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,1,1,0.0,1e-06,0.0,0.30197376323873787,1.3043719973702306,0.10725366037653143,0.03560022825295241,7.578088682507321,0.7649399105329805,0.0643790806069028,0.5055513656279935,0.24080129897619143,0.306602349943528,0.023955158634633416,0.018221215422044787,-0.030277348032086593,0.0023148285522520684,-0.0036824775818694168,0.009584197472339628,-0.030277348032086482,0.0182212154220448,-0.030277348032086475,0.034907005136590515,0.0026397118155836604,0.009584197472339698,0.002639711815583661,0.00632218939745308
1.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,1,1,0.0,1e-06,0.0,0.30201545897501314,1.3056439276447565,0.10723536221861596,0.0355924120353104,7.578350278694157,0.764965847371166,0.06437605890560927,0.5055806646820851,0.2388795821225219,0.30893077093411847,0.023942568356824862,0.01822017811548293,-0.030263679148479605,0.0023148698514884325,-0.003681522873780354,0.00958419747233974,-0.030263679148479675,0.01822017811548289,-0.030263679148479678,0.034893418851456484,0.002639587917874453,0.009584197472339698,0.002639587917874453,0.006321110791654807
1.0,1.0,1.0,1.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,1,1,0.0,1e-06,0.0,0.30190000070039386,1.3038441116414545,0.10721345345354533,0.03558858109466882,7.5767934427592145,0.7648114896100129,0.06434718583701929,0.5054565658378081,0.2385918973728908,0.30922949181820303,0.023936821805142592,0.01821928130227095,-0.03025664115964033,0.0023152644754333984,-0.0036814153084585442,0.009584197472339628,-0.03025664115964035,0.018219281302270962,-0.030256641159640354,0.03488717011050735,0.0026384040460392193,0.009584197472339698,0.002638404046039219,0.006319819354497763
1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1,1,1,0.0,1e-06,0.0,0.2756076597499414,1.2386222594297747,0.0716811857718214,0.03142472121354989,6.831179131041071,0.6908850383651821,0.05560361575635308,0.45701029879813687,0.25338857828808975,0.19388917459301164,0.016108110083101746,0.016244294369833115,-0.02033343937342602,0.002434767607168764,-0.0019454346394915728,0.009584197472339628,-0.020333439373426236,0.01624429436983313,-0.020333439373426236,0.025202974587764077,0.002279894650832919,0.009584197472339698,0.002279894650832919,0.0042253292903244935
1.0,1.0,1.0,1.0,1.5,1.0,1.0,1.0,1.0,1.0,1.0,1,1,1,0.0,1e-06,0.0,0.3208768489180388,1.3523824754323848,0.13519131937715367,0.03826427157198519,8.147774443877305,0.8214233309741376,0.0698415658947457,0.5421175303714841,0.22881687971188672,0.4073907421661196,0.030032145276341245,0.019793373824461582,-0.038001151832731894,0.0022401697957310507,-0.005105318471244453,0.009584197472339628,-0.038001151832732,0.019793373824461585,-0.03800115183273199,0.04248149142419427,0.0028636880851462955,0.009584197472339698,0.002863688085146295,0.007969006556390748
1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,1.0,1,1,1,0.0,1e-06,0.0,0.30192889119763694,1.304294382590219,0.1072189363748191,0.035589540017201826,7.577183011242983,0.7784348075067946,0.06435441080839376,0.5054876189278349,0.23866387747198667,0.3091546880264996,0.023938260045582124,0.018219505751705372,-0.030258402597130862,0.002315165727816648,-0.00368144226265979,0.009584197472339684,-0.0302584025971309,0.01821950575170539,-0.0302584025971309,0.03488873405276472,0.002638700288888987,0.009584197472339698,0.002638700288888987,0.006320142551548777
1.0,1.0,1.0,1.0,1.0,1.5,1.0,1.0,1.0,1.0,1.0,1,1,1,0.0,1e-06,0.0,0.3019288911976368,1.3042943825902182,0.10721893637481873,0.0355895400172017,7.57718301124297,0.7603218837565966,0.06435441080839359,0.505487618927834,0.2386638774719869,0.30915468802649837,0.02393826004558211,0.018219505751705372,-0.030258402597131084,0.0023151657278170923,-0.003681442262659789,0.009584197472339684,-0.030258402597130894,0.01821950575170539,-0.030258402597130894,0.034888734052764714,0.0026387002888889864,0.009584197472339698,0.002638700288888987,0.006320142551548775
1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,1,1,1,0.0,1e-06,0.0,0.24660034155207156,1.2046852454835568,0.0647157009284234,0.022185383183421004,6.4594285386213075,0.6540265692963299,0.03562642112574511,0.42683263083977574,0.26324590345447646,0.08788262234664455,0.005518432472534907,0.016106745110792273,-0.009333173310488885,0.0027078068004986466,-0.002353963767109959,0.00958419747233974,-0.009333173310488939,0.01610674511079227,-0.009333173310488939,0.014748786911486025,0.0014607770708440766,0.009584197472339698,0.0014607770708440764,0.0038147408379540348
