E0,E1,E2,E3,E4,E5,E6,E7,E8,E9,E10,E11,E12,E13,E14,E15,E16,E17,E18,E19,E20,E21,E22,E23,E24,B0,B6,B8,S0,S1,S2,S3,S4,S5,S6,S7,S8,S9,flux_0,flux_1,flux_2,flux_3,flux_4,flux_5,flux_6,flux_7,flux_8,flux_9,flux_10,flux_11,flux_12,flux_13,flux_14,flux_15,flux_16,flux_17,flux_18,flux_19,flux_20,flux_21,flux_22,flux_23,flux_24
1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,1,1,0.0,1e-06,0.0,1.0752362217857125,0.508406264323694,0.16277453188328156,0.2976895213643666,1.718628691979166,0.1580430275103199,5.341639253640093,0.022093563047248334,0.40901907345647676,0.1598324656622113,0.0049998649948951234,-0.10685563071253651,-0.00966187073853146,0.10404569619420528,0.04980077225933801,-0.11086836329124751,-0.02713314539361289,0.1184821957357193,-0.13333846202067004,0.1693745382835976,0.017112312691936374,-0.23379436156688027,-0.1349000291119184,0.014907906025425615,0.04507423687074445,-0.3039216538640989,0.085993567720392,-0.0011236490489888382,-0.0012666968274545713,-0.018964433673031238,0.022805216619303598,0.025942818627797633,0.001247224399228782,0.002121932445936933,0.02594281862779764
1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,1,1,0.0,1e-06,0.0,1.1953930920698375,0.6862503441632452,0.20159701114366158,0.3603943136278242,1.8507179982648665,0.19271532277944825,7.071459364537049,0.021549975193101915,0.5105476524757332,0.1958424697380885,0.0068950230356566895,-0.1330264168827812,-0.010004170040539126,0.12906735200482497,0.06473473311372488,-0.1357517655672416,-0.05329431358043457,0.15186017433690274,-0.1639323968117855,0.2038911740745523,0.010092463402454073,-0.2912169812230892,-0.17346667100992225,0.01823838840731012,0.06126609547481083,-0.3823435805249412,0.11496489773589286,-0.00010795252495611127,-0.007305640165102843,-0.022291511465116067,0.028088857924179464,0.031787695015433874,0.001247224399228782,0.002587452940359664,0.03178769501543386
1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,1,1,0.0,1e-06,0.0,1.179598680313692,0.6817432039571483,0.19927058210660725,0.35713511525445185,1.8666868279426536,0.19035926953757334,7.065051362412802,0.02130771502731901,0.5069505313060224,0.19365560863903325,0.006851517890145179,-0.1321214557838679,-0.009914392730684014,0.1275555419735576,0.06394298159736539,-0.13409116978212943,-0.03699937010428145,0.15088156127342017,-0.16209316260145076,0.20238799219325634,0.02870411894278407,-0.2891613003603696,-0.17321121905604633,0.018015178234734922,0.06166076137938608,-0.38004223688822436,0.11495848749683146,0.00010661344000331349,-0.0071819422269193516,-0.0219799505148819,0.026641864490394324,0.03143273996533235,0.001247224399228782,0.0025558198724727364,0.03143273996533235
1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,1,1,0.0,1e-06,0.0,1.11740106539865,0.6086957418402967,0.16900214502919464,0.3559078197425414,1.712824231651349,0.2088546604608033,6.157923182695039,0.021990383929769843,0.6219339416767181,0.1622796177885434,0.00606498528940344,-0.16238726196550374,-0.006734301987139058,0.10686195230299615,0.058030079282445635,-0.11288264155777457,-0.05643036202388618,0.15496796987671613,-0.1631443574297298,0.15717046693654732,0.019199750780636085,-0.17872007611753055,-0.18964944861457522,0.019780962181215864,0.04984729329333856,-0.31266372815104876,0.09871040633128465,0.004630714239218932,-0.005352985912880692,-0.02009684391180657,0.026253355586624172,0.02634002218406532,0.001247224399228782,0.0028041444630512507,0.026340022184065323
1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,1,1,0.0,1e-06,0.0,1.2334085983870287,0.7275059590140724,0.2214262123386826,0.3601126401576908,1.957139316713611,0.18012341733617443,7.669809323244175,0.021054025816604722,0.4309146349230401,0.21691984698179645,0.0073411901869032134,-0.11207181742474807,-0.01208120044700722,0.14265095715268622,0.06820685090403598,-0.14982753715719882,-0.036643121469172146,0.14865671866859811,-0.16262774651632533,0.234684106737027,0.019906467553133078,-0.3660601880087314,-0.1617738287267677,0.01703656598443918,0.06915696757889805,-0.4273623914282215,0.12571865818638728,-0.003479595226488958,-0.008273865540546294,-0.023474028745140083,0.02827595022707284,0.03520881833176185,0.001247224399228782,0.0024183902924392537,0.03520881833176185
1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,1,1,0.0,1e-06,0.0,1.2560159314549533,0.6872474571241532,0.20812431449013863,0.3700758688116615,2.008426629343758,0.26538085125063887,7.003556562801135,0.023234012446853,0.5135760369451037,0.20211916758178575,0.006875837224042223,-0.13288165473724706,-0.010224369226901108,0.13329570725585582,0.06947969637153156,-0.1407319001434674,-0.03136932006410931,0.15368175861680294,-0.16715836813330226,0.2020328112704702,0.019973068804614115,-0.29298072977115763,-0.16289165913118409,0.025186972353812988,0.058760058572174825,-0.38368810657195024,0.11342282332917715,0.000856573278013268,-0.004007533979346525,-0.02318498358742873,0.03446500846687485,0.03280648198756666,0.001247224399228782,0.003563081824424826,0.03280648198756666
1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,1,1,0.0,1e-06,0.0,1.158933289308445,0.6823820015610699,0.1972527691465236,0.35406173551625053,1.7978259809842891,0.1623831864881999,7.094011395435582,0.02069454872544514,0.5066016229947615,0.19170168024812914,0.006869125447530235,-0.1323745783522908,-0.009840097254064413,0.1262504137792629,0.06221154716772259,-0.13252554457443189,-0.05029751251277215,0.1504158348674176,-0.16127410595696595,0.2034797169010165,0.019500486113343124,-0.2889491793070425,-0.1773708030151144,0.015339596290840215,0.06251602565811647,-0.38002501402045663,0.11558097435094646,-0.00034305356256438685,-0.008471670527585278,-0.021691057647702454,0.024543340669767794,0.031115592822247767,0.001247224399228782,0.0021802047044526497,0.031115592822247764
1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,1,1,0.0,1e-06,0.0,1.1793334502749027,0.6876358169001489,0.19918883161554873,0.3604306032911036,1.8402258667802438,0.19832550335840302,7.168498311034208,0.01955283738823946,0.5098229201614826,0.19351776072931834,0.0069450022749611914,-0.13276748872318836,-0.010553349722363926,0.12741762411888227,0.05885432825940659,-0.13386608518845192,-0.04703519774709142,0.15315689895810622,-0.16406537530305196,0.20723895409789028,0.019635665672242793,-0.2907756824123371,-0.18037448524346217,0.00939924895930095,0.05966902236421457,-0.38155224174137015,0.11670618378330212,-2.7214155261218176e-05,-0.009280054730029429,-0.022676672572751085,0.026628006621828543,0.031410365516530016,0.001247224399228782,0.0026627768846398106,0.031410365516530016
1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,1,1,0.0,1e-06,0.0,1.19457985272746,0.6802612331278568,0.2014512497388357,0.3570646718824914,1.8762023450455023,0.1851987314500765,6.974487261942234,0.023193941185367935,0.5074807695726452,0.195763924366461,0.006802475395205295,-0.1323231356250791,-0.009398897551126094,0.12905034691462777,0.06934413014073287,-0.1358049667715754,-0.04294308190827456,0.14964688643947077,-0.16195338767949394,0.1992368497096323,0.019653718941116227,-0.28948970864836515,-0.1666952969860245,0.026249120809062783,0.06310781513117553,-0.38066836216156963,0.11333460671043334,2.9361551242518963e-05,-0.005282285139557769,-0.021611351245780938,0.028019918396586456,0.03177494611199095,0.001247224399228782,0.002486532961167339,0.03177494611199095
1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,1,1,0.0,1e-06,0.0,1.3647508358365699,0.7233604408889568,0.22556900452673043,0.4038504772263245,2.2250685048599372,0.16360449311883332,7.222525150844133,0.021780846402173416,0.536017621801974,0.2185455833474812,0.007284395090019106,-0.13988833585567564,-0.012105198002536658,0.14439985317312964,0.06595440539425024,-0.15312002713231848,-0.017588618298288727,0.16817418033337778,-0.18205021600393484,0.21930571580481378,0.020874581637762957,-0.30571107779741796,-0.1725396827763224,0.015444624625980456,0.05029257387523833,-0.4002416779835809,0.11622878118374559,0.0022201581160709097,-0.004538998827645208,-0.026581188848068815,0.045512296773360314,0.03547269578304705,0.001247224399228782,0.002196602328611109,0.03547269578304705
