E0,E1,E2,E3,E4,E5,E6,E7,E8,E9,E10,E11,E12,E13,E14,B1,B3,B8,S0,S1,S2,S3,S4,S5,S6,S7,S8,S9,flux_0,flux_1,flux_2,flux_3,flux_4,flux_5,flux_6,flux_7,flux_8,flux_9,flux_10,flux_11,flux_12,flux_13,flux_14
1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,1,1,0.0,1e-06,0.0883519115832512,1.2908192141757018,0.10933656393850077,0.18525694075113613,1.1028679458280308,0.11473260216814903,3.5318051753002804,0.7608544547493091,1.4939628789918207,1.2698406856522988,0.6552188526820287,0.06168204537814456,0.0830417441988984,-0.06643154663497011,-0.020945592217048947,0.008563290276916345,0.09709516040193775,0.03066361376696762,0.050454474711014274,-0.01122757066713026,-0.004749501256825564,0.11406017581007533,0.00940145872993245,0.008563290276916345,0.009401458729932451,0.026683036958056253
0.9,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,1,1,0.0,1e-06,0.0883519115832512,0.18300840216952913,1.2823272976642865,1.469276772133854,1.0862047022490862,0.6538789498358532,3.5341359549693316,0.11680132196361596,1.265853591382979,0.7478580008307876,0.10669854664065814,0.05918379172647893,0.08213566306751244,-0.06480095630259616,-0.020171823454688043,0.008563290276916352,0.09486774867178582,0.03006679236918962,0.04890693718629249,-0.010276854540186509,-0.005617164576117266,0.1112526624248017,0.009174625090195305,0.008563290276916345,0.009174625090195308,0.02627988266751752
1.1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,1,1,0.0,1e-06,0.0883519115832512,0.1872658641779998,1.2983098497020322,1.5158977419350608,1.1176623752477326,0.6563929937399533,3.5296394680407155,0.11292266881455082,1.273359231066246,0.7724527164095216,0.11172070909192561,0.06390277460025928,0.0838531425003258,-0.06788732275289218,-0.02163342038711305,0.008563290276916345,0.09908151997800119,0.031194197225109018,0.05183013105114234,-0.012072643549117024,-0.003984548152632852,0.11656171987547603,0.00960646281515412,0.008563290276916345,0.009606462815154116,0.027040976735470932
1.0,0.9,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,1,1,0.0,1e-06,0.0883519115832512,0.18230750254348194,1.2421163455990822,1.383706983802642,1.0206504411820658,0.6451444709759925,3.4738974117829926,0.10914259212108067,1.2513680876257216,0.7263230762103938,0.10588282712239397,0.0585017587343591,0.07475697748431798,-0.062169573288436704,-0.019266756673008756,0.008563290276916345,0.08929813152302876,0.027128558234592093,0.04709680362293378,-0.011404955111425363,-0.0036678145540775947,0.10613017798408508,0.009104484296394207,0.008563290276916345,0.009104484296394207,0.024693848022639568
1.0,1.1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,1,1,0.0,1e-06,0.0883519115832512,0.18773196227161199,1.336054550906535,1.5999878833561414,1.182040636715784,0.6642130600151542,3.58441106657991,0.1199777010999721,1.2871993079764292,0.7932759266599284,0.1122775389601297,0.06465934455705225,0.09109519782479304,-0.07046470979175742,-0.022557465578135844,0.008563290276916345,0.10459851782416522,0.034133808032407786,0.053678221433188206,-0.010981123123864012,-0.005805365234705196,0.12162073434943732,0.009654342617038682,0.008563290276916345,0.009654342617038686,0.02859855897954414
1.0,1.0,0.9,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,1,1,0.0,1e-06,0.0883519115832512,0.1694885807659217,1.246741106930893,1.3808784992587344,1.0244797404792076,0.646350205292357,3.5048750636331003,0.10502686390935374,1.252664050384918,0.6900007351394172,0.09151606361807875,0.05471535638605987,0.0757548249191072,-0.05907660098102968,-0.018551830295168575,0.008563290276916349,0.08713185605256046,0.028055255071530782,0.04566695086725356,-0.009048405518806368,-0.004361244594969803,0.10241492623363635,0.00786913786421151,0.008563290276916345,0.007869137864211515,0.024786494957438066
1.0,1.0,1.1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,1,1,0.0,1e-06,0.0883519115832512,0.19890011996901913,1.3268300702316214,1.5907001579826379,1.1693392444242923,0.6621940512095776,3.550111934900653,0.1232823880814019,1.284056189735417,0.8228630418380188,0.12603365629153115,0.06789517659020675,0.08936375722943332,-0.07302127872726381,-0.023055656557795262,0.008563290276916345,0.10591201864515443,0.03289073991789059,0.05467460339250685,-0.013220573197699925,-0.005126102137057081,0.12436819390174958,0.01083718177638909,0.008563290276916345,0.010837181776389088,0.02829125861669041
1.0,1.0,1.0,0.9,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,1,1,0.0,1e-06,0.0883519115832512,0.1853478392728782,1.2853200479330014,1.4958019183311988,1.1043999302656458,0.6536303177102626,3.5228915790645,0.11506562297010779,1.2686581772223013,0.7609339485331554,0.10944388483264442,0.06163360859718822,0.08306530354273961,-0.0664594179485446,-0.02091794207500285,0.008563290276916338,0.09706086792828413,0.030601449979739515,0.050399174426922044,-0.01123443417026615,-0.004825809351356434,0.11409746216018835,0.009410686868450485,0.008563290276916345,0.009410686868450478,0.026720102136640844
1.0,1.0,1.0,1.1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,1,1,0.0,1e-06,0.0883519115832512,0.1851825188172418,1.2953163808569308,1.4924609605459993,1.1016173920356551,0.656515473137185,3.539082078624047,0.11446158557745821,1.2708082549089055,0.7607876124054489,0.10924873560576685,0.061721129038889114,0.0830223967220068,-0.06640859241600838,-0.020967998266118962,0.008563290276916345,0.09712274671851134,0.03071415430250298,0.050499286809154276,-0.011221842229734935,-0.004687463377119259,0.11402937145839298,0.00939390668681189,0.008563290276916345,0.009393906686811893,0.02665278077626565
1.0,1.0,1.0,1.0,0.9,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,1,1,0.0,1e-06,0.0883519115832512,0.18525694075113552,1.2908192141756991,1.4939628789918145,1.1028679458280264,0.6552188526820282,3.531805175300277,0.11473260216814868,1.2998732544045464,0.7608544547493064,0.10933656393850003,0.06168204537814459,0.08304174419889841,-0.06643154663497013,-0.020945592217048892,0.008563290276916347,0.09709516040193777,0.030663613766967638,0.050454474711014274,-0.01122757066713026,-0.0047495012568255605,0.11406017581007544,0.009401458729932454,0.008563290276916345,0.009401458729932456,0.026683036958056263
