E0,E1,E2,E3,E4,E5,E6,E7,E8,E9,E10,E11,E12,E13,E14,E15,E16,E17,E18,B1,B7,B9,S0,S1,S2,S3,S4,S5,S6,S7,S8,S9,flux_0,flux_1,flux_2,flux_3,flux_4,flux_5,flux_6,flux_7,flux_8,flux_9,flux_10,flux_11,flux_12,flux_13,flux_14,flux_15,flux_16,flux_17,flux_18
1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,1,1,0.0,1e-06,0.0767800361480718,0.22879304602147776,0.37620239304696035,0.04438236075261336,0.39809915728770146,0.26910390104037535,0.38194182457580944,0.06343432858712311,0.0023653541896737,0.060302896246510904,0.10974537311491846,0.009216750325182186,-0.009457511752445386,0.011395748717348535,-0.0070309680947121065,0.01648371510937177,-0.010209977969849066,-0.0022604547631973108,0.006503985571712251,-0.003448728617387196,-0.0034163920583840345,0.006429313038985017,0.012106159860566361,0.003617079143018489,-0.0028894095353841805,0.010769297051852084,0.0008127336541771521,0.004439047306205902,0.006004018397272455,0.000812733654177152
0.9,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,1,1,0.0,1e-06,0.0767800361480718,0.06497635547749589,0.11330600189698987,0.2695481184833052,0.37345516444793686,0.23121975354671373,0.04525857127125216,0.38553445772641853,0.06217930288625192,0.002442096816433247,0.39055789505232413,0.009021437653528265,-0.009541370769376062,0.011888264090466151,-0.0072038980018053625,0.016862515106117214,-0.010407225066182548,-0.002086090376181464,0.006661661758183321,-0.0035056632163150284,-0.003441166360736811,0.006393111033724759,0.011920367770643035,0.0037012654569185087,-0.0028989301171147702,0.011013958165382804,0.0008391023543651568,0.004439047306205902,0.006152953887996829,0.0008391023543651568
1.1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,1,1,0.0,1e-06,0.0767800361480718,0.06212703411371681,0.10674795068237962,0.2686402007425679,0.38931550557341965,0.22666420802594645,0.04364614145712351,0.36829484549480435,0.058726045935401025,0.002300750411785009,0.40460584949745454,0.009382109669979417,-0.00938511573135389,0.010977371774622125,-0.006884438864705056,0.016162113404039974,-0.010041385302563169,-0.002410280427015413,0.006373084044821238,-0.003399856989951584,-0.0033939244248554963,0.006460474423080183,0.012264679274951094,0.0035441045307267743,-0.0028825696049716715,0.010558672687543074,0.000790535851959445,0.004439047306205902,0.005877817549383328,0.000790535851959445
1.0,0.9,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,1,1,0.0,1e-06,0.0767800361480718,0.06034506591233933,0.10816481099724662,0.2617884957549468,0.3717066151784863,0.21894659024295793,0.04436148356025434,0.35781138522204764,0.05928013767300202,0.0023312881591800133,0.3852429301832758,0.008754528414697059,-0.0088048088172866,0.011005144150582452,-0.006686291633367041,0.015689143308307556,-0.009670246718015696,-0.0021219943359676407,0.006307563261490179,-0.0032923453641555797,-0.0032663734701558218,0.006253805706852557,0.01164217351297602,0.003255371758832402,-0.002887645098278959,0.010074946983892313,0.0008010285955603748,0.004439047306205902,0.005710506310784939,0.0008010285955603746
1.0,1.1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,1,1,0.0,1e-06,0.0767800361480718,0.06624363174459683,0.1111855101803229,0.2755238578610226,0.39105361869617056,0.23772128914774457,0.044388254556324704,0.3929356417556399,0.061222133013998,0.002396393623452874,0.40958442792096905,0.009638749864697222,-0.01005753850694922,0.01174724804912566,-0.0073446276054399545,0.017205237762967736,-0.010703932020332808,-0.002384563777027579,0.006674528080311749,-0.0035895367522342913,-0.0035531292721302735,0.0065840865625414425,0.012521779611699294,0.003953155279723538,-0.0028830297470020666,0.01141043902556503,0.0008233987767828647,0.004439047306205902,0.00627107340529351,0.0008233987767828646
1.0,1.0,0.9,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,1,1,0.0,1e-06,0.0767800361480718,0.061976747211409264,0.10988839045723897,0.2727068866672631,0.38707099048718624,0.22821849247210277,0.04367092089528826,0.36779357195441675,0.059904512653729564,0.0023684366583031483,0.4018692683650723,0.009400907196401733,-0.009408523714704232,0.010763346287410974,-0.006868447572701642,0.016077366400572585,-0.009938875730891047,-0.002377960102982177,0.006194779301576525,-0.003339101375281725,-0.0034409667031254417,0.006349278822294436,0.012168205628402054,0.0035641515853558126,-0.0027672984320003223,0.010510678674172446,0.0008137927877326911,0.004439047306205902,0.0058698174525892155,0.0008137927877326912
1.0,1.0,1.1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,1,1,0.0,1e-06,0.0767800361480718,0.06476615077358748,0.1096033671383254,0.26586578778131376,0.3773611690449748,0.2293223606882539,0.04503999037366077,0.3838848321774961,0.060662109438155316,0.002362293519121864,0.39472917337243796,0.009049124028178816,-0.009501259725579716,0.01197203626820684,-0.007179455475314225,0.016855106739109678,-0.010455564976587988,-0.002154030914924497,0.006786792439340293,-0.003549024646245366,-0.00339409391134762,0.006502430077280388,0.012050554903552507,0.0036638840036686167,-0.0030014308753736896,0.011003158747459661,0.000811682010422139,0.004439047306205902,0.0061266266175500845,0.0008116820104221392
1.0,1.0,1.0,0.9,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,1,1,0.0,1e-06,0.0767800361480718,0.06397640355331972,0.11019295917438357,0.26601301953175854,0.380818842044926,0.22825539321625385,0.0446052907586414,0.3836590553491679,0.05988915143756637,0.0023750010616186952,0.3974881776457448,0.009093153586826642,-0.009462637866906565,0.011142726736342697,-0.006459627478398309,0.016127600816833315,-0.010345198856164544,-0.0022302510308821587,0.0060911327287363065,-0.0035449500159623,-0.00338159578614234,0.006494407806282479,0.01210625462330698,0.0035952027971579634,-0.00301310103648033,0.010877047835646506,0.0008160483110354705,0.004439047306205902,0.006123023322472707,0.0008160483110354706
1.0,1.0,1.0,1.1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,1,1,0.0,1e-06,0.0767800361480718,0.06291584520408418,0.10931553801023385,0.2721011838853688,0.3830307872419905,0.22932164203701544,0.044170656143885254,0.36905542188033874,0.06070028814011427,0.0023560899060244022,0.39869708259775777,0.009335538005763753,-0.0094525761394996,0.01163880754528292,-0.0075796583829807,0.016826068409506803,-0.010080033031192794,-0.0022894454201166812,0.006900502199687644,-0.0033564540253527846,-0.0034500340905441497,0.006366936402354022,0.01210641591301485,0.003637858383582526,-0.002770877907251095,0.01066560914929448,0.0008095504543263318,0.004439047306205902,0.005889956001173321,0.0008095504543263317
1.0,1.0,1.0,1.0,0.9,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,1,1,0.0,1e-06,0.0767800361480718,0.06435230600881067,0.10977790108595593,0.26983932787068954,0.3821570196538146,0.2295037667596213,0.044829989428431916,0.37065041192579984,0.06022305425698405,0.002366055268638501,0.3992899067428872,0.009245039362824087,-0.009486346329367151,0.011310090115857483,-0.006924219660284826,0.016209506983358893,-0.010367902855910983,-0.0022335582439915003,0.0064408305421523315,-0.003369876009139842,-0.003412977230164764,0.006528092000700101,0.012174627474856361,0.0037053729353219017,-0.002929588112032283,0.010808190753018547,0.0008129745443031794,0.004439047306205902,0.005915411313934235,0.0008129745443031794
