E0,E1,E2,E3,E4,E5,E6,E7,E8,E9,E10,E11,E12,E13,E14,E15,E16,E17,E18,E19,B0,B1,B5,S0,S1,S2,S3,S4,S5,S6,S7,S8,S9,flux_0,flux_1,flux_2,flux_3,flux_4,flux_5,flux_6,flux_7,flux_8,flux_9,flux_10,flux_11,flux_12,flux_13,flux_14,flux_15,flux_16,flux_17,flux_18,flux_19
1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,1,1,0.0,1e-06,0.0885488856504521,1.5092366361446856,7.273076870769974,1.2159943186096744,1.850179695766608,1.1468554538637163,0.11282097496013246,1.6988786026224936,0.9281733038960371,1.9079234338742308,7.171915111980303,0.3546626179699522,0.4050617224440919,-0.10875244026946024,-0.46448052504798854,0.3894070467335141,-0.10875244026946024,0.06630073466080286,0.1713352168971975,-0.13164916293684314,0.18468620561030014,-0.5548080739654261,0.02773021926452801,-0.6298815522799007,-0.14843849422981453,-0.5130732547194288,-1.247989289235724,0.011211568024965674,0.011211568024965698,0.018201958507401077,0.2577578837966709
0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,1,1,0.0,1e-06,0.0885488856504521,1.1899183554108947,2.418504793345168,2.119141880301473,1.5777539319104361,1.7630358128398247,7.66072690110597,1.0294860693110333,8.52595096793122,0.09250996319460451,1.3751188575132367,0.35471721265725237,0.4345518479655868,-0.10857444714448677,-0.47967944683415586,0.4435785379153244,-0.10857444714448675,0.09656154705128185,0.1843214311999047,-0.1414187893105655,0.19764002738925887,-0.6339707522494521,0.050504148166790025,-0.6700716611682833,-0.15147708903382595,-0.5372926922864807,-1.2951242376033867,0.011211568024965715,0.011211568024965698,0.01902830272986489,0.30215974860475914
1.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,1,1,0.0,1e-06,0.0885488856504521,1.1271645111117161,1.6999376927497352,1.7375460365409183,1.4769909117259403,1.6679024333504648,6.9551455966453775,0.8859681512481536,6.760082151830828,0.12427629925034446,1.149574552909459,0.35343880295690255,0.39185620409393235,-0.10841865593072039,-0.4573916620855826,0.36666514328016864,-0.10841865593072043,0.05444851547103835,0.1656403160447684,-0.1270877951087041,0.17891413297898107,-0.5215587958319561,0.018661758206541867,-0.6122853146373702,-0.14697117686678468,-0.501730960527373,-1.225208075738473,0.011211568024965701,0.011211568024965698,0.017813063006283016,0.2395773481714643
1.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,1,1,0.0,1e-06,0.0885488856504521,1.535868306216723,1.98748587152564,1.877944143827252,1.5160659218834482,1.8971927349123796,8.88720805477017,1.0782927253052952,8.619351001292085,0.10872993232097163,1.583008697654383,0.4048966185827874,0.3717084248578333,-0.12717829373859174,-0.6275879328884011,0.44315929904267715,-0.12717829373859182,0.0627189908164337,0.21758500100643424,-0.1376894527483915,0.18442347485468127,-0.5471110653467329,0.03223937804016394,-0.7315396991924568,-0.20707384199663442,-0.5017756306632192,-1.3881813400456766,0.011211568024965701,0.011211568024965698,0.018284322248589526,0.3054698462942856
1.0,1.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,1,1,0.0,1e-06,0.0885488856504521,0.9639535005676774,1.8681094071054405,1.8339069742473093,1.5038480734188797,1.6038980129919638,6.360662714685523,0.8573034029868081,6.63388337821337,0.11486838575418938,1.0443522007735344,0.3306371282877761,0.41994362584231304,-0.09984492907256465,-0.3878021326356803,0.36351606481188947,-0.09984492907256463,0.06799723874723596,0.1494913520148794,-0.12841120186184912,0.1844340479824466,-0.5573982267793283,0.025635279237812114,-0.5816842946031192,-0.12092507922559488,-0.5175938878553384,-1.1807722957261015,0.011211568024965701,0.011211568024965698,0.018136970424842396,0.23510486295004024
1.0,1.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,1,1,0.0,1e-06,0.0885488856504521,1.124485465824563,1.8728151239353055,1.7588924100825563,1.4614961411764287,1.6621470244514307,7.2301598893333185,0.9060687445373478,6.89425644725418,0.11178028638991411,1.4090581891859182,0.3405292106841089,0.389647245900522,-0.09139970788415062,-0.4555555215377583,0.36648456509699323,-0.09139970788415064,0.06575103112723697,0.17400732338725008,-0.12215207916774556,0.17205730337480965,-0.5279984771971246,0.03110571649227918,-0.6170694336378899,-0.1432549521036551,-0.495628500533167,-1.2209542264310698,0.011211568024965687,0.011211568024965698,0.017626190276039143,0.24433248592924747
1.0,1.0,1.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,1,1,0.0,1e-06,0.0885488856504521,1.1560386321344385,1.9223264039025307,1.8884376062661623,1.5289626872891267,1.7139807648870091,7.146814905375454,0.937242414591567,7.431623009971779,0.11324598245684236,1.1342973632651532,0.36055574358876497,0.4114743836690568,-0.11608090120244882,-0.4681445301627774,0.3990796293503618,-0.11608090120244878,0.06648750361819823,0.17020211778074246,-0.13570286951857452,0.18999740618948233,-0.5660388534855967,0.02629060166680064,-0.6351037542980124,-0.15058014946461667,-0.5202866736843043,-1.2591050421448609,0.011211568024965701,0.011211568024965698,0.01843986206466116,0.2633767598317874
1.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,1,1,0.0,1e-06,0.0885488856504521,1.1466189363433168,1.7469475340716643,1.6246660009710419,1.4309185399242794,1.4617035839304942,6.246896649161359,0.6984978472821091,5.263859860023656,0.11766724153759847,1.0635399694550614,0.27006502930279436,0.40754071814576875,-0.09428956064162256,-0.23606256987790697,0.2714618551412917,-0.09428956064162253,0.0456055963257925,0.14969442597453506,-0.08491063310654762,0.15791119531452702,-0.5045376645527277,0.0301023516475233,-0.46913837928934315,-0.15907335350961,-0.4970949937735535,-1.070322202711639,0.011211568024965687,0.011211568024965698,0.01725741296564261,0.18655122203474395
1.0,1.0,1.0,1.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,1,1,0.0,1e-06,0.0885488856504521,1.1365259495284123,2.036474951327325,2.0406772794357813,1.5589591579008866,1.8999884669458111,7.9556365648369445,1.1372638896825111,9.143920569532995,0.10872174746567449,1.3385684827221334,0.43049928733422665,0.3951645594174631,-0.12166239527300238,-0.6794437826444434,0.49808445041933536,-0.12166239527300238,0.08654866180650451,0.18966622425322754,-0.17402385577784563,0.20774637843423713,-0.5947824696299353,0.025129375789356423,-0.7761418018550432,-0.13730476374838438,-0.5196072438464807,-1.3988666081482468,0.011211568024965701,0.011211568024965698,0.018801630723311837,0.3240605946414896
1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,1,1,0.0,1e-06,0.0885488856504521,1.2191660436452163,2.0267395415482476,1.9906936636413861,1.7450526161261395,1.891567653006843,7.192401398222053,1.0513716209075041,7.1353393998929535,0.12061061740296368,1.308847736030874,0.393296492543114,0.4589303979191826,-0.1001655441312751,-0.4915850781423201,0.35732257781159366,-0.10016554413127504,0.0812830456123152,0.16706389184781847,-0.10444611073000937,0.20026629408820007,-0.5722988838095888,0.02774007950500665,-0.7065613841403152,-0.1627833252490842,-0.5984383791103608,-1.3907806094861794,0.011211568024965687,0.011211568024965698,0.021045987455714153,0.25287646708158434
