E0,E1,E2,E3,E4,E5,E6,E7,E8,E9,E10,E11,E12,E13,E14,E15,E16,E17,E18,E19,E20,B2,B3,B7,S0,S1,S2,S3,S4,S5,S6,S7,S8,S9,flux_0,flux_1,flux_2,flux_3,flux_4,flux_5,flux_6,flux_7,flux_8,flux_9,flux_10,flux_11,flux_12,flux_13,flux_14,flux_15,flux_16,flux_17,flux_18,flux_19,flux_20
1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,1,1,0.0,1e-06,0.240941095913277,5.615322537673531,3.88142208201123,0.08647369891183333,0.29452597435652644,0.4034637899401067,0.0828066431989921,0.6503245318670603,1.1360980960917688,0.6414484218033742,0.5233586503477389,0.11134650892181641,0.061893315687552644,-0.14116833704083231,0.021904454654133293,-0.06179791869825478,-0.41959612601018026,0.006006290905230551,-0.20156864746761619,0.03951909676615606,-0.09471061143472216,0.05709531613279048,0.45888149298502723,-0.09762603772250127,-0.17798264718145052,0.10071690233995276,0.11661506608885544,0.23185225590907876,0.07012800915360301,0.061189821628980075,0.07012800915360301,0.29227391372018824
0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,1,1,0.0,1e-06,0.240941095913277,3.9773702922704457,0.41216086946032193,0.3016864508159471,0.6719181981636332,0.6633803047619115,5.574178466973226,1.1730940756343224,0.5461382321954187,0.08857603602070808,0.08521322302776776,0.11122277646151557,0.06389413526637172,-0.14620972531848175,0.022621347935057684,-0.0605943570685786,-0.43411471902931204,0.006576228086685454,-0.2075747462231712,0.04037427738167053,-0.09965021222304102,0.05621819054630561,0.4726831927232345,-0.10215753401223004,-0.18177044508561385,0.1062264403097265,0.12227156015809867,0.23879786373070477,0.07183295201912619,0.061189821628980075,0.07183295201912619,0.2993796383798504
1.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,1,1,0.0,1e-06,0.240941095913277,3.848637912714742,0.4004960043959149,0.29210363240909953,0.6430296034758795,0.6340389063459974,5.629305006694903,1.123621091635379,0.5156997484357253,0.08576249213735126,0.08199455478770672,0.1113891946190757,0.06121741252811874,-0.13945180003736835,0.021662685987460767,-0.06220604589203948,-0.41468910323000396,0.005811922224751489,-0.1995319555834543,0.03922520432834714,-0.09305184480262299,0.0573741238964936,0.4542162388715232,-0.09608057353508355,-0.176688833268513,0.09886376702737448,0.11471453079008381,0.22947534214401039,0.06955123822997418,0.061189821628980075,0.06955123822997418,0.2898700939454136
1.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,1,1,0.0,1e-06,0.240941095913277,3.7479825597117844,0.39704918864551403,0.2847633586642469,0.6502671462754801,0.5930748513796027,5.430392064814481,1.0619920066089603,0.49949753554826076,0.08360736601263649,0.07886441943170869,0.10508618216889354,0.03301700052126849,-0.13862440770713613,0.02045756552374147,-0.059767786807607914,-0.38687588145850227,0.004199292303919966,-0.2042070614251755,0.03868783944649021,-0.09050641454182655,0.05332651425873289,0.4276081375637409,-0.0975053046497708,-0.17545837241510426,0.0947057068457465,0.11096398006556804,0.21678883674417898,0.06780348479161069,0.061189821628980075,0.06780348479161069,0.2825859468005895
1.0,1.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,1,1,0.0,1e-06,0.240941095913277,3.997190173018376,0.40894350477419494,0.30307106711477916,0.6503676113629282,0.6839903182430218,5.77555564476007,1.2012375351350215,0.5442709602244812,0.08898256346941683,0.08626326658155414,0.1168264442665492,0.0873757230689975,-0.14330279310829463,0.0231763804875163,-0.06354997712986943,-0.44837483581715865,0.007669103062516815,-0.1991998096898758,0.04022876077720779,-0.09839416179356117,0.06031649317509488,0.48638827695862236,-0.0976954290341321,-0.18012668051057587,0.10606326485607798,0.12157054228107758,0.24500205788600493,0.0721626356223835,0.061189821628980075,0.07216263562238348,0.3007536673616561
1.0,1.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,1,1,0.0,1e-06,0.240941095913277,3.927077218677028,0.41223905747317907,0.30451475063773437,0.674896751194965,0.6612950215818938,5.903512877041573,1.1693459166755382,0.5388373556270468,0.08940643323017648,0.08579178880252132,0.1148071271599902,0.06460865936407073,-0.13870161018355043,0.022538520693065625,-0.06538257974193219,-0.43275575879612943,0.007987347377499399,-0.20872517984611297,0.03973746510819351,-0.09714593378468657,0.05543551682168027,0.4714070597320439,-0.09726441014299181,-0.18163831372672742,0.10513328116218595,0.11968445447775217,0.23074634200747246,0.0725063834073926,0.061189821628980075,0.0725063834073926,0.30218631191651857
1.0,1.0,1.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,1,1,0.0,1e-06,0.240941095913277,3.8646364793487584,0.400308498915853,0.2909655058263368,0.6415864412714398,0.6343420854524333,5.513281849935245,1.1242090106894087,0.5177778986344408,0.08542833479976362,0.0817497933422102,0.11011725378980342,0.06093189675367277,-0.14199194044469288,0.021677587499406827,-0.06053059334440816,-0.4148826813310844,0.005327100052155781,-0.19901888719181665,0.039434994845145774,-0.0938193150410423,0.057665062719328614,0.45439491546065763,-0.09773238005145377,-0.1766663189645904,0.09914641509319819,0.11549690254044917,0.23219128963675428,0.0692802449785697,0.061189821628980075,0.0692802449785697,0.2887406699230338
1.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,1,1,0.0,1e-06,0.240941095913277,3.9231648724157546,0.4048673531290944,0.29081363718574343,0.6507211312448907,0.6355978875890288,5.671359816582376,1.1482527350527767,0.5249026093343059,0.085383745716816,0.0785980944516978,0.1148147442423535,0.06246667203350282,-0.14241626998442936,0.011100984358753552,-0.06295051313710218,-0.4136727270417227,0.006867372439797546,-0.20187697341255528,0.04019954386560641,-0.09802855337130462,0.057813095360891714,0.46376156431194915,-0.09741941131897505,-0.1788866235688442,0.10489592581110208,0.10912953773005812,0.23713808264725778,0.06924408434641852,0.061189821628980075,0.06924408434641852,0.28858996252938357
1.0,1.0,1.0,1.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,1,1,0.0,1e-06,0.240941095913277,3.8408677085068503,0.4021065552019714,0.2981329865370277,0.6499268067023332,0.6471073434687158,5.560872228855166,1.1242155275078907,0.5219692925656305,0.0875327283775687,0.08698753358413751,0.10796865985653192,0.061336199452339674,-0.13994108339293487,0.032419162571046614,-0.06067798108461467,-0.4253372576709783,0.005179370319445244,-0.20126715909743953,0.03885852384891545,-0.091456212701237,0.056405185070334596,0.4541079167289117,-0.09782977494046295,-0.17710747418939324,0.0966355830206822,0.1238753752722836,0.2267108581234335,0.07098685558901165,0.061189821628980075,0.07098685558901165,0.2958533452767251
1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,1,1,0.0,1e-06,0.240941095913277,3.9959656179509104,0.40798501600282905,0.28083089305052733,0.6504582764388314,0.6495871003992986,5.82081411291072,1.1503778329706134,0.535194365092858,0.0824527824544126,0.08052967552805425,0.10378063593803044,0.061218973276444155,-0.1577205797257193,0.02222091191546664,-0.0330155639935058,-0.4249325218253831,0.009631098084270134,-0.20090697592786305,0.04090154017180391,-0.09968412053380538,0.059725733329160036,0.46390143153889657,-0.09658660586546462,-0.18099900220259668,0.10931521861807553,0.12190503244927203,0.24571958408743383,0.06686714637474382,0.061189821628980075,0.06686714637474381,0.27868355035490083
