E0,E1,E2,E3,E4,E5,E6,E7,E8,E9,E10,E11,E12,E13,E14,E15,E16,E17,E18,E19,B2,B4,B8,S0,S1,S2,S3,S4,S5,S6,S7,S8,S9,flux_0,flux_1,flux_2,flux_3,flux_4,flux_5,flux_6,flux_7,flux_8,flux_9,flux_10,flux_11,flux_12,flux_13,flux_14,flux_15,flux_16,flux_17,flux_18,flux_19
1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,1,1,0.0,1e-06,0.0,0.2467237036326564,0.7247927212606177,0.022109326270030635,0.5866078863633192,0.08799275335525972,0.09655138016114227,0.24521163645150829,0.38967497572297505,0.015933109965223465,0.05308239166760879,0.09895458894624129,-0.0024795358483020585,0.03712038422244439,-0.014189061695798321,0.004833687664506843,0.04326066210156786,0.00033277488557265957,-0.0031871284900560157,0.00033277488557265783,-0.00022718603331263118,0.11347642552761225,0.02107848801365042,0.027688617733056885,-0.02718742437080129,0.010738356704004127,-0.021967475943059048,0.009204580456074876,0.03382059674682033,0.005166462550079504,0.009204580456074876
0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,1,1,0.0,1e-06,0.0,0.30930803282268854,0.3728042012873938,0.09329124106879504,0.5925570262302929,0.0993794493922561,0.662624417152237,0.2680264319989394,0.022790947796371697,0.01918962107296486,0.05073462875828137,0.08558787805353198,0.004898858815859178,0.03842476701674587,-0.01553809798480082,0.0049728052804613645,0.037707664049911625,0.0003529372063941125,-0.00409442005343902,0.0003529372063941147,0.0004197899838922631,0.10147891324472692,0.0188065321985365,0.027758685411640158,-0.028445491390451848,0.004976173357810101,-0.016000061305279638,0.011085871588997976,0.03382059674682033,0.0053257424868554774,0.011085871588997976
1.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,1,1,0.0,1e-06,0.0,0.21929497873215717,0.397031688151798,0.08591634911536764,0.5840693264517489,0.09550646249228885,0.7505771961184142,0.23822269577826463,0.021861968561478085,0.01452966187705365,0.054102266375167685,0.10445025129010571,-0.005510119519447493,0.03657261463399379,-0.01362630078372024,0.004781961138804858,0.045583240460318114,0.000326699363357249,-0.0028366190780223823,0.00032669936335725375,-0.0004829131886083318,0.11840325143718318,0.022016770975398454,0.02769589496071736,-0.026671961591738676,0.013105384360795901,-0.02437797925510209,0.008393806484668101,0.03382059674682033,0.005108660502162106,0.008393806484668101
1.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,1,1,0.0,1e-06,0.0,0.24313868275452896,0.38985382287716935,0.08691486974229637,0.581874641572358,0.09660616145985834,0.7198246997535779,0.24585885118233292,0.022161140746486833,0.015806942450108996,0.05308945797102688,0.09790450337231113,-0.0016866976355801658,0.037075384350115835,-0.014059313574308067,0.004833584817174383,0.04327502063480134,0.00034498563479859424,-0.0030883571543109285,0.0003449856347985947,-0.00018646903798071046,0.11230880258141776,0.020795021024294952,0.027757222010308235,-0.026857661288613877,0.010684213807318727,-0.02184163926529658,0.009131693301826895,0.03382059674682033,0.005178570451972976,0.009131693301826895
1.0,1.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,1,1,0.0,1e-06,0.0,0.24641304799131603,0.38956930429070846,0.08861919167258288,0.5893489122201805,0.09651954599931635,0.727671185878472,0.2472260151396132,0.022079340691618793,0.016006081825793998,0.05307799137723147,0.09956333422740171,-0.0029395871905304183,0.03714621560754573,-0.014264173291712257,0.0048337384080662325,0.04325189838661705,0.00032571717288294635,-0.0032447708892755518,0.0003257171728829403,-0.0002507143469826119,0.11415322469199692,0.021243069929931115,0.027648764856073427,-0.02737904685379311,0.010769395122477377,-0.022039511871896712,0.009246736404489685,0.03382059674682033,0.005159455580949179,0.009246736404489685
1.0,1.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,1,1,0.0,1e-06,0.0,0.24823460853795196,0.4089444310428693,0.08631047356546835,0.5844411995385124,0.10461499895902879,0.7371385377636962,0.36341192352326235,0.023624326068173374,0.01674478954239911,0.05583662748511488,0.09954619291415909,-0.007418752546421423,0.030781829067610438,-0.013876225317846633,0.005261398336200956,0.04367275605664836,0.00025908629606292673,-0.002905827994299842,0.00025908629606292283,0.0038349700659267207,0.11368150452806867,0.021875591650522743,0.024943310222734386,-0.0266362839606965,0.013468047497713017,-0.020603474755333098,0.009673488910802767,0.03382059674682033,0.005520484632263884,0.009673488910802767
1.0,1.0,1.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,1,1,0.0,1e-06,0.0,0.24386736747808888,0.3809748206355374,0.08878284601463762,0.5877069628138194,0.09289431467834605,0.719273793703303,0.19356279922001685,0.021417785760362393,0.015569222987544049,0.051840593728932946,0.09869684210930918,-0.00022509731622884221,0.04002016345504482,-0.014334860416272884,0.004640031780164344,0.04308318370569603,0.0003648329853321421,-0.0033172585428526153,0.0003648329853321447,-0.0020794959191409324,0.11339653551091419,0.020708895620916816,0.028946305108208344,-0.027445758744439986,0.009496846817323348,-0.022593944609884557,0.008994362427695536,0.03382059674682033,0.005004864765496485,0.008994362427695538
1.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,1,1,0.0,1e-06,0.0,0.23762231910208229,0.3757289170366886,0.08758118926843628,0.6344979640156037,0.09133243318780752,0.6893261177837177,0.24470171340486302,0.02130967519648404,0.014890208267630003,0.051017696635139456,0.09829316047749076,-0.00020534899608104507,0.03520964237162736,-0.00849401413800712,0.004543757495361619,0.04263841852086037,0.0004358442126934036,-0.0019390573785998087,0.0004358442126934023,-0.0010111795080307226,0.10722301882819124,0.02013167007582932,0.025596368212496882,-0.027100431579659693,0.012498292813001872,-0.02006442908043992,0.008602094651099755,0.03382059674682033,0.004979601708055024,0.008602094651099757
1.0,1.0,1.0,1.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,1,1,0.0,1e-06,0.0,0.2507463493450673,0.39983263496246807,0.08833568051005987,0.5536514158908615,0.10042065706950379,0.7506739606634276,0.24840691194167666,0.022689320909557116,0.016714816081656255,0.05459379362257571,0.09943395619393447,-0.004101490231562324,0.03856386308144542,-0.01835601491683745,0.00504957081108385,0.04367814759763585,0.0002524237108437544,-0.004057868027121899,0.0002524237108437466,0.000322409218366038,0.11804239482161566,0.02179029700054331,0.029230099100226413,-0.027263569674487755,0.009398477686325579,-0.0233742153576751,0.009656173199585028,0.03382059674682033,0.005301994521927606,0.009656173199585028
1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,1,1,0.0,1e-06,0.0,0.24905748659457833,0.39377036418381817,0.08894161075283896,0.5861591426650742,0.09934101472791623,0.7360452752667963,0.2505069459326927,0.01598710623103311,0.016347309252939358,0.05268213425896909,0.10052774944118406,-0.002486375831300139,0.03819841563518801,-0.013973528270180955,0.002731613883862222,0.04278330953753362,0.0010042206964811068,-0.00338648273529436,0.001004220696481109,-8.983927261432476e-05,0.11550549840784616,0.021589312729276472,0.028664712384506918,-0.027465724672072245,0.011386983269164493,-0.022063868076665404,0.009443863978066786,0.03382059674682033,0.0037358345803433285,0.009443863978066786
