,E0,E1,E2,E3,E4,E5,E6,E7,E8,E9,E10,E11,E12,E13,E14,B5,B6,B9,S0,S1,S2,S3,S4,S5,S6,S7,S8,S9,flux_0,flux_1,flux_2,flux_3,flux_4,flux_5,flux_6,flux_7,flux_8,flux_9,flux_10,flux_11,flux_12,flux_13,flux_14
0,0.9155008641047861,0.6079152014689183,0.7039301572379639,0.6034118583370569,0.9598948953500143,1.124738370180816,0.840464509423646,0.6348227531377488,0.603954641039812,1.0459482672701808,1.4032549365449776,0.9441960038063736,0.6262056434512459,0.7700329411598996,1.2623889292689334,0.04764020172663721,1.277120008773717e-06,0.0,0.7937054844186787,0.6246271558272992,0.8125281872790323,3.9079228458957234,0.6012753645810465,4.066619430010778,0.28933066299166926,0.701787989880669,1.746507113876689,0.04530504233189521,-0.013312159511658157,0.004640007810507989,-0.008845520409171874,0.06031595478020777,-0.01229053714262981,0.007793958894731515,0.02048013389518507,0.0016027292650214059,0.012925378071091669,0.04401274908984958,-0.03386104174965707,0.009371258945892321,0.005302878362126968,0.009641480503718698,0.010969654415128692
1,0.48540671908514954,0.7479958166412828,0.7053927054995222,0.5348547062830408,0.6410680628580365,0.8214428558585307,0.7259326070820318,0.7076353493184652,1.3683461123359155,1.2517725838282325,0.803289391848756,1.4786374176305799,0.9592673394133436,1.0115223122351775,1.0361240566075378,0.06397190574563937,1.2446131934060121e-06,0.0,0.38278373991559617,1.5771024848423683,0.9658895037627293,0.25632754010096576,0.7946718804667642,1.1789943996429262,3.9724455529733125,0.09529010359797695,1.2133470832220083,1.8841780527169716,-0.008003682475150065,0.0065251955227881,-0.012231796587617867,0.05325023463803626,-0.007303134112135277,0.008572264827153734,0.017887864393143143,0.0008149473378544216,0.022806645288942256,0.05720163724089023,-0.06210932115631267,0.011789872514567245,0.008694694041886728,0.00695193577750553,0.008684088536981048
2,2.0903488714668166,1.2411954347245522,1.1639399896093408,1.1557404551761552,0.6781918744870745,1.0901388465193542,1.0664307203327845,0.609555943449671,1.3567306545923299,0.6445793860528641,0.6431735190265173,0.9420075182496419,1.0670156377169506,0.5882686621417288,0.725355865394286,0.06531165829433802,7.392625357052618e-07,0.0,0.3189957836781599,4.042233503979122,1.682506513036784,0.14670043826663157,1.1666267091742626,0.8463147448215745,3.695110684246949,0.057636975743284975,0.6203818215321498,1.8017338215592125,-0.011558703588551399,0.007474600937597432,-0.01472711895171836,0.04795974815801451,-0.014274808906410315,0.00336464014100192,0.02607984272348149,0.0020852303232506853,0.018688755704761553,0.061358288731430004,-0.06619384918383109,0.007913529629865846,0.006247407928383241,0.008141662863390355,0.011101505952125779
3,1.4721472920608385,0.5193749015528514,0.8298106640657729,1.438874744762356,0.5803998290962695,0.7192576664145824,0.56777739600916,1.3207402465118223,0.637466658722437,1.3153376794277722,0.8947534706859881,0.955353218195448,1.1683510060760722,0.7152769846121674,1.073173298094003,0.04523434539834407,1.413352777059754e-06,0.0,0.5392441178297295,4.040932529775301,1.8650905110822735,0.31304680274507973,0.47542095125410466,0.9814719756662204,2.348972776791842,0.11064854405255418,1.2687946541860586,1.2155853341579752,-0.00801598041124617,0.011331043180092116,-0.008535658321762757,0.05179476663359175,-0.007380447794243247,0.008278867820696098,0.014140176608960045,0.0019231992821963691,0.019185308080793422,0.04627200383972494,-0.08386777587405903,0.0063269570132278765,0.010299497176685421,0.00489926331748448,0.006911272063805774
4,0.7048860706363911,0.8314183332838689,1.3898840123192173,1.4027045064926078,1.479363328439479,0.5142702646913189,1.1790138853458114,1.206925772870218,0.6374115659815117,1.0930591644216232,1.2113769690752074,0.5251569968136994,1.4596929903745588,1.2049356063839567,1.2683107392343884,0.06022727039586967,1.4529506126476343e-06,0.0,0.7669613249339916,1.9473865679469664,1.422373408781397,0.27921836094961094,0.7939815221965977,1.2363993779542992,3.1330901166723066,0.10843201518695973,0.6556078701735953,2.053783977253627,-0.01200021550522019,0.009132163410685177,-0.013692298096685266,0.04578777564225628,-0.011096316651526052,0.005647753180373907,0.02151106859759475,0.0013615690044453388,0.016078236396352037,0.048613165746502006,-0.06412053106880237,0.007165692009529859,0.004692347815089183,0.004866428813959789,0.008092396840094373
5,0.7832182754570395,0.8870167085480406,0.5312483449807667,1.3069102053297237,0.6435180253761472,0.7271545337829786,1.1693538708742361,1.0535778999929433,0.8959892829995848,1.1651186234748079,0.8122667382545057,1.3450808527680849,1.2495534013049414,1.4729770233525925,1.1721803781805002,0.04558886545963675,6.825360239506617e-07,0.0,0.4898061636055357,3.1409060973038163,1.0726813296886168,0.24282882536933384,0.5655159779874928,0.4184608250601343,3.9415171083487133,0.041452654869804935,0.9575777084349631,0.7011822704957001,-0.00851944273685806,0.006299045665643512,-0.006690318957721467,0.052152604577637686,-0.006727980395587173,0.0036232735278834876,0.0070017057505512015,0.00035950009257945567,0.013363816928392806,0.02229049410765282,-0.0496369729446667,0.008553275498679895,0.00861146849564492,0.007475271166477069,0.005137791782666932
6,1.2173024125448337,0.5357874789904125,2.238810579284439,1.1540752191860473,0.6921413957765826,0.9010628769096378,1.2197291902799237,1.2371393951019862,0.5648731952488849,0.5544131483495428,1.4395489958786536,0.9678214000849481,1.1720709109694762,0.5468317222262943,1.0986908412843222,0.03480425119603888,5.907585071184038e-07,0.0,0.7993482528047511,2.6642178149529965,1.910327258572405,0.35610247746607043,1.3473089120873771,0.9349174149304834,5.173741909559026,0.04548570074437478,0.8340131310966399,1.0224718455758675,-0.020520326605107622,0.01131657986738081,-0.013371683781342954,0.09957145930735431,-0.01293714369825186,0.007729178102028457,0.025029750271663945,0.0018599138712277364,0.01870318898968427,0.07375928556848194,-0.0691506491154541,0.009558479135291939,0.0075393320980156895,0.012223842078827558,0.005982274914520217
7,1.3507999737904344,1.075284323396275,0.534978714822223,0.3419961850165805,1.3814291839485044,0.6874481390931494,1.1570786693266077,0.8160548122773648,0.6283843143632069,1.4599205969063505,1.29238135570901,0.6800835524972756,0.9920505666143759,0.9541398605422681,1.034553295089605,0.057688213883115964,1.342180407967932e-06,0.0,0.5439057981916008,3.13861841544668,1.6139373889015143,0.24037207766948734,1.4471218142231588,0.6024787393486697,4.789979588024836,0.08351809516515091,0.8814022471951188,1.211803978347529,-0.010414398024415338,0.012284151671842864,-0.007792406726502009,0.057684092274597545,-0.005498788322377036,0.008316333788732599,0.014164657394270834,0.002245251327241523,0.023100712636294443,0.022189851568931235,-0.03828553842437095,0.009546504652985337,0.007972527873305869,0.007377911680542942,0.009323294989634539
8,1.49426248072543,0.8118405603375184,1.1379119120425372,1.3648146603188842,0.9370951782829556,0.7910080731400407,0.9105670151155659,1.323950437431577,0.9904186169945657,0.7714998035117688,0.8146484021835769,1.0169394719926643,1.317572696257771,1.301810707938058,0.8305979341262272,0.0549771861747697,8.225581512314794e-07,0.0,0.77066181433332,2.7213516427201387,0.8410759200397636,0.20502448955781497,0.460809320600459,1.1929412791982965,3.0037967702968422,0.06783006462506985,0.924146347727246,0.8967700676322606,-0.00659982012224213,0.006174970336627404,-0.014215654065541126,0.101818047979537,-0.008949432833873665,0.007680032925433116,0.014527146310721691,0.0019924371233012036,0.018108032862828274,0.02499815887237109,-0.052166741022046284,0.005756917012026511,0.007884923333180112,0.004604355908543114,0.012441432145635171
9,0.9890968787358476,1.1119726695468974,1.1467914567274304,1.3624450523343035,0.6593681212029957,1.3746296393745152,0.5252051938292469,1.1652997414936337,1.4663676158275543,1.1325585893249266,1.0106096002438316,0.5957094920624203,1.047692867730285,0.8631204461049585,0.5488972202676395,0.07036701432616498,9.470962288593135e-07,0.0,0.6209500665144849,2.502639697366272,1.1683381368278876,0.15717006648181703,1.20222827847047,0.9243366140947067,2.4785848299028648,0.10032815457957703,1.2857489192110734,0.7950780326555476,-0.01166010941174176,0.007064088027206338,-0.010771216454260043,0.08947691331436218,-0.006833806703931153,0.009114173899809558,0.018526911063234324,0.0011411495517638461,0.02123853513095589,0.050754029339833945,-0.07804845405394781,0.006575386426065345,0.009819361067288392,0.010735797413763279,0.007363609958415632
