E0,E1,E2,E3,E4,E5,E6,E7,E8,E9,E10,E11,E12,E13,E14,E15,E16,E17,E18,E19,E20,E21,E22,E23,E24,E25,B1,B3,B9,S0,S1,S2,S3,S4,S5,S6,S7,S8,S9,flux_0,flux_1,flux_2,flux_3,flux_4,flux_5,flux_6,flux_7,flux_8,flux_9,flux_10,flux_11,flux_12,flux_13,flux_14,flux_15,flux_16,flux_17,flux_18,flux_19,flux_20,flux_21,flux_22,flux_23,flux_24,flux_25
1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,1,1,0.161411771226264,1e-06,0.0,0.5676629315881172,0.193034447488387,0.17661155606140616,0.019153965373833747,0.3351428325034655,0.14647567755937732,0.17791827690409318,0.28445645088856303,0.43218575279704485,0.03730392344061255,-0.0048363256654560365,-0.0521418336098189,0.017014651792467826,-0.006161672603559992,0.009693156726384766,0.026631367603998805,0.001064379884838331,0.09790974626822194,0.03928190805903842,0.03958981655432976,-0.021493863047296134,0.008841910956151604,0.029896361577433726,0.001217882441925,0.007760543261178478,-0.0010558144315724587,0.00778609652457915,0.02111823640338745,0.02510755665341046,-0.0012273209275429071,0.001678916025322095,0.010993248651599313,0.0003264587786693462,0.0028762540244902253,0.00032645877866934586,0.02983780872880795
0.9,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,1,1,0.161411771226264,1e-06,0.0,0.19371328118491354,0.17834770952854426,0.3360818825343353,0.4316881135857907,0.03744443491384509,0.1783057832661611,0.28546233465717236,0.1473837177880195,0.019293723409028567,0.568894761091949,-0.004486688411562377,-0.052352672240863624,0.016970082017471043,-0.006147281365338346,0.00977227586114595,0.02654635503876169,0.001124772237482012,0.09825328423085827,0.03942142859266044,0.03971413254964337,-0.021626468474567395,0.008859914711614066,0.03021659048469618,0.0013955405346177535,0.007798561596895459,-0.001028112635710638,0.007831802075903421,0.021154725672096704,0.02520854111432648,-0.001235457186569065,0.0016891025083305023,0.011124894539715179,0.0003288408043537782,0.0028762540244902253,0.000328840804353778,0.029950197830969257
1.1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,1,1,0.161411771226264,1e-06,0.0,0.1923953858317275,0.17497579930634574,0.3342567331199515,0.43265497573247247,0.037171426774611,0.17755186845025578,0.28350896384752416,0.1456200944046957,0.019022747943718214,0.5664984583349256,-0.005165648171932386,-0.051943335094864186,0.017056648563066462,-0.006175172521399378,0.009618833391844852,0.026711553297272893,0.0010075279041361013,0.09758641080082223,0.039150428426598195,0.03947260118440582,-0.021368912523688575,0.00882489662041769,0.029594665693255584,0.0010505140790194323,0.007724721662327466,-0.0010818989251878412,0.0077429976952298404,0.02108377910168706,0.0250124097309846,-0.001219655423592576,0.0016693633128265183,0.01086918380771483,0.00032422231843047013,0.0028762540244902253,0.00032422231843047,0.02973183032727107
1.0,0.9,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,1,1,0.161411771226264,1e-06,0.0,0.1900302455666375,0.17089291671837306,0.3240091997173622,0.4147421270251724,0.03643897697519374,0.17458827651339523,0.2852374445305195,0.14169865776770718,0.01841867035207937,0.5634464564724787,-0.004753381926684595,-0.04823268309307448,0.016195223934881313,-0.005951317734393811,0.009303682171831341,0.025458321541100924,0.0009407668792753331,0.0956580632069871,0.03996521332499146,0.03796340894146702,-0.02079479525587577,0.00892433486704689,0.028931475340205327,0.001189093155657829,0.007509961022973652,-0.0009761773425296895,0.007948157524517212,0.019280677068294033,0.023446057273251497,-0.0012354058601500776,0.001758586311193325,0.009791672907427374,0.00031392646433788744,0.0028762540244902253,0.00031392646433788744,0.029145975140964384
1.0,1.1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,1,1,0.161411771226264,1e-06,0.0,0.19571613598388637,0.18188851201128484,0.34542991504563786,0.44830427581002236,0.038094182432474435,0.18092680917320894,0.283518521611224,0.1509029940942515,0.01983145871451197,0.5711028294865261,-0.004912389832889753,-0.055804598439354786,0.01777444587668193,-0.006355173034729706,0.010041000070522946,0.027715335586904602,0.0011808025905937422,0.0999533549611197,0.03861210355021975,0.0411007929454386,-0.022141678379139704,0.008752689421047833,0.030786574677379996,0.001238450380877859,0.007988269551300834,-0.0011322274599370376,0.00762046196111079,0.02284766876976882,0.026672864023620714,-0.0012186863254627193,0.0016015647147958273,0.012124809060088587,0.0003380059253952605,0.0028762540244902253,0.00033800592539526075,0.03046990300926659
1.0,1.0,0.9,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,1,1,0.161411771226264,1e-06,0.0,0.18735196677007498,0.17402517042541593,0.332146795635734,0.43542087702383386,0.03698751425324258,0.1774290873520085,0.27693966674545983,0.14426477523957018,0.018432437587174794,0.5661597331284505,-0.004561282922007172,-0.05066823022056592,0.015605626811982326,-0.0061639360139574845,0.009317303293439369,0.027056515127260053,0.0009711817206866993,0.09490773997918278,0.03833856814516021,0.039103081119437874,-0.021170116227008103,0.008814235061083125,0.029437167003881236,0.001220557853948083,0.0075100366367575454,-0.001133113978942243,0.0076811210821408835,0.02024849228547159,0.024883105121226143,-0.0012185775671621456,0.0015066735642858256,0.01109748276212361,0.00031416111208119337,0.0028762540244902253,0.0003141611120811934,0.029584726587790128
1.0,1.0,1.1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,1,1,0.161411771226264,1e-06,0.0,0.19855315317314162,0.17913357908113434,0.33804964538819887,0.42916340522330454,0.03761213547127877,0.1783915643446732,0.29174676611203954,0.14862625412678787,0.019864340456373242,0.5691226374678914,-0.005101699680904737,-0.05357347945656998,0.018375796090790826,-0.006159125678791375,0.01006467602834316,0.02622975939421074,0.00115539553265194,0.10082660514388261,0.04019561696169566,0.04006221752776139,-0.0218087516375013,0.008868297698856222,0.030344293015189497,0.0012169268618846124,0.008004781726564745,-0.0009818152317076652,0.007886482467148563,0.021956106119621715,0.02532634886670004,-0.0012359638929925472,0.0018462456795814665,0.010893649769874711,0.0003385663593878565,0.0028762540244902253,0.0003385663593878567,0.03008433431568478
1.0,1.0,1.0,0.9,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,1,1,0.161411771226264,1e-06,0.0,0.19257456117454688,0.17544714586440563,0.3350053828679682,0.43146900259613297,0.037110716247683695,0.17753737879662482,0.2834928753083536,0.14520908132584795,0.01900936559585166,0.5658572528535639,-0.004758902360616409,-0.05197983020549663,0.016990308052461062,-0.005612307616483676,0.009647578465778784,0.026570040596909487,0.001028313199440421,0.09771644305227148,0.03911725478560566,0.039610715978992794,-0.021308268828528844,0.008823576549730257,0.02967608414394679,0.0013035802749100378,0.0077293055751924055,-0.0010790154189822122,0.007744561130748041,0.020922945047490545,0.025165162472492758,-0.0012035959864517966,0.0016630987589494137,0.010772781535357639,0.0003239942306765781,0.0028762540244902253,0.0003239942306765781,0.02968327058011294
1.0,1.0,1.0,1.1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,1,1,0.161411771226264,1e-06,0.0,0.19348225348262646,0.1777475018607686,0.33527544913163426,0.43288306612079475,0.03749224159366944,0.1782894427741272,0.2853954896745056,0.1477115325311392,0.0192953168167591,0.5694232071422959,-0.004911897235433239,-0.05229964560238998,0.017038324541589482,-0.006698098223972743,0.00973756531386384,0.026691076893537197,0.0010995803491122324,0.09809786353943369,0.03944242873402723,0.039569210492665784,-0.021674947644690766,0.00885975102571106,0.03011127072495276,0.001134210642249514,0.007791005653528494,-0.0010330658762442348,0.007826685149466828,0.02130882655216337,0.025051100038782678,-0.0012504602402077718,0.0016943396584239425,0.011208461260314183,0.00032886796227807606,0.0028762540244902253,0.00032886796227807596,0.029988436344160214
1.0,1.0,1.0,1.0,0.9,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,1,1,0.161411771226264,1e-06,0.0,0.19453889268151503,0.17949076638825615,0.34079508485606885,0.4368548855500017,0.03782672206370315,0.1791678616160877,0.2882970473870956,0.1491874140993075,0.019573771669821254,0.5752047396877102,-0.004965914810845191,-0.052729197493819116,0.017214575519493954,-0.00625023440986964,0.009118205493103305,0.026835749523315584,0.0011422753553519465,0.09844588936932414,0.03999167667317918,0.040468681404634374,-0.02189074704961667,0.008928025904846534,0.030381638501875894,0.0011368624806184363,0.007867972049537406,-0.0010049537745750927,0.007923072130271443,0.02156785939212622,0.02581991258017746,-0.001234139873434402,0.001637646597032679,0.011316262421048887,0.00033361392633674697,0.0028762540244902253,0.000333613926336747,0.030255972929267145
