E0,E1,E2,E3,E4,E5,E6,E7,E8,E9,E10,E11,E12,E13,E14,E15,E16,E17,E18,E19,E20,E21,B3,B4,B6,S0,S1,S2,S3,S4,S5,S6,S7,S8,S9,flux_0,flux_1,flux_2,flux_3,flux_4,flux_5,flux_6,flux_7,flux_8,flux_9,flux_10,flux_11,flux_12,flux_13,flux_14,flux_15,flux_16,flux_17,flux_18,flux_19,flux_20,flux_21
1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,1,1,0.051296461565092,1e-06,0.0,0.33312830855794484,1.6941706379990265,0.8897094724228958,0.9310539387587445,0.906239650611951,1.3250334243410564,0.02093889319029609,0.23428222056237996,6.532623135774084,7.786715876426469,-0.4351491873058508,-0.33331027727615686,0.4282698035983493,-0.08529200892781998,0.14919714034255588,-0.2499024522179476,0.06784051311482903,0.10183891002969392,0.27965440230838456,-0.4235721299765911,-0.052435525130908656,-0.11143839469719365,-0.14087171721877972,0.02373872607134789,0.010693444144858788,0.03408619627700893,0.04469184105972368,-0.07592530945120445,0.0039053345592375424,0.0025621840745884638,0.029388522655250725,0.003905334559237543
0.9,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,1,1,0.051296461565092,1e-06,0.0,1.5995994154168363,0.2317009388890023,1.251744213288113,0.8349423996689859,7.169931323405131,0.8291312781231566,0.31482870176186223,5.945633448881698,0.019562796725714142,0.7652674471494301,-0.3711287081037112,-0.28823874091505225,0.3912905274590754,-0.08056637939264735,0.12992998805521075,-0.23526482184889672,0.05967233672741145,0.08288996718865889,0.24814734834690233,-0.3795464273210875,-0.044899074693497104,-0.10974910711640423,-0.13369483767129203,0.021003604784957386,0.012233102791368758,0.038632068827997385,0.03545073325261622,-0.07580710474281353,0.0036486773887206576,0.0025621840745884638,0.02688796869000955,0.0036486773887206563
1.1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,1,1,0.051296461565092,1e-06,0.0,1.7899760816416197,0.23653529079464067,1.4001374879687127,1.032783372408779,8.437744365665377,0.9872904434239683,0.35185054535106713,7.155891168951886,0.022338509192451415,1.0249337019434615,-0.5042024246168322,-0.38156277604713373,0.46710783013716856,-0.09013660061075249,0.1699936176151936,-0.2649124356937889,0.07656824109536109,0.1226396485696985,0.31323532491381084,-0.47018154916176574,-0.06049024782025741,-0.11270175456086116,-0.14813066956221882,0.02664516552081762,0.008677004684781123,0.028943206679641204,0.05474841215911852,-0.07589221662785695,0.004166378382958469,0.0025621840745884638,0.03201692570423839,0.004166378382958469
1.0,0.9,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,1,1,0.051296461565092,1e-06,0.0,1.6365135381708589,0.23286078152169112,1.2386770359152686,0.8704270858270508,7.419305945946414,0.8491199570001721,0.31967196158862526,6.2795278493755395,0.019455481930610263,0.8707072375835084,-0.4061235293208666,-0.30482415299449167,0.39982153686763755,-0.07920807279997545,0.13911459012282384,-0.23909673266045106,0.06435320826060965,0.10129937632637488,0.2611621911886919,-0.39595603909452326,-0.04792156225476673,-0.11061696243298842,-0.1378413994529303,0.022047260407545302,0.010157447962986108,0.031401681029358114,0.04710361602875135,-0.076423202028517,0.003628661995632408,0.0025621840745884638,0.027536183256243806,0.0036286619956324077
1.0,1.1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,1,1,0.051296461565092,1e-06,0.0,1.7461485885360981,0.23544067902508017,1.4052556327429175,0.9871880721130467,8.126243865335244,0.959175572849716,0.34540760341680726,6.764643652631711,0.022316413131062474,0.9068087085547868,-0.46212250353191475,-0.359859607492018,0.4546458027565373,-0.09095785701837827,0.15859408606295153,-0.2597752357921804,0.07105366303940544,0.1022628960398968,0.2968066309789196,-0.449140847993893,-0.05663977867854236,-0.11202708495258311,-0.1435093502485056,0.025308028525296563,0.01110072414893895,0.03661014093941553,0.04230995714943031,-0.07539906515850442,0.004162257223765333,0.0025621840745884638,0.031105186176771327,0.0041622572237653335
1.0,1.0,0.9,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,1,1,0.051296461565092,1e-06,0.0,1.7105977036501485,0.23593610758128,1.3782161265760355,0.9547525256749158,7.837551251066502,0.9864407772834981,0.33741794887883464,6.638752897250264,0.021933063391107076,0.9266449030681926,-0.45259379306668807,-0.3441500866672507,0.42632698025973986,-0.08929314885564807,0.15091112449655536,-0.2532409339805187,0.06918414544504599,0.10844370639943735,0.284232644231118,-0.4333079799869066,-0.05275151065144657,-0.1110127815695741,-0.13953071280036403,0.02441707232450662,0.010928326468797225,0.025008372081585434,0.050187887423188526,-0.07592486110860579,0.0040907582684902855,0.0025621840745884638,0.03198937180875214,0.004090758268490285
1.0,1.0,1.1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,1,1,0.051296461565092,1e-06,0.0,1.6801193166335602,0.23288847975576016,1.2805957482722192,0.9110989646548125,7.742196640123619,0.8397155566574677,0.32948313272821184,6.443161260531812,0.020116277489226893,0.8590576819826088,-0.42056947218327523,-0.3241917375166505,0.42967928740264827,-0.08195266562793975,0.14771597556869637,-0.24706450328456228,0.06670785598206605,0.09637773466662479,0.2757524317360106,-0.4153557871259336,-0.05214722616627562,-0.11176998878353878,-0.14194371440777845,0.0231681232488441,0.010494206222857627,0.0415547074349209,0.0401640849074163,-0.07592103981741244,0.003751907656623322,0.0025621840745884638,0.027231207158206167,0.0037519076566233213
1.0,1.0,1.0,0.9,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,1,1,0.051296461565092,1e-06,0.0,1.736419096107673,0.23395031416581416,1.3890951104823217,0.9637014828351484,8.057738911470055,0.9418385830135424,0.33570663035065584,6.771743046443901,0.021920132330398988,0.9371275349130628,-0.45611225333150845,-0.34727542809858053,0.4455040591683525,-0.08124869659234853,0.15685537373561348,-0.25202633361792326,0.0713231758434939,0.10883682523292798,0.29061134324401483,-0.4383548164429641,-0.056057604081441996,-0.11324935700511772,-0.14604548429025213,0.02473215273532258,0.009696723057922324,0.03769220618521049,0.047210372447356375,-0.07501070075789773,0.004088346483024237,0.0025621840745884638,0.030542963459822006,0.0040883464830242374
1.0,1.0,1.0,1.1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,1,1,0.051296461565092,1e-06,0.0,1.6550381660750708,0.234570114093108,1.266872158333384,0.9010782647707599,7.539328755587294,0.8737178419008436,0.330663535316182,6.315075978997873,0.020044398450956777,0.847065076365696,-0.4161099939093394,-0.32052850549078854,0.4125227890934975,-0.08885212112128031,0.1422821188585388,-0.24787470549872972,0.06467362539528365,0.09558148841855088,0.26964791580683856,-0.4099962604325365,-0.04913251820738784,-0.10973389619229923,-0.13619425905230967,0.022828325325139707,0.011544040949771392,0.03086039881733818,0.04245190397303872,-0.07675039092171088,0.003738501423080321,0.0025621840745884638,0.02833387015637721,0.0037385014230803225
1.0,1.0,1.0,1.0,0.9,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,1,1,0.051296461565092,1e-06,0.0,1.7458717582352004,0.23417694166138628,1.3219559392743567,0.941319868671797,7.900987356431761,0.9127517809199982,0.33306988621207295,6.618245365755093,0.020880873698578887,0.8913491355413717,-0.4340752357624195,-0.3331082886349099,0.43065972684262266,-0.08504840160527932,0.1459415421903874,-0.2498643022507163,0.06908603607759178,0.1009669471275096,0.2804627370095585,-0.42830618203570353,-0.053955362742002,-0.11670219076976368,-0.14074941920187845,0.02406648144355851,0.012626881060898446,0.031953249889425966,0.04450779211081635,-0.07592156971584033,0.003894513284012845,0.0025621840745884638,0.029599705082506825,0.0038945132840128445
