Type,index,J0,J1,J2,J3,J4,J5,J6,J7,J8,J9,J10,J11,J12,J13,J14,J15,J16,J17,J18,J19,J20,J21
ADVI,0,-0.24864014558832054,0.035732339125393184,-0.8969441151915177,-0.024902386771798915,0.44408251555071937,0.7053592503583322,0.003835663482791659,-0.015944658190554805,0.24874452507725078,0.6309124428358941,-0.6803993773739515,0.013719631562821839,0.1291721012052796,-0.17868405353113287,0.21441961474711138,0.027279876913827855,-0.0024525533772998846,0.3556125872732734,-0.18599182758611651,0.18383467616388205,-0.7703709477956181,0.011624841109733167
ADVI,1,-0.2857178684474828,-0.015038295283072815,-0.7802939242133309,-0.0268583666286419,0.2520307963544841,0.6081073466505937,0.03532663350759753,-0.020121317504758374,-0.012266220070381697,0.478694282145081,-0.5819161409206476,0.1435433805364903,0.18813673174307471,-0.2585248980122569,0.3006605213488036,0.007934072110364758,-0.002402755226147986,0.17537107744030064,0.1289536901397404,-0.19125627272578777,-0.48010970692289723,0.33574723397887474
Prior,0,-0.0002699962076590786,0.04087708534960325,0.035111525265356956,-0.16282368919223536,0.3971647608400384,-0.011185228134072227,0.13729235746597448,-0.01696001871201468,-0.08775201400951262,-0.13120121197285609,0.009918841323877105,0.09098879501623335,-0.0008940676460559379,-0.03263066613125753,0.0362294105408402,-0.013731740179636074,-0.0022291732047114558,0.1686410325147337,-0.020972369337764273,-0.0072466712447196956,-0.5803987453721177,0.15207178302795474
Prior,1,1.238342521616204,-1.0238646400478157,0.3533149604758259,0.330355878738744,-0.1661996660942589,-4.195464970416906e-05,0.26920113537342,0.014685272247718931,-0.41045678795416674,0.25782893200930684,0.0038925818729653137,-0.27958894939725615,0.336048893261329,0.16050095835557465,-0.27079219928373155,-0.08540813983030403,-0.001085586284089487,0.05461691138720484,-0.016281290705415438,0.0649878501097471,-0.5675781142165904,-0.26247856698470784
median,,-0.26717900701790165,0.010347021921160184,-0.8386190197024244,-0.025880376700220406,0.3480566559526017,0.6567332985044629,0.019581148495194593,-0.01803298784765659,0.11823915250343454,0.5548033624904876,-0.6311577591472995,0.07863150604965606,0.15865441647417716,-0.2186044757716949,0.2575400680479575,0.017606974512096307,-0.0024276543017239353,0.265491832356787,-0.02851906872318806,-0.0037107982809528595,-0.6252403273592577,0.17368603754430395
ground truth,,0.3590782582486073,0.07474578623434432,0.26761677746332396,-0.23973986889094331,-0.10845499580252875,0.00017681968617446145,0.1936724857912877,0.015920772648751403,-0.29106136602090676,0.507647187824646,0.00035921646758875427,-0.07399456686591216,0.04481821905299239,0.14330218878659218,-0.11573526315995408,0.006125690078047734,0.001041603334494067,-0.03325776736205734,-1.636379940151286e-17,0.12105345462214143,-0.22096025345844036,-0.652354378678249
