E0,E1,E2,E3,E4,E5,E6,E7,E8,E9,E10,E11,B9,B3,B4,S9,S0,S1,S6,S3,S2,S4,S8,S7,S5,flux_0,flux_1,flux_2,flux_3,flux_4,flux_5,flux_6,flux_7,flux_8,flux_9,flux_10,flux_11
1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,8.28384672840784,22.6926196,36.822545,17.7126253754211,12.630629399885267,0.13116848498283012,0.22869400595984246,0.24370683424248304,3.3106414079563913,3.5880358480825145,0.3310307290107701,0.057152476805442005,4.146779961707914,0.09772311729093275,-0.016748722386888723,0.11447183967786145,-0.016748722386893178,0.09772311729093548,0.11447183967782426,0.09772311729093452,0.11447183967782426,0.09772311729093548,0.11447183967782415,0.09772311729093541,0.11447183967782415
0.9,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,8.28384672840784,22.6926196,36.822545,17.712594861264158,0.1312143238746832,3.3106536180759716,4.146780384374844,0.24370682701363403,3.588048970082704,0.22876949200796848,0.3310392157861713,0.057153017424190676,12.62643952326267,0.0977229853480047,-0.016754186048865822,0.11447717139682823,-0.016754186048899555,0.09772298534800794,0.11447717139687369,0.09772298534800772,0.11447717139687363,0.09772298534800794,0.11447717139687352,0.0977229853480086,0.11447717139687374
1.1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,8.28384672840784,22.6926196,36.822545,17.712650326760475,0.13113100419146526,3.310631423776325,4.146779616096149,0.24370684015323374,3.588025118260267,0.22863228173252947,0.33102378968251395,0.0571520347430283,12.634057478576812,0.097723225175573,-0.016744254770735965,0.11446747994628481,-0.016744254770742373,0.09772322517556983,0.11446747994630585,0.09772322517556908,0.1144674799463058,0.09772322517556982,0.11446747994630524,0.09772322517556997,0.1144674799463059
1.0,0.9,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,8.28384672840784,22.6926196,36.822545,17.722105712475614,0.13038018231554058,3.3068478884659007,4.146683800248177,0.2437068433202866,3.583959019584249,0.22869612602877654,0.33087819094901144,0.056984513850908074,12.637409712261128,0.0977232829814838,-0.015092063485992548,0.11281534646747104,-0.015092063486008556,0.09772328298148358,0.11281534646747621,0.0977232829814838,0.11281534646747615,0.09772328298148358,0.11281534646747593,0.0977232829814838,0.11281534646747615
1.0,1.1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,8.28384672840784,22.6926196,36.822545,17.70316807031032,0.13195571619842117,3.314425711305415,4.146875678628125,0.24370682477017586,3.592102772156071,0.22869188870818402,0.33118303647129144,0.057320031703459055,12.6238655628142,0.09772294439979845,-0.018401364131624923,0.11612430853142541,-0.01840136413164828,0.09772294439979876,0.11612430853142369,0.09772294439979845,0.11612430853142386,0.09772294439979876,0.11612430853142364,0.09772294439979845,0.11612430853142364
1.0,1.0,0.9,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,8.28384672840784,22.6926196,36.822545,17.712626518753368,0.13117549294670322,3.310906546801088,4.14677996874188,0.24370683306266752,3.5880353564154412,0.22869400603370957,0.33103202222188627,0.057156424642151094,12.630630225867575,0.09772309575662064,-0.016748544147490958,0.11447163990411582,-0.016748544147503708,0.09772309575662012,0.11447163990411097,0.09772309575661975,0.11447163990411113,0.09772309575662014,0.11447163990411102,0.09772309575661975,0.11447163990411102
1.0,1.0,1.1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,8.28384672840784,22.6926196,36.822545,17.71262443996435,0.13116275117536144,3.3104244754860717,4.146779955952833,0.24370683520778985,3.5880362503568963,0.22869400589940644,0.33102967092546093,0.05714924674697826,12.630628724079337,0.09772313490997675,-0.01674886821960302,0.11447200312958615,-0.01674886821962218,0.09772313490997889,0.11447200312958195,0.09772313490997764,0.11447200312958195,0.0977231349099789,0.11447200312958206,0.09772313490997941,0.11447200312958183
1.0,1.0,1.0,0.9,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,8.28384672840784,22.6926196,36.822545,17.712626753167893,0.1311683703654916,3.3106408566564434,4.146779947748492,0.24370683424383177,3.588035255610183,0.2286912314348642,0.3310307068337465,0.057152452395927776,12.63063038524598,0.09772311731558148,-0.016748481629566447,0.11447159894512993,-0.01674848162954845,0.09772311731556946,0.11447159894513592,0.09772311731556993,0.11447159894513581,0.09772311731556943,0.1144715989451357,0.09772311731556993,0.11447159894513592
1.0,1.0,1.0,1.1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,8.28384672840784,22.6926196,36.822545,17.712624248144692,0.13116857876770088,3.3106418590316014,4.146779973129563,0.24370683424137876,3.588036332845088,0.2286962760857011,0.3310307471569307,0.05715249677737711,12.630628593660287,0.09772311727078176,-0.01674891937532846,0.11447203664610583,-0.01674891937533971,0.09772311727077976,0.11447203664610828,0.09772311727077998,0.11447203664610817,0.09772311727077976,0.11447203664610806,0.09772311727077998,0.11447203664610828
1.0,1.0,1.0,1.0,0.9,1.0,1.0,1.0,1.0,1.0,1.0,1.0,8.28384672840784,22.6926196,36.822545,17.715610207636086,0.13091810141837357,3.3094470391150423,4.147205731203628,0.2436779225437809,3.5867522809512375,0.22869021942440657,0.3630971691177961,0.05709959458883574,12.632966734001322,0.09719541307504898,-0.01675488878510791,0.11395030186017152,-0.01675488878510123,0.09719541307504993,0.11395030186015787,0.09719541307504986,0.11395030186015775,0.09719541307504993,0.11395030186015775,0.09719541307504986,0.11395030186015775
