E0,E1,E2,E3,E4,E5,E6,E7,E8,E9,E10,E11,E12,E13,B2,B5,B7,S3,S1,S6,S2,S8,S4,S7,S9,S5,S0,flux_0,flux_1,flux_2,flux_3,flux_4,flux_5,flux_6,flux_7,flux_8,flux_9,flux_10,flux_11,flux_12,flux_13
1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,8.07199681392395,0.100226774884842,1.61576581497255,8.884398562450185,0.07335540709265306,0.04205282176950084,3.34943407808936,3.5889332796928612,0.08905608376991737,1.2291850619707099,0.24755643216178294,2.372471178817125,1.71078440126509,-0.3296292048941995,-0.3296292048942,-0.7763432038341996,-0.3296292048942,-4.092839170874941,3.7632099659807356,-0.3296292048941995,-0.44671399894000025,0.9134065756089598,3.7632099659807414,4.092839170874942,-0.3296292048941992,-0.9134065756089601,-3.1794325952659808
0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,8.07199681392395,0.100226774884842,1.61576581497255,2.3804820599616345,0.05109022284438733,1.233455026507382,0.2529335039323033,8.906733156310194,3.0567689774391256,0.08966103362091428,3.2576158642262807,1.7189461244402904,0.04964955019240446,-0.21558448053673918,-0.2155844805367373,-0.766394574877966,-0.21558448053673906,-4.089379133005349,3.873794652468616,-0.21558448053673912,-0.5508100943412269,0.913281874009698,3.87379465246861,4.089379133005346,-0.21558448053673918,-0.913281874009696,-3.176097258995653
1.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,8.07199681392395,0.100226774884842,1.61576581497255,2.367502061733521,0.0364990558417103,1.2265364202866293,0.24422960096767768,8.870544504462918,3.530506953937351,0.08873202231173394,3.793920471892298,1.7057287564933963,0.08854500730160461,-0.4001890569873127,-0.4001890569873119,-0.7829119133775947,-0.40018905698731366,-4.094985418332312,3.694796361345001,-0.4001890569873127,-0.3827228563902819,0.9134839275052258,3.6947963613449994,4.0949854183323104,-0.4001890569873129,-0.913483927505222,-3.1815014908270904
1.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,8.07199681392395,0.100226774884842,1.61576581497255,2.372477194604558,0.04205956794555107,1.2291882685092337,0.24756046370524878,8.884415334658716,3.3492146486296788,0.08905649773432804,3.6572107343951084,1.7107905250713118,0.07354439085690835,-0.3295436983811588,-0.3295436983811584,-0.776335418675651,-0.3295436983811584,-4.092836572552489,3.763292874171327,-0.3295436983811588,-0.44679172029449227,0.9134064819640457,3.7632928741713307,4.092836572552489,-0.32954369838115893,-0.9134064819640414,-3.179430090588448
1.0,1.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,8.07199681392395,0.100226774884842,1.61576581497255,2.37246917281942,0.04205057223228586,1.229183992732644,0.2475550878233724,8.88439296966417,3.3495072479441617,0.08905594574346515,3.5661662552472215,1.7107823592496763,0.07329238945598995,-0.3296577174701899,-0.3296577174701909,-0.7763457999336678,-0.3296577174701891,-4.092840037299982,3.7631823198297925,-0.32965771747018996,-0.44668808246347785,0.9134066068353803,3.7631823198297916,4.092840037299986,-0.3296577174701899,-0.913406606835378,-3.1794334304646044
1.0,1.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,8.07199681392395,0.100226774884842,1.61576581497255,2.38297161501897,0.023183011716064482,1.2347820105950438,0.25460800872621875,8.91367411574957,2.9655283796901304,0.08987404652273834,3.154325109829328,1.7214463696751086,0.042464110865709226,-0.1800301599246287,-0.1800301599246268,-0.4084858648467067,-0.18003015992462856,-4.0883038511953425,3.9082736912707086,-0.18003015992462873,-0.228455704922078,0.9132431202831697,3.908273691270713,4.088303851195342,-0.18003015992462867,-0.9132431202831701,-3.1750607309121723
1.0,1.0,1.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,8.07199681392395,0.100226774884842,1.61576581497255,2.3629150567416786,0.05927407279307876,1.2240914522124087,0.24116440135160216,8.857755787257089,3.697419989390486,0.0884614166445047,3.9828777318838293,1.7010983730975535,0.10291735962508995,-0.46523115144144156,-0.46523115144144356,-1.1110690171606459,-0.46523115144143823,-4.096966624980304,3.631735473538866,-0.46523115144144156,-0.6458378657192044,0.9135553312432165,3.631735473538863,4.096966624980306,-0.46523115144144145,-0.9135553312432124,-3.1834112937370924
1.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,8.07199681392395,0.100226774884842,1.61576581497255,2.373010216301471,0.04108286410457962,1.229472380044786,0.24791771188627018,8.885901416265016,3.329765455086557,0.08699581787343398,3.5666670192996777,1.7113312566616345,0.07173004338272611,-0.3219648038984473,-0.32196480389844595,-0.7583779390175627,-0.3219648038984477,-4.092606351279279,3.7706415473808277,-0.3219648038984472,-0.43641313511911534,0.9133981846672938,3.770641547380831,4.092606351279278,-0.32196480389844717,-0.913398184667296,-3.179208166611982
1.0,1.0,1.0,1.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,8.07199681392395,0.100226774884842,1.61576581497255,2.3722871957695393,0.04238391918352568,1.2290869952194536,0.24743313861079289,8.883885611805825,3.3561463597186463,0.08975929617627881,3.5965320531590432,1.7105977617057242,0.0739111788845473,-0.3322448235877862,-0.33224482358778573,-0.782475075628661,-0.33224482358778484,-4.092918636329555,3.7606738127417674,-0.3322448235877862,-0.4502302520408748,0.9134094395860757,3.7606738127417687,4.092918636329555,-0.33224482358778606,-0.9134094395860755,-3.1795091967434796
1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,8.07199681392395,0.100226774884842,1.61576581497255,2.9708753524608675,0.04248604686776134,1.5481468033774677,0.2489233156173009,10.552768613306293,3.335571818847293,0.08908234256380917,3.5732402302161543,1.9955111336848075,0.07188672204672666,-0.3242274076497695,-0.3242274076497722,-0.7759326489055637,-0.3242274076497704,-3.8343780771726155,3.510150669522836,-0.3242274076497696,-0.4517052412557942,0.9040915007609414,3.5101506695228464,3.834378077172616,-0.32422740764976943,-0.9040915007609387,-2.9302865764116763
1.0,1.0,1.0,1.0,1.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,8.07199681392395,0.100226774884842,1.61576581497255,2.114610497178227,0.041860275009700104,1.091740011153196,0.24696435668179512,8.165474702143355,3.355574822059412,0.08904452091391342,3.595885032452856,1.5880891799227037,0.07400718089994371,-0.3320221087691706,-0.3320221087691735,-0.7765177045122442,-0.33202210876916993,-4.204213651091877,3.8721915423227005,-0.33202210876917065,-0.4444955957430735,0.9174205709245413,3.872191542322707,4.204213651091878,-0.3320221087691707,-0.9174205709245379,-3.286793080167339
1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,8.07199681392395,0.100226774884842,1.61576581497255,2.3820519975391172,0.04199902306081621,1.234291835549947,0.25398927164268503,8.911110192686857,3.3511882523240333,0.08905277638336079,3.590919127928331,1.858390337665205,0.07162970855377045,-0.3303127654438656,-0.330312765443864,-0.7764069628296862,-0.33031276544386756,-4.088701049861559,3.7583882844176966,-0.3303127654438655,-0.4460941973858207,0.9132574355336871,3.7583882844176943,4.088701049861559,-0.33031276544386545,-0.9132574355336875,-3.175443614327873
1.0,1.0,1.0,1.0,1.0,1.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,8.07199681392395,0.100226774884842,1.61576581497255,2.3692644940010203,0.04207135946866389,1.2274758329610602,0.24540880326293113,8.875458222216347,3.348829689640416,0.08905722410936502,3.5882490695892404,1.6614947177169805,0.07395021983678915,-0.3293936888934478,-0.32939368889345033,-0.7763212557549769,-0.3293936888934468,-4.094224193408593,3.7648305045151504,-0.3293936888934478,-0.446927566861529,0.9134564925553832,3.764830504515147,4.094224193408595,-0.3293936888934478,-0.9134564925553847,-3.1807677008532096
1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,8.07199681392395,0.100226774884842,1.61576581497255,2.374147925046966,0.04393537386737409,1.2300788022234066,0.24868049246989699,8.889073384779245,3.288253508165877,0.08917364368943331,3.5196725845885073,1.7124915606585793,0.12603854355034724,-0.30578857197468173,-0.3057885719746807,-0.7741901882646681,-0.3057885719746807,-4.092114955230207,3.7863263832555267,-0.3057885719746817,-0.46840161628998644,0.9133804744931595,3.7863263832555276,4.0921149552302065,-0.3057885719746817,-0.9133804744931591,-3.1787344807370497
1.0,1.0,1.0,1.0,1.0,1.0,1.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,8.07199681392395,0.100226774884842,1.61576581497255,2.3718488502266104,0.04135524037154049,1.2288533480226784,0.2471394238891923,8.88266349035688,3.372131061374595,0.08901355579078825,3.6146278562728655,1.7101509408821831,0.05380633822012643,-0.33847368685244933,-0.33847368685244916,-0.7771508678101131,-0.33847368685245094,-4.093107965337331,3.7546342784848803,-0.33847368685244933,-0.43867718095766395,0.9134162631038976,3.7546342784848825,4.09310796533733,-0.3384736868524493,-0.9134162631038942,-3.179691702233437
1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,8.07199681392395,0.100226774884842,1.61576581497255,2.364592318575166,0.056247763209524786,1.2249854672924616,0.24228456072853755,8.862432047105669,3.636438664348292,0.0885574018488343,3.913842595956047,1.7027972362450026,0.09762417181515498,-0.44146815957825675,-0.4414681595782568,-0.7468928229703854,-0.4414681595782568,-4.096242186637456,3.6547740270592035,-0.44146815957825675,-0.30542466339212865,0.9135292221012534,3.654774027059199,4.096242186637454,-0.4414681595782567,-0.9135292221012532,-3.182712964536203
