E0,E1,E2,E3,E4,E5,E6,E7,E8,E9,E10,B5,B3,B4,S9,S2,S7,S5,S3,S8,S0,S1,S6,S4,flux_0,flux_1,flux_2,flux_3,flux_4,flux_5,flux_6,flux_7,flux_8,flux_9,flux_10
1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,5.40778769684834,5.42498368568618,0.848675054362613,5.756386886730315,1.4466768301842112,4.39749282978323,0.6291858560549305,1.5399329281978416,0.13972672898641908,0.9056115240740713,8.105060723515543,0.5446549739883081,0.026839436042723423,-0.3194771732095596,-0.31947717320956204,-0.31947717320956315,-0.3194771732095619,-0.31947717320956404,-0.31947717320956204,-0.31947717320956204,0.0,0.0,-0.31947717320956204,-0.31947717320956204
0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,5.40778769684834,5.42498368568618,0.848675054362613,5.853817226342697,0.6291858560549306,0.9209395484205274,0.5500337546119799,1.446675345384853,1.5399332613919736,0.02685704196473014,8.234990682697104,0.1397265744390253,4.549892730243219,-0.3194768465970217,-0.3194768465970216,-0.3194768465970199,-0.3194768465970216,-0.3194768465970208,-0.31947684659702164,-0.3194768465970216,0.0,0.0,-0.31947684659702147,-0.3194768465970216
1.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,5.40778769684834,5.42498368568618,0.848675054362613,5.723192439434384,0.6291858560535365,0.900389277099063,0.5428224272624587,1.4466773360497496,1.539932814679873,0.026833437717640785,8.060793679003675,0.13972678164010124,4.346154465231938,-0.31947728448622215,-0.3194772844862218,-0.31947728448622215,-0.3194772844862218,-0.31947728448622303,-0.3194772844862218,-0.3194772844862218,0.0,0.0,-0.3194772844862219,-0.3194772844862218
1.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,5.40778769684834,5.42498368568618,0.848675054362613,5.981731068833309,0.6291858560549305,0.9410633260830624,0.5570954204157209,1.5070695601437047,1.5399336988341699,0.026880156336941383,8.405572458350099,0.2613139620470014,4.753858146229164,-0.31947641779563085,-0.3194764177956316,-0.3194764177956344,-0.3194764177956315,-0.31947641779563174,-0.31947641779563163,-0.31947641779563163,0.0,0.0,-0.3194764177956315,-0.31947641779563163
1.0,1.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,5.40778769684834,5.42498368568618,0.848675054362613,5.681393299802553,0.6291858560549305,0.8938133149040118,0.5405148462429732,1.4265459461982717,1.539932671733344,0.02682588450171775,8.00505169422173,0.09919770716745083,4.281930447200373,-0.3194774246081131,-0.3194774246081104,-0.3194774246081096,-0.31947742460811035,-0.31947742460811135,-0.31947742460811035,-0.31947742460811035,-1.7763568394002505e-15,0.0,-0.31947742460811024,-0.31947742460811035
1.0,1.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,5.40778769684834,5.42498368568618,0.848675054362613,5.838619678771875,0.6291858560549305,0.9185486260435886,0.5491947523594315,1.4466755769893884,1.5399332094191112,0.026854295727384667,8.214723723314691,0.13972659854589786,4.459176215987361,-0.31947689754326447,-0.31947689754326325,-0.3194768975432609,-0.31947689754326314,-0.31947689754326536,-0.3194768975432632,-0.3194768975432632,0.0,0.0,-0.31947689754326314,-0.3194768975432632
1.0,1.0,1.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,5.40778769684834,5.42498368568618,0.848675054362613,5.728465613609312,0.6291858560549304,0.9012188681941321,0.5431135403501893,1.4466772556932364,1.53993283271214,0.026834390594264002,8.067825814026873,0.13972677327612254,4.376548865348446,-0.3194772668091339,-0.3194772668091326,-0.31947726680913036,-0.31947726680913247,-0.31947726680913213,-0.3194772668091326,-0.3194772668091326,0.0,0.0,-0.3194772668091326,-0.3194772668091326
1.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,5.40778769684834,5.42498368568618,0.848675054362613,5.756164535506203,0.6291858560549305,0.9055765431329166,0.7537374394320737,1.4466191135006263,1.5399458800275383,0.027523808549639713,8.104747173429164,0.139720721512224,4.397150608616207,-0.319464477217668,-0.3194644772176683,-0.319464477217668,-0.3194644772176683,-0.319464477217668,-0.3194644772176683,-0.3194644772176683,0.0,0.0,-0.31946447721766824,-0.3194644772176683
1.0,1.0,1.0,1.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,5.40778769684834,5.42498368568618,0.848675054362613,5.756461007751082,0.6291858560534781,0.9056231850086432,0.47495712579545313,1.4466960701043308,1.5399286106935839,0.026611299785609867,8.105165245814725,0.13972873160528124,4.397606912464419,-0.31948140543111236,-0.3194814054311106,-0.3194814054311088,-0.31948140543111064,-0.3194814054311106,-0.3194814054311106,-0.3194814054311106,1.7763568394002505e-15,0.0,-0.3194814054311106,-0.3194814054311106
1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,5.40778769684834,5.42498368568618,0.848675054362613,5.756368023244739,0.6291858560549305,0.9056085564156672,0.5623927791011395,1.4466719337062093,1.5399340269845359,0.02689749574718738,8.533535587156162,0.13972621932997065,4.397463796441594,-0.3194760961272287,-0.3194760961272278,-0.31947609612722516,-0.3194760961272278,-0.3194760961272278,-0.3194760961272279,-0.3194760961272278,0.0,0.0,-0.3194760961272278,-0.3194760961272278
