E0,E1,E2,E3,E4,E5,E6,E7,E8,E9,E10,E11,E12,B0,B8,B9,S9,S1,S4,S0,S3,S8,S5,S7,S6,S2,flux_0,flux_1,flux_2,flux_3,flux_4,flux_5,flux_6,flux_7,flux_8,flux_9,flux_10,flux_11,flux_12
1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,8.7813989697998,13.64706,6.7969247064,0.23261852166276475,0.05432181094253472,0.022575537516507434,0.2640816546124287,0.00267783073638134,0.019743578496205217,0.025212777992904976,7.038349957241143,0.8491984970193465,0.079056479696207,-0.0044708851030493876,0.0034896068070236815,0.0034896068070236815,0.0034896068070236815,-0.000981278296025706,-0.1281725212596193,-0.1281725212596193,-0.00098127829602572,-0.0009812782960265665,-0.12817252125962142,0.131662128066643,-0.0009812782960256783,0.13515173487366683
0.9,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,8.7813989697998,13.64706,6.7969247064,0.232618495053459,0.054434785895243504,0.2640818730073847,0.02319948065316016,7.0383527557333725,0.0197485778578183,0.07906089262452781,0.0026791589592758194,0.8491988373748433,0.025229835773423425,-0.004230340170793778,0.003489390894155516,0.003489390894155516,0.0034893908941555163,-0.0007409492766382621,-0.12817264150157978,-0.1281726415015798,-0.0007409492766382586,-0.0007409492766381476,-0.1281726415015818,0.13166203239573532,-0.0007409492766382586,0.13515142328989072
1.1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,8.7813989697998,13.64706,6.7969247064,0.2326185458102657,0.054219160562799226,0.2640814564226502,0.02200861543366746,7.038347417656139,0.019739036017360486,0.07905247004735134,0.002676625417782522,0.849198188152412,0.025197277933399997,-0.004689446818014225,0.003489802744348992,0.0034898027443489915,0.0034898027443489923,-0.0011996440736652333,-0.1281724121420465,-0.12817241214204647,-0.0011996440736652542,-0.0011996440736652403,-0.128172412142046,0.13166221488639546,-0.0011996440736652403,0.13515201763074458
1.0,0.9,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,8.7813989697998,13.64706,6.7969247064,0.2325803180250998,0.054238325121521665,0.264395209646377,0.02216417121618777,7.042367821673945,0.019740282412363717,0.07904057763668762,0.0024406299928287495,0.849687153814785,0.02373056699117929,-0.004319342813729058,0.0031796153678413344,0.0031796153678413336,0.0031796153678413336,-0.0011397274458877244,-0.12834515561296492,-0.12834515561296492,-0.0011397274458877366,-0.0011397274458886386,-0.12834515561296556,0.13152477098080623,-0.0011397274458877504,0.13470438634864745
1.0,1.1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,8.7813989697998,13.64706,6.7969247064,0.2326557981464123,0.054403170639550705,0.26377570916299004,0.0229763680646545,7.034429601301715,0.019746790162041478,0.07907199191781247,0.0029093821784079094,0.8487216993069348,0.026659005825155013,-0.004618962429218327,0.0037920751456388914,0.003792075145638892,0.0037920751456388922,-0.0008268872835794343,-0.12800407652391282,-0.1280040765239128,-0.0008268872835794361,-0.0008268872835790475,-0.128004076523915,0.13179615166955172,-0.0008268872835794916,0.13558822681519045
1.0,1.0,0.9,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,8.7813989697998,13.64706,6.7969247064,0.23261344468566847,0.05431072229057298,0.26412332372623737,0.02252090308691292,7.038883901308984,0.01974314073632932,0.07905436666604865,0.0029345496812558393,0.849263435844809,0.02501580396589634,-0.004450733531453685,0.003448411268249042,0.003448411268249042,0.0034484112682490417,-0.001002322263204642,-0.12819546307122495,-0.12819546307122495,-0.0010023222632046386,-0.0010023222632042916,-0.12819546307122565,0.131643874339474,-0.0010023222632046247,0.13509228560772302
1.0,1.0,1.1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,8.7813989697998,13.64706,6.7969247064,0.23262276664066375,0.05433108101392782,0.2640468141032368,0.022621210856720985,7.037903514264482,0.01974394445510498,0.07905824639450147,0.002463182065589331,0.8491442001663864,0.025377472364036733,-0.004487737290360053,0.003524051349183474,0.0035240513491834745,0.003524051349183474,-0.00096368594117658,-0.1281533390806607,-0.1281533390806607,-0.000963685941176573,-0.0009636859411772392,-0.1281533390806615,0.13167739042984417,-0.000963685941176573,0.1352014417790275
1.0,1.0,1.0,0.9,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,8.7813989697998,13.64706,6.7969247064,0.23261845421692195,0.05432166364573388,0.264082208171849,0.022574811783803758,7.038357050498994,0.019743572681251886,0.07905645162581987,0.0026812411568819454,0.8491993597086454,0.027045312266851314,-0.004470617371002481,0.00348905953888003,0.0034890595388800297,0.00348905953888003,-0.0009815578321224518,-0.12817282603346192,-0.12817282603346192,-0.0009815578321224622,-0.000981557832123059,-0.12817282603346314,0.13166188557234193,-0.0009815578321225038,0.13515094511122205
1.0,1.0,1.0,1.1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,8.7813989697998,13.64706,6.7969247064,0.23261857686468915,0.054321931499270296,0.26408120154454456,0.02257613150051825,7.038344151672296,0.019743583255518504,0.07905650267076987,0.0026750394335037925,0.8491977909401055,0.02371300423420039,-0.004471104232326157,0.003490054725730875,0.003490054725730875,0.003490054725730876,-0.0009810495065952808,-0.12817227181351662,-0.12817227181351662,-0.0009810495065952635,-0.0009810495065956104,-0.12817227181351143,0.13166232653924753,-0.0009810495065951663,0.13515238126497842
1.0,1.0,1.0,1.0,0.9,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,8.7813989697998,13.64706,6.7969247064,0.23261852745690487,0.05434375808196269,0.2640816070572245,0.02242987959210471,7.038349347873273,0.01974454958560465,0.0790573406018421,0.0026775343993348465,0.8491984229074006,0.025216513252994018,-0.004424249964906464,0.003489653821756676,0.003489653821756676,0.0034896538217566754,-0.0009345961431497873,-0.12817249507709613,-0.1281724950770962,-0.0009345961431497796,-0.0009345961431499461,-0.12817249507709505,0.13166214889885286,-0.0009345961431498351,0.13515180272061
