E0,E1,E2,E3,E4,E5,E6,E7,E8,E9,E10,E11,E12,B6,B3,B9,S7,S0,S1,S9,S4,S5,S2,S6,S3,S8,flux_0,flux_1,flux_2,flux_3,flux_4,flux_5,flux_6,flux_7,flux_8,flux_9,flux_10,flux_11,flux_12
1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.973811531268728,1.09775611928968,0.148612206993536,0.17172845594077857,0.27047023010692356,0.18317603282010717,0.8204755978540428,0.00899886898550881,0.01652350583824794,0.2995416354485919,7.907269363031946,0.46821379012281183,0.04826645790461462,1.3416075777157483,0.00046165877251618117,0.00046165877251617277,0.03010723570738734,-1.3411459189432322,-1.3110386832358465,0.0004616587725161797,-1.3411459189432318,0.03010723570738738,0.030107235707387048,-1.341145918943232,0.0004616587725161797,-1.341607577715748
0.9,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.973811531268728,1.09775611928968,0.148612206993536,0.2704660359495638,0.8208955875025056,7.907149448032744,0.46815126463707246,0.1743070459157422,0.04826572282610548,0.008867363032003766,0.3027402986578927,0.016518665107124204,0.18317324068546587,1.3415712997528286,0.00044996144765109027,0.00044996144765109547,0.03010674271078541,-1.341121338305177,-1.3110145955943917,0.00044996144765109547,-1.3411213383051772,0.030106742710785395,0.030106742710785284,-1.3411213383051772,0.00044996144765109547,-1.3415712997528284
1.1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.973811531268728,1.09775611928968,0.148612206993536,0.2704736199824911,0.8201317748326635,7.907366282839936,0.4682663440101383,0.1696185625759985,0.04826705202268521,0.009109404443031202,0.2969241569989427,0.016527574566943856,0.18317828952823464,1.3416372765401503,0.00047149060166091274,0.00047149060166091356,0.03010763416576462,-1.341165785938489,-1.3110581517727251,0.0004714906016609066,-1.3411657859384893,0.030107634165764674,0.030107634165764452,-1.3411657859384893,0.0004714906016609066,-1.3416372765401503
1.0,0.9,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.973811531268728,1.09775611928968,0.148612206993536,0.2704775554013129,0.8205016432523051,7.907478800255096,0.4679722849733659,0.17173255342991642,0.048267741754031056,0.009005785196471062,0.2995496129305301,0.01650480847860906,0.1831809094154439,1.3416053279603182,0.0004164777690220501,0.0004164777690220389,0.030108096749292088,-1.3411888501912956,-1.3110807534420026,0.0004164777690220528,-1.3411888501912954,0.030108096749292157,0.030108096749291935,-1.3411888501912954,0.0004164777690220528,-1.3416053279603175
1.0,1.1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.973811531268728,1.09775611928968,0.148612206993536,0.27046293937430105,0.8204496753421788,7.907060913963007,0.4684541558168191,0.17172437778319205,0.04826518011257988,0.008991985078537707,0.2995336956096185,0.016542114981100635,0.1831711792332315,1.3416098168564687,0.0005066266056482127,0.0005066266056482013,0.03010637872799904,-1.3411031902508206,-1.3109968115228217,0.0005066266056482222,-1.3411031902508206,0.03010637872799904,0.03010637872799915,-1.3411031902508208,0.0005066266056482083,-1.3416098168564687
1.0,1.0,0.9,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.973811531268728,1.09775611928968,0.148612206993536,0.27047034500760275,0.8204760063883296,7.907272648153051,0.46821000200124097,0.1717285202118256,0.04826647804239504,0.00899117218979162,0.29954176057910703,0.01652321256139016,0.18317610931179287,1.341607542427278,0.0004609500872797634,0.00046095008727977185,0.03010724921323353,-1.341146592339999,-1.311039343126767,0.0004609500872797545,-1.341146592339999,0.0301072492132336,0.030107249213233267,-1.341146592339999,0.0004609500872797684,-1.3416075424272789
1.0,1.0,1.1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.973811531268728,1.09775611928968,0.148612206993536,0.2704701358341767,0.8204752626632531,7.907266667683299,0.4682168981690695,0.17172840320820798,0.04826644138213721,0.00900518399371571,0.2995415327825558,0.016523746463587757,0.1831759700608495,1.3416076066689335,0.00046224022864309626,0.0004622402286430884,0.030107224626223686,-1.3411453664402926,-1.311038141814068,0.0004622402286430932,-1.3411453664402924,0.030107224626223728,0.03010722462622395,-1.3411453664402924,0.0004622402286430932,-1.3416076066689355
1.0,1.0,1.0,0.9,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.973811531268728,1.09775611928968,0.148612206993536,0.2705253540745022,0.8204766700429591,7.90726825308988,0.46821451123547786,0.17173561599866374,0.04805210756931964,0.009000321545656253,0.29955050693328844,0.016523561666883017,0.18219450758436692,1.3416074851019653,0.00046179367893105894,0.0004617936789310592,0.02759743263420596,-1.3411456914230353,-1.3135482587888276,0.0004617936789310523,-1.341145691423035,0.027597432634206,0.027597432634205887,-1.3411456914230349,0.0004617936789310523,-1.341607485101966
1.0,1.0,1.0,1.1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.973811531268728,1.09775611928968,0.148612206993536,0.27041707161176815,0.8204745601608634,7.907270434506239,0.46821309523191235,0.17172152822739023,0.048473165629659073,0.008997469290369138,0.2995330518084729,0.0165234520397054,0.18412256200159352,1.3416076673498483,0.0004615287716933118,0.00046152877169331613,0.03252755227371075,-1.3411461385781562,-1.3086185863044477,0.0004615287716933092,-1.341146138578156,0.032527552273710736,0.03252755227371029,-1.341146138578156,0.0004615287716933092,-1.3416076673498494
1.0,1.0,1.0,1.0,0.9,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.973811531268728,1.09775611928968,0.148612206993536,0.27045094149523824,0.8217693614981308,7.906717883042883,0.46822069342246014,0.17171562863337003,0.04826307733428666,0.008998697555757714,0.3095548540264554,0.01652404029259194,0.18316319200459893,1.3414958247006936,0.00046295024810686557,0.0004629502481068651,0.0301049684533954,-1.3410328744525875,-1.3109279059991934,0.000462950248106872,-1.3410328744525877,0.030104968453395498,0.030104968453394942,-1.3410328744525875,0.000462950248106872,-1.3414958247006943
1.0,1.0,1.0,1.0,1.1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.973811531268728,1.09775611928968,0.148612206993536,0.27048601421685714,0.8194168954738368,7.907720645939997,0.4682081408640855,0.17173895271905887,0.048269224267200234,0.00899900925357054,0.29134769785937653,0.016523068471912927,0.18318654061853898,1.3416990265546245,0.0004606019040442792,0.0004606019040442749,0.030109091029420804,-1.34123842465058,-1.3111293336211585,0.0004606019040442749,-1.3412384246505802,0.03010909102942083,0.03010909102942083,-1.3412384246505802,0.0004606019040442749,-1.3416990265546245
1.0,1.0,1.0,1.0,1.0,0.9,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.973811531268728,1.09775611928968,0.148612206993536,0.2736369653399565,0.820755219740883,7.907143807504615,0.46822225496960485,0.17347805920115647,0.04837238326184635,0.00901298639147128,0.3017113847730263,0.016524161187772116,0.18366167594593344,1.3415834244717812,0.0004632423837700563,0.00046324238377006,0.0313560363579385,-1.341120182088012,-1.3097641457300746,0.0004632423837700461,-1.3411201820880125,0.03135603635793838,0.0313560363579386,-1.3411201820880123,0.00046324238377006,-1.3415834244717826
1.0,1.0,1.0,1.0,1.0,1.1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.973811531268728,1.09775611928968,0.148612206993536,0.2678746803465102,0.8202464092632102,7.907372365552614,0.46820675066573997,0.17029442472315842,0.04817963881531657,0.00898708478697203,0.297763146284076,0.016522960842578753,0.1827779870387672,1.3416273746208132,0.00046034182447060926,0.0004603418244706198,0.029083680893519162,-1.3411670327963445,-1.3120833519028263,0.0004603418244706198,-1.3411670327963445,0.02908368089351898,0.029083680893519315,-1.3411670327963445,0.0004603418244706059,-1.3416273746208152
