E0,E1,E2,E3,E4,E5,E6,E7,E8,E9,E10,E11,E12,B7,B0,B4,S8,S3,S5,S6,S1,S9,S4,S7,S2,S0,flux_0,flux_1,flux_2,flux_3,flux_4,flux_5,flux_6,flux_7,flux_8,flux_9,flux_10,flux_11,flux_12
1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,9.48249607699173,3.47193896232414,1.04365857278033,0.3919750575630891,1.7358368471607284,0.6070961640384696,0.6940966403782681,0.018903893268580312,0.055639326243690196,2.1563964919427847,5.928465579333065,0.006761877098686281,0.14863162256421586,-0.004044256067952903,-0.004044256067952889,-5.342014728218793e-17,0.3233533537051191,-0.00404425606795294,-0.009802928978486669,0.32739760977307203,0.327397609773072,-0.009802928978486579,-0.009802928978486565,0.0,-0.009802928978486572,0.3233533537051192
0.9,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,9.48249607699173,3.47193896232414,1.04365857278033,0.6070961640384698,0.05633870669426639,0.01890389326858032,0.7033888728256162,0.14863162256421586,0.39197505756308904,2.1616686385206205,5.928465579333065,1.7025683872284842,0.006849650279532529,-0.003848122605789096,-0.003848122605789102,2.6697825283398396e-17,0.32766271203975983,-0.0038481226057890568,-0.009802928978486669,0.33151083464554887,0.33151083464554887,-0.009802928978486565,-0.009802928978486572,0.0,-0.009802928978486572,0.3276627120397597
1.1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,9.48249607699173,3.47193896232414,1.04365857278033,0.6070961640384714,0.055020654872979156,0.01890389326858032,0.6858779800954018,0.14863162256421597,0.3919750575628692,2.1517327497273073,5.928465579333065,1.7660143059177023,0.006684239087438999,-0.004217755566422424,-0.0042177555664224264,0.0,0.3195412942311958,-0.004217755566422418,-0.009802928978486669,0.3237590497976182,0.3237590497976183,-0.009802928978486565,-0.009802928978486572,0.0,-0.009802928978486572,0.3195412942311959
1.0,0.9,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,9.48249607699173,3.47193896232414,1.04365857278033,0.6070961640384697,0.055904855670775105,0.018903893268580316,0.6976243891898981,0.14863162256421586,0.391975057563089,2.158398135857392,5.928465579333065,1.7465410216327824,0.00679520053865591,-0.003969791295885615,-0.00396979129588562,2.6705420957731566e-17,0.32498946164693054,-0.003969791295885594,-0.009802928978486669,0.32895925294281625,0.32895925294281625,-0.009802928978486565,-0.009802928978486572,0.0,-0.009802928978486572,0.32498946164693043
1.0,1.1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,9.48249607699173,3.47193896232414,1.04365857278033,0.607096164038533,0.05541356552694178,0.018903893268580316,0.6910974161782351,0.1486316225642191,0.3919750575630769,2.1546946362372275,5.928465579333065,1.726735851737276,0.006733545382441611,-0.004107568147891337,-0.004107568147891342,2.6714031823684255e-17,0.32196228728455284,-0.004107568147891321,-0.009802928978486669,0.3260698554324441,0.3260698554324441,-0.009802928978486565,-0.009802928978486572,0.0,-0.009802928978486572,0.3219622872845527
1.0,1.0,0.9,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,9.48249607699173,3.47193896232414,1.04365857278033,0.6070961640384416,0.05563932624360757,0.01890389326858032,0.6940966403770337,0.14863162256421444,0.3919750575630571,2.1563964919421634,5.928465579333065,1.735836847161869,0.006761877098675244,-0.00404425606795291,-0.004044256067952917,-2.4039066276984565e-17,0.3233533537051196,-0.004044256067952917,-0.009802928978486669,0.3273976097730726,0.3273976097730725,-0.009802928978486565,-0.009802928978486572,0.0,-0.009802928978486572,0.32335335370511986
1.0,1.0,1.1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,9.48249607699173,3.47193896232414,1.04365857278033,0.6070961640384696,0.0556393262436902,0.018903893268580316,0.694096640378268,0.14863162256421586,0.3919750575630891,2.1563964919427843,5.928465579333065,1.7358368471607284,0.006761877098686283,-0.004044256067952919,-0.004044256067952924,0.0,0.3233533537051199,-0.00404425606795291,-0.009802928978486669,0.3273976097730728,0.3273976097730728,-0.009802928978486565,-0.009802928978486572,0.0,-0.009802928978486572,0.32335335370511986
1.0,1.0,1.0,0.9,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,9.48249607699173,3.47193896232414,1.04365857278033,0.6070961640384698,0.05369007705929887,0.018903893268580316,0.7392352377607612,0.14863162256421586,0.39197505756308926,2.1413764942755265,5.928465579333066,1.6572575966864163,0.006864861697385457,-0.004590901303517983,-0.004590901303517976,2.674432015479071e-17,0.31107627620393963,-0.004590901303517962,-0.009802928978487557,0.31566717750745765,0.31566717750745754,-0.009802928978486572,-0.009802928978486565,0.0,-0.009802928978486572,0.31107627620393963
1.0,1.0,1.0,1.1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,9.48249607699173,3.47193896232414,1.04365857278033,0.6070961640384696,0.05745184088051755,0.018903893268580316,0.6556430650171136,0.14863162256421586,0.3919750575630891,2.1703467320695773,5.928465579333065,1.808903976174399,0.00668333511833451,-0.003535956514183326,-0.0035359565141833346,0.0,0.33475603052242436,-0.003535956514183324,-0.009802928978486669,0.3382919870366077,0.3382919870366076,-0.009802928978486565,-0.009802928978486572,0.0,-0.009802928978486572,0.3347560305224242
1.0,1.0,1.0,1.0,0.9,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,9.48249607699173,3.47193896232414,1.04365857278033,0.6070961640384696,0.05465627071685958,0.018903893268580316,0.6819314909221008,0.14863162256421586,0.3919750575630891,2.1495103126010076,5.928465579333066,1.758305738607586,0.006642887344189477,-0.003887948742753427,-0.0038879487427534165,2.6727324923334053e-17,0.31772471385185574,-0.0038879487427533896,-0.009802928978487557,0.3216126625946092,0.3216126625946091,-0.009802928978486572,-0.009802928978486565,0.0,-0.009802928978486572,0.31772471385185574
