E0,E1,E2,E3,E4,E5,E6,E7,E8,E9,E10,E11,B1,B2,B4,S4,S6,S2,S0,S7,S3,S9,S8,S1,S5,flux_0,flux_1,flux_2,flux_3,flux_4,flux_5,flux_6,flux_7,flux_8,flux_9,flux_10,flux_11
1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,4.37993109736553,2.15721214423386,8.06747612322861,6.984788839538649,9.184133053434254,3.2732345665607347,0.6238519184990501,0.06537842051640792,3.213448968908127,8.974050707134152,5.275409890493737,3.571235272538716,7.262846551334906,2.2767527375480074e-15,-16.3035198713578,-0.1994132765484249,-0.19941327654842794,-16.303519871357796,-1.2845483915394422,-0.19941327654842822,-1.2845483915394311,-0.19941327654842844,0.0,-16.3035198713578,-1.2845483915394422
0.9,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,4.37993109736553,2.15721214423386,8.06747612322861,0.06537842052222072,9.18413305343427,6.984788839538649,3.273234566284495,8.974050706563533,7.262846551334905,3.571235272538716,5.27540989049442,0.6238519185041742,3.2134489686200514,-2.794196541536201e-15,-16.303519871357814,-0.19941327654843177,-0.19941327654842897,-16.30351987135781,-1.284548391539442,-0.19941327654842916,-1.2845483915394311,-0.19941327654842844,0.0,-16.30351987135781,-1.2845483915394422
1.1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,4.37993109736553,2.15721214423386,8.06747612322861,0.06537842052222097,9.184133053434287,6.984788839538649,3.273234566284483,8.974050706563533,7.262846551334906,3.5712352725387158,5.27540989049443,0.6238519185041743,3.2134489686200514,-2.049077463793213e-15,-16.303519871357807,-0.19941327654843066,-0.19941327654842872,-16.303519871357807,-1.284548391539442,-0.19941327654842889,-1.2845483915394311,-0.19941327654842844,0.0,-16.303519871357807,-1.2845483915394422
1.0,0.9,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,4.37993109736553,2.15721214423386,8.06747612322861,0.06540068127333866,9.184133053434259,6.98478883953865,3.6143929464940623,8.971866071848332,7.262846551334905,3.5712352725387166,5.275412470340983,0.6205421564629421,3.2123461020451383,3.005251193969832e-16,-16.212794456481358,-0.19940948364533684,-0.1994094836453371,-16.21279445648135,-1.2845483915394418,-0.19940948364533712,-1.2845483915394595,-0.19940948364533817,0.0,-16.21279445648135,-1.2845483915394418
1.0,1.1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,4.37993109736553,2.15721214423386,8.06747612322861,0.06536002127269146,9.184133053434255,6.984788839538649,2.9910846386784584,8.975857477954115,7.262846551334906,3.5712352725387158,5.275407758091529,0.6265892123009361,3.214361091776703,-2.4518420260077927e-15,-16.37855296661314,-0.19941641161762114,-0.19941641161761856,-16.378552966613142,-1.284548391539442,-0.19941641161761864,-1.2845483915394311,-0.19941641161761847,0.0,-16.378552966613142,-1.2845483915394422
1.0,1.0,0.9,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,4.37993109736553,2.15721214423386,8.06747612322861,0.0663582160727779,9.184133053434257,6.984788839538649,3.2273253486577107,8.972525729266806,7.262846551334907,3.5712352725387158,5.275804016889425,0.6247092689556077,3.21681109191877,6.238224183210574e-16,-16.315728666619655,-0.1988338299873241,-0.19883382998732466,-16.315728666619655,-1.284548391539442,-0.19883382998732463,-1.2845483915394311,-0.1988338299873238,0.0,-16.315728666619655,-1.2845483915394422
1.0,1.0,1.1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,4.37993109736553,2.15721214423386,8.06747612322861,0.06457119010438815,9.184133053434254,6.984788839538649,3.3120511847755725,8.975301550969146,7.262846551334906,3.571235272538716,5.275085061007227,0.6231359059670543,3.2106748812594863,1.133974181374554e-15,-16.293197235242168,-0.1998908424553957,-0.19989084245539634,-16.293197235242168,-1.2845483915394422,-0.19989084245539623,-1.2845483915394311,-0.19989084245539512,0.0,-16.293197235242168,-1.2845483915394422
1.0,1.0,1.0,0.9,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,4.37993109736553,2.15721214423386,8.06747612322861,0.06290534074132527,9.184133053434284,6.984788839538649,3.3951392002398335,8.88721128678117,7.262846551334905,3.571235272538716,5.287474330765801,0.6216292712162459,3.295592661333591,-8.180226487891401e-16,-16.27110135511275,-0.18167607722515156,-0.18167607722515067,-16.271101355112748,-1.284548391539442,-0.18167607722515067,-1.2845483915394311,-0.1816760772251511,0.0,-16.271101355112748,-1.2845483915394422
1.0,1.0,1.0,1.1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,4.37993109736553,2.15721214423386,8.06747612322861,0.06790105792057054,9.184133053434248,6.98478883953865,3.1575885218400592,9.058414560509998,7.262846551334906,3.571235272538716,5.263702982601323,0.6260344499026326,3.1337902834703946,6.283191443496794e-16,-16.334274019488646,-0.21662483001366462,-0.2166248300136659,-16.334274019488646,-1.2845483915394422,-0.21662483001366617,-1.2845483915394311,-0.21662483001366706,0.0,-16.334274019488646,-1.2845483915394422
1.0,1.0,1.0,1.0,0.9,1.0,1.0,1.0,1.0,1.0,1.0,1.0,4.37993109736553,2.15721214423386,8.06747612322861,0.06493859381218267,9.18413305343427,6.984788839538649,3.295250814541259,9.01751490735184,7.262846551334906,3.5712352725387158,5.275358897893191,0.6897014503545943,3.235394472972127,-5.163049696235356e-16,-16.297665015159076,-0.19948824612112936,-0.19948824612112867,-16.297665015159076,-1.284548391539442,-0.1994882461211286,-1.2845483915394311,-0.19948824612112848,0.0,-16.297665015159076,-1.2845483915394422
1.0,1.0,1.0,1.0,1.1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,4.37993109736553,2.15721214423386,8.06747612322861,0.06574286623802116,9.184133053434255,6.984788839538652,3.255213150854813,8.938466601556357,7.262846551334908,3.5712352725387158,5.275452114551018,0.5699416196778333,3.1954872205166884,3.1103021671872055e-16,-16.308312367999733,-0.19935119853308625,-0.19935119853308692,-16.308312367999736,-1.284548391539442,-0.19935119853308697,-1.2845483915394311,-0.19935119853308692,0.0,-16.308312367999733,-1.2845483915394422
