E0,E1,E2,E3,E4,E5,E6,E7,E8,E9,E10,E11,B3,B2,B5,S6,S8,S9,S7,S1,S2,S3,S0,S4,S5,flux_0,flux_1,flux_2,flux_3,flux_4,flux_5,flux_6,flux_7,flux_8,flux_9,flux_10,flux_11
1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,21.732194005182,6.25477618707375,0.81627994,0.19523080010969457,8.727770330675574,0.001794236670355712,0.03853166043228925,0.5081906849892016,0.007769041947984636,1.8571073185999605,0.7406296478369732,9.432891853180426,0.0009523948377871128,0.09485175138834379,0.1897035027766877,0.18970350277668802,0.09818597106218441,0.003334219673841071,0.09485175138834388,-1.2168917447840737,-1.315077715846259,0.09485175138834388,0.0,0.18970350277668777,0.003334219673841069
0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,21.732194005182,6.25477618707375,0.81627994,0.1960316914725134,0.03675922761643367,0.7423338502381764,0.5112374481008876,0.0009535456375484235,0.007563704278977114,0.0017211031943131022,8.372390372842188,1.8571073185999603,9.431187650779204,0.090993111004402,0.18198622200880388,0.18198622200880377,0.09435198499920361,0.0033588739948017523,0.09099311100440192,-1.2204013172038453,-1.3147533022030489,0.09099311100440194,0.0,0.18198622200880385,0.003358873994801753
1.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,21.732194005182,6.25477618707375,0.81627994,0.19495568417089637,0.039145344850642055,0.7400440914229454,0.5071438322618018,0.0009519995234782832,0.007839594954883643,0.0018193682305459396,8.84988461775504,1.8571073185999605,9.433477409594436,0.09617756112870368,0.19235512225740795,0.19235512225740803,0.09950331173070692,0.003325750602002503,0.09617756112870403,-1.2156858712097471,-1.3151891829404534,0.096177561128704,0.0,0.19235512225740806,0.0033257506020025057
1.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,21.732194005182,6.25477618707375,0.81627994,0.19542373134837093,0.07597378457103952,0.7410402390780334,0.5089247369754683,0.0009526720606609387,0.007719570256794656,0.001802963908708806,8.702706106714388,1.8571073185999605,9.432481261939348,0.0939220950500268,0.18784419010005315,0.18784419010005293,0.09726225384719678,0.003340158797169688,0.0939220950500266,-1.217737301447071,-1.3149995552942673,0.0939220950500266,0.0,0.18784419010005318,0.0033401587971696907
1.0,1.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,21.732194005182,6.25477618707375,0.81627994,0.19516546691385275,0.025862852954862424,0.740490599327878,0.507942095184275,0.0009523009604931505,0.007785795745116694,0.001791288895045359,8.736276227613587,1.8571073185999603,9.433030901689504,0.09516658343310214,0.19033316686620427,0.19033316686620405,0.09849879191349853,0.0033322084803961934,0.09516658343310214,-1.2166053933435457,-1.3151041852570442,0.09516658343310215,0.0,0.1903331668662043,0.0033322084803961947
1.0,1.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,21.732194005182,6.25477618707375,0.81627994,0.1952646016571565,0.04508820624284724,0.7407015859932788,0.4335534383406929,0.0009524434072370361,0.007760374199902598,0.0017957632688162715,8.723373250207887,1.8571073185999603,9.432819915024103,0.09468886981406888,0.18937773962813753,0.18937773962813742,0.09802413002236898,0.0033352602083002456,0.09468886981406875,-1.2170398916057876,-1.3150640216281566,0.09468886981406875,0.0,0.1893777396281375,0.0033352602083002447
1.0,1.0,1.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,21.732194005182,6.25477618707375,0.81627994,0.19522159329607577,0.03674604237293886,0.7406100532422312,0.5331321534809336,0.000952381608514121,0.0077714028786677785,0.001793821035420712,8.728968429691832,1.8571073185999603,9.432911447775151,0.09489611724933256,0.18979223449866567,0.1897922344986651,0.09823005350397862,0.003333936254645638,0.09489611724933282,-1.2168513923885846,-1.3150814458925628,0.09489611724933282,0.0,0.18979223449866564,0.003333936254645637
1.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,21.732194005182,6.25477618707375,0.81627994,0.18816233432455456,0.03769941085882922,0.741529292915317,0.509616976624148,0.0009422380608062855,0.007672916522768112,0.001759998696639769,8.561401074647163,1.8571073185999605,9.431992208102065,0.09304539286944102,0.18609078573888227,0.18609078573888227,0.09616201739942642,0.003116624529985161,0.09304539286944113,-1.2187444411259565,-1.3149064585253827,0.09304539286944112,0.0,0.18609078573888224,0.003116624529985162
1.0,1.0,1.0,1.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,21.732194005182,6.25477618707375,0.81627994,0.19765456417622898,0.03881456301278138,0.7403245236923249,0.5077075845062227,0.0009558775336207566,0.007801600674552779,0.0018058341473971016,8.784123022473262,1.8571073185999605,9.433196977325057,0.0954635846569023,0.1909271693138049,0.19092716931380482,0.09887241635603017,0.0034088316991280443,0.09546358465690245,-1.2162633832221412,-1.3151357995781718,0.09546358465690244,0.0,0.1909271693138049,0.0034088316991280447
1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,21.732194005182,6.25477618707375,0.81627994,0.19553236269152668,0.038566926368762314,0.7412714097467267,0.5081304150584335,0.0008814396841755875,0.0077731038611172,0.001795683511646487,8.734800651116476,1.8571073185999605,9.432250091270655,0.09492808157222332,0.1898561631444469,0.18985616314444687,0.0967421835072817,0.0018141019350585933,0.09492808157222343,-1.2182133659113965,-1.3149555494186786,0.09492808157222343,0.0,0.1898561631444469,0.0018141019350585916
1.0,1.0,1.0,1.0,1.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,21.732194005182,6.25477618707375,0.81627994,0.19497447535016285,0.03850166960751336,0.7400840888581364,0.5082419504137734,0.0010127152885654191,0.007765586896706814,0.0017930059958065044,8.72179037097121,1.8571073185999605,9.433437412159245,0.09478682516005477,0.18957365032010917,0.1895736503201091,0.09941332851693119,0.004626503356876349,0.09478682516005457,-1.215768240472473,-1.3151815689894037,0.09478682516005456,0.0,0.18957365032010912,0.0046265033568763485
1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,21.732194005182,6.25477618707375,0.81627994,0.20059497857799827,0.027043078093169876,0.7520322494833792,0.5285763229750564,0.0009601025715040488,0.006395144722699438,0.0013051645335121745,12.657845789985013,1.8571073185999603,9.421489251534002,0.0690339102562112,0.1380678205124223,0.1380678205124224,0.07253325765020469,0.0034993473939933495,0.06903391025621115,-1.2403738477453412,-1.3129071053955457,0.06903391025621117,0.0,0.1380678205124223,0.0034993473939933482
1.0,1.0,1.0,1.0,1.0,1.5,1.0,1.0,1.0,1.0,1.0,1.0,21.732194005182,6.25477618707375,0.81627994,0.19134565102510606,0.047435566876724476,0.7323537603208935,0.493395200898814,0.0009468122368673391,0.008766188789925008,0.002149588943183696,6.994629464950313,1.8571073185999605,9.441167740696487,0.11358981874654484,0.22717963749308953,0.22717963749308967,0.116804438782379,0.0032146200358337076,0.11358981874654478,-1.199848683141229,-1.3166531219236073,0.11358981874654478,0.0,0.2271796374930896,0.003214620035833709
1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,1.0,21.732194005182,6.25477618707375,0.81627994,0.33790013242574474,0.053640692374466725,1.210173966252308,0.48356268459807356,0.00115735706951979,0.009428854676199075,0.002385942879111812,11.601675115062568,1.8571073185999605,8.963347534765074,0.12604242601632176,0.25208485203264386,0.25208485203264397,0.1337676829634118,0.007725256947090337,0.12604242601632193,-1.091927115174176,-1.2256947981375883,0.1260424260163219,0.0,0.25208485203264386,0.00772525694709034
1.0,1.0,1.0,1.0,1.0,1.0,1.5,1.0,1.0,1.0,1.0,1.0,21.732194005182,6.25477618707375,0.81627994,0.1441447960727324,0.032232577968507176,0.5598173447061937,0.5191787883029292,0.0008789842936728611,0.007028494869480029,0.001530546758927988,7.44624708077648,1.8571073185999605,9.613704156311188,0.08093562544253263,0.16187125088506507,0.16187125088506527,0.08269712397292106,0.00176149853038846,0.08093562544253252,-1.2668001995176126,-1.3494973234905339,0.08093562544253254,0.0,0.16187125088506507,0.001761498530388459
1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,21.732194005182,6.25477618707375,0.81627994,0.11344250260711644,0.02803723110226142,0.4475214373930511,0.5267511193385633,0.0008348602615735462,0.006518154962236618,0.0013489290427848159,6.563332196098567,1.8571073185999605,9.72600006362433,0.07134547968334803,0.1426909593666959,0.14269095936669585,0.07216168079012686,0.0008162011067791033,0.07134547968334794,-0.613275360569939,-0.6854370413600662,0.07134547968334794,0.0,0.14269095936669587,0.000816201106779102
1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.5,1.0,1.0,1.0,1.0,21.732194005182,6.25477618707375,0.81627994,0.2758650203420992,0.04739427154518339,1.0120279847484142,0.4934619184788662,0.0010682455904776663,0.00876169233520649,0.0021479857494265736,10.446230832918907,1.8571073185999605,9.161493516268967,0.11350532279484127,0.2270106455896826,0.22701064558968276,0.11932148740506276,0.005816164610221801,0.11350532279484128,-1.7757996053319,-1.895121092736963,0.11350532279484128,0.0,0.22701064558968256,0.005816164610221802
1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,21.732194005182,6.25477618707375,0.81627994,0.20056930976374165,0.02709598351235542,0.7519777510830246,0.5284788896697048,0.0009600656885099899,0.006401711274502513,0.0025961495016326385,6.361904076889264,1.8571073185999605,9.421543749934356,0.06915730681609777,0.13831461363219522,0.1383146136321951,0.07265586404206692,0.003498557225969253,0.06915730681609762,-1.2402616157225064,-1.3129174797645733,0.06915730681609761,0.0,0.13831461363219524,0.003498557225969253
1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.5,1.0,1.0,1.0,21.732194005182,6.25477618707375,0.81627994,0.19138759853601245,0.047336624058947244,0.7324431916799884,0.49355508380788227,0.0009468725118838392,0.008755413425166152,0.0014414760588093063,10.435358344824923,1.8571073185999605,9.441078309337392,0.11338733150778713,0.22677466301557403,0.22677466301557403,0.11660324285393608,0.00321591134614908,0.11338733150778704,-1.2000328548283015,-1.3166360976822375,0.11338733150778701,0.0,0.22677466301557406,0.00321591134614908
1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,21.732194005182,6.25477618707375,0.81627994,0.19523080010969632,0.038531660432285335,0.7406296478369757,0.508190684989209,0.0009523948377871153,0.0077690419479841365,0.001794236670355539,8.727770330674687,1.8571073185999603,9.432891853180406,0.09485175138834423,0.18970350277668774,0.18970350277668757,0.09818597106218574,0.0033342196738410717,0.09485175138834387,-1.2168917447840741,-1.3150777158462588,0.0948517513883439,0.0,0.18970350277668777,0.003334219673841069
1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.5,1.0,1.0,21.732194005182,6.25477618707375,0.81627994,0.19523080010969573,0.03853166043228668,0.7406296478369745,0.5081906849892065,0.0009523948377871144,0.007769041947984299,0.0017942366703555936,8.727770330674982,1.8571073185999603,9.432891853180408,0.09485175138834379,0.18970350277668774,0.18970350277668757,0.09818597106218485,0.0033342196738410704,0.09485175138834388,-1.216891744784074,-1.315077715846259,0.09485175138834388,0.0,0.18970350277668777,0.0033342196738410726
1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,21.732194005182,6.25477618707375,0.81627994,0.19523003869848085,0.03838398436045282,0.7406280273506286,0.5081877878964977,0.0009523937437151452,0.012816971373057194,0.0017942022941134007,8.727869407503157,1.8571073185999605,9.432893473666752,0.09485542047534268,0.18971084095068594,0.18971084095068602,0.09818961671017856,0.003334196234835961,0.09485542047534298,-1.216888407613452,-1.3150780243236315,0.09485542047534298,0.0,0.18971084095068597,0.0033341962348359608
1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.5,1.0,21.732194005182,6.25477618707375,0.81627994,0.19523107450772034,0.03858488023740529,0.7406302318290945,0.5081917290457149,0.0009523952320697056,0.006086482063643307,0.0017942490590233098,8.727734625592152,1.8571073185999605,9.432891269188287,0.09485042911991481,0.1897008582398294,0.1897008582398294,0.09818465724072434,0.0033342281208099287,0.0948504291199147,-1.2168929474362187,-1.3150776046769432,0.09485042911991469,0.0,0.1897008582398294,0.003334228120809926
1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,21.732194005182,6.25477618707375,0.81627994,0.19532003489173577,0.03854209791466461,0.7408195594207655,0.5081728457798925,0.0010660326843507342,0.007770244227755717,0.001794664918230731,8.729851223687549,1.8571073185999603,9.432701941596616,0.09487434424868568,0.1897486884973714,0.18974868849737114,0.09775872230057026,0.0028843780518847642,0.0948743442486857,-1.217282841790039,-1.3150415640906095,0.09487434424868568,0.0,0.1897486884973714,0.002884378051884764
1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.5,21.732194005182,6.25477618707375,0.81627994,0.19519452628321748,0.03852741712556151,0.7405524468313261,0.508197937772749,0.0009062077498251275,0.007768553144092482,0.0017940625602475212,8.726924314428912,1.8571073185999605,9.432969054186055,0.09484256594055962,0.18968513188111935,0.18968513188111924,0.09835965206362873,0.0035170861230692553,0.09484256594055969,-1.216732759841903,-1.315092411905532,0.09484256594055969,0.0,0.18968513188111938,0.003517086123069252
1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,10.866097002591,6.25477618707375,0.81627994,0.1952646016571565,0.04508820624284727,0.7407015859932788,0.4335534383406928,0.0009524434072370361,0.0077603741999026,0.001795763268816272,8.723373250207889,0.9285536592999802,9.432819915024103,0.09468886981406888,0.18937773962813748,0.18937773962813753,0.09802413002236898,0.0033352602083002456,0.09468886981406875,-1.2170398916057876,-1.3150640216281566,0.09468886981406875,0.0,0.1893777396281375,0.0033352602083002447
1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,32.598291007773,6.25477618707375,0.81627994,0.19522159329607583,0.03674604237293887,0.7406100532422313,0.5331321534809336,0.000952381608514121,0.00777140287866778,0.0017938210354207123,8.728968429691832,2.78566097789994,9.432911447775151,0.09489611724933278,0.18979223449866564,0.1897922344986651,0.09823005350397818,0.0033339362546456375,0.0948961172493328,-1.2168513923885842,-1.3150814458925628,0.0948961172493328,0.0,0.18979223449866559,0.0033339362546456405
1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,21.732194005182,3.127388093536875,0.81627994,0.19523102120760621,0.03857454261189824,0.7406301183922556,0.5081915262442283,0.000952395155482758,0.0064082337392715235,0.0017942466525952205,8.72774156106784,1.8571073185999603,9.432891382625126,0.09485068596237256,0.1897013719247451,0.18970137192474512,0.09818491244241168,0.003334226480038431,0.09485068596237255,-1.2168927138284837,-1.3150776262708948,0.09485068596237255,0.0,0.18970137192474512,0.0033342264800384318
1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,21.732194005182,9.382164280610624,0.81627994,0.1952305858861113,0.03849011159273999,0.7406291919120499,0.5081898698902217,0.0009523945299691914,0.00912984839390179,0.0017942269985229363,8.727798205883749,1.8571073185999605,9.432892309105332,0.09485278368844208,0.18970556737688452,0.1897055673768846,0.09818699676770315,0.003334213079260393,0.09485278368844226,-1.2168908058688728,-1.315077802636575,0.09485278368844226,0.0,0.18970556737688454,0.0033342130792603925
1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,21.732194005182,6.25477618707375,0.40813997,0.19496667254179748,0.03850075643463231,0.7400674804514077,0.5082435115190342,0.000616170589463783,0.007765481685469968,0.001792968520075018,8.721608272818026,1.8571073185999605,9.433454020565973,0.09478484806377763,0.18956969612755561,0.1895696961275557,0.09945069285802655,0.0046658447942485495,0.09478484806377782,-1.2157340377239918,-1.3151847305820181,0.09478484806377781,0.0,0.18956969612755561,0.0046658447942485495
1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,21.732194005182,6.25477618707375,1.22441991,0.19549480067024302,0.03856253476668869,0.7411914779508055,0.5081379196188687,0.001288658118938961,0.007772598088633353,0.0017955033567002706,8.733925264238563,1.8571073185999603,9.432330023066577,0.09491857725612274,0.18983715451224525,0.18983715451224525,0.09692200803486228,0.002003430778739314,0.09491857725612264,-1.2180487572790164,-1.314970765313878,0.09491857725612264,0.0,0.18983715451224528,0.0020034307787393166
