E0,E1,E2,E3,E4,E5,E6,E7,E8,E9,E10,E11,B1,B3,B6,S5,S1,S8,S4,S2,S3,S0,S7,S9,S6,flux_0,flux_1,flux_2,flux_3,flux_4,flux_5,flux_6,flux_7,flux_8,flux_9,flux_10,flux_11
1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.59265325551011,3.40395953893703,0.656605587386049,0.0043765985695739034,9.643835647956347,0.0037835548664957954,0.003140884329966266,0.021912956021805586,2.31591152999079,7.809292280353358,2.7441956891191097,0.028579688181631903,5.40440463968471,-0.20020199960045168,-0.2002019996004517,2.1479796784141523,1.9477776788137002,2.1479796784141523,-1.947777678813701,1.9477776788137002,-0.20020199960045168,-0.20020199960045168,0.0,-0.4004039992009033,-1.9477776788137011
0.9,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.59265325551011,3.40395953893703,0.656605587386049,7.809292280329394,9.643835647956347,2.3159137630170337,0.021912954942157847,5.404404639684071,0.028579688180908332,0.004186355477114088,0.004376592300933621,0.0031420756007412317,2.7441955691775597,-0.20020189311566325,-0.20020189311566328,2.147979571929433,1.9477776788137695,2.147979571929433,-1.9477776788137695,1.9477776788137693,-0.20020189311566325,-0.20020189311566328,0.0,-0.40040378623132655,-1.9477776788137697
1.1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.59265325551011,3.40395953893703,0.656605587386049,7.809292280372967,9.643835647956347,2.315909702963665,0.021912956905156464,5.404404639685232,0.02857968818222392,0.0034539902866901192,0.004376603698484443,0.0031399096508616772,2.74419578725341,-0.20020208672463896,-0.20020208672463896,2.1479797655382837,1.9477776788136452,2.147979765538284,-1.9477776788136447,1.9477776788136452,-0.20020208672463896,-0.20020208672463896,0.0,-0.4004041734492779,-1.9477776788136447
1.0,0.9,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.59265325551011,3.40395953893703,0.656605587386049,7.809292280352451,9.643835647956347,2.315911614621891,0.021912955980887223,5.404404639684685,0.02857968818160448,0.0037988208884444778,0.004798614069894556,0.0031409294788119903,2.744195684573357,-0.20020199556470655,-0.20020199556470653,2.1479796743784108,1.9477776788137038,2.1479796743784103,-1.9477776788137038,1.9477776788137042,-0.20020199556470655,-0.20020199556470653,0.0,-0.40040399112941305,-1.9477776788137033
1.0,1.1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.59265325551011,3.40395953893703,0.656605587386049,7.809292280354103,9.643835647956347,2.3159114607471505,0.02191295605528425,5.40440463968473,0.028579688181654347,0.0037710644836137465,0.004031313124623815,0.0031408473899953294,2.744195692838364,-0.20020200290242557,-0.20020200290242554,2.1479796817161243,1.9477776788136987,2.1479796817161243,-1.9477776788136991,1.9477776788136987,-0.20020200290242557,-0.20020200290242557,0.0,-0.40040400580485114,-1.9477776788136987
1.0,1.0,0.9,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.59265325551011,3.40395953893703,0.656605587386049,7.809343545830612,9.643835647956347,2.3159115422169805,0.024222466365365715,5.404406006931751,0.028581236003425107,0.0037857602648403758,0.004437564831048147,0.003140890852372312,2.744197654958563,-0.2002019990174297,-0.20020199901742974,2.1479795307767606,1.9477775317593304,2.14797953077676,-1.947777531759331,1.9477775317593307,-0.20020199901742972,-0.20020199901742974,0.0,-0.4004039980348595,-1.9477775317593307
1.0,1.0,1.1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.59265325551011,3.40395953893703,0.656605587386049,7.809250335366115,9.643835647956347,2.315911519987424,0.0200233338609893,5.404403521014548,0.028578421766709983,0.003781750427889654,0.004326716480858984,0.0031408789933890804,2.744194080685615,-0.2002020000774754,-0.20020200007747538,2.1479797992098386,1.9477777991323637,2.147979799209839,-1.9477777991323635,1.9477777991323637,-0.20020200007747538,-0.2002020000774754,0.0,-0.4004040001549508,-1.947777799132364
1.0,1.0,1.0,0.9,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.59265325551011,3.40395953893703,0.656605587386049,8.561219566111049,9.643835647956347,2.3159115197585898,0.01998010773098872,5.4244584929189905,0.028546759232996412,0.003781709150379343,0.0043255754010658705,0.0031408788713107065,2.77303892277847,-0.2002020000883876,-0.20020200008838762,2.1458227850374776,1.9456207849490905,2.1458227850374776,-1.9456207849490899,1.9456207849490899,-0.2002020000883876,-0.2002020000883876,0.0,-0.40040400017677513,-1.9456207849490899
1.0,1.0,1.0,1.1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.59265325551011,3.40395953893703,0.656605587386049,7.192844584145439,9.643835647956347,2.315911539975245,0.02379900564609024,5.387964018549505,0.02860688642429619,0.003785355893598715,0.004426386350338597,0.003140889656455329,2.720549326842158,-0.2002019991243298,-0.20020199912432982,2.1497479503215295,1.9495459511972002,2.14974795032153,-1.9495459511971998,1.9495459511972,-0.2002019991243298,-0.20020199912432984,0.0,-0.4004039982486597,-1.9495459511971998
1.0,1.0,1.0,1.0,0.9,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.59265325551011,3.40395953893703,0.656605587386049,7.8092947285060905,9.643835647956347,2.3159115305746454,0.02202324533067256,5.4044047049767885,0.028579762096951795,0.0037836601839978798,0.0043795099775676945,0.003140884641439931,3.013018778203269,-0.20020199957260984,-0.2002019995726098,2.147979671363816,1.9477776717912054,2.1479796713638155,-1.9477776717912056,1.9477776717912056,-0.2002019995726098,-0.2002019995726098,0.0,-0.4004039991452196,-1.947777671791206
