E0,E1,E2,E3,E4,E5,E6,E7,E8,E9,E10,B2,B4,B5,S6,S4,S3,S7,S2,S0,S5,S9,S8,S1,flux_0,flux_1,flux_2,flux_3,flux_4,flux_5,flux_6,flux_7,flux_8,flux_9,flux_10
1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,10.32852948,48.639623,35.969629840199,0.13778714877471948,0.038797752512424594,1.5345598842382657,0.03796445726639484,6.216653849522093,7.7721847003471485,0.165359309072312,0.02477683564532936,0.0785551705037329,0.018417553564526762,0.006740017709507341,-0.0033322862836790423,-0.013404590276865413,0.003332286283679764,-0.010072303993186378,-0.010072303993186399,-0.010072303993186382,-0.010072303993186385,0.0033322862836790423,0.006740017709507384,0.003332286283678876
0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,10.32852948,48.639623,35.969629840199,0.184030542460722,6.160469180561779,7.777111781511374,0.03878576154807739,0.03874583001441913,0.16544877189911641,0.019461608783118183,0.07855977101476451,0.025034238756709945,1.5358659430792854,0.005218325060453044,-0.004822082736591966,-0.014862490533636962,0.004822082736591682,-0.010040407797045011,-0.010040407797044987,-0.010040407797045011,-0.010040407797045011,0.004822082736591959,0.005218325060453166,0.004822082736592126
1.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,10.32852948,48.639623,35.969629840199,0.11572987167235524,6.243458964584715,7.769834041707095,0.03757763506827767,0.038822501898696904,0.16531662729789387,0.01791794391481715,0.07855328308214965,0.024656390789947757,1.5339379423116073,0.007465347972981279,-0.002621520053693546,-0.012708388080368383,0.002621520053693871,-0.010086868026674828,-0.010086868026674828,-0.010086868026674824,-0.010086868026674823,0.002621520053693538,0.007465347972981373,0.002621520053693427
1.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,10.32852948,48.639623,35.969629840199,0.15434908885672105,6.268797176097505,7.767612022302334,0.03718626576065306,0.03884268535530675,0.16527628127343474,0.018714321241259484,0.07853650211410193,0.024622378329365605,1.5346835262094198,0.008056864535846163,-0.0019496503366808829,-0.011956165209207928,0.001949650336683817,-0.010006514872527045,-0.010006514872527045,-0.010006514872527045,-0.010006514872527045,0.0019496503366808748,0.008056864535846087,0.0019496503366807083
1.0,1.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,10.32852948,48.639623,35.969629840199,0.12543884605760333,6.17774969732111,7.775596376860808,0.03855384600105429,0.03876425158001362,0.16542125613891814,0.018197323039282863,0.07856863063336762,0.024892937884479247,1.5344692160818227,0.005758205883330465,-0.004363871394443247,-0.014485948672216952,0.004363871394438945,-0.010122077277773714,-0.010122077277773672,-0.010122077277773717,-0.010122077277773714,0.004363871394443247,0.005758205883330536,0.004363871394443386
1.0,1.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,10.32852948,48.639623,35.969629840199,0.13778158649416528,6.221297395290231,7.7717774873598175,0.041909837797594295,0.03879773743989361,0.16535191515616907,0.018231958948457447,0.07862055876669213,0.02489949224060609,1.5345623344804484,0.006739575978833563,-0.0032091577124496017,-0.01315789140373276,0.0032091577124475634,-0.009948733691283167,-0.009948733691283157,-0.009948733691283162,-0.009948733691283164,0.0032091577124495896,0.006739575978833567,0.003209157712449784
1.0,1.0,1.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,10.32852948,48.639623,35.969629840199,0.13779386722592477,6.215059758714075,7.772324493193478,0.03661509701559881,0.038797770733116764,0.1653618473424933,0.018481955976553218,0.07853250743731108,0.024734243368868043,1.534559031307425,0.006740551703305275,-0.003374555302538266,-0.013489662308381827,0.003374555302535498,-0.010115107005843532,-0.010115107005843532,-0.010115107005843536,-0.01011510700584354,0.0033745553025382458,0.006740551703305009,0.0033745553025381625
1.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,10.32852948,48.639623,35.969629840199,0.13780499114156491,6.216640935619495,7.773803256587732,0.03797223175924885,0.03879780108563765,0.1653593296351315,0.018420352370108625,0.07857052751983143,0.024781916511408274,1.534583120926041,0.006741441244665405,-0.0033326287098859484,-0.013406698664437305,0.003332628709886265,-0.01007406995455135,-0.010074069954551346,-0.010074069954551354,-0.010074069954551354,0.003332628709885932,0.006741441244665358,0.003332628709886265
1.0,1.0,1.0,1.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,10.32852948,48.639623,35.969629840199,0.13778120190661705,6.216658153846024,7.771645255488516,0.037961866119460674,0.03879773632296876,0.16535930221853867,0.01841662069718042,0.07855005211790411,0.024775142246427264,1.5345521395862047,0.00673954324512044,-0.003332172149939845,-0.013403887545000116,0.003332172149933754,-0.010071715395060285,-0.010071715395060299,-0.010071715395060282,-0.010071715395060285,0.0033321721499398604,0.006739543245120272,0.0033321721499399715
1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,10.32852948,48.639623,35.969629840199,0.11963487782766018,6.237995561711782,7.770313151576137,0.03703531184436177,0.038748467131864264,0.1653253266721899,0.015033035930671415,0.08003084133399714,0.019814819872118715,1.52768902166148,0.005295611061410681,-0.002766388010946721,-0.010828387083304122,0.0027663880109436434,-0.008061999072357403,-0.008061999072357384,-0.0080619990723574,-0.0080619990723574,0.0027663880109467243,0.00529561106141041,0.002766388010946308
