E0,E1,E2,E3,E4,E5,E6,E7,E8,E9,E10,B5,B3,B4,S9,S2,S7,S5,S3,S8,S0,S1,S6,S4,flux_0,flux_1,flux_2,flux_3,flux_4,flux_5,flux_6,flux_7,flux_8,flux_9,flux_10
1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,5.40778769684834,5.42498368568618,0.848675054362613,5.756386886730315,1.4466768301842112,4.39749282978323,0.6291858560549305,1.5399329281978416,0.13972672898641908,0.9056115240740713,8.105060723515543,0.5446549739883081,0.026839436042723423,-0.3194771732095596,-0.31947717320956204,-0.31947717320956315,-0.3194771732095619,-0.31947717320956404,-0.31947717320956204,-0.31947717320956204,0.0,0.0,-0.31947717320956204,-0.31947717320956204
0.9,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,5.40778769684834,5.42498368568618,0.848675054362613,5.767369623336082,0.6291858560549307,0.9073393601336974,0.545261291600523,1.446676662811728,1.5399329657568137,0.02684142065249631,8.11970694691038,0.13972671156526933,4.414544041823809,-0.31947713639249076,-0.31947713639249337,-0.31947713639249287,-0.3194771363924934,-0.31947713639249287,-0.31947713639249337,-0.3194771363924933,0.0,0.0,-0.3194771363924933,-0.31947713639249337
1.1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,5.40778769684834,5.42498368568618,0.848675054362613,5.747370733972566,0.6291858560549305,0.9041930767040636,0.5441572244377433,1.4466769675867703,1.5399328973642308,0.02683780679989327,8.09303707293145,0.1397267432881578,4.383519123907605,-0.3194772034341178,-0.319477203434116,-0.3194772034341149,-0.3194772034341161,-0.3194772034341158,-0.319477203434116,-0.319477203434116,0.0,0.0,-0.319477203434116,-0.319477203434116
1.0,0.9,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,5.40778769684834,5.42498368568618,0.848675054362613,5.7813986467644884,0.6291858560549304,0.9095464468945887,0.5460357838137804,1.4533871280708535,1.5399330137335354,0.026843955734414577,8.138415600171331,0.1532364098221968,4.436372030546088,-0.31947708936345975,-0.31947708936345703,-0.3194770893634562,-0.319477089363457,-0.319477089363458,-0.31947708936345703,-0.319477089363457,1.7763568394002505e-15,0.0,-0.3194770893634571,-0.31947708936345703
1.0,1.1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,5.40778769684834,5.42498368568618,0.848675054362613,5.735927841894898,0.6291858560549305,0.902392847647507,0.5435255032877299,1.4411865876227734,1.5399328582316103,0.026835739038801057,8.077777201042618,0.128673356249499,4.365815871021571,-0.3194772417937486,-0.3194772417937488,-0.3194772417937486,-0.3194772417937488,-0.3194772417937486,-0.3194772417937488,-0.3194772417937488,0.0,0.0,-0.3194772417937488,-0.3194772417937488
1.0,1.0,0.9,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,5.40778769684834,5.42498368568618,0.848675054362613,5.765635871011601,0.6291858560549305,0.9070666011764149,0.5451655773346448,1.4466766892333929,1.5399329598276943,0.026841107358830347,8.117394870711568,0.1397267143153554,4.404430562212154,-0.31947714220449797,-0.3194771422044946,-0.3194771422044944,-0.3194771422044945,-0.3194771422044953,-0.3194771422044945,-0.3194771422044946,0.0,0.0,-0.31947714220449464,-0.3194771422044946
1.0,1.0,1.1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,5.40778769684834,5.42498368568618,0.848675054362613,5.748798073650357,0.6291858560549305,0.9044176299327485,0.5442360227569615,1.4466769458346849,1.5399329022454742,0.02683806472397671,8.094940527099956,0.13972674102406113,4.39180040320535,-0.3194771986492917,-0.3194771986492918,-0.3194771986492942,-0.3194771986492919,-0.3194771986492908,-0.3194771986492919,-0.3194771986492918,-1.7763568394002505e-15,0.0,-0.3194771986492919,-0.31947719864929186
1.0,1.0,1.0,0.9,1.0,1.0,1.0,1.0,1.0,1.0,1.0,5.40778769684834,5.42498368568618,0.848675054362613,5.756362180157535,0.6291858560549305,0.9056076371641969,0.5678871796999065,1.446670416990347,1.539934367340867,0.02691548011858744,8.105025883375072,0.1397260614607147,4.397454803194758,-0.3194757624939655,-0.31947576249396353,-0.31947576249396903,-0.3194757624939636,-0.3194757624939628,-0.3194757624939635,-0.3194757624939634,-1.7763568394002505e-15,0.0,-0.3194757624939635,-0.3194757624939635
1.0,1.0,1.0,1.1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,5.40778769684834,5.42498368568618,0.848675054362613,5.756407101362819,0.6291858560549305,0.905614704298839,0.5256466530697104,1.4466820773854154,1.5399317507077313,0.026777217662948154,8.105089229315983,0.13972727514912572,4.397523942821011,-0.31947832744068094,-0.3194783274406821,-0.3194783274406845,-0.3194783274406821,-0.3194783274406827,-0.31947832744068216,-0.31947832744068216,0.0,0.0,-0.3194783274406823,-0.31947832744068216
1.0,1.0,1.0,1.0,0.9,1.0,1.0,1.0,1.0,1.0,1.0,5.40778769684834,5.42498368568618,0.848675054362613,5.756384790781132,0.6291858560549305,0.9056111943332507,0.5466258471293596,1.446676286129452,1.539933050285618,0.02684588714032978,8.152669184370387,0.13972667235771918,4.3974896038418825,-0.3194770535333866,-0.31947705353338846,-0.3194770535333902,-0.3194770535333885,-0.31947705353338796,-0.3194770535333884,-0.31947705353338846,-1.7763568394002505e-15,0.0,-0.3194770535333884,-0.31947705353338846
