Type,index,J0,J1,J2,J3,J4,J5,J6,J7,EX_S5,EX_S3,EX_S4
ADVI,0,-0.07665175447344669,-0.4761027687375545,-0.21185217208383347,0.06596368998237094,1.7901981885579126,-0.7525849196124283,-0.22440526550712542,-2.4468431237801854e-07,2.4291990066157436e-07,-0.14865297825792972,0.03408780466460164
ADVI,1,-0.09499085767962083,-2.330175079489737,-0.1419583441229188,1.2966539325250568,4.266844872289547,-2.3181936188028245,-0.9439240753462212,6.82108086577811e-08,2.1021267819172466e-07,-0.4300024462445692,0.6957456808196084
Prior,0,-0.005907101825118015,0.0035645812835525797,0.001135844336049004,0.0001686390499908649,8.060726547154656e-05,0.00017299801795923916,0.0004253273347206394,-8.073418328844396e-08,7.805686131182407e-08,0.00012184397632187296,0.000237261005427092
Prior,1,-0.6261393577602661,-0.46019904649627247,-0.7436865664650812,-0.4242980508687781,-0.5926741227847974,-0.4574928005989505,-0.38641515909178353,0.00015280075393503707,-0.00012394332486796044,1.1213401467292652,2.569564831994094
median,,-0.08582130607653377,-1.4031389241136458,-0.17690525810337615,0.6813088112537139,3.02852153042373,-1.5353892692076263,-0.5841646704266733,-8.823675186011873e-08,2.2656628942664952e-07,-0.2893277122512494,0.364916742742105
ground truth,,-0.5112530825412652,-0.5112489653109913,-1.0225042831746107,-1.4015142727502757e-12,0.4872363087233225,-0.5109487246580294,-0.5112530825412559,-0.5112712879548432,-0.5113109741677234,-0.5127636915502839
