Type,index,J0,J1,J2,J3,J4,J5,J6,J7,J8,J9,EX_S6,EX_S3,EX_S9
ADVI,0,-0.31747680849260534,0.11571221868021768,0.6871997398607217,0.0891211846860267,0.1512357670072646,-0.04373736710460501,-0.27511566338101423,0.23231865489527762,-0.2876826577464791,0.1975935405452022,-0.025978945957009197,-0.5276640414422705,0.004474378449272988
ADVI,1,0.13481318791170047,0.008859545737824992,1.2142736959662628,0.1998044356162529,-0.6276376714927907,-0.2627869067706625,0.1092871036532915,1.177291085853188,0.1946202614872774,-0.40024031904156404,0.018975465772592175,-1.332293520867951,-0.43496636382542353
Prior,0,-0.0037232984278214006,-0.0034780131569859584,-0.005083618588270488,0.01786960893585609,0.5163607031888668,0.04427773767886705,-0.009126241470786816,-0.014879892620019241,-0.02476697006681619,0.007877252350717285,-0.5483550134429054,0.01768718987217002,0.005340555747128418
Prior,1,-0.5212335932585893,-0.00027112145062197217,-0.003848513564957561,-0.013041608923618324,0.003009396345781997,0.0035783323324364126,-0.0013347016549537939,-0.0610230320761699,0.010099870536131523,0.0030209288930938987,0.0007949873117236106,0.005431695784581935,0.5748173597251617
median,,-0.09133181029045244,0.062285882209021336,0.9507367179134922,0.14446281015113982,-0.23820095224276305,-0.15326213693763377,-0.08291427986386136,0.7048048703742328,-0.046531198129600854,-0.10132338924818092,-0.0035017400922085114,-0.9299787811551108,-0.21524599268807526
ground truth,,-0.0013943136071581546,-0.0012080355353914602,-0.0010857128380298894,-0.04986965248935028,0.0002086713435518259,-0.04966098114579847,-0.002078067479728457,-0.0010535885750561351,-0.049660981145798457,-0.0010800982523139586
