Type,index,J0,J1,J2,J3,J4,J5,J6,J7,J8,J9,EX_S6,EX_S3,EX_S9
ADVI,0,-0.7447184217188233,-0.1929504675663652,-1.1494095260776043,-0.29624080484610227,0.5162731620346047,0.5462174676323491,0.07869350126376518,-0.3360795744558436,0.49164727035953715,-0.18298719193286994,0.23324482109912553,1.2640223652534608,-0.2277126010452338
ADVI,1,-0.6983351351372401,-0.1693490543249344,-1.0829560041355177,-0.2595141220095671,0.5695145234794762,0.5591314340790087,0.04392446548935533,-0.41607102718215305,0.42230343007479154,-0.15007641135501706,0.2701563888232524,1.2087450211671293,-0.29747350896858504
Prior,0,-0.007605199625131585,0.0011120128611536177,0.0055257131907950965,-0.0020796863925169598,0.5076864149310247,0.028620369563315685,0.00022074639375023006,0.0037520553221754584,-0.005714003327963506,0.008444427239228133,-0.5191823041743471,-0.0068505913960146365,-0.01392995458546931
Prior,1,-0.5947886645691307,0.0060803486871739,-0.015795920108502597,0.004940866764753072,-0.005195975919277834,0.013716380315037587,-0.0002745262892609481,-0.011507755668489071,0.0007165229909157356,-0.005345522249113358,0.0018093982435150974,0.009989780640100318,0.5956550671622787
median,,-0.7215267784280317,-0.1811497609456498,-1.116182765106561,-0.2778774634278347,0.5428938427570404,0.5526744508556789,0.06130898337656025,-0.3760753008189983,0.45697535021716434,-0.1665318016439435,0.25170060496118896,1.236383693210295,-0.26259305500690944
ground truth,,-0.0013943136071581546,-0.0012080355353914602,-0.0010857128380298894,-0.04986965248935028,0.0002086713435518259,-0.04966098114579847,-0.002078067479728457,-0.0010535885750561351,-0.049660981145798457,-0.0010800982523139586
