Type,index,J0,J1,J2,J3,J4,J5,J6,J7,EX_S5,EX_S3,EX_S4
ADVI,0,3.310925450531408,-33.429235990580764,2.0835211316866857,20.37575980617988,70.14052770489016,8.661122733802223,-51.05121079569268,-1.944518240860197e-05,-0.00013210643200615516,-15.098164038999277,-4.993249770735074
ADVI,1,0.0575489231909373,-0.686625056684906,0.03572515422778287,0.4759613296123984,1.570255614418015,0.24954086845416082,-1.2621882500818038,-3.196639532455797e-07,-8.216319457447461e-08,-0.3199876641929679,-0.12023079919411996
Prior,0,0.003321898903608659,-0.027286499332558264,0.001917874822062591,0.0016595832978645727,0.007369389198037655,0.003572111510056276,0.0035051834327848733,9.86597327375553e-08,-9.036703143892961e-08,0.003159199814104876,0.002781263270759623
Prior,1,-0.08369919502045052,-0.11272358036892337,-0.8892664813642434,-0.08382441107051589,-0.09963896513403404,-0.15673015956634248,-0.09119037721806832,-6.236487421347439e-08,-3.093611569887445e-07,0.5723428505187569,0.9447300659955613
median,,1.6842371868611725,-17.057930523632834,1.0596231429572343,10.42586056789614,35.85539165965409,4.455331801128192,-26.156699522887244,-9.882423180923774e-06,-6.609429760036481e-05,-7.709075851596123,-2.556740284964597
ground truth,,-0.5112530825412652,-0.5112489653109913,-1.0225042831746107,-1.4015142727502757e-12,0.4872363087233225,-0.5109487246580294,-0.5112530825412559,-0.5112712879548432,-0.5113109741677234,-0.5127636915502839
