Type,index,J0,J1,J2,J3,J4,J5,J6,J7,J8,EX_S1,EX_S2,EX_S4
ADVI,0,-6.864798397617754e-18,-0.003949742994804072,-0.0036051594739945334,-0.0032175753938861996,-0.00016625190790422488,-0.0036274981207534175,0.007275813319318175,-0.021684516646684655,-0.00045307845143743647,-1.2271681772082842e-17,0.004115994902708321,0.025312014767438072
ADVI,1,-3.1406024478708785e-17,0.0035836156532167702,-0.0046338880812672525,-0.002046063174366718,0.0004787514951740937,0.014860182631729616,0.00848615149421521,0.009227464657898437,-0.0018062002385812277,-7.64546025899996e-18,-0.004062367148390879,-0.02408764728962808
Prior,0,6.644403227107525e-17,-0.00014233490906260518,-0.005098734397678657,-0.005241180048732307,0.0028175194955627845,-0.5072942813566359,0.006620879086760179,0.005994466016831764,0.0037190353596507223,1.3295275334154786e-19,-0.002675184586500165,0.5012998153398043
Prior,1,7.410413414610851e-17,-0.00021851242764248688,-0.008137101189469987,0.0005039467178757613,0.0004567903955537679,0.0010745578576255514,0.00282706956930719,-0.028995461106471235,0.004806084902286955,-1.0379759124706847e-17,-0.00023827796791128498,0.027920903248845715
median,,-1.913541143816327e-17,-0.00018306367079365068,-0.004119523777630893,-0.002631819284126459,0.00015624979363493442,0.005616342255488099,0.007880982406766691,-0.006228525994393109,-0.001129639345009332,-9.9585710155414e-18,2.6813877158720755e-05,0.0006121837389049967
ground truth,,0.0,5.268452105361188e-15,-0.9255009043160805,0.0,0.0,-0.9044599138243918,0.0,5.278553122480694e-15,0.0,0.0
