Type,index,J0,J1,J2,J3,J4,J5,J6,J7,J8,J9,EX_S7,EX_S0,EX_S4
ADVI,0,0.33725129337016424,0.5967002890132973,-9.039913277324762e-10,-0.09633050154476523,0.06290757954542697,-0.0042655825098362726,0.09981684379814786,0.11724255221870446,0.06359615100415728,-0.15375653523017185,1.7503844408417537e-17,0.09442596686396992,-0.11758805604597945
ADVI,1,0.283490275783269,0.5468593169151377,1.5454227050178328e-08,-0.25926880746042746,0.17098824648624125,0.5947737074566203,-0.10754264493112435,0.03523578619569732,-0.9529782534220835,0.0790513775904594,1.5826423190914336e-17,0.2791531687280121,0.33023783370180393
Prior,0,-0.19771193563018974,1.0501604932126358,-1.2593339679913183e-07,-0.17581357681894785,0.15110689227305427,1.6306126653456734,-0.11749953227528435,-0.08270059040270003,-0.8040078395772866,-0.7611024684593835,-7.62466831187148e-18,-0.06550235709091719,0.3724581644242804
Prior,1,0.07020197992204769,-0.013034716479853473,-7.355132351759435e-05,-22.315743346847924,0.943174989398154,-4.488296475256289,27.68028291445543,-7.541954378754994,6.5057605232855655,0.05092966035585406,-1.0537830792868463e-14,-2.0683936737361117,2.177044800209996
median,,0.31037078457671663,0.5717798029642175,7.275117861222926e-09,-0.17779965450259635,0.11694791301583411,0.29525406247339203,-0.0038629005664882476,0.07623916920720089,-0.44469105120896313,-0.03735257881985623,1.6665133799665936e-17,0.186789567795991,0.10632488882791225
ground truth,,1.0968713654923903,-0.49601303646716316,6.112024192948013e-17,0.7683146896103508,-0.5741843232909944,0.024561842493286492,0.20714339808872867,0.0016190576954733505,0.161308652030398,-0.13415936737504605,0.0,-0.0517111271486385,-0.003751151128785546
